Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・当地では台風や雨による被害が全くなかったこともあり、日本人観光客の入込が順調に伸びている。
,,○,商店街（代表者）,販売量の動き,・青果物の動きが段々と活発化している。ただし、天候不順の影響もあり、例年と比べると鈍化している。
,,○,一般小売店［酒］（経営者）,お客様の様子,・大手得意先の経営者から、最近は毎月、売上が前年を上回っているとの話を聞いている。数店を経営している会社であり、全店の売上が良いということから、景気はやや良くなっている。
,,○,百貨店（販売促進担当）,単価の動き,・８月は気温の低い日が続いたことで夏物衣料が苦戦したが、道内客や外国人観光客の来店が順調に伸び、全体の来客数を押し上げた。また、秋物衣料の動きが例年よりも早く、客単価の上昇に寄与している。
,,○,スーパー（役員）,お客様の様子,・前年の悪天候と異常な低温と比べれば、今年の天候は良かったことから、行楽需要、観光需要が盛り上がった。また、有名バンドのコンサートがあったことで、ホテル、タクシーなどの観光関連も好調だった。
,,○,衣料品専門店（店長）,お客様の様子,・夏が終わり、秋物の展開に向かうなか、先物の買上が多く、好調に推移した。
,,○,乗用車販売店（従業員）,販売量の動き,・お盆明けから来客数や販売量が前年よりも上向いてきている。３か月前より良くなってきている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国を始め、東南アジアからの団体旅行が好調である。地元で開催されたスポーツイベントもプラスに作用した。
,,○,旅行代理店（従業員）,来客数の動き,・観光繁忙期を迎えて人の動きが活発になっている。また、７月には２年半ぶりとなる海外航空会社のチャーター便が就航しており、新しい需要が生じていることもうかがえる。
,,○,通信会社（企画担当）,販売量の動き,・競合他社への流出は相変わらず多いものの、想定よりも新規加入が多く、解約も少なかった。
,,○,観光名所（従業員）,来客数の動き,・８月27日時点の利用乗降客数は前年比約109％となっている。当業種は天候に大きく左右される業態であり、８月は悪天候の日も多かったが、個人観光客が目立つなど、まずまずの入込がみられた。
,,□,商店街（代表者）,来客数の動き,・来客数が減少気味である。今年は天候が不順なため、天候に左右される日が多い。
,,□,商店街（代表者）,お客様の様子,・客の様子をみると、淡々と買物をしており、可も不可もない状況にある。
,,□,商店街（代表者）,来客数の動き,・８月に入り、天候不順の影響で客足に見込みほどの伸びがみられなかった。特に、当市最大の夏祭りの期間中は、３日間の日程のうち２日間が降雨となり、多くのイベントを中止せざるを得なかったことで来街者数が減少し、例年と比較してやや落ち込みがみられた。
,,□,商店街（代表者）,販売量の動き,・天候がすっきりしないため、客の購買意欲に影響がみられ、苦戦している。
,,□,一般小売店［土産］（経営者）,来客数の動き,・夏の観光シーズンのピークを過ぎたため、景気はやや落ち着きをみせ始めている。ただ、国内客については、月末のスポーツイベント目的の客による購入がみられたことで売上がかなり増えたほか、外国人観光客もＬＣＣの増加により微減で推移しているため、例年ほどの落ち込みは生じていない。
,,□,百貨店（担当者）,単価の動き,・来客数は前年と比べて安定しているものの、売上のトレンドとしては若干のマイナス基調である。客単価が低下していることが要因であり、主力のお中元ギフトも客単価が下がっている。
,,□,百貨店（役員）,お客様の様子,・買上客数は緩やかな減少を続けている一方で、買上単価の変動が激しく、判断が悩ましい。
,,□,百貨店（営業販促担当）,来客数の動き,・慢性的に来客数が減少している。お祭りの時期に降雨があったことも影響しているが、６月からの長雨による天候不順の影響で、天候が回復した際の揺り戻しも少ない。ただし、観光客は外国人観光客も含めて増加傾向にある。
,,□,スーパー（店長）,お客様の様子,・天候の影響もあるが、お盆期間でも不必要な物は買わない傾向がみられたことから、客の節約志向は依然として強いままである。
,,□,スーパー（役員）,来客数の動き,・ここ数か月、来客数の減少を客単価の上昇でカバーする状況が続いている。ただ、客単価の上昇については、平成30年７月豪雨などの影響で青果物の相場が高いことも影響している。また、お盆の時期は年間を通じて大きな商戦となるが、天候面で前年との大きな違いがみられなかったにもかかわらず来客数が減少していることから、高齢化や少子化などの影響で帰省客の動向にも大きな変化が生じていることがうかがえる。
,,□,コンビニ（エリア担当）,単価の動き,・来客数が若干の回復傾向にとどまっている一方で、客単価が上昇していることから、売上は前年を維持できている。
,,□,コンビニ（エリア担当）,お客様の様子,・観光客が増えているが、お盆時期の天候不順の影響で見込みほど売上が伸びなかった。
,,□,家電量販店（店員）,販売量の動き,・８月の来客数、売上は前年をやや下回った。お盆前の夏物家電の需要も前年よりも少なかった。
,,□,乗用車販売店（経営者）,競争相手の様子,・他社も含めて全体的に受注量の減少が続いている。他地区と比較しても落ち込みが目立っており、全地区の中で最下位の状況が続いている。
,,□,乗用車販売店（従業員）,販売量の動き,・来客数、販売量が増えてこない。今後に期待が持てるような材料も見当たらない。
,,□,乗用車販売店（従業員）,販売量の動き,・極端に販売量が下がることもないが、新型車が出た割には販売量に伸びがみられなかった。
,,□,乗用車販売店（従業員）,販売量の動き,・新車種の発売が相次いでいる効果もあり、９月の決算期に向けて最高の波が生じており、３か月前と同様、好調に推移している。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定しており、余り変化がみられない。
,,□,高級レストラン（スタッフ）,販売量の動き,・８月下旬の週末２日間に大きなイベントがあり、当地以外からの参加者があふれていた。それを期待して企画を練り、準備を進めたことで、それなりの来客数はあった。しかし、それ以外の日の売上は天候不順の影響もあり、前年を少しずつ下回った。月全体の売上は前年を８％下回り、平成28年３月の北海道新幹線開業前の水準に落ち込んだ。
,,□,高級レストラン（スタッフ）,販売量の動き,・昼食の売上は前年を上回ったが、夕食の売上が伸び悩み、全体では前年並みとなった。夕食は気温の高かった前半の売上が悪かったが、気温が落ち着いた後半からは少し増えた。今年は契約産地や農家の収穫が不安定であったことから、材料費が若干かさんだ。
,,□,旅行代理店（従業員）,来客数の動き,・各種イベント、大会の効果で宿泊施設の稼働率が好調を維持している。
,,□,タクシー運転手,販売量の動き,・８月は雨の日が多かったことから、例年よりもタクシーの利用が多く、タクシー１台当たりの売上は前年を８％上回った。ただし、タクシー適正化・活性化法により前年から10％の減車を行っていることに加えて、乗務員不足もあり、タクシーの稼働は前年よりも少なく、会社全体の売上は前年を若干下回った。
,,□,タクシー運転手,来客数の動き,・イベント関係の予約がやや良かった分、観光関係の利用がマイナスとなった。
,,□,タクシー運転手,来客数の動き,・８月は夏季の様々なイベントなどの影響もあり、３か月前と比べて、稼働率が0.3％程度良かった。ただ、あくまでも短期的な動きであり、環境の厳しさに変化はない。秋に入ると観光客数も落ち込んでくるため、先行きの予想も付かない状況にある。
,,□,通信会社（社員）,来客数の動き,・お盆などで集客アップが見込まれたが、天候不順の影響もあり、期待したほどの伸びはみられなかった。
,,□,美容室（経営者）,販売量の動き,・例年、お盆前が忙しい時期となるが、今年の売上は前年を25％下回った。一方で８月後半が忙しく、売上もばん回して、月全体では例年と同じような売上となった。
,,□,美容室（経営者）,販売量の動き,・８月は売上が減少したが、天候不順などの影響が大きいとみられる。ここ３か月、売上は前年比マイナス５％程度で推移しており、景気の変動はそれほど感じられない。
,,□,美容室（経営者）,来客数の動き,・繁忙期にもかかわらず今一つ売上が伸びてこなかった。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームに来訪する客は以前よりも減少傾向にある。一方で、来訪客の商談内容は比較的濃く、成約率はそこそこ高い。
,,▲,百貨店（売場主任）,単価の動き,・８月の客単価は前年比101.6％となっており、５～７月の前年比104.4％と比べて低下している。
,,▲,スーパー（店長）,それ以外,・天候不順などの影響で売れるべき季節商材が苦戦している。
,,▲,スーパー（店長）,来客数の動き,・お盆期間中であるにもかかわらず、８月も客の来店動向が非常に悪く、この状況が今後も続くことを懸念している。
