Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,百貨店（販売促進担当）,それ以外,・近隣の百貨店の閉鎖があったため、当店の状況にはイレギュラーな面があるが、全店ベースでみると、厳しいながらも回復傾向にある。
,,○,百貨店（販売促進担当）,来客数の動き,・12月以降、来客数が増加傾向にあり、今月も同曜日比較ではプラスになっている。
,,○,スーパー（店長）,販売量の動き,・今月は営業日数が３日少ないが、販売量は前月と比較しても多く、前年との比較でも５％の伸びとなっている。
,,○,スーパー（店長）,来客数の動き,・競争環境が変化してきている。地元食品スーパーの廃業や百貨店の撤退があり、当店の来客数は増加している。
,,○,家電量販店（店員）,販売量の動き,・エコポイント制度の効果で薄型テレビが販売量、売上ともに伸びている。
,,○,高級レストラン（スタッフ）,来客数の動き,・宿泊客が多かったため、朝食利用の売上は前年比105.7％となった。ただし、それ以外の売上は前年比88.4％と低調なままである。
,,○,観光型ホテル（経営者）,お客様の様子,・国内旅行は閑散期ということもあり、相変わらず低調である。しかし、外国人観光客は中国人、特に富裕層が増加してきていることから、客単価が上昇しており、売店、レストランでの消費も増えている。
,,○,旅行代理店（従業員）,来客数の動き,・客単価が低くとどまっているため、はっきり上向きとも言い難い面もあるが、来客数が増えつつある。
,,○,タクシー運転手,販売量の動き,・雪の多かった前月と比べると、売上は約２％減っているが、３か月前との比較では、売上は約５％増えている。前年と比較しても売上は約２％伸びている。これらの傾向から、景気は若干ではあるが回復傾向にある。
,,○,観光名所（役員）,来客数の動き,・国内客の観光入込は依然として低迷を続けているが、海外客の観光入込は、旧正月の効果から、台湾や韓国、香港などの東アジアを中心に増加しており、観光入込の全体数を押し上げている。
,,○,美容室（経営者）,来客数の動き,・売上が前年実績を上回っており、以前よりは客の動きが良くなってきている。
,,□,商店街（代表者）,来客数の動き,・引き続き商店街への来街者数の落ち込んでいる。
,,□,商店街（代表者）,来客数の動き,・例年になく、厳しい寒さが続いたことから、高齢者の外出機会が減っている。商店街への来街頻度も低下しており、衣料品店や飲食店等の売上は前年比90～100％で推移している。
,,□,商店街（代表者）,お客様の様子,・先行き不安が客の慎重な買い方につながっている。季節商材ですら必要な物しか購入しなくなってきている。特売に対する反応も鈍くなってきている。
,,□,商店街（代表者）,お客様の様子,・前月と比べて、客の動きには変化がみられない。
,,□,一般小売店［土産］（経営者）,来客数の動き,・政権与党が景気対策を打ち出せないでいることで、消費者が不安になっている。雪のライトアップイベントの期間中の人出は、半分近くが中国人であった。
,,□,一般小売店［酒］（経営者）,販売量の動き,・例年２月後半からは、新年会需要が一段落するため、売上は厳しいものになる。特に、前年は落ち込みが大きかったことから、今年は前年以上の売上を見込んでいたが、前年並みの売上にとどまっている。来客数もやや減っているが、１件当たりの販売量が非常に落ち込んでいることが原因とみられる。
,,□,百貨店（売場主任）,来客数の動き,・来客数が大幅に減少しており、買上単価も大幅に低下している。不要な物は買わない、買う時はより安くといった消費者の動きがまだまだ続いている。余談ではあるが、冬季オリンピックの女子フィギュアスケートがあった24日と26日は売上、来客数とも大きく落ち込んだ。
,,□,百貨店（売場主任）,来客数の動き,・食品催事の開催時期がずれたことで、売上は前年を上回っているものの、催事の影響を除いた調整後の売上は前年比94％前後と直近のトレンドと変わらない。買上客数も前年比99％前後と傾向は変わらない。
,,□,百貨店（役員）,お客様の様子,・２月は元々売上の少ない月であり、企画が当たるかどうかで売上も大きく変化するため、店頭の数字だけで景気の判断にはつなげにくい面がある。
,,□,スーパー（店長）,単価の動き,・客単価の低下に歯止めがかからない状況である。来客数は増えているが、割引セールに集中する傾向が以前よりも強まっている。
,,□,スーパー（役員）,単価の動き,・客単価が前年比101.5％となっており、過去11か月の平均値101.7％とほぼ同率で推移している。また商品単価が前年比95.5％、客１人の平均買上点数が前年比106.2％となっており、単価、点数ともほぼ同率で推移しており、状況に大きな変化はみられない。
,,□,コンビニ（エリア担当）,単価の動き,・客単価の低下が進んでいるほか、買上点数の伸びも鈍化している。年明けからこの傾向が強まっている。
,,□,コンビニ（エリア担当）,販売量の動き,・低単価商品の販売量が増加しているが、客単価低下の影響が大きく、売上は相変わらず低迷している。
,,□,家電量販店（地区統括部長）,販売量の動き,・冬季オリンピックの効果もあり、薄型テレビは引き続き好調であるが、それ以外の大型商材の売行きは依然として厳しく、全体ではほぼ横ばいの状態である。
,,□,乗用車販売店（従業員）,お客様の様子,・メディアでは景気が上向きと伝えられているが、全く実感がなく、客の様子からもうかがえない。依然として、客の財布のひもは固く、不具合などで車を乗換える客しかいない。
,,□,乗用車販売店（営業担当）,販売量の動き,・利益、来客数とも変わらずに推移している。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・例年、風邪等の季節疾患でまずまずの売上が見込まれるが、今年は病院、薬局とも、閑古鳥が鳴いている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品の価格が安定しているため、状況は大きく変わらない。
,,□,高級レストラン（スタッフ）,来客数の動き,・２月に入り、海外からのチャーター便が相当みられるが、来客数にはあまり結び付いていない。前月に続き、今月も地元客向けのイベントを行っているが、当初の勢いはなく、売上は前年比90％と厳しい数字となっている。客単価はやや上昇している。
,,□,スナック（経営者）,来客数の動き,・前年も前々年も来客数の動きをみると、２月になってもそれほどの落ち込みがみられなかった。今年も同様の傾向にあることから、全体としては変わらない。
,,□,旅行代理店（従業員）,販売量の動き,・海外旅行については、売上が前年を150％上回っており、３月のハワイのチャーター便の残り席数はわずかとなっている。国内旅行については、関東圏の大型テーマパークや九州、沖縄の売上が増加している。
,,□,タクシー運転手,お客様の様子,・客の節約志向が一段と強まっている。今月は天候が非常に良かったことから、タクシーの利用客が減少しており、電話の注文も減少している。
,,□,タクシー運転手,来客数の動き,・相変わらず電話の注文数が減少している。来客数も減少している。
,,□,観光名所（職員）,来客数の動き,・中国を始めとした東南アジアからの海外客がわずかではあるが増加している。また国内客も前年並みに回復している。
,,□,パチンコ店（役員）,それ以外,・マスコミの報道に踊らされているように感じる部分もあるが、どのような店においても、割引や値引きを前面に押し出すことが当たり前になってきている。安ければサービスは二の次といった店も増えてきている。
,,□,その他レジャー施設（職員）,販売量の動き,・前年よりも活発な販促活動をしているが、比較的高額な団体向け商品については、不景気で人数が集まらず、割り勘の頭数が少ないとの理由で断られるケースが多かった。例年であれば、冬期間に複数回利用する団体も、今年は１回限りの利用が多い。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・年間で最も売上が減少している。観光閑散期であることも含めて、ほとんど変化はみられない。
,,□,住宅販売会社（経営者）,販売量の動き,・客のマインドがとても冷え込んでいる。
,,▲,商店街（代表者）,お客様の様子,・例年と比べて、冬物のセールに対する客の食いつきが良くない。春物に関しても、３月の入学・卒業対応の季節商材に対する客の購買がみられない。
,,▲,商店街（代表者）,お客様の様子,・客の買い控えがみられる。
,,▲,商店街（代表者）,来客数の動き,・２～３か月の短期的な動きをみると、前年12月をピークに来街者数が減少傾向にある。特に週末の来街者数が前年と比べて少なくなっている。
,,▲,百貨店（売場主任）,単価の動き,・物産催事の売上が前年を上回っているものの、衣料品の冬物処分品については客単価が前年よりも低下している。
,,▲,スーパー（企画担当）,お客様の様子,・既存店の来客数は前年を下回っており、単価も前年を数パーセント下回っている。依然として単価の低い商品ばかりが売れている。
,,▲,スーパー（役員）,お客様の様子,・全体的に売上は前年並みとなっているが、広告の入る週末に客の買物が集中する傾向が一層強くなっている。価格の安い広告商品を中心に、週末にまとめて買物をする傾向が強くなっている。
