Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・前月同様、大手百貨店の閉店による顧客の地域移動が現れ、２年半にわたり前年割れの続いていた百貨店で前年比がプラスに転じている。今月もプロ野球チームの優勝セールの効果もあり好調に推移しており、商店街にも波及効果が現れている。
,,○,商店街（代表者）,単価の動き,・ようやく気温も下がってきたので、防寒物に対する客の興味が出てきている。比較的単価の高いコートやジャケット、ブーツなど冬支度に近い物が売れ始めている。
,,○,家電量販店（店員）,販売量の動き,・今月は地震需要が少しあった。また、家電製品は全般的に良く売れており、薄型液晶テレビや乾燥機能付き洗濯機、大型冷蔵庫、暖房機などが良く動いている。
,,○,家電量販店（地区統括部）,販売量の動き,・冷夏、十勝沖地震と暗いニュースが多いなかで、来客数、売上とも前年比でプラスになるなど順調な状況である。更に、液晶テレビやＰＤＰ、ＤＶＤなど、今後伸長が期待できる商品がある。
,,○,観光型ホテル（スタッフ）,販売量の動き,・10年ぶりの美しい紅葉もあり、観楓会に期待したが、それほどでもなかった。ただし、宿泊人数は５％程度の減少となったものの、単価は下げ止まった感がある。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行の受注状況については回復の兆しはみられないものの、国内旅行については、パッケージ旅行が８月以降３か月連続で前年を上回った。
,,○,タクシー運転手,来客数の動き,・前月の十勝沖地震の発生に伴い、地震の被害調査あるいは損保会社などから家屋損壊のための調査員が大量に市内に訪れ、タクシーの利用が若干増えた。
,,□,商店街（代表者）,単価の動き,・相変わらず客は低単価志向が強く、必要品のみを購入している。また、農産物の収穫時期であることから、今月は近隣の町村でイベントが多く行われたため、休日の来客数が少なかった。
,,□,商店街（代表者）,お客様の様子,・秋冬物のシーズンに入ってきたが、依然として客の購買行動は慎重である。
,,□,百貨店（売場主任）,単価の動き,・量販店に対抗して、毎週のように冠付きの全体イベントや通常商品のフェアなどを行い拡販しているが、相変わらず低単価の商品が良く売れていることに加えて、セール品のまとめ買いも非常に多いため、販売数量は多いものの客単価が低下している。
,,□,百貨店（販売促進担当）,販売量の動き,・10月上旬から中旬にかけて、前年と比較して気温の下がり方が早かったため、アウターを中心に販売量の増加が多少見受けられたが、今後の販売量と合わせて考えると、トータルでは９月の落ち込みと変わらない状況が予測される。
,,□,スーパー（店長）,来客数の動き,・来客数、単価とも同じような動きが続いている。
,,□,スーパー（企画担当）,販売量の動き,・青果物と水産物の販売単価の下落傾向は依然として続いている一方で、これらの商品群の買上点数は低価格の割には伸びていないという現状である。
,,□,衣料品専門店（店員）,お客様の様子,・今時期着るようなコートなどは高額商品のため、客がかなり慎重になっている様子が見受けられる。ボーナスを期待していない人が多いようで、高い商品の動きが鈍くなっている。
,,□,乗用車販売店（役員）,単価の動き,・車両の受注量については上向きの傾向がみられるが、売上金額は減少している。またサービス工場の１台当たりの売上も減少傾向が続いている。
,,□,住関連専門店（営業担当）,お客様の様子,・10月上旬より気温が下がり、暖房用品や衣料品を中心に季節商材に対する客の反応が良く、売上も伸びている。ただし、全体でみると販売量、単価は依然として前年を下回っており、売上が大きく増加しているわけではない。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・来客数は前年比で10％程度の減少となっているなど、１か月で300人前後の客数の減少が続き、悪い意味で安定しだした。客単価は高騰しているものの、顧客含有率が高くなっているためであり、楽観できない状況が続いている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・サイクル商品の買替え期間が長くなっており、販売数量が減少している。
,,□,高級レストラン（スタッフ）,来客数の動き,・一部の観光施設の点検休業及び選挙の影響のためか、10月中旬から来客数が極端に減っている。ただし、一時的な減少と捉えているため、全体的な傾向としては変わらない。
,,□,一般レストラン（スタッフ）,来客数の動き,・ランチタイムの来客数は前年より増加しているが、単価の高いディナータイムの来客数が減少しており、売上の増加につながらない。
,,□,旅行代理店（従業員）,来客数の動き,・来客数が前年から１割程度減少して推移しており、販売量に影響が出ている。国内旅行については前年並みの状況であり、海外旅行についても徐々にではあるが受注が増加しているものの、客の低価格志向は変わらない。
,,□,タクシー運転手,来客数の動き,・例年10月は寒くなってきてタクシーの利用が徐々に増えてくるが、今年は中旬以降、急に寒くなってきてもタクシーの利用客が増えてこない。月末になっても例年よりタクシーの利用が落ち込んでおり、同様の状況が続いている。
,,□,通信会社（企画担当）,販売量の動き,・全ての業種において経費節減の意向が強く、新たな投資を期待できる状況にない。
,,□,美容室（経営者）,それ以外,・同業者との会合で、繁盛している店と売上の減少している店との差がはっきりとしてきているといった話題が出ている。業界全体としての相対的な売上は横ばいだと感じられる。
,,□,美容室（経営者）,単価の動き,・客の動きも３か月前と全く変わらない。また、商品についても自分の目的以外のものであれば買わない。
,,□,設計事務所（所長）,お客様の様子,・この時期になると、来春に向けての新築準備や雪が降る前までの改修などの動きが出てくるが、例年とそう変らない動き方のようだ。
,,▲,商店街（代表者）,来客数の動き,・最近は商店の売場面積を拡大することが多くなってきており、そのための影響を受けてきている。
,,▲,一般小売店［土産］（店員）,来客数の動き,・十勝沖地震とそれに伴う石油タンクの火災の影響だと思うが、団体客が前年より２割ほど減少している。
,,▲,スーパー（店長）,お客様の様子,・今年はプロ野球チームの優勝に伴い、大きなセールを実施したが、実施期間中はお祭りムードもあり、売上は大幅にアップしたものの、その前後の買い控えと必要な商品以外は購入しないといった動きが極端にみられる。
,,▲,スーパー（店長）,お客様の様子,・来客数、売上とも前月から増加しているものの、前年比を下回る状況が続いている。特に主力の食品部門の不調が相変わらず続いている。
,,▲,スーパー（店長）,単価の動き,・３か月前と比べて客単価が100円近く落ち込んでいる。
,,▲,コンビニ（エリア担当）,お客様の様子,・季節ごとに出てくるような商品において、以前と全く同じ商品であっても、単品の動きが前年と比べて悪くなっている。
,,▲,コンビニ（店長）,販売量の動き,・来客数、客単価ともに下落しており、前年割れの状態が続いている。更に、客の買物件数も通常は３～４点だったものが、現在は２～３点となっており、必要以外の商品は買わなくなっている傾向が強くなっている。また、同様な商品でも安い方を選択する状況がみられる。
,,▲,衣料品専門店（店長）,単価の動き,・重衣料を扱っているので気温的な要因もあると思うが、ロープライス商品のニーズがいまだ強い。
,,▲,家電量販店（経営者）,競争相手の様子,・十勝沖地震の後、幾分客足が鈍くなり、単価も相当落ちている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車種が出たので期待していたが、意に反して全く売れていない。
,,▲,高級レストラン（スタッフ）,来客数の動き,・十勝沖地震による利用手控えに加えて、地元の選挙や衆議院選挙など、前後に選挙が行われる期間であったため、利用手控えがみられる。
,,▲,高級レストラン（スタッフ）,販売量の動き,・この時期、雨が降ると、昼のランチはまだしも夜のディナー客は相当落ち込む。今月は雨が多かったこともあり、昼の売上が前年比で90％であったのに対して、夜は40％、団体客に至っては25％となった。売上全体が悪いが、料理が前年比で90％であるのに対して、ワインなどの飲物が70％と落ち込んでいる。
,,▲,スナック（経営者）,来客数の動き,・衆議院選挙も始まり、客の出入りも少なくなっている。飲食店全体で来客数が少なくなっている気がする。
,,▲,観光型ホテル（経営者）,来客数の動き,・来道観光客のバス１台当たりの乗車人員数が小粒になってきている。募集団体や企画商品でも個人化傾向にあるが、それにしても顕著な傾向にある。衆議院選挙の影響、震度１でも全国に報道される地震情報の影響もあるかもしれない。また、地元客の動きも鈍い。
,,▲,旅行代理店（従業員）,販売量の動き,・10月の連休を過ぎてから、来客数が落ち込んでおり、１日の売上も９月の平均から大きくダウンしている。同業他社の店舗状況も従来のにぎわいがみられず、旅館ホテル関係者も10月中旬以降の予約低迷を心配している。
