Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・景気はやや良いが、台風の影響で青果物の相場が高く、輸出の動きが鈍いことが気掛かりである。
,,○,コンビニ（エリア担当）,販売量の動き,・消費税率が上がったが、キャッシュレス・消費者還元事業により、キャッシュレスの利用が増えたため、売上への影響はみられなかった。
,,○,コンビニ（エリア担当）,来客数の動き,・消費税増税後にキャッシュレス・消費者還元事業がスタートし、来客数が好調に推移している。今まで来店していなかった客が来店するようになっている。
,,○,コンビニ（エリア担当）,お客様の様子,・キャッシュレス・消費者還元事業の効果が生じている。客のチャージ入金額も増えている。
,,○,観光名所（従業員）,お客様の様子,・消費税増税による出控え、買い控えの動きはほとんどみられない。当社では、消費税増税とあわせて料金改定を実行しており、中には事実上の値上げとなったサービスもあるが、客からの苦情、不満の声は出ておらず、客離れの動きも感じられない。一方、本州で発生した台風被害や水害の影響で、旅行先を当地に振り替える観光客も増加している。
,,□,一般小売店［土産］（経営者）,来客数の動き,・10月の当地は比較的晴れた日が多く、前年のような停電や交通機関の運休もなかったことから、一昨年並みの売上に回復している。また、固定客確保に向けた対策を行ったこともあり、売上は前年比124.2％、一昨年比109.1％となった。一方、観光客からは、古い町並みが残っている当地はアジアでの人気が高いという話を聞く。
,,□,百貨店（売場主任）,販売量の動き,・９月中旬～下旬にかけて、消費税増税前の駆け込み需要があり、前年を大きく上回る売上がみられたが、10月に入ってからは、その反動で前年を下回る売上となっている。ただし、９～10月の２か月で考えると、客の動きは８月以前と余り変わっていない。
,,□,百貨店（役員）,競争相手の様子,・競争相手の様子をみると、会社によって状況が余りにも異なっており、景気が良いのか悪いのか、判断が付かない。
,,□,百貨店（営業販促担当）,販売量の動き,・消費税増税後、来客数の減少幅以上に買上点数が減少しており、衣料品を中心に買い控えがみられる。また、買物がイベント時に集中し、それ以外の平常時の売上が厳しい状況となっている。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数が横ばいで推移している一方、客単価がアップしている。ただ、客単価については、消費税増税への対策でキャッシュレス・消費者還元事業が行われていることが影響しているだけとみられる。
,,□,家電量販店（経営者）,販売量の動き,・キャッシュレス・消費者還元事業の効果もあり、消費税増税の影響はごく僅かにとどまっており、横ばいでの推移となっている。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車種が出そろってきたものの、なかなか販売量が伸びてこない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量は３か月前とほぼ変わらず、やや低迷している状態で推移している。
,,□,自動車備品販売店（店長）,販売量の動き,・消費税増税後に車両、タイヤの販売量が落ち込むことを予測していたが、予測以上の落ち込みとなっている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定して推移している。消費税増税の影響もみられない。
,,□,高級レストラン（スタッフ）,来客数の動き,・地元客と観光客が半々程度になる季節となり、消費税増税の影響で来客数が落ち込むことを心配していたが、週末の集客が順調であったほか、祝祭日の来客数も増えた。中には、連日来店する観光客もみられた。来客数は前年を17％上回った。現場スタッフも気を引き締めて対応している。
,,□,高級レストラン（スタッフ）,販売量の動き,・10月は特段のイベントなどはなかったが、観光客の利用が堅調で例年並みの売上となった。月前半は消費税増税の直後ということもあり、客足が遠のいたが、後半になるにつれて回復した。ただ、客足が良いのはランチだけで、ディナーは閑散としている。知り合いの飲食店では、消費税増税後の売上が悪かったようで、11月の閑散期をどうにか乗り越えようと四苦八苦している。
,,□,旅行代理店（従業員）,お客様の様子,・基幹産業である農業の収穫が順調なことから、売上も好調になることが見込まれる。
,,□,タクシー運転手,お客様の様子,・３か月前と比較すると、８月は若干の悪化傾向で推移している。当業界は季節要因にも左右されるが、景気回復の動きがみられないことが一番の問題である。
,,□,美容室（経営者）,来客数の動き,・消費税増税の影響を懸念していたが、売上、来客数共に安定して推移している。前回の増税時と比較しても、ほとんど影響がみられなかった。
,,□,美容室（経営者）,お客様の様子,・10月から消費税率が引き上げられたが、売上、来客数共に余り変化がみられない。客の様子をみても、増税に対する抵抗感をそれほど持たずに当店を利用している。
,,□,住宅販売会社（経営者）,お客様の様子,・消費税増税前の駆け込み需要が少なかった分、増税の前後でモデルルームへの来客数に大きな変化はみられない。今のところ、客の様子にも大きな変化はみられない。
,,▲,商店街（代表者）,お客様の様子,・客の反応が非常に悪くなっている。
,,▲,商店街（代表者）,来客数の動き,・消費税増税の影響とは判断できないが、当商店街への来街者数は９月に引き続き少ないまま推移している。人気店については、観光客も含めて来客数が比較的多いが、そのほかの店舗については来客数が目に見えて少ないなど、店舗ごとの偏りがみられる。来街者数は、例年と比べても全体的に少なく、売上の減少している店舗が多いとみられる。
,,▲,商店街（代表者）,販売量の動き,・10月からの消費税増税を前にして、当商店街では大きな駆け込み需要はみられなかった。増税後も最初の１週間は大幅な減少がみられたが、その後は通常どおりの売上に戻りつつある。さすがに高額商材については、需要回復の動きはみられないが、前回の増税時のような大きな混乱はなさそうである。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・日韓関係の悪化や香港のデモといった問題が観光面でのマイナス要因となっており、韓国や香港からの観光客が落ち込んでいる。国内観光客が微増しているほか、中国人観光客が伸びているものの、落ち込み分の売上をカバーしきれていない状況にある。
,,▲,百貨店（販売促進担当）,販売量の動き,・消費税増税後は、特選商品や時計、宝飾、絵画などの高額商材を中心に大きく前年割れしている。今後もしばらくの間はこのような状態が続く。
,,▲,スーパー（店長）,お客様の様子,・消費税増税に伴い、食品は軽減税率が適用されているが、衣料品や住居用品は対象外となっているため、衣料品や住居用品の売行きが悪い。客は本当に必要な商材しか購入していないため、３か月前と比較すると、確実に景気が悪くなっている。
,,▲,スーパー（店長）,販売量の動き,・消費税増税の影響により、景気はやや悪くなっている。
,,▲,スーパー（店長）,お客様の様子,・消費税増税前の駆け込み需要の反動がみられる。今回の増税幅は２％だが、客の収入が増えていないため、結果としてボディブローのようにじわじわと影響が生じている。
,,▲,スーパー（役員）,来客数の動き,・10月からの消費税増税を前にして大きな駆け込み需要はみられなかったものの、10月に入ってから、日用品、酒類が大幅に落ち込んでいる。また、キャッシュレス・消費者還元事業の影響なのか、現在のところ、来客数が前年から３～４％落ち込んでいる。ただ、前年の北海道胆振東部地震の影響により、数値では読めない部分もある。
,,▲,家電量販店（店員）,来客数の動き,・消費税増税前の駆け込み需要の反動で、来客数が前年の75％にとどまっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・消費税率が引き上げられたことに加えて、部品供給の問題で新型車の生産体制に遅れがみられることから、３～４か月前と比べると景気は確実に悪くなっている。
,,▲,その他専門店［医薬品］（経営者）,販売量の動き,・10月は消費税増税の直後という特別な要因があるため、景気はやや悪くなっている。ただ、落ち込みは想定内の水準にとどまっている。一方、キャッシュレス・消費者還元事業の影響なのか、店舗によって売上の動向にばらつきがみられる。
,,▲,高級レストラン（経営者）,それ以外,・客との話の中で、景気が悪い、節約をしなければといった声を聞くことが増えているため、景気はやや悪くなっている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・台風災害への配慮から、様々な方面で過剰なまでの自粛の動きがみられている。旅行や会食などを取りやめる動きも出ている。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・観光目的の韓国人の宿泊客数が前年を大きく下回ったため、低調に推移した。競合施設の新設が当地で相次いでいることもマイナスに作用した。
,,▲,旅行代理店（従業員）,来客数の動き,・観光需要のオフシーズンを迎えたため、流氷観光の時期までは停滞傾向となる。ただし、現状の航空路線はビジネス需要が活発に動いており、込み合っている便が多い。
