Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,お客様の様子,・気温が暖かくなってきたので、ツアーや家族同伴の動きが活発になってきた。
,,○,一般小売店［酒］（経営者）,販売量の動き,・得意先の新規オープンが増えてきた。
,,○,その他レジャー施設（職員）,販売量の動き,・季節的な要因もあるが、多くの客を動員できるイベントが多かった。
,,□,商店街（代表者）,来客数の動き,・今年は５月の連休に桜の満開時期が重なったため、観光客の入込が多く、飲食店では前年の売上を上回るところもあった。しかしながら、他の業種に大きな変化は見られず、全体としては変わらない。
,,□,商店街（代表者）,お客様の様子,・札幌駅の大型複合商業施設の影響もなくなり、客足はほぼ戻ってはきているものの、これといった爆発的なトレンドもなく、今一歩、客に購買意欲が見られない。気温の低下もあり、夏物商材の販売が加速しないのも影響している。
,,□,商店街（代表者）,来客数の動き,・特に状況が良くなっているとは思えないが、暖かくなり、人の動きが良くなってきた。
,,□,百貨店（売場主任）,お客様の様子,・夏物商戦も春物と同じで、値下げ待ちの様子が見られる。６月中旬から夏物が値下げとなるので、その時期まで、客の買い控えがあると思われる。
,,□,スーパー（店長）,単価の動き,・引き続き単価が低下しており、全体としては変わらない。
,,□,スーパー（店長）,お客様の様子,・今月前半の気温の低さもあり、衣料品の売上不振が依然として続いており、販売件数も落ち込んでいる。また、割引等を実施しても客の買い渋りが相変わらず目立っている。
,,□,コンビニ（店長）,単価の動き,・相変わらず客は最小限度の商品しか購入しないという状況が続いている。おにぎりやサンドイッチといったハンディな商品については、売上の良い状態が続いているが、500円弁当については、若者の米離れも影響あるのか、売上が減り続けている。とにかく単価が低い。
,,□,衣料品専門店（店員）,お客様の様子,・今月は気温の高低が一定しないため、客がどんな衣類を買ったら良いのか分からず、ウインドウショッピングで済ませることが多い。夏物に関してはもう少し気温が上がらないと、購買意欲が湧かない。
,,□,乗用車販売店（従業員）,販売量の動き,・新規販売の成約件数は少なくなっているが、車の乗換えが進んでいるところもあり、全体としては変わらない。
,,□,住関連専門店（営業担当）,お客様の様子,・今月は比較的天候に恵まれたため、季節商材に対する反応は良いが、バーゲン等については、衣料品・雑貨等で、客の慎重な買い方が感じられる。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・客の再来店を促すために、健康測定器具などを設置した。客の反応は上々であるが、財布のひもは固く、販売に結びつくことがない。
,,□,高級レストラン（スタッフ）,お客様の様子,・昼食利用の来客数が減っており、その穴埋めとして、やむを得ずディスカウントチケットの発行や他の安価なイベントでの集客を行っているが、原価の圧迫が徐々に現れ、長期になると経営そのものにかかわってくる。
,,□,タクシー運転手,お客様の様子,・不景気のあおりで出控えがあるせいか、夜間に繁華街から帰宅する客が極端に少なくなっており、厳しいまま変わらない。
,,□,住宅販売会社（従業員）,来客数の動き,・住宅地の価格が下げ止まってきている気がするが、来客数等は相変わらず低いままで、変わらない状況が続いている。
,,▲,商店街（代表者）,来客数の動き,・連休後、商店街の人出が減少している。
,,▲,商店街（代表者）,お客様の様子,・客の購買について、必要な物しか買わないという傾向は以前からあるが、さらに強くなっている。季節商材も必要な時にならないと買わないので、結果的に低価格競争に巻き込まれているのが現状である。
,,▲,スーパー（企画担当）,お客様の様子,・販売単価が低下している商品は買上点数が増加している一方、買上点数が減少している商品は販売単価が高いという傾向が続いており、客の買い控え傾向、低価格商品に対する購買意欲は根強いものがある。
,,▲,コンビニ（エリア担当）,お客様の様子,・値段の安い商品への反応が更に激しくなっている。
,,▲,衣料品専門店（店長）,来客数の動き,・今月は天候が良くなかったため、あまり売上も良くなかった。
,,▲,家電量販店（経営者）,来客数の動き,・ゴールデンウィークが明けてからも、客の動きが良くならない。客からの電話の本数も少なく、かなり落ち込んできていると感じる。
,,▲,家電量販店（地区統括部）,販売量の動き,・消費者マインドの冷え込みが更にひどくなってきた。アウトドア商品の動きが鈍いことに加えて、ＳＡＲＳの影響で大手家電メーカーの中国生産がストップしており、ダブルパンチとなっている。
,,▲,乗用車販売店（従業員）,来客数の動き,・イベントを開催しても前年の売上を大幅に下回る状況となっている。
,,▲,高級レストラン（スタッフ）,単価の動き,・国内の観光客が主なため、直接、ＳＡＲＳの影響はなく、売上は前年比で横ばいとなっているが、客単価が５％落ちている。
,,▲,高級レストラン（スタッフ）,販売量の動き,・ランチは月末に高単価のメニューが売れて、前年並みとなったが、ディナーは月末にもかかわらず、札幌市長再選挙の告示後、ぴたりと客足が減った。全体では貸し切りに近い団体予約が数件入ったので、前年並みに近づいた。
,,▲,一般レストラン（スタッフ）,来客数の動き,・ゴールデンウィークの売上が思った以上に見込めなかった。
,,▲,スナック（経営者）,お客様の様子,・今月は連休があり、休み明けはかなり暇だったが、後半には各協会の総会などがあり、２次会などでの利用があった。しかしながら、２次会の後も、客足が続かず、ただ従業員を遊ばせているだけの状態であった。
,,▲,タクシー運転手,来客数の動き,・ＳＡＲＳの影響で観光客が激減していることに加えて、夜間のタクシー利用が減っている。これまで忙しかった週末も、タクシーの利用が極端に減っている。
,,▲,タクシー運転手,来客数の動き,・地方統一選挙も終わり、少しは良くなるかと思ったが、ＳＡＲＳの影響で海外からの観光客が少なくなり、また夜の人出も全くない状況で、最悪の状態へ向かっている。
,,▲,観光名所（職員）,単価の動き,・客の購買力が弱く、ますます１人当たりの消費単価が下がっている。
,,▲,観光名所（役員）,販売量の動き,・観光シーズンである５月の連休について、観光入込の動きが鈍く、利用客が15％程度減少している。
,,▲,設計事務所（所長）,単価の動き,・物件数は多少動きが出てきた感はあるが、完全な価格競争が行われており、工事費予算はますます低くなっている。さらに公共工事までが、何の根拠もなく工事費、設計料ともに下げられてきている。
,,▲,住宅販売会社（従業員）,お客様の様子,・単価が下がりながら販売量が減少している。住宅販売関係の仕事に携わる人達からも、販売量が落ちているとよく耳にする。
,,×,一般小売店［土産］（店員）,来客数の動き,・ＳＡＲＳによる観光客の激減が、国際線はもちろん、国内線の客数にも影響を及ぼしている。
,,×,百貨店（販売促進担当）,競争相手の様子,・札幌駅前の大型複合商業施設のオープンは、必ずしも全体の消費を押上げていない状況であり、全体の需要はほぼ前年並みである。このため既存店では厳しい状況が続いている。
,,×,スーパー（店長）,来客数の動き,・来客数は前月をやや下回っており、前年比では10％減少している。また、商品の単価も前年を下回っていることに加えて、客１人当たりの買上点数も低下している。１月まで堅調に推移してた旅行部門もＳＡＲＳ問題の影響を受け、前年比で30％以上悪化している。
,,×,コンビニ（エリア担当）,お客様の様子,・ゴールデンウィークは天候が良かったが、行楽地での人の動きが全くなかった。
,,×,スナック（経営者）,来客数の動き,・地方統一選挙が終わり、連休に入ったが、連休中は人の動きが少なく、また観光客も少なかった。
,,×,観光型ホテル（経営者）,お客様の様子,・オンシーズン突入という季節要因に期待したが、宿泊単価、付帯収入、売上ともに伸び悩み、良くて横ばいという状況にある。景況の悪化は、家計においても、もっと長期的な景気予測に基づいたものになっているような気がする。
,,×,旅行代理店（従業員）,販売量の動き,・ＳＡＲＳの影響が海外旅行のみならず、国内旅行にとってもマイナス要因となっている。
,,×,旅行代理店（従業員）,それ以外,・ＳＡＲＳの影響が大きい。
,,×,旅行代理店（従業員）,販売量の動き,・第１四半期の海外旅行の販売額は前年比で40～50％程度までに落込む見込みとなっているなど、ＳＡＲＳの影響が甚大である。また、国内旅行へのシフトも見られない。
,,×,旅行代理店（従業員）,販売量の動き,・ＳＡＲＳの影響が長期化し、来客数が目に見えて減少している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,通信業（営業担当）,取引先の様子,・しばらく話がなかった大規模なシステムの改修や新規導入の話が散見されるようになってきた。
