Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,コンビニ（エリア担当）,お客様の様子,・今までにない傾向として、夕方の女性客が増加しており、弁当や総菜以外の調理品の動きが良い。
,,○,通信会社（企画担当）,販売量の動き,・携帯端末では冬の新機種の販売が好調である。また、法人企業において、コスト削減の意向が強まっていることから、通信機器への設備投資が増加している。
,,□,スーパー（店長）,販売量の動き,・２月の販売量は前年比101％と前年をわずかに上回っているが、依然として不景気感をぬぐえない状況にある。
,,□,スーパー（企画担当）,お客様の様子,・長年低調に推移していた水産部門の売上が引き続き回復傾向にある。また、青果部門、食肉部門、豆腐やこんにゃくなどの日配部門の売上も堅調に推移している。巣ごもり消費による内食化の傾向が強まっており、食材を提供するスーパーにとってはやや追い風となっている状況が続いている。
,,□,コンビニ（エリア担当）,来客数の動き,・引き続きタスポの恩恵を受けていることから、売上は好調を維持している。３か月前と比較しても大きな変化はみられない。
,,□,乗用車販売店（従業員）,販売量の動き,・とにかく新車の商談が出てこない。新車オーナーが中古車に買換えるケースも増えている。
,,□,乗用車販売店（従業員）,販売量の動き,・２月はハイブリッドの新型車の売行きが好調と報道されているが、四駆の設定がないため、北海道では好調とまではなっていない。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・相変わらず必要品のみの購入者が多い。店内を見て、目新しい物を見つけようとする意識も薄い。
,,□,タクシー運転手,来客数の動き,・相変わらず電話での注文数が減少しており、来客数も減少している。
,,□,その他サービスの動向を把握できる者,来客数の動き,・来客数は４か月連続で前年を下回っている。
,,▲,商店街（代表者）,販売量の動き,・冬のイベントを行っているが、航空便の減便に伴い観光客が減少していることから、中心街の飲食店の売上は軒並み前年の80％台まで落ち込んでいる。
,,▲,商店街（代表者）,単価の動き,・引き続き冬物セールを行っているため、ある程度の集客がみられるが、単価の低い商品に客が流れている傾向があり、３か月前と比べると客単価がかなり低下している。
,,▲,商店街（代表者）,来客数の動き,・商店街への来街者の数がまばらであり、週末においても店舗に入店している客の数が少ない。
,,▲,百貨店（売場主任）,来客数の動き,・食品の物産催事については、入店客、買上客共に非常に良い結果が出ているが、衣料品関連については、トレンドがはっきりしていないこともあり、春物の動きが非常に鈍い。
,,▲,百貨店（売場主任）,来客数の動き,・併設している婦人服店の来客数が前年に比べて極端に少ない。
,,▲,百貨店（販売促進担当）,お客様の様子,・バレンタイン商戦にも不況の影響が出ている。千円を超えるやや高めの価格の商品は敬遠され、義理チョコと思われる手ごろな価格の商品のまとめ買いだけが動いている。ファッションは、最終処分価格で出しているセール品は前年を上回っているものの、客の購買態度は相変わらず慎重であり、春物の立ち上がりは厳しい状況にある。
,,▲,百貨店（役員）,単価の動き,・高額品の購買意欲が低下している。まとめ買いも減っており、客１人当たりの買上単価が低下している。
,,▲,スーパー（企画担当）,お客様の様子,・政局の混迷で明確な景気対策を実行に移せない現在の状況が客の消費マインドを後退させている。
,,▲,コンビニ（エリア担当）,来客数の動き,・製造業の比率の高いエリアの店舗において、来客数の減少、客単価の低下が顕著である。
,,▲,家電量販店（店員）,単価の動き,・客単価が低下している。必要な家電品以外は、壊れるまで買うのを我慢する傾向がみられる。
,,▲,高級レストラン（スタッフ）,来客数の動き,・今月は平日も悪かったが、週末も想定以下であった。雪まつり期間中は、観光客の目に触れやすい広告を出した店は混雑したようだが、高級店には恩恵がなかった。各地の高級店では、低単価のメニューを提供するなど、来客数の減少を何とか食い止める努力をしている。
,,▲,観光型ホテル（経営者）,来客数の動き,・宿泊客が減少している。インターネット利用の個人客と外国人客はまずまずの状況であるが、天候不順の影響もあり、道外からの団体客が大きく落ち込んでいる。
,,▲,タクシー運転手,お客様の様子,・毎年２月は売上が落ち込むが、今年は特に落ち込みが大きい。夜の繁華街は人影もなく、日曜日に買物に出歩く人も少ない。
,,▲,美容室（経営者）,来客数の動き,・以前は気にならなかったが、ここ数か月、年金支給月に来店が偏る状況が顕著にみられる。年金生活者が支出を控える様子がうかがえる。
,,▲,設計事務所（職員）,販売量の動き,・年度末を控え、仕事量が日々減少している。民間建築工事の設計はほとんどなく、あるのは補正予算で発注された公共建築工事の設計のみである。
,,×,商店街（代表者）,お客様の様子,・前年の石油製品の高騰以来、客は完全に生活防衛型の消費になってきている。高額品はもとより、セールに対する反応も非常に悪い。
,,×,一般小売店［酒］（経営者）,販売量の動き,・１月の売上は過去にないくらいの厳しいものだったが、２月はそれを更に下回る状態である。
,,×,スーパー（店長）,それ以外,・道内百貨店の民事再生法申請により、地元店舗の撤退が報道されている。また、仕入先の倒産も相次いでおり、派遣社員が解雇される動きもみられる。今まではテレビ報道だけであったものが、現実に身の回りで起こり始めており、地元の不景気感が強くなってきている。
,,×,スーパー（店長）,それ以外,・今月の売上は前年から約５％のダウンとなっている。全国の傾向とほぼ同様に、特に衣料品や住居用品の動きが悪くなっている。食品に関しては内食傾向となっているものの、来客数の減少や客単価の低下がみられ、前年実績をクリアできていない状況にある。
,,×,コンビニ（オーナー）,単価の動き,・客の買物の様子はシビアになってきている。自社ブランドの低単価商品に購買が集中しているのが目立つほか、セール時の値下げ幅を重視する客が増えてきている。
,,×,家電量販店（地区統括部長）,販売量の動き,・半年ほど前から、薄型テレビの客単価が毎月５千円ずつ下がってきている。少しでも安い商品を選ぶという客の傾向が月を追うごとに強まってきている。
,,×,高級レストラン（スタッフ）,単価の動き,・昼食の利用客が落ち込んでおり、前年を10％下回っている。単価も急激に低下しており、最悪の極みである。
,,×,スナック（経営者）,来客数の動き,・今月は冬まつり、雪あかりなど、多数のイベントがあったが、観光客の入込が少なく、飲食店街の客は大きく減少した。
,,×,観光型ホテル（経営者）,来客数の動き,・２月は閑散期で観光客の少ない時期であるが、例年と比べて飛行機の搭乗率が低下していることから、宿泊予約の問い合わせ件数も激減している。主要観光施設の来客数も極端に減っている。
,,×,観光型ホテル（スタッフ）,販売量の動き,・宿泊予約の状況をみると、ビジネス客、観光客共に前年からは２けたの減少となっている。また、予約のタイミングも遅くなっており、インターネット利用客が料金が下がるのを待って予約を行うケースが多くみられる。
,,×,旅行代理店（従業員）,販売量の動き,・海外旅行は円高の影響で若干回復傾向にあるが、低単価のため、売上は前年をやや下回っている。国内旅行は添乗員付きの低単価商品は前年を20％上回るなど順調であるが、売上は相当悪化している。
,,×,旅行代理店（従業員）,販売量の動き,・例年、３月は人が動く時期だが、今年の予約状況をみると、売上は前年を20％ほど下回っている。
,,×,旅行代理店（従業員）,販売量の動き,・２月の販売予定額は前年の70％強となっており、落ち込みが激しい。
,,×,旅行代理店（従業員）,競争相手の様子,・市場に活力がないため、消費者ニーズに合わせた価格訴求型の商品造成が目立っており、薄利多売傾向が強まっている。
,,×,タクシー運転手,来客数の動き,・２月は雪まつりなどのイベントがあったが、観光客の入込が少なかったことから、タクシー利用客が減っている。２月の売上の落ち込みは10％以上になる。
,,×,タクシー運転手,販売量の動き,・前年比の落ち込み幅が、年明けから拡大している。
,,×,観光名所（役員）,来客数の動き,・国内外共に団体客を主とした観光入込客の減少が続いており、これまでに経験したことのない落ち込みとなっている。
,,×,観光名所（職員）,来客数の動き,・円高及び不況の影響が鮮明に出てきている。前年の11月以降、海外客が激減しており、国内客も減少している。今月の利用客数は３か月前の63.6％であり、前年の91.4％まで減少している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,家具製造業（経営者）,受注量や販売量の動き,・相変わらず生活必需品以外の消費が非常に冷え込んでいる。マンション需要の落ち込みも顕著であり、家具市場に悪影響を与えている。
,,□,その他非製造業［鋼材卸売］（役員）,受注量や販売量の動き,・販売商品の出荷量はやや回復している。
