I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,観光名所（従業員）,来客数の動き,・25日までの実績だが、利用乗降客数が前年比約120％となっており、前年を上回る傾向が続いている。また、前年12月以降、単月での利用乗降客数が開業以来の最高人数を記録しており、３月も過去最高になる見込みである。
,,○,商店街（代表者）,来客数の動き,・３月中旬以降、ホテル、飲食関連、コンビニなどに北海道新幹線の開業に伴うプラスの効果が表れている。
,,○,百貨店（販売促進担当）,販売量の動き,・天候が比較的安定し、季節なりの気温となっていることで、婦人服の動きが回復してきている。来客数の落ち込みも底を打ったようだ。
,,○,スーパー（店長）,単価の動き,・客単価がアップしている。節約志向の客も多くみられるが、高単価で品質の良い商材を購入する客も増えている。例えば、1800円もするようなシャンプーなどが売れている。
,,○,スーパー（役員）,来客数の動き,・北海道新幹線の開業イベントの効果で、鉄道利用客だけでなく、車を利用する観光客も増加しており、街全体が活気付いている。
,,○,コンビニ（エリア担当）,販売量の動き,・パンや総菜などのすぐ食べることのできる商材が売れている。
,,○,コンビニ（店長）,来客数の動き,・３月の売上は前年比107％であった。近所で引っ越しが多いためか、食品関連の売上が前年比110％と好調であり、売上をけん引した。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国、台湾、韓国などの外国人観光客の利用が堅調である。
,,○,旅行代理店（従業員）,販売量の動き,・来客数が増加傾向にある。特に海外旅行の需要が回復してきている。
,,○,タクシー運転手,販売量の動き,・例年、３月は売上の落ち込む時期であり、今年の売上も３か月前と比較すると約13％落ち込んでいる。しかしながら、３月26日に開業した北海道新幹線の影響は大きく、26～27日の２日間の売上は前年実績の約1.6倍となったことから、やや良くなっている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・雪解けを迎えて公共工事が増えてきており、それに伴い輸送量も増えてきている。
,,○,住宅販売会社（役員）,お客様の様子,・分譲マンションのモデルルームへ来訪する客の購入意欲が高まっており、マンションの購入を決断するまでに要する時間が短くなってきている。
,,□,商店街（代表者）,それ以外,・販売量、客単価とも下がり気味である。また、百貨店の撤退が発表されたことを受けて、地元から百貨店がなくなることの影響を心配する声が多く聞かれる。
,,□,商店街（代表者）,お客様の様子,・客の反応はこれまでと変わらない。
,,□,商店街（代表者）,来客数の動き,・３月上旬は来街者の偏りがみられ、一部の店舗では来客数が増加したものの、そのほかの多くの店舗では来客数が減少した。中旬以降は道内他都市からのバス旅行客も訪れるようになってきているが、月全体でみると来街者が減少している。
,,□,一般小売店［酒］（経営者）,お客様の様子,・３月は歓送迎会の時期であるため、例年、酒の需要が増える時期であるが、今年は今一つである。客先からもそうした話が聞こえてくる。
,,□,百貨店（担当者）,来客数の動き,・北海道新幹線の開業効果に期待したものの、想定したほどの伸びはみられなかった。
,,□,百貨店（販売促進担当）,販売量の動き,・３月中旬は近隣の商業施設の販促施策による好影響がみられたが、販促施策の終了後は急激に消費が冷え込み、来客数、買上客数に大きな影響が生じている。天候が春本番を迎えるまでにしばらく時間がかかりそうなこともあり、春物衣料のマーケットも盛り上がりに欠ける状況が続いている。
,,□,スーパー（役員）,来客数の動き,・商品単価の上昇が落ち着き、客１人当たりの買上点数が前年比100％を若干オーバーしている。客単価も前年を２％前後上回って推移しているが、来客数がやや低下している。
,,□,コンビニ（エリア担当）,来客数の動き,・週末や広告日の売上が減少している。量販店の価格が以前よりも安くなっていることから、量販店の影響を受けているとみられる。
,,□,衣料品専門店（経営者）,お客様の様子,・道南では北海道新幹線の開業などでにぎわいがみられるが、道東方面では一向に景気が良くなるような要因が見当たらない。高速道路の延長に伴う効果を期待しているが、金利の引下げが家庭にどのような影響を与えるのかがみえてこない。
,,□,衣料品専門店（店長）,お客様の様子,・例年、この時期は入学、就職などでスーツが稼働する時期だが、客１人当たりのスーツの購入点数が1.3着と前年の1.7着と比べて大きく落ち込んでいる。
,,□,家電量販店（店員）,来客数の動き,・３月の来客数、売上は前年と比べて微増しているものの、一人立ちセットは必要最低限の商材以外は買わない傾向がみられる。白物家電は大型冷蔵庫やドラム式洗濯機などがよく売れている。
,,□,乗用車販売店（経営者）,お客様の様子,・来客数に大きな変化はみられないが、購入決定までの時間が長引くようになってきている。中断する事例も多く、消費者のマインドが高まってこない状況にある。
,,□,乗用車販売店（従業員）,販売量の動き,・来客数、販売量とも、足踏み状態が続いており、上向き傾向になってこない。
,,□,乗用車販売店（従業員）,販売量の動き,・３月の決算時期ということもあり、販売量は伸びているが、北海道特有の春先需要であり、ここ３か月の販売量を平均すると良くも悪くもない状況である。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定しているため、販売量も堅調に推移している。
,,□,高級レストラン（スタッフ）,販売量の動き,・３月前半は来客数が少なく、売上は前年を下回っていたが、後半は３連休、北海道新幹線の開業、春休みと続き、北海道新幹線の開業イベントの効果などもあり、月全体での売上は前年から６％増となった。
,,□,高級レストラン（スタッフ）,販売量の動き,・３月は思いの外悪くなかった。高単価のメニューを値下げした際、何千850円のような価格帯にしたところ、値ごろ感が出たのか、販売量が増加した。知人の店もランチを中心に来客数が増えて、前年を超える勢いだと聞いた。出入りのタクシー業者からも前年末から好景気を予感させる声が出てきている。
,,□,旅行代理店（従業員）,来客数の動き,・例年、３～４月にかけては観光シーズンの谷間に当たり、航空機の利用客も少ないが、前年と比べて天候が安定し雪解けも早いことから、春休みの需要が伸びている。
,,□,旅行代理店（従業員）,お客様の様子,・例年、冬から春への季節の変わり目は、旅行や転勤、卒業旅行などで若年層のにぎわう時期であるが、今年はあまり旅行に出かけていない。北海道新幹線開業後の旅行需要も思いの外、盛り上がらなかった。
,,□,タクシー運転手,来客数の動き,・３月は前年と比べてタクシー１台当たりの売上が５％ほどプラスになった。ただし、乗務員不足の影響で会社としての売上は３％のプラスにとどまった。
,,□,タクシー運転手,販売量の動き,・前年比並びに前月比の数値がほぼ横ばいでの推移となっている。
,,□,タクシー運転手,販売量の動き,・天候のせいか客足が鈍い。消費自体も縮小しているようだ。
,,□,通信会社（社員）,販売量の動き,・販売実績をみると、各社とも計画を下回った実績しか残すことができていない。消費者の所得向上がみられないなかで、来年に予定されている消費税増税を控えて購買意欲が低下している。
,,□,美容室（経営者）,お客様の様子,・客の来店周期にあまり変化がなく、売上もそれに連動してほぼ同じような数字で推移している。
,,□,美容室（経営者）,販売量の動き,・店販商材は多少動きが良いが、全体の売上はここ３か月ほとんど変わらない。
,,□,美容室（経営者）,来客数の動き,・前年と比べて来客数や売上があまり良くない。
,,▲,商店街（代表者）,販売量の動き,・今年の冬は少雪で雪解けも早かったため、期待感があったが、なかなか客足が戻らず、売上が低迷している。例年、３月後半は繁忙期となるが、今年は盛り上がりに欠けている。歓送迎会などの予約も低調で、飲食店も苦戦を強いられている。
,,▲,百貨店（売場主任）,来客数の動き,・春物のコートの売上が前年の８割台にとどまるなど、春物商材の動きがあまり良くなく、売上は前年の95％程度となっている。２月末に大雪が降り、３月に入っても朝晩の冷え込みが厳しいなど、なかなか春めいてこないことが要因の１つとなっている。
,,▲,百貨店（売場主任）,来客数の動き,・店舗の改装工事に伴い、営業面積が縮小しているなか、来客数が前年から５％もダウンしている。特に外国人観光客が急激に減少している。積雪が少なく、春の訪れが早いのに反して、客の春物購入の動きはゆっくりとしている。また、催事の動員も苦戦している。３月中旬以降の顧客施策に対する反応は良好であるが、前年並みの売上を確保するのが精一杯であった。
,,▲,百貨店（役員）,お客様の様子,・来客数が減っていることに加えて、客単価も低下している。また、本来売れなければならない衣料品の動きも良くない。
,,▲,スーパー（店長）,販売量の動き,・販売量が前年比87％と不振であり、２月から更に落ち込んでいる。
