Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,スーパー（企画担当）,単価の動き,・既存店の売上前年比が100％を超える月がみられるようになった。
,,○,衣料品専門店（店長）,お客様の様子,・夏物の繁忙期ということも影響しているのかもしれないが、客の買上単価が上昇している。以前よりも１点の商品にかける金額が高くなってきている傾向が感じられる。
,,○,家電量販店（店員）,それ以外,・エアコンが前年以上によく売れている。薄型テレビの売行きも好調である。
,,○,観光型ホテル（スタッフ）,来客数の動き,・観光客の動向をみると、道外客、海外客とも伸びている。道内客の動きも若干ではあるが上向いてきている。
,,○,美容室（経営者）,来客数の動き,・客の来店周期が前年度よりも短くなってきており、それに伴い売上が増加してきている。
,,□,商店街（代表者）,お客様の様子,・季節商材が売れ始めているが、消費者の購買動向は、依然として慎重な動きをしている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・ゴールデンウィーク期間中、飲食店のメインターゲットである観光客の来店が多くみられたので、ある程度の売上が確保できたが、後半になるにつれて売上が伸び悩み、結局、月間を通してみると、可も無く不可も無くといったところであった。
,,□,百貨店（販売促進担当）,販売量の動き,・月間を通して、例年よりも冷涼な気候であったため、初夏物商材の動きが鈍い。衣料だけでなく、サンダル等のシーズン性の強い雑貨も振るわない。夏のセール開始まであと１か月ということもあり、今、商品を定価で買うべきかどうか、客は購買の決定に時間を掛けている。ポイントアップなどのインセンティブも効きにくい状況にある。
,,□,スーパー（企画担当）,単価の動き,・札幌圏の店舗を中心に販売単価の低下が続いている。買上客数の持ち直しはあるものの、客単価は前年をやや下回っており、身の回りの状況が好転しているとは言い切れない。
,,□,スーパー（役員）,来客数の動き,・若干ではあるが、来客数が減っているものの、全体としては大きな変化はみられない。
,,□,スーパー（役員）,単価の動き,・ゴールデンウィーク期間中の気温がやや低く、桜の開花も４～５日遅れたが、既存店の売上は前年比104％台で推移している。来客数、客単価共に前年比102％を超えており、前月同様の数値で推移している。
,,□,コンビニ（エリア担当）,来客数の動き,・ゴールデンウィーク期間中の花見客による需要は好調であったが、それ以降が良くない。単価はかろうじて前年を維持しているが、来客数、買上点数が減少傾向にある。
,,□,コンビニ（エリア担当）,販売量の動き,・例年との気温差が大きいことが影響して、売上が前年から大きく減少している。新商品の販売が好調だが、特売品など、単価の低いものに集中している。
,,□,乗用車販売店（従業員）,販売量の動き,・前年と比べて売上が厳しく、前年の８割程度にとどまっている。
,,□,乗用車販売店（営業担当）,来客数の動き,・前年と比べて来客数が伸びてこない。
,,□,高級レストラン（スタッフ）,来客数の動き,・利用客の客層をみると、個人旅行での観光客、特に２人連れが目立っており、期待したゴールデンウィーク期間中が不振であった。来客数、売上とも前年比がマイナス15％となっており、その後の状況も変わらない。
,,□,高級レストラン（スタッフ）,販売量の動き,・ゴールデンウィーク後の落ち込みが厳しく、売上は全体で前年を20％下回った。ランチは広告を出した割引メニューが好評で来客数が前年より10％増えたが、売上は前年を下回った。ディナーは売上が激減した。連休明けでは唯一、月末の25日がにぎわった程度である。同業種や居酒屋も25日はにぎわったようだ。個室は業績の良い企業の利用こそあったが、売上は前年を20％下回った。連休後の立ち上がりの悪さは年々ひどさを増している。
,,□,一般レストラン（スタッフ）,単価の動き,・前年と比べて、来客数は前年比103％と増えているが、客単価が前年比95％と低下しており、売上の減少につながっている。
,,□,観光型ホテル（経営者）,販売量の動き,・道外観光客の人数自体はそれほど伸びていないものの、宿泊単価、付帯収入が安定して高いことから、全体としての売上はまずまずの状況にある。
,,□,旅行代理店（従業員）,販売量の動き,・客の来店動向をみると、好不調の波が大きくなっている。道内の宿泊旅行の販売量も前年を大幅に下回っている。
,,□,旅行代理店（従業員）,お客様の様子,・夏場に向けての販売が思うような動きを見せていない。客の動きが止まったような感じである。
,,□,タクシー運転手,お客様の様子,・タクシーの需要は季節や天候に大きく左右されるが、積雪期が終わり、需要が落ち着いている感がある。アフターファイブの人出も今一つで、すすきのでは相変わらずタクシーが客待ちの列を作っている。
,,□,設計事務所（所長）,競争相手の様子,・相変わらず、倒産等の話が絶えない。景気が良くなっているという話に実感が持てない。
,,□,設計事務所（職員）,それ以外,・建設会社の営業担当者によると、新年度に入っても発注件数が増加していないようである。また、こうした状況を見据えて、大手建設会社等では支店規模の縮小を実施又は検討しているようである。
,,▲,商店街（代表者）,来客数の動き,・ゴールデンウィーク後は、商店街の人出の減少が続いている。
,,▲,商店街（代表者）,単価の動き,・ゴールデンウィークを境に、客の購買力が低下している。また、夏物の時期に切り替わり、単価の低さが目立っている。
,,▲,百貨店（売場主任）,お客様の様子,・前年とは異なり、大型催事を行っても来客数が大幅に落ち込んだままである。特に、母の日のギフト需要の落ち込みが目立っている。
,,▲,スーパー（店長）,販売量の動き,・既存店の売上高は前年比94％であり、４月との比較では１％のマイナスとなっている。部門別では、衣料品が前年比86％、住居用品が前年比95％、食品が前年比100％、テナントが入居している専門店が前年比89％となっている。特に衣料品は４月からは８％のマイナスとなっており、気温低下の影響を受け、悪化傾向にある。
,,▲,スーパー（店長）,販売量の動き,・前年５月に競合店がオープンした影響で、前年５月の売上は前年比87％と最悪だったが、１年たった今年の売上も前年比98％と相変わらず悪いままである。
,,▲,コンビニ（エリア担当）,来客数の動き,・天候不順や原油高騰の影響により、消費の抑制がみられる。また、輸入果物などの値上げが起こっており、消費者の考え方がよりシビアになってきている。
,,▲,家電量販店（地区統括部長）,販売量の動き,・前年は、札幌圏での地上デジタル放送の開始に伴い、薄型テレビ、ハイビジョンＤＶＤレコーダーの需要が高まった。しかし今年は特殊要因は無く、地方都市における地上デジタル放送の開始も10月となるため、前年と比べて家電全体の需要が落ち込んでいる。
,,▲,観光型ホテル（経営者）,来客数の動き,・前年に比べて、来客数の動きがかなり落ち込んでいる。月初めのゴールデンウィーク期間中についてはかなり良い数字であったが、それ以降の落ち込みが目立っている。
,,▲,旅行代理店（従業員）,販売量の動き,・インターネット販売に傾斜しているのか、宿泊旅行を中心に先行受注の状況が悪くなっている。海外旅行については前年並みで推移している。
,,▲,旅行代理店（従業員）,販売量の動き,・ゴールデンウィーク期間中の宿泊旅行が少し落ち込んだようである。
,,▲,観光名所（役員）,販売量の動き,・ロープウェイの輸送人員が前年から３割減少している。
,,▲,その他サービスの動向を把握できる者,来客数の動き,・４月の気温の推移などから、今年度の観光シーズンは、例年より10日から２週間前倒しとなった。５月に入ってからは天候不順もあって、観光客の出足が悪く、前年に比べて来客数が５％ほど落ち込んでいる。
,,▲,住宅販売会社（経営者）,販売量の動き,・これまでマンション等の売上は比較的順調だったが、マンション等の売行きが鈍ってきている。札幌も同様の状況にある。
,,▲,住宅販売会社（従業員）,販売量の動き,・販売量の低下とともに、受注単価の低下が相変わらず続いている。
,,×,コンビニ（オーナー）,単価の動き,・近隣ホテルの宿泊客、特に出張で訪れている人の平均単価が低下している。また、プチ観光と言われるちょっとした観光を行うファミリー層の来店が減ってきている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,輸送業（経営者）,受注量や販売量の動き,・原因はよく分からないが、輸送量が増加しており、全体的に少し良い方向に向かっている。
,,○,輸送業（支店長）,取引先の様子,・４月ごろまでは、鉄骨メーカー及びコンクリート製品メーカーとも道内物件が少なく、道外向けの物件も下期まで待たないと増量が見込まれないと思われていたが、ここに来て受注が前倒しで入り出しており、荷動きが良くなってきた。
,,□,家具製造業（経営者）,受注量や販売量の動き,・受注請負物件の低調により、受注が伸び悩んでいる。
