Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・緊急事態宣言の解除に伴って来街者や来客数が徐々に回復している。
,,○,商店街（代表者）,販売量の動き,・前年に収穫されたりんごが大豊作であったことから売上が良い。また、春に収穫された根菜類も好調である。
,,○,一般小売店［土産］（経営者）,来客数の動き,・北海道や東京などでの緊急事態宣言が解除されてから人流が増えている。旅行客についても、団体グループや修学旅行の学生を見掛ける日が増えてきた。少しずつではあるが、旅行や出張で人が動き始めている。
,,○,百貨店（売場主任）,来客数の動き,・緊急事態宣言が発出されたことで、百貨店では、５月から食料品や生活必需品の売場を除き、土日を休業していたため、６月初旬の売上は前年と比べて大きなマイナスとなっていたものの、中旬になり、新型コロナウイルス感染者数が減少し始めたことで来客数が回復してきた。緊急事態宣言が解除された６月21日以降は前年を上回る日が続いており、全体的な売上は回復傾向にある。
,,○,百貨店（販売促進担当）,来客数の動き,・新型コロナウイルスの市中感染状況が落ち着きをみせるのに伴って、来客数が増加傾向にあり、買上率も向上している。
,,○,スーパー（企画担当）,お客様の様子,・前年に続き緊急事態宣言が発出された。前年は感染症に対する知識の不足から客の引き籠りが多くみられたが、今年は感染対策が周知されたことやワクチン接種が始まったことから、客の行動が前年と比べて活動的になっている。
,,○,スーパー（役員）,お客様の様子,・前年は自粛の夏だったが、今年は夏の催事が通常の状態に戻りつつある。それに伴って総菜などの販売量も回復してきている。
,,○,コンビニ（エリア担当）,お客様の様子,・新型コロナウイルスの感染状況が落ち着き始めたことで、夜間の来客数が伸び始めている。
,,○,旅行代理店（従業員）,来客数の動き,・５月に発出された緊急事態宣言は６月20日で解除されたが、まん延防止等重点措置が継続しているため、ビジネス、観光共に人の動きが抑制された状態が続いている。ただし、前年と比べると、空港利用者数は回復傾向になってきている。
,,○,旅行代理店（従業員）,販売量の動き,・緊急事態宣言の期間中が底だったため、景気はやや良くなっている。
,,○,タクシー運転手,お客様の様子,・緊急事態宣言が発出されたことで、６月20日までは客も外出を控え、夜の街関連の店も休業していた。そのため、タクシーの稼働状況は前年から30％落ち込んだ。ただ、３か月前と比べれば景気はやや良くなっている。
,,○,通信会社（企画担当）,販売量の動き,・通信機器の取扱店舗も、大型商業施設などでの出張販売も来客数が増えている。客の購買意欲も高く、来客数の伸び以上に通信契約や販売量が増えている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・北海道に発出されていた緊急事態宣言が解除されたことで、旅客の輸送量が急激に増加している。
,,□,商店街（代表者）,来客数の動き,・前々月から他市及び道外ナンバーの車両を見掛けるようになっているものの、ワクチン接種が順調に進んでいないことから、当区域を訪れる地元客の客足は遠のいたままである。緊急事態宣言解除以降の来街者数も少ないまま変わらない。当地の夏祭りが２年続けて中止となったこともあり、地域全体として沈滞ムードが漂っており、現状を打破する有効な方法も見付けられないままである。
,,□,コンビニ（エリア担当）,単価の動き,・緊急事態宣言発出後も客単価は変わらずに推移している。周りの飲食店の状況もさほど変わらないため、景気は変わっていない。
,,□,衣料品専門店（店長）,お客様の様子,・客がワイシャツなどの必要最低限の商材しか買わない状況となっている。コロナ禍において、何とか節約して乗り切ろうと考える客が多く、財布のひもは固いままである。
,,□,家電量販店（店員）,来客数の動き,・来客数は前月から横ばいでの推移となっている。前年との比較では９割程度とやや少なくなっているが、テレビやレコーダーなどが多少売れ始めている。
,,□,乗用車販売店（経営者）,販売量の動き,・コロナ禍のなか、大きな打撃を受けている状況に変化はない。販売量の伸びにつながるような変化も見当たらない。
,,□,自動車備品販売店（店長）,単価の動き,・新型コロナウイルス対策について、政府や自治体も具体的な解決策を見いだせていない状況ではあるが、売上は前年の105％と増加傾向にある。ただ、客単価が高いことが要因であり、来客数は前年比95％と前年を下回って推移している。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・徐々にではあるが、販売量が回復してきている。
,,□,高級レストラン（経営者）,来客数の動き,・沖縄県以外の緊急事態宣言が解除されたこともあり、少しずつ来客数が増えてきている。ただ、全体的な観光客の入込数はいまだに例年を下回って推移している。今後については、東京オリンピックの開催に伴って、感染者数が再び増加に転じてしまったときに、どうなるのかという不安がある。
,,□,高級レストラン（スタッフ）,来客数の動き,・緊急事態宣言の解除に伴って来客数が回復してきている雰囲気があるが、その効果がまだ数字に表れていないため、景気は変わらない。
,,□,観光型ホテル（スタッフ）,来客数の動き,・まん延防止等重点措置や緊急事態宣言によるダメージが甚大である。予約も入ってきているが、それを上回るキャンセルがみられる状況が続いている。
,,□,旅行代理店（従業員）,来客数の動き,・６月の３分の２が緊急事態宣言下であったこともあり、新規の予約数が少なかった。道内旅行の申込みもほとんどみられなかった。
,,□,旅行代理店（従業員）,それ以外,・緊急事態宣言が解除されたことで、少しは良くなるのではないかとみていたが、東京オリンピックの動きが加速していることがマイナスとなっている。景気が良くなっていくような要素が一向に感じられない状況にある。
,,□,タクシー運転手,販売量の動き,・新型コロナウイルスの影響による減収が続いている。昼間の外出自粛、夜の飲み会の廃止などが主な要因だが、なかでもビジネス関係の接待、宴会が皆無となっていることの影響が深刻である。緊急事態宣言の解除に伴って観光客に動きがみられるようになっているが、タクシー需要にはつながっていない。
,,□,タクシー運転手,来客数の動き,・日中の人出や客の利用状況に変化はみられない。夜間の人出については、これまで減少傾向にあったものが、少しずつ増えてきているものの、全体的な客の利用状況に大きな変化はみられなかった。
,,□,美容室（経営者）,来客数の動き,・ここ３か月、来客数はほとんど変わっていない。
,,□,住宅販売会社（経営者）,お客様の様子,・ワクチン接種が大分進んできていることで少しは安心感もみられるようになってきているが、全国的な新型コロナウイルスの感染者数がそれほど減っていないことから、疑心暗鬼になっている客も多く、客の動きもムードも悪くなっている。
,,□,住宅販売会社（経営者）,お客様の様子,・これまで以上に客の予算面での制約が厳しくなってきている。中～高額物件よりも、中～低価格物件を志向している客が増えてきている。
,,▲,商店街（代表者）,お客様の様子,・客の様子をみると、景気がやや下向きと捉えている客が多かった。
,,▲,商店街（代表者）,お客様の様子,・緊急事態宣言が解除され、まん延防止等重点措置に移行したことで、人出が少しずつ戻り始めているものの、購買意欲が低いことから、売上は低迷している。また、時短要請を強いられている飲食店は、酒の提供が夜７時までに制限されているため、商売にならず困惑している。営業再開を諦めた店舗も多い。せめてあと１時間延長してくれるだけでも状況は一変するため、苦境を強いられている飲食店の要望にぜひ応えていただきたい。
,,▲,一般小売店［土産］（経営者）,販売量の動き,・売上は前年比64.3％、前々年比6.9％となっている。隣接している自治体の感染者数が高止まりしていることから、当地もゴーストタウンのような状況が続いている。
,,▲,百貨店（営業販促担当）,来客数の動き,・来客数が回復してこない。緊急事態宣言が解除された６月21日以降もすう勢は余り変わっていない。特に年配客の動きが悪いままである。若い世代の客は徐々に増えてきているが、買上につながらない。
,,▲,スーパー（店長）,来客数の動き,・５月16日に緊急事態宣言が発出され、６月20日まで営業時間や営業日などについて制約が生じたことで景気はやや悪くなっている。生活必需品以外のテナントが土日休業となったことで、来客数が大幅に減少したほか、郊外型のショッピングセンターから、小型のスーパーマーケットに客が流れてしまう傾向がみられている。
,,▲,コンビニ（エリア担当）,販売量の動き,・緊急事態宣言の解除後、販売量は回復してきているが、宣言前の水準までは戻っていない。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルスの影響がじわじわと表れ始めている。
,,▲,乗用車販売店（従業員）,販売量の動き,・６月は客の動きが悪く、達成率が受注予定台数の60％にとどまり、前年実績を下回る結果となった。
