Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・今月はバーゲン月ということで、３か月前に比べるとかなり買物客が増えてきている。
,,○,スーパー（店長）,販売量の動き,・今月の販売量は、前年を10％ほど上回っており、６月以降、右肩上がりで推移している。
,,□,一般小売店［酒］（経営者）,販売量の動き,・３か月前に比べると、売上はそれほど悪くないが、８月は季節的に売上の大きい時期であることを考慮すると苦戦している状況にある。前年と比較すると、売上は10％ほど減っており、消費が底にある状態が続いている。
,,□,百貨店（売場主任）,来客数の動き,・お盆時期は帰省客が家族で来店することも多く、売上も好調に推移していたが、それ以外は天候要因に加えて、北京オリンピックの影響もあり、外出を控える様子がうかがえた。北京オリンピック終了後も来客数が増加する気配はなく、依然として生活環境が厳しい様子が見受けられる。
,,□,百貨店（売場主任）,販売量の動き,・来客数はそれほど変化がみられないが、販売量が伸びず売上につながっていない。
,,□,スーパー（役員）,単価の動き,・ここ数か月、状況に大きな変化はなく推移している。お盆を過ぎた段階では、商品単価の前年からの上昇率が大きくなっている一方で、買上点数が減少している状況にある。
,,□,コンビニ（エリア担当）,販売量の動き,・例年より気温が低いことから、飲料水やアイスクリームなど利益率の高い商品の販売量が減少している。来客数は前年を上回っているが、売上、利益は苦戦している。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・家計の節約志向により、販売量が伸び悩んでいる。
,,□,旅行代理店（従業員）,販売量の動き,・原油高騰による様々な影響が消費生活全般に影響を与えている。旅行の安近短傾向が定着していることに加えて、海外旅行における燃油サーチャージが増加傾向にあるなか、打つ手のない状況にある。
,,□,タクシー運転手,お客様の様子,・依然として繁華街への客足が伸びておらず、タクシー利用も低調なまま変わらない。
,,□,タクシー運転手,販売量の動き,・８月はお盆の帰省客や夏の色々な催し物があり、タクシー業界にとっては繁忙期となるが、今年はタクシー利用客が大幅に落ち込んでいる。
,,□,タクシー運転手,お客様の様子,・今月は夏休みでもあり、観光客の入込が増えることを期待していたが、実際には期待していたよりも少なかった。また夜の繁華街も客が少なく、売上は伸びなかった。
,,□,通信会社（企画担当）,競争相手の様子,・相変わらず客が基本料金の安い料金プランへ移行し続けていることに加えて、各社が更なる電話料金値下げに走っていることから、収益の悪化が懸念される状況にある。
,,□,設計事務所（職員）,お客様の様子,・民間建設事業が低調ななか、唯一積極的だったファンドを資金とする事業の工事が、デベロッパーの破綻により中断している。工事費の回収も見通しがつかず、下請も含めた建設関連の状況は暗雲に包まれている。
,,▲,商店街（代表者）,お客様の様子,・今月は真夏日がなく、地域最大の祭りである港まつりも２日間は雨で中止又は変更となり、盛り上がりに欠けた。また、北京オリンピックを自宅で観戦する傾向がみられたことから、商店街の集客も極端に減少しており、業種にかかわらず各店とも低調に推移した。
,,▲,商店街（代表者）,お客様の様子,・セール時において、買いたいけれども今回はがまんするといった声や何でもかんでも値上がりになって先行きが不安だという声が客から直接聞かれるようになった。従来から慎重な買い方となっていたが、更に慎重さが増しているようにみられる。
,,▲,商店街（代表者）,お客様の様子,・客の行動は非常にシビアになっており、悪い方向へ動いていることがうかがえる。
,,▲,百貨店（売場主任）,単価の動き,・日用品の値上がりと今後への不安感からファッションに対して投資をしようという動きがなく、高級ブランドが不振であることに加えて、売上の中心となる婦人服にも買い控えがみられている。
,,▲,百貨店（販売促進担当）,販売量の動き,・中旬までセール品は堅調に推移した。お盆明けは平年よりも気温が低く推移したため、秋物ファッションに動きが出てくることを期待したが、実際には動きが鈍く、期待外れの展開であった。市内中心部の人出がお盆頃から目に見えて減少したことから、北京オリンピックの開催と消費者の節約マインドの上昇により、外出を控え家で過ごす人が多くなっている。
,,▲,百貨店（役員）,販売量の動き,・今月はお盆明けの週以降の落ち込みが厳しくなっている。特に人口２～３万人の地方店の動向が悪い。昨今の原油、原材料高の動きを受けて、商品単価が上昇しているにもかかわらず、全体的に厳しい状況で推移していることから、客１人当たりの買上点数と買上客数が大きく減少している。
,,▲,スーパー（企画担当）,お客様の様子,・単価の高い商品の動きが悪い。その一方で、プライベートブランドの売行きが非常に良く、価格が低ければメーカーは問わないという傾向が強くみられる。
,,▲,スーパー（役員）,単価の動き,・商品の値上げにより、客が買い控える傾向がより強くなっている。
,,▲,コンビニ（エリア担当）,販売量の動き,・前年との気温差が大きいため、夏型商品が軒並み減少している。また、ガソリンの高騰によって、お盆時期の車利用客が伸び悩んでいることもあり、厳しい状況となっている。
,,▲,コンビニ（エリア担当）,単価の動き,・物価の上昇が継続しているなか、天候不順に見舞われたことから、夏型商品の動きが鈍くなっている。来客数は前年を上回っているが、客単価の低下が目立っており、消費者の買い方が渋くなっていることがうかがえる。
,,▲,家電量販店（店員）,来客数の動き,・相変わらず平日の来客数が少ない。オリンピック需要も落ち込みがみられた。
,,▲,家電量販店（地区統括部長）,販売量の動き,・薄型テレビやＤＶＤレコーダー、冷蔵庫といった大物家電商品の販売量の減少もさることながら、客単価が大きく落ち込んでいる。客が少しでも安い商品を選ぶ傾向が強くなってきている。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・夏物も思ったほど売れず、医薬品や健康維持型製品までもぱっとしない状態にあることから、光熱費や食費以外は貯蓄に回している様子がうかがえる。
,,▲,高級レストラン（スタッフ）,来客数の動き,・原油高騰による物価高が旅行の形態を大きく変えている。夕食を始めとした店舗利用においては観光客の利用動向が売上に大きく影響するが、ファミリー層を中心とした首都圏の個人観光客は前年から15％ほどの減少となり、レストランの利用減少につながった。
,,▲,高級レストラン（スタッフ）,来客数の動き,・夏休み前半はガソリンの高騰や北京オリンピックの影響を心配したが、ほぼ前年並みで推移した。ランチは前年を20％上回るなど健闘したが、ディナーの落ち込みが前年を20％下回るなど苦戦した。
,,▲,高級レストラン（スタッフ）,お客様の様子,・来客数は前年並みに近いが、ドリンク類が減少していることから、客単価が下がっている。給料日後の高級居酒屋でもビールや日本酒などの定番のアルコールがサワー系などに移行している。客は高級店の利用を控えており、利用しても低価格のメニューを選ぶなどして節約している。地方では多くの店で来客数の減少が続いているが、インターネットや携帯電話の口コミではやっている店もある。ただし、繁盛店でもドリンク類を含めた客単価は低下している。
,,▲,スナック（経営者）,来客数の動き,・２月と８月は売行きが悪いという傾向はあるが、それよりも景気の低迷が続いていることの影響が大きい。
,,▲,観光型ホテル（経営者）,来客数の動き,・ツアー客の落ち込みが大きい。国内客、海外客、地元客のいずれも入込数は前年を下回っている。一方、個人客は、レンタカー利用客が多いが、定員稼働率を押し上げるまでには至っていない。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・今月の宿泊数をみると、何とか前年並み、３か月前並みの販売量を確保できた状態であり、ガソリン高の影響で旅行全体が安近短になっている傾向がうかがえる。
,,▲,旅行代理店（従業員）,販売量の動き,・燃料高の影響から、国内旅行、海外旅行とも前年を下回っている。海外旅行に至っては前年を12％も下回っている状況にある。
,,▲,観光名所（役員）,来客数の動き,・８月前半は家族客を中心にまずまずの来客数で推移したものの、後半は団体客が低迷していることに加え、悪天候が続いていることから、来客数が前年を下回るのが確実な状況にある。
,,▲,観光名所（職員）,来客数の動き,・北海道の観光シーズン最盛期のなか、当施設の利用客数はほぼ前年並みであった。台湾や韓国を中心に海外客が増加している一方で、ガソリンや物価高騰の影響から国内客が減少している。
,,▲,その他レジャー施設（職員）,来客数の動き,・来客数が減っている。季節要因や、目新しさの不足、スタッフの能力、駐車場の利用しにくさなどの施設的な要因を考慮しても減少が目立っている。リピーターの利用頻度も低下しており、企画イベントの集客も少なくなっている。
