Ⅰ．景気の現状に対する判断理由,,,,,
,,,,,
　景気の現状に対する判断の理由について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,景気の現状に対する判断理由,
"家計
動向
関連

(北海道)",,◎,－,－,
,,○,商店街（代表者）,,・周辺の状況をみると、飲食や旅行に関する財布のひもがゆるくなってきている。
,,○,百貨店（売場主任）,,・レジ待ちの客数は伸びていないが、客単価は上昇してきている。ただし、法人はお中元の動向をみても、良い状況とは言えない。
,,○,スーパー（企画担当）,,・客単価がここ１、２か月、前年と同じくらいに上昇してきている。
,,○,コンビニ（エリア担当）,,・前半の天候が良くて、売上が非常に好調に推移している。
,,○,家電量販店（店員）,,・AV関係があまり良くないが、今月もエアコンの売上が好調に推移しており、若干客単価が上昇してきている。
,,○,高級レストラン（スタッフ）,,・有珠山噴火の影響で観光客の入込が４月以降はどん底であったが、今月に入り少し増加している。
,,○,高級レストラン（経営者）,,・７、８月は観光シーズンであり、今のところは観光客の来店が増加している。
,,○,一般レストラン（スタッフ）,,・来客数、売上ともに増加し、回復傾向にある。
,,○,スナック（経営者）,,・７月になってから観光客が来店し、少しはにぎやかになっている。
,,○,その他飲食［酒卸］（店長）,,・７月は非常に忙しい日が多かった。ただし、内訳をみると、必需品や低価格の商品が中心である。
,,○,観光型ホテル（役員）,,・洞爺湖が７月中旬にオープンした。ただし、登別が若干落ち込んだ。定山渓は順調に推移している。
,,○,旅行代理店（従業員）,,・道内の諸問題が解決して、客が動き出している。
,,○,タクシー運転手,,・北海道の場合は今が一番良い季節なので、人々の動きも４、５月より活発になっており、我々の職業（運転手）も売上が少し増加してきている。
,,□,商店街（代表者）,,・周辺の話を聞くと、ボーナスが支給されないところがあり、活気がみられない。
,,□,コンビニ（エリア担当）,,・前半は天候も良く売上が増加したが、後半に入り雨が降ったとたんに予想以上に売上が低迷している。
,,□,衣料品専門店（店長）,,・２か月前から置いている低額商品は、客の飛びつきが良く、売上に貢献しているが、高額商品の売上は低迷している。
,,□,家電量販店（店長）,,・依然として、客は必要な物しか購入しない状況が続いており、高額商品の販売が低迷し、単価の低下が続いている。
,,□,一般レストラン（スタッフ）,,・前月までは、売上の前年比の伸び率が上昇したが、今月に入り、北海道では暑さもないせいか、前年の売上を下回っている。
,,□,旅行代理店（従業員）,,・良くなっている様相、悪くなっている様相、それぞれ様々である。
,,□,タクシー運転手,,・北海道観光の最盛期である７月になっても、タクシーの利用客が増えず、実車率、乗客率が減少している。
,,□,タクシー運転手,,・固定客の利用回数の減少とともに、一般客の利用度合いに回復の兆しが依然としてみえない。
,,□,美容室（経営者）,,・来客数が減少したままであり、今月前半は良かったが、後半は減っている。
,,▲,一般小売店［土産］（店員）,,・有珠山噴火の影響が去り、７月は売上が増加すると期待したが、実際にはそれほど増加していない。
,,▲,百貨店（売場主任）,,・お中元を始めとするボーナス商戦の時期であるが、３か月前と比べ、売上の伸び率が大きく低下し、客単価も低下している。
,,▲,百貨店（売場主任）,,"・７月に入って、お中元商戦が大変厳しい状態である。
・化粧品関係、夏物セールともにまとめ買いが少なく、単価も低下している。"
,,▲,スーパー（企画担当）,,・７月の気温の上昇が前年に比べ緩やかであり、ドリンク、アイスクリーム等の売上が伸び悩んでおり、消費動向は総じて厳しい状況が続いている。
,,▲,スーパー（店長）,,・引き続き客数は前年水準を維持しているが、客単価、回転数が低下している。
,,▲,乗用車販売店（経営者）,,・雪印、そごう問題でマーケットに不安感が出てきており、消費活動も消極的になっている。
,,▲,自動車備品販売店（店長）,,・来客数が減少しており、オーディオ、カーナビ等の販売台数も減少している。
,,▲,高級レストラン（スタッフ）,,・観光客が主体となるこの時期、航空運賃改定が足かせとなって企業のツアーの入込が減少している。
,,▲,スナック（経営者）,,・週末に街中にいるのはほとんど若者であり、スナックの客は少ない。
,,▲,タクシー運転手,,・新しく入社する乗務員の中に、企業の倒産、リストラなどで転職してくる人が多くみられる。
,,▲,タクシー運転手,,・期待をしている７、８月の観光シーズンであるが、層雲峡、天人峡、美瑛、富良野方面の観光予約が全くない。
,,×,商店街（代表者）,,・ボーナスが出ない企業が前年より多く、まだまだ売上が回復するような状況にはみえない。
,,×,百貨店（売場主任）,,・夏のセール価格でも客に買ってもらえない。
,,×,住宅販売会社（従業員）,,・住宅業界では、一戸建て住宅の受注が低迷している。
"企業
動向
関連

(北海道)",,◎,－,－,
,,○,非製造業［建設機械レンタル］（総務担当）,,・全体的に売上が上向きであり、特に、今まで悪かった旭川地区が良くなっている。
,,○,その他企業［コンベンション担当］（従業員）,,・客単価は低下しているが、利用者数は増加しており、全体的にみて、そこそこ良くなっている。
,,□,家具製造業（経営者）,,・そごうの民事再生法適用の関係によって株価も低迷しているし、耐久消費財の買い控えも改善傾向にない。
,,□,輸送業（総務担当）,,・公共投資の影響等で、一部の荷動きが良くなっている面もあるが、口蹄疫や雪印の問題の影響もあり、期待したほどに動きが活発ではない。
,,□,司法書士,,・不動産取引は、土地、建物いずれも低調である。
,,□,司法書士,,・家具業界が相変わらず不振のところに、そごう問題の影響もあり、売上が減少しているようで、相変わらず景気は悪い状態が続いている。
,,▲,広告代理店（従業員）,,・雪印乳業の問題の影響を受けて、関連商品の消費も、広告発注も減少している。
,,×,非製造業［建設機械リース］（支店長）,,・取引先並びにその周辺、客の話を聞くと、経営難や設備投資の抑制等、かなり悪い状態である。
"雇用
関連

(北海道)",,◎,－,－,
,,○,求人情報誌製作会社（編集者）,,・アルバイト、パートの求人数が好調で、求人する企業の業種が少しずつ広がっている。
,,○,求人情報誌製作会社（編集者）,,・前年５月以来、求人件数は前年比プラスを続けていたが、今月に入りその比率が一段と上昇している。
,,○,新聞社［求人広告］（担当者）,,・業種によるばらつきはあるが、総体的には良好になってきている。
