Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,通信会社（社員）,お客様の様子,・年末を迎えると北海道は雪の時期に入るため、年内の雪が降る前に住宅工事を終えたいという人が増えることになる。さらに、今年は消費税増税前の駆け込み需要もあり、消費が活発になっている。
,,◎,住宅販売会社（経営者）,単価の動き,・消費税増税が確定したことで、住宅建築業界では駆け込み需要が発生している。
,,○,商店街（代表者）,販売量の動き,・７月から増加した外国人観光客の入込が今なお続いている。ホテルの予約状況をみても、国外での不安事情がなければ、この傾向がこのまま来春まで続くとみられる。日本人観光客の入込は大きな改善はみられず、良くも悪くもない状況にあるが、温泉地の11月の予約状況をみると、前年よりも満室の日が多く、底上げの効果が徐々に出てきている。一方、物販については、暑さが続いたため、秋物の販売が著しく悪く、苦戦している。
,,○,一般小売店［土産］（経営者）,お客様の様子,・客のなかに工事関係者が多くみられるが、そのほとんどが、職人がいない、重機がないとこぼしている。一方、当店の10月の売上は前年から3.5％のアップであった。10月に入り気温が下がり、特に日曜が寒くなったほか、台風26号や27号の影響で客足が乱れたことで売上が相当落ちるとみられたが、それでも前年を上回った。
,,○,百貨店（売場主任）,単価の動き,・前年に実施したセールがなくなり、定価品メインの月となったことで、来客数がやや減少したが、売上は前年並みであった。紳士服、婦人服とも季節先取りのアイテムに動きがみられた。
,,○,スーパー（役員）,単価の動き,・原材料価格の値上げにともない、価格の下落に歯止めが掛かってきている。単価上昇が売上の増加に結び付いてきている。
,,○,コンビニ（オーナー）,来客数の動き,・全体的に小さな工事が増えたり、中国人観光客が増えていることで、当店の来客数も増加しており、その分、売上が上乗せになっている。
,,○,衣料品専門店（店員）,お客様の様子,・秋冬物の衣料品や高額な着物などの売上が良かった。消費動向も新年を迎える準備段階に入ってきている。
,,○,乗用車販売店（営業担当）,販売量の動き,・受注量、販売量ともに上向きで推移してきている。
,,○,高級レストラン（スタッフ）,来客数の動き,・当地の観光客が増えている。飛行機の直行便が増えた影響もあり、外国人観光客の増加が顕著である。また、客に中高年層の夫婦が目立つようになってきており、来客数は前年比で13％の増加と順調である。
,,○,観光型ホテル（スタッフ）,来客数の動き,・週末を中心に観光目的の国内旅行が堅調である。近隣の東南アジアからの観光客は、新興のタイ、マレーシア、シンガポールなどが少ないパイながらも好調に推移している。
,,○,旅行代理店（従業員）,お客様の様子,・ホタテ、サケなどの管内の漁業が好調である。天候不順で心配された農作物についても、玉ねぎはやや小ぶりながらも作柄が良く、ビートも糖度が上がっているなど、好調である。９～10月は国内外からの観光客も堅調に推移している。
,,○,タクシー運転手,来客数の動き,・10月の当社のタクシーの売上をみると、１台当たりは前年並みであったものの、乗務員不足で稼動が悪かったこともあり、当社全体の売上は前年を下回った。暖かい日が多かったため、タクシーの利用が減ったとみられる。
,,○,通信会社（企画担当）,販売量の動き,・秋に発売した新商品に対して、客の引き合いがここ数年で最も多い状態であった。予約待ちの客も多く、販売状況が徐々に改善してきている。
,,○,観光名所（従業員）,来客数の動き,・今年の４月から、毎月、前年を上回る業況が続いている。10月の利用客数も、27日時点の数字で前年から約12％増加している。
,,○,パチンコ店（役員）,それ以外,・消費税増税前の高価物品の購入が目立つ。特に建設業の業況は今がピークではないかとみられるほどである。
,,○,美容室（経営者）,販売量の動き,・３か月前と比べても、前年と比べても５％未満ではあるものの、売上が増加している。
,,□,商店街（代表者）,お客様の様子,・中心街の百貨店の客の様子を観察していても、変化がみられない。
,,□,商店街（代表者）,お客様の様子,・例年であれば、秋への切り替わりの時期ということで、アウターに動きがみられるはずだが、まだ客は襟元のマフラー等で暖かさをまかなおうとしており、なかなかアウターへと需要が切り替わっていかない。
,,□,商店街（代表者）,お客様の様子,・客の雰囲気をみても、決して３か月前と変わった様子はない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・３か月前の７月と比べると、販売量並びに売上が約10％悪くなっている。ただし、７月は繁忙期で、例年、売上の増加する月であるため、そういった季節要因を除くとほとんど変わっていない。
,,□,百貨店（売場主任）,来客数の動き,・婦人服のジャケット、コートは前年を５％程度上回っている。しかし、紳士服のスーツ、ジャケット、コート関連が前年と比べて10％程度下回っており、紳士服のウェイトが落ちている。
,,□,百貨店（販売促進担当）,来客数の動き,・今月に入り、来客数、買上客数ともにマイナス傾向となっている。現政権の経済対策の効果で景気が上向きと報道されているが、恩恵はごく一部の富裕層に限られている。そのため、宝飾品、時計などの高額品や、一部の高級ブランドのブティックは活況を呈しているが、ボリュームゾーンであるヤングゾーンの衣料ブランドでは売上拡大につながっていない。
,,□,百貨店（役員）,販売量の動き,・９月は秋冬物の衣料品が動き好調だったが、10月はその反動もあり、厳しい販売量になっている。
,,□,スーパー（店長）,来客数の動き,・９月は寒かったことで売上が良かったが、10月に入り、９月に前倒しで売れた衣料品等が苦戦している。
,,□,スーパー（企画担当）,来客数の動き,・既存店の来客数が減少傾向にあるものの、単価は上昇傾向にある。加工食品の仕入価格が上昇しており、商品価格に転嫁せざるを得ない状況にある。
,,□,スーパー（役員）,単価の動き,・９月と同様の客の動きとなっている。来客数が前年から２％減少しているものの、客１人当たりの平均買上点数は前年並みとなっていることに加えて、商品単価が前年から３％上昇していることで、客単価が前年と比べて上昇しており、売上を確保できている。
,,□,コンビニ（エリア担当）,販売量の動き,・前年比は横ばいの数字が続いている。生鮮品の売上は安定しており、前年を維持しているが、酒やたばこ等の免許品は販売量が落ち込んでいる状況が継続している。
,,□,コンビニ（エリア担当）,来客数の動き,・徐々に周辺の経済環境が回復している流れを感じるが、当業界ではまだ前年を下回る流れを脱していない。
,,□,家電量販店（店員）,単価の動き,・客単価が前年から約１割下がっている。薄型テレビの売上がまだ復活していない。
,,□,家電量販店（地区統括部長）,販売量の動き,・テレビや冷蔵庫の需要は微増であるものの、その他の商品がやや不調である。全体としてほぼ横ばいの状況である。
,,□,乗用車販売店（従業員）,販売量の動き,・北海道という土地柄、毎年、冬になるにつれて販売量が落ちていく傾向にある。ただし、これから先については、消費税増税を前にして駆け込み需要が出てくるため、少しは良くなる。
,,□,自動車備品販売店（店長）,競争相手の様子,・消費税増税前の新車購入は増えているようだが、カー用品の購買については、競合店の状況をみても前年と変わらない。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・医学や医療に対して不信感が出てきており、一方的な診療に対して、消費者が複数の選択肢を持つようになってきている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が高値で推移しているため、販売量が減少傾向にある。
,,□,高級レストラン（経営者）,販売量の動き,・材料価格の高騰により値上げに踏み切ったが、それにより客単価が下がっている。地方では景気が上向いておらず、客が財布のひもを締め始めている。
,,□,高級レストラン（スタッフ）,販売量の動き,・11月上旬に３連休があるためか、今月下旬の数字が伸び悩んだ。また、平日の荒天時には予約客以外の来客がない日もあり、前年並みを維持するのがやっとであった。
,,□,観光型ホテル（経営者）,単価の動き,・来客数は外国人団体客を中心に堅調だが、国内団体客の単価の低下傾向に歯止めが掛かっておらず、国内個人客の単価上昇を相殺している。
,,□,旅行代理店（従業員）,お客様の様子,・来客数、客単価などの点から変化はみられない。ただし、グループでの海外旅行件数が前年より減っている。
,,□,タクシー運転手,販売量の動き,・３か月前や前月と比べて、当社の状況は若干の持ち直し傾向にある。しかし、実際には、乗務員の慢性的な不足、それにともなう稼働率の低下などを背景に、受注件数が伸びているにもかかわらず、全体の輸送実績が減少しているという逆ざや現象が起きている。
,,□,タクシー運転手,来客数の動き,・８～10月と注文数が前年比でほぼ同じくらいの実績であった。
,,□,美容室（経営者）,お客様の様子,・消費税増税の影響で消費の雰囲気が悪くなるのではと考えていたが、現在のところは以前とあまり変化がみられない。
