Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・依然として単価は低いが、好天に恵まれたこともあり、少しずつ販売量が増加している。
,,○,商店街（代表者）,単価の動き,・４月に入ってから日々の気温の高低差は激しいながらも、春物のジャケットの動きが堅調である。
,,○,コンビニ（エリア担当）,来客数の動き,・来客数が前年を上回る状況が続いている。
,,○,コンビニ（エリア担当）,販売量の動き,・アルコール商品を除く一部の商品群の価格に下げ止まり感がある。
,,○,住関連専門店（営業担当）,来客数の動き,・気温が高い日が続き、陽気が購入意欲を誘っているようで、来客数がやや増加し、季節商材の動きも良い。
,,○,観光型ホテル（経営者）,来客数の動き,・桜の開花が早まったこともあり、４月下旬の宿泊客数が例年よりも１割増加している。
,,○,旅行代理店（従業員）,販売量の動き,・例年より早い春に旅行需要、特に国内旅行が刺激を受けて好調である。また、海外旅行もアジア方面を中心に回復傾向が続いている。
,,○,観光名所（役員）,単価の動き,・例年の水準ほどではないが来道客数が増加傾向にある。宿泊単価もじわりと上昇しており、総消費単価全体も上昇している。
,,○,その他レジャー施設（職員）,来客数の動き,・前年ほどの勢いはないものの、観光やスポーツシーズンの幕開けにより来客数が増加している。
,,○,美容室（経営者）,それ以外,・客との会話の中で、外食や買物の際に込み合っていて待たされることが多くなってきたという話題が出てきている。
,,□,百貨店（売場主任）,お客様の様子,・気候が暖かいため、夏の商材の実売期がスタートしており、それにあわせて春物を値下げしているが、目玉品でも売れず、暑いのにかかわらず初夏物も売れない。
,,□,スーパー（店長）,単価の動き,・単価が上昇しない状況が続いる割には、販売量が増加していない。
,,□,スーパー（店長）,単価の動き,・競争が激化している中で来客数はほぼ前年をキープしているが、単価の低下が続き、前年と比べて７％低くなっている。
,,□,スーパー（店長）,単価の動き,・来客数は微増しているが、商品単価の下落､特に品質が向上した中国製品の普及等による家庭用品関係の価格下落が著しく､同じ数量を販売しても前年の売上に追いつかない状態が続いている。
,,□,衣料品専門店（店長）,お客様の様子,・特売を実施しても、客の様子に変化がない。
,,□,高級レストラン（スタッフ）,来客数の動き,・昼間の来客数はまずまずだが、単価が高い夜間の来客数が低迷している。
,,□,一般レストラン（スタッフ）,競争相手の様子,・競合する飲食店の店長の話では、売上で前年を上回る店が１店舗もない。中には前年よりも売上が２割減少している店も数軒ある。
,,□,一般レストラン（スタッフ）,お客様の様子,・サービス券等を使う客が増加している。
,,□,スナック（経営者）,来客数の動き,・連休が始まったら街に人が出ると期待したが、あまり増加していない。
,,□,観光型ホテル（スタッフ）,単価の動き,・付加価値の高い商品が売れ始めており、若干ではあるが単価が下げ止まっている。
,,□,旅行代理店（従業員）,単価の動き,・来客数は回復しているが、単価の低下が続いている。
,,□,タクシー運転手,それ以外,・乗り控え傾向が依然としてみられる。
,,□,通信会社（企画担当）,販売量の動き,・年末から１月にかけての特殊需要のピークを越えて、4月は落ち着いた感がある。
,,□,設計事務所（所長）,単価の動き,・春になり、仕事は動きが出てきているが、設計料の単価が低下しており、同様の仕事をしても収益は前年と比べて減少している。
,,▲,家電量販店（店員）,来客数の動き,・来客数がやや減少している。他店の来客数を我々独自で調べた結果も同様の結果となっている。
,,▲,乗用車販売店（従業員）,単価の動き,・来客数、成約件数ともに減少している。
,,▲,乗用車販売店（従業員）,販売量の動き,・来客数、販売台数ともに減少している。
,,▲,住関連専門店（従業員）,販売量の動き,・売上の減少が続いている。
,,▲,スナック（経営者）,来客数の動き,・４月に入ってから来客数が減少しており、観光客の来店も少ない。
,,▲,旅行代理店（従業員）,来客数の動き,・来客数が前年よりも減少しており、海外旅行関連も前年の先行受注量に達していない。
,,▲,タクシー運転手,来客数の動き,・４月の前半は、入学式や入社式などがあり、タクシーの利用が多い時期であるが、今年は暖かかったこともあり、例年と比べて利用客数が減少している。また、中旬以降も暖かさの影響で、日中の利用客が例年より減少している。
,,▲,タクシー運転手,来客数の動き,・花見シーズンに入り、観光地では団体客や個人客等、観光客で賑わっているが、移動には貸切バスやレンタカーを使うようであり、タクシーを利用する観光客は少ない。
,,▲,美容室（経営者）,単価の動き,・個々の客が、自分の財布の中と十分に検討しながら、それにあわせたサービスを求めている。
,,▲,住宅販売会社（従業員）,来客数の動き,・例年の同時期と比較して、住宅展示場等の来客数が減少している。
,,×,一般小売店［土産］（店員）,お客様の様子,・今月は例年になく高齢者の団体客が多く、買上点数が少なく、売上増加に貢献していない。若年層の客は、早い雪解により春スキー客が伸びなかったので減少している。
,,×,コンビニ（エリア担当）,競争相手の様子,・競合店の新聞折込チラシが増加している。
,,×,その他専門店［医薬品］（経営者）,来客数の動き,・来客数が大幅に減少しており、死活問題になりかねない事態である。
,,×,スナック（経営者）,来客数の動き,・３月は送別会等の二次会があったが、４月上旬の歓迎会での二次会利用がほとんどなく、売上も落ち込んでいる。周囲の飲食店の様子をみると、食事をする店は歓送迎会で忙しいようだが予算的には低い。
,,×,旅行代理店（従業員）,単価の動き,・海外旅行に復活の兆しがなく、前年の50％前後で推移している。販売単価の低い道内宿泊客も前年割れである。お客様のニーズに合っていて更に割安感のある商品しか売れない状態である。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（経営者）,受注量や販売量の動き,・BSE（牛海綿状脳症）の影響が長期化しており、水産物に関しては追い風となっている。また、お魚ソングのヒットも好影響である。
,,○,通信業（営業担当）,取引先の様子,・ブロードバンド環境の整備が進んできており、それらを基礎としたビジネスやプロジェクトが周囲で数件動き出すなど、投資意欲が以前より高まっている。
,,○,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,"・道内各地の「元気印」と言われるユーザーから大口の引合が出始めており、何台かは成約になり幸先の良い新年度スタートとなっている。ただし、一般ユーザーについては、設備投資意欲があっても、先行き不安からの買い渋り傾向は相変わらずの状況になっている。
・多くの企業では、バブル期に投入した設備が買換え時期になっているが、仕事量の増加や、単価安の是正の見込みが立たない状況では設備更新が進まない。"
,,○,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・受注状況は、例年と比較するとやや悪いが、特に悪い状況であった前年と比較するとやや良くなっている。
,,□,食料品製造業（団体役員）,受注量や販売量の動き,・花見シーズンの到来等により観光客への土産関連等の受注量は好調であるが、販売店での価格競争が一段と強まり、製造企業の利益は大きく減少してる。
,,□,出版・印刷・同関連産業（経営者）,受注価格や販売価格の動き,・依然として､受注獲得のための価格競争がし烈である。
,,□,輸送業（営業担当）,受注量や販売量の動き,・荷主企業の在庫調整により､依然として出荷量が減少したままである。
,,□,金融業（企画担当）,それ以外,・金融機関は経費圧縮のため、店舗の統廃合を進めている。取引先企業も経費削減の意向が強く、設備投資など前向きの資金需要が少ない。
,,□,司法書士,取引先の様子,・設備投資、不動産の動向、建物の建築施工に関して企業は依然として消極的である。
,,▲,輸送業（支店長）,受注量や販売量の動き,・企業の設備更新に係る投資等が低調であり、その結果として、物流量が低迷し、業界では運賃低下よりも仕事量の減少が問題となっている。
,,×,司法書士,受注量や販売量の動き,・相変わらず、不動産の売買が少ない。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,・前年７月以降減少が続いていた求人件数が４月になって、やや下げ止まっている。
,,□,求人情報誌製作会社（編集者）,雇用形態の様子,・求人の内容に関して、パート、アルバイト等の比率が高いという状況に変化がない。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・求人数に関して全業種にわたり、前年と比べてマイナス傾向が続いている。
,,□,職業安定所（職員）,求人数の動き,・有効求人倍率が、８か月連続で､前年を下回る低水準で推移している。
