Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・３か月前よりは徐々に上向いているが、例年と比べると全然良くない。
,,○,百貨店（販売促進担当）,来客数の動き,・東日本大震災の影響から、客の購買に対する自粛傾向が強かった前月、前々月に比べると、購買意欲は格段に高まっており、この傾向は来客数・買上客数に如実に表れている。
,,○,自動車備品販売店（店長）,販売量の動き,・業界としては、決して景気が上向きといえる状態ではないが、当店に限っていえば、買上客数・販売量とも堅調に伸びている。
,,□,商店街（代表者）,単価の動き,・東日本大震災の影響での自粛ムードが少し和らいできたように思われるが、まだまだ震災以前の状況には遠い。
,,□,商店街（代表者）,お客様の様子,・東日本大震災のショックも少し落ち着いてきており、季節商材への反応も良くなってきている。慎重な購入態度は依然として変わらないが、消費意欲は少しずつ上向いてきている。
,,□,商店街（代表者）,お客様の様子,・やはり原子力発電所の問題と東日本大震災の影響が客の様子に色濃く反映されている。また、景気が今一つ良くならないことも反映されている。
,,□,百貨店（販売促進担当）,来客数の動き,・新規の催事や企画を投入して瞬間的には来客数が伸びるものの、月全体では来客数の前年割れが継続している。
,,□,スーパー（店長）,お客様の様子,・３か月前と比較すると、気温が低く、天候が不順であることから、衣料品が苦戦している。一方、生活必需品が中心となる食料品、家庭用品、日用雑貨等は好調である。店全体としてはほぼ前年並みで推移しているが、客の買い方をみると、単価の高い衣料品を買わずに、食料品などの必需品を中心とする動きは大きく変わっていない。
,,□,スーパー（役員）,お客様の様子,・ゴールデンウィーク以降、自粛ムードが弱まっており、人・物・金の動きが少しずつだが通常に戻りつつある。
,,□,コンビニ（エリア担当）,来客数の動き,・たばこの売上は納品が回復したことにより、値上げ分以上に回復しているが、来客数の回復は鈍い。
,,□,コンビニ（エリア担当）,単価の動き,・たばこの品ぞろえが東日本大震災以前の状況に戻るにつれて売上も回復傾向となっている。
,,□,衣料品専門店（店員）,お客様の様子,・東日本大震災の影響が大きい。また、ガソリンや灯油等の値上がりに伴い、身の回り品よりも住宅や地デジ関係の商品に消費が集中している。
,,□,家電量販店（店員）,お客様の様子,・薄型テレビは単価の低い小型サイズの商品がよく売れた。エアコンも販売台数、売上とも伸びている。ただ、買わずに我慢できる家電はそのままであり、必要以外の商品は買わない傾向にある。
,,□,その他専門店［医薬品］（経営者）,販売量の動き,・景気の悪さが変わらないため、相変わらず年金支給月以外は客の財布のひもの固さを感じる。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・自動車用燃料油の販売量は引き続き低調である。しかし、新車の納期の遅れによる影響を受けて、中古車販売及び車検の申込が前年より大幅に増加している。
,,□,旅行代理店（従業員）,販売量の動き,・５月の取扱額は国内旅行が前年比72.1％、海外旅行が前年比92.7％となっているように前年を下回っており、全体の状況は大きく変わっていない。
,,□,美容室（経営者）,お客様の様子,・東日本大震災後は落ち込みが大きかったが、最近は前年並みの来店がみられるようになってきている。
,,□,設計事務所（所長）,来客数の動き,・例年であれば、春から夏にかけて、問い合わせが多くなるが、今年は動きが鈍い。
,,▲,商店街（代表者）,お客様の様子,・天候の影響もあり、夏物を買いに来る客が少ない。また、節電などと言われていることもあり、違う方面にお金を使っているようにみられる。
,,▲,商店街（代表者）,来客数の動き,・依然として自粛ムードが継続しているなか、出控えにより商店街を訪れる客の数は増加していない。ゴールデンウィークは、４月よりも来街者数の若干の増加はみられたものの、３か月前と比較すると、お昼前後のピーク時における来街者も減少している。
,,▲,百貨店（売場主任）,お客様の様子,・不安定な天候、気温の低さも影響して、何を買ったら良いか悩んでいる客が多数みられた。
,,▲,百貨店（売場主任）,お客様の様子,・春物の動きが少しみられる。気温の高い日が続いているため、婦人物のカットソー、パンツ、ブラウスに動きがみられる。メンズもジャケット、パンツに動きがみられる。ただ、東日本大震災の影響を受けて、買い控えの動きもいまだみられる。
,,▲,百貨店（売場主任）,来客数の動き,・２月以降、客単価は前年比99％前後と前年並みで推移しているが、買上客数は前年比95％前後と落ちている。
,,▲,百貨店（役員）,お客様の様子,・東日本大震災の影響が続いており、特に観光関連の低迷により街全体に活気のみられない状況にある。
,,▲,スーパー（店長）,販売量の動き,・一部の商品が十分に入荷しないことや競合店が近場にオープンしたこともあり、今月も売上が前年を下回った。
,,▲,スーパー（店長）,来客数の動き,・４月までは来客数が前年を上回っていたが、５月は前年割れとなっている。気温が低いこともあり、衣料品の販売が不振である。
,,▲,スーパー（企画担当）,お客様の様子,・東日本大震災の影響がまだ尾を引いており、客の買い控え、節約ムードが一層強まっている。ただ、控えているという雰囲気が強いだけで、売上としては良くないものの、以前よりは前向きになってきている。
,,▲,スーパー（役員）,来客数の動き,・商品単価が前年比100.5％、客１人当たりの平均買上点数が前年比99.4％となっていることから、客単価は前年比100.0％となっている。ここ数か月、大きな変動はないが、東日本大震災以降、買上客数が前年比98％と震災前の数値から３～４％下落している。
,,▲,コンビニ（エリア担当）,それ以外,・ゴールデンウィークを中心に温泉街など観光地の売上が低迷している。外国人観光客が前年の30％にとどまっているとの話もあり、週末が平日と変わらない売上となっている。
,,▲,家電量販店（地区統括部長）,販売量の動き,・家電エコポイント制度が終了してから、需要が下降し続けている。東日本大震災の影響も多少ある。
,,▲,高級レストラン（経営者）,来客数の動き,・観光客の動きが悪くなっている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・来客数が伸びず、やや悪かった。しかし、飲食業全体では自粛ムードが落ち着いてきている。高級店は依然として厳しい店が多いが、低単価店の来客数が回復するなど、業態によっては回復傾向にある。
,,▲,高級レストラン（スタッフ）,来客数の動き,・まだ東日本大震災の影響があり、レストランの来客数が10％減少している。客単価も低下傾向にある。
,,▲,旅行代理店（従業員）,販売量の動き,・需要が回復しつつあるものの、供給が間に合わないなど平常化されておらず、企画商品の動向も遅れている。
,,▲,タクシー運転手,販売量の動き,・東日本大震災の影響で急激に売上が落ち込んでおり、３か月前と比べると、約８％落ち込んでいる。しかし、少しずつ回復の兆しが見えてきている。
,,▲,タクシー運転手,来客数の動き,・利用客が減少している。特に海外からの観光客が激減している。
,,▲,通信会社（企画担当）,販売量の動き,・一部の人気通信端末に在庫がないこともあるが、それを超える買い控えが起きており、店舗での売上が予想以上に減少している。
,,×,一般小売店［土産］（経営者）,来客数の動き,・少し観光客が戻ってきたが、小中学生の修学旅行等が多い。道外客も２割くらい戻ってきている。５月の売上は前年比で25％の減少となっている。
,,×,一般小売店［酒］（経営者）,販売量の動き,・当地は観光産業が大きなウエイトを占めているが、東日本大震災の影響により、東南アジアを始めとする海外客はもちろん、国内からの旅行客も少なくなっているため、得意先である観光ゾーンの店への販売量、売上が著しく減少している。１店当たりの買上数量も非常に細かくなっており、本当に必要な分しか仕入れをしないという状況が顕著になっている。
,,×,衣料品専門店（店長）,お客様の様子,・東日本大震災の影響で、当店周辺の状況も悪くなっている。
,,×,乗用車販売店（従業員）,販売量の動き,・前年の６割しか新車登録ができず、売上が非常に厳しい状況にある。
,,×,乗用車販売店（営業担当）,販売量の動き,・東日本大震災の影響でメーカーからの新車供給が限られているため、新車の売上の減少がみられる。それに伴い中古車の在庫も減少しており、車両売上が激減している。
,,×,高級レストラン（スタッフ）,来客数の動き,・ゴールデンウィークの売上は前年を上回ったが、その後は平日を中心に厳しい状況にある。修学旅行生が目立つが、５月の売上は最終的に前年を６％下回った。
,,×,観光型ホテル（経営者）,来客数の動き,・海外客及び本州方面からの団体客を中心に、例年にない予約の落ち込みとなっている。
