Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,スーパー（店長）,販売量の動き,・販売量が前年比106％と伸びている。カードポイントによる販促が客単価の上昇にかなり効果的につながっている。
,,○,その他レジャー施設（職員）,来客数の動き,・11月に開催した無料イベントの影響により、施設の有料利用者数が前年から若干増えている。
,,□,コンビニ（エリア担当）,販売量の動き,・クリスマスや年末年始の予約は非常に好調であった。急激な景気後退が騒がれているが、売上も来客数も前年を超えており、タスポ効果だけにとどまっていない。現時点では、消費の急激な落ち込みは感じられない。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・12月は、例月よりもイベントの数が多くなっているため、単純に比較できない面もあるが、客の買い渋りの様子が明らかに感じられる。
,,□,タクシー運転手,来客数の動き,・利用客が減少している。電話での注文も減少している。
,,□,美容室（経営者）,お客様の様子,・不景気感が強い状況だが、ガソリンや灯油の値下がりに伴い、価値のあるものであれば消費をする傾向がみられる。そのため相対的には変わりがない。
,,□,その他サービスの動向を把握できる者,来客数の動き,・閑散期に入っているが、10月以降、旅客輸送実績は前年をやや上回って推移している。
,,▲,商店街（代表者）,単価の動き,・本来12月は防寒物の最盛期ということで単価が上がってくるが、不景気の影響なのか、客も価格に対してシビアな様子であり、例年の単価ではなかなか買わなくなっている。価格帯の低い商品のみの動きになっている。
,,▲,商店街（代表者）,お客様の様子,・客の買物の様子をみると、価格の安い物へとシフトしている。
,,▲,商店街（代表者）,販売量の動き,・11月と比較すれば、来街者は増加しているが、一部の店舗を除いて、販売量の増加にはつながっていない。商店街全体としての販売量も前年と比べてわずかに減少している。
,,▲,百貨店（売場主任）,単価の動き,・単価が下がり続けている。客からは、１万円以上の商品は買えないとの話が聞こえてくる。クリスマスギフトも、40～50代の主力顧客層で単価が低下している。ただ、景気に左右されづらいヤング層では来客数こそ減っているものの、客単価はそれなりに良かった。また、50か月連続で前年を上回っていた婦人服ブランドも、ついにマイナスとなるなど厳しさは依然として続いている。
,,▲,百貨店（売場主任）,単価の動き,・消費者の低価格志向がより強くなっている。衣料品については、多少我慢してでも値下げを待っている状況である。ギフトについても予算枠をかなりシビアに絞っている。
,,▲,スーパー（役員）,単価の動き,・12月に入り既存店の売上高は前年比伸び率で5.0ポイント増加しているが、11月と比較すると、買上点数が1.0ポイント減少しているほか、単価も1.5ポイント低下している。
,,▲,コンビニ（エリア担当）,単価の動き,・タスポ効果によるたばこの売上増加は続いているが、客単価の低下傾向が止まらない。クリスマス商戦も全体では前年を上回ったが、低単価商品の伸びによるものである。
,,▲,コンビニ（エリア担当）,単価の動き,・タスポ効果により来客数が増加しており、販売量が前年以上に伸びているため、売上は前年を上回っているものの、客単価が低下している。年末年始の祭事商品やアルコールについても、例年と比べて低単価商品に伸びがみられる。
,,▲,衣料品専門店（店長）,販売量の動き,・商店街で年末の大売出しを行っているが、非常に成績が悪い。自店でも質の高い商品が売れない。
,,▲,衣料品専門店（店長）,お客様の様子,・とにかく客が商品を買わない。入居しているショッピングセンターの来客数が多いこともあり、売上自体は多いが、来客数の割に買上客が少ない。商品構成も充実させているものの、以前ほどの買上率がみられず、客の財布のひもが固い様子がうかがえる。
,,▲,家電量販店（店員）,来客数の動き,・前年と比べて12月後半の来客数が激減している。12月商戦の大きな波がみられなかった。
,,▲,乗用車販売店（従業員）,販売量の動き,・販売量が更に落ち込んできている。
,,▲,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・燃料以外の自動車関連商品の売上が大幅に減少している。
,,▲,高級レストラン（スタッフ）,お客様の様子,・ランチはそれほど変わらないが、ディナーが落ち込んだ。来客数が多いのは特定の週末のみで、特に平日の団体客の件数が減少した。クリスマスディナーは曜日のせいか予約の動きが鈍く、前年を下回った。また、人気の高級和食店も平日は個室が空いていたようである。
,,▲,観光型ホテル（経営者）,来客数の動き,・道外ツアー客が全く良くない。地元客は相変わらず動きが悪く、インターネット予約客とリピーターに支えられている状況である。ただ、海外客は好調で、特に為替の影響が少ない香港やシンガポールからの客は安定している。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・経済状況を反映して、企業の出張が抑えられているためか、ビジネス客の宿泊数が減少している。
,,▲,旅行代理店（従業員）,単価の動き,・客のニーズの優先事項は、値段が１番であり、品質はそれ以降になっている。
,,×,商店街（代表者）,お客様の様子,・クリスマス商戦は、近年にないほど来客数、販売量が減少している。ギフト需要が大きく減少しているほか、自己購入の高額商品も所得減少により買い控えが目立っている。また、クレジットカードによる販売も、総量規制等の動きを受けて審査が通りづらくなっている。
,,×,商店街（代表者）,来客数の動き,・クリスマスや正月などの年末年始の生活習慣の変化に、不況の風が後押しをしている。ケーキの売上は前年を下回っており、正月飾りの売上は前年の７割程度となっている。また、ここにきて、長年営業していた飲食店の閉店も増えている。
,,×,商店街（代表者）,お客様の様子,・消費者は完全に生活防衛型になっており、欲しいけれど今は買えないという声が頻繁に聞かれるようになっている。また、来客数やセールのダイレクトメールに対しての問い合わせも極端に少なくなっている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・実際に大変な状態になっているが、メディアがあおり立てることにより、更に買い控えが進んでいる。
,,×,一般小売店［酒］（経営者）,販売量の動き,・年末という季節的な要因があることから、売上は３か月前と比べて悪くはないが、前年比では相当落ち込んでいる。得意先である飲食店のなかでも、特に食事を中心とする飲食店が大変苦戦をしている。
,,×,百貨店（売場主任）,単価の動き,・クリスマスギフトの単価が前年と比べて低下している。販売量も前年から減っている。ただ、お歳暮関連はほぼ前年並みとなっている。また、暖冬の影響でコートやブルゾンの買い控えがみられることから、非常に厳しい状況にある。
,,×,百貨店（売場主任）,来客数の動き,・来客数が減少していることに加えて、単価の低下がみられる。
,,×,百貨店（販売促進担当）,お客様の様子,・クリスマス商戦は軒並み厳しい状況のまま終わった。高額な宝飾品や時計、海外ブランド雑貨などは、ある程度厳しい見通しを持っていたものの、若い世代向けの比較的リーズナブルなアクセサリーや時計まで大幅減となった。また、従来、ギフトはその性格上、定価品を贈るのが普通だったが、今冬はセール品などの赤札商品を詰め合わせで贈るなど、実用的な購入も目に付いた。ファッションも売上の厳しさからセールを前倒しで展開し、一定の手ごたえがみられたが、その分、定価品の売上が減少しており、全体の売上が増えない構造に陥っている。
,,×,百貨店（役員）,来客数の動き,・前月までは客単価の低下が大きな要因であったが、ここにきて買上客数の減少が顕著になってきた。来客数、客単価共に下がると手の打ちようがない。
,,×,スーパー（店長）,お客様の様子,・客のお歳暮の発送件数が減っている。付き合いの浅い人への発送を減らす客が多い。また、高額品の動きも悪い。
,,×,家電量販店（店長）,販売量の動き,・安値の商品と高付加価値の商品の売行きはさほど変わらないが、中間の価格帯の商品の動きが少なく、二極化している。
,,×,家電量販店（地区統括部長）,販売量の動き,・薄型テレビやＤＶＤレコーダーといったデジタル大物家電の販売台数が前年から約20％減少している。また、単価も前年から20％の低下となっており、非常に厳しい状況にある。
,,×,乗用車販売店（従業員）,販売量の動き,・買い控えが非常に多くなってきている。客個人の状況が厳しいというよりもニュース等の報道による影響が大きい。
,,×,乗用車販売店（営業担当）,販売量の動き,・自動車の販売量が前年の70％まで減少している。
,,×,高級レストラン（スタッフ）,お客様の様子,・先行きへの不安感が利用客を減らしている。外食を避けて家庭でのプチぜいたくを楽しむためなのか、クリスマスケーキやおせちの販売量が伸びたが、店舗に来店した利用客は料理を頼むが飲物を頼まない等、過去に例のないことが起きている。
