I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［酒］（経営者）,販売量の動き,・最近は売上が大変好調に推移している。特に顕著な動きとして、当地に入港しているロシア船に積み込むウィスキー、ブランデー、ウオッカなどの注文が増えている。また、８月については、大型客船への納入が新規に決まったことも売上に大きく寄与している。
,,◎,観光名所（従業員）,来客数の動き,・８月30日現在の乗降客数は前年を約13％上回っており、10か月連続で前年を上回っている。
,,○,百貨店（販売促進担当）,販売量の動き,・８月に入っても外国人客を中心に売上が伸びている。特に特選ブティックブランドや化粧品の伸びが高くなっている。ただ、一般客向けのデイリー商材の需要はやや低下している。
,,○,スーパー（企画担当）,来客数の動き,・お盆商戦はピークの前倒し傾向がみられるものの、総じて前年の売上を上回ることができた。また、プレミアム付商品券が発行されている市町村の店舗では総じて売上が好調に推移している。
,,○,スーパー（役員）,単価の動き,・プレミアム付商品券の効果で、お盆期間の買物を中心に５％ほど客単価が上がっている。
,,○,コンビニ（エリア担当）,お客様の様子,・お盆期間については、スイカやメロンなどの単価の高い商材が好調に動いたこともあり、前年以上の売上を確保できた。イベントなどに対する消費が回復傾向にあることから、やや良くなっている。
,,○,コンビニ（エリア担当）,販売量の動き,・８月は天候が回復したことなどから、新商品の販売が好調であり、売上も回復傾向にある。観光客の動向も良かった。
,,○,コンビニ（店長）,来客数の動き,・８月の売上は前年比108％であった。売れると予想した商材の陳列を強化するなど、メリハリのある売場づくりが奏功した。
,,○,衣料品専門店（経営者）,販売量の動き,・浴衣の売上は、夏祭りにあわせて各団体、企業からの注文があったこともあり、例年どおりであった。一方、８月にホテルで行った展示会催事では、高額商材を買う客もみられたが、売上は前年並みであった。夏祭りにあわせて、たくさんの人が市街地に出てくるものの、大型量販店が郊外に進出してから、市街地の消費者の流れが変わっっており、夏祭り期間中以外の平日は市民、観光客ともに人出が少なくなっている。
,,○,家電量販店（店員）,販売量の動き,・８月前半は猛暑の影響もあり、エアコン、扇風機、冷蔵庫、洗濯機などがよく売れた。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格の急落により、石油製品価格も下落しており、それに伴い販売量が伸びている。
,,○,旅行代理店（従業員）,来客数の動き,・知床の世界遺産登録10周年に伴い、道東の露出が増加していることで観光客も増えている。また、例年どおりスポーツ合宿の動きが活発なこともあり、夏季の需要は堅調に推移している。
,,○,旅行代理店（従業員）,お客様の様子,・８月は添乗や大会、イベントのあっせんで客と接する時間が多く、客の飲食、土産などの消費動向をみる機会が多かったが、旅行先においても、当地においても、客が消費を抑えている様子はみられず、むしろお金を使っているという雰囲気が強かった。
,,○,タクシー運転手,販売量の動き,・８月は夏休み期間中だったことから、観光客が多く、売上も３か月前と比べて約27％上回った。前年比でも約５％売上が増えていることから、景況感はやや良くなっている。
,,○,タクシー運転手,お客様の様子,・観光、特にホテル関連が堅調であり、業界からの良い話を耳にすることが増えてきている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・前年と比較すると、ツアー客の数は減少しているが、外国人を始めとする個人旅行客が増加している。
,,□,商店街（代表者）,来客数の動き,・プレミアム付商品券が発行され、商店街でも多少の利用はあるものの、プラスといえるほどの効果がみられないのが現状である。
,,□,商店街（代表者）,お客様の様子,・客の反応は変わらない。天候要因に影響されることもなく、同じような動きとなっている。
,,□,商店街（代表者）,来客数の動き,・８月中旬までは地元イベント期間ということもあり、主に飲食関連を中心とした業種で売上を伸ばしたが、物販店に関しては、お中元商戦、ボーナス商戦の時期であるにもかかわらず、客の買い控えがあり、例年よりも落ち込んだ店舗が散見された。また、市内では他県ナンバーの車もよく見かけたが、当商店街の区域ではあまり駐車していなかったことから、商品購入のためではなく、通過点としての意味合いが強いことがうかがえる。これらのことから、全体としては景気の状況はあまり変わっていない。
,,□,商店街（代表者）,販売量の動き,・悪天候の日がそれほどなかったことから、消費が好調に推移するとみていたが、ファッション関連が例年並みで推移したほか、行楽地の入込も横ばいで推移するなど、上昇機運が感じられなくなった。８月は全国大会などが多く開催されたことで、ホテルなども満室の日が多かったが、消費は前年と大きく変わらず、残念な結果であった。
,,□,百貨店（売場主任）,来客数の動き,・８月は文化催事の展開に伴う集客があったものの、夏物セールの婦人関連の売上が前年の90％台となるなど、前年を大幅に下回った。お中元商戦に関しては、６月の早期受注が好調だったことの反動で、後半戦の８月に入ってから失速している。また、８月下旬から、秋物の立ち上げを展開しているが、定価品の売上はまだ前年の95％にとどまっている。
,,□,百貨店（売場主任）,お客様の様子,・改装工事に伴う売場面積の減少があるとはいえ、外国人観光客による売上が200％の伸びとなったにもかかわらず、全体では前年並みの売上にとどまっている。また、お中元商戦については、来客数が前年比97％と若干マイナス傾向にあるが、客単価が上昇したことで前年並みを維持している。
,,□,百貨店（担当者）,来客数の動き,・８月上旬は景気が上向くような兆しがみえたものの、お盆を境に以前の状態に戻っている。
,,□,スーパー（店長）,販売量の動き,・売上、販売量共に前年比86％と前年の80％台となっており、低空飛行の状態が続いている。
,,□,スーパー（店長）,単価の動き,・８月の売上は前年比104％と回復傾向にあるものの、買上客数は前年比98％となっており、前年割れが続いている。その一方で、客単価は前年比106％と上昇しており、客１人当たりの買上点数が増加傾向にある。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数が前年を下回る状況が続いている。
,,□,コンビニ（オーナー）,来客数の動き,・引き続き外国人観光客が増えている。
,,□,衣料品専門店（店長）,単価の動き,"・客単価が前年と比べて、2,000円の減少となっている。客の財布のひもが固く、必要な商材しか買わない流れとなっている。"
,,□,衣料品専門店（店員）,単価の動き,・セール期間に入っても単価の高い商材の動きが悪い。
,,□,乗用車販売店（従業員）,販売量の動き,・来客数が減少しており、販売台数の上向かない厳しい状況が続いている｡
,,□,乗用車販売店（従業員）,販売量の動き,・なかなか市場に伸びがみられるようになってこない。
,,□,乗用車販売店（従業員）,販売量の動き,・７月と比べて、全体的に販売台数が伸びていない。
,,□,乗用車販売店（役員）,販売量の動き,・新車、中古車共に受注量が一向に上向いてこない。新型車が投入されても、その分が上乗せにならない。中古車も展示場に来店する客がめっきり減ってきている。
,,□,自動車備品販売店（店長）,販売量の動き,・集客ＣＭやダイレクトメールなどの施策を行っているにもかかわらず、車検の売上は、車の保有台数減少や車離れの影響もあり、前年並みにとどまっている。
,,□,高級レストラン（スタッフ）,販売量の動き,・８月は好天の日が多く、郊外に出かける客が多かったことから、売上は前年を下回った。また、料金を下げたメニューに人気が集まるなど、とても景気の高揚は感じない。前年度の北海道の観光入込客数が過去最高となったが、34％も増えた外国人観光客が頼みの綱であり、外国人対応していない飲食店や外国語のホームページを持たない飲食店にとって恩恵はなく、逆に円安に伴う輸入食材の値上げで音を上げている店も多い。
,,□,観光型ホテル（スタッフ）,来客数の動き,・宿泊予約が活況で状態は横ばいで推移している。国内客、外国人客共に団体予約が好調である。
,,□,観光型ホテル（役員）,単価の動き,・全体的に宿泊単価を上げることができており、３か月前と変わらず売上は増加傾向にある。
,,□,タクシー運転手,来客数の動き,・８月はタクシー１台当たりの売上が前年を上回ったが、乗務員不足でタクシーの稼働率が悪く、会社の売上としては前年を下回った。
,,□,タクシー運転手,販売量の動き,・イベント需要が一時的に売上を下支えしている状態にある。
,,□,タクシー運転手,来客数の動き,・実績、予約状況共に前年並みでほとんど変わっていない。イベント関係の業務がわずかではあるがプラスとなっている一方で、観光関係がマイナスとなっている。
,,□,タクシー運転手,販売量の動き,・社員の高齢化に伴う社員数の減少により、売上が減っている。他産業による雇用が好調なため、新入社員を確保しづらい状況にあるため、運転手１人当たりの売上を伸ばす工夫を模索している。
