Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,住関連専門店（統括）,販売量の動き,・大雪の影響で、除雪器具の売上が大幅に増加している。この他、ストーブや自動車のスノーブラシの売上も増加している。
,,○,コンビニ（店長）,販売量の動き,・弁当の動向をみると、売上がピークだった４年前と同程度に販売量が戻りつつある。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行は依然として低迷しているが、国内旅行、特に東京ディズニーリゾートを中心に販売量が増加している。
,,○,旅行代理店（従業員）,販売量の動き,・米国テロが発生した時期と比較して、海外旅行に回復の兆しがみえ始めている。
,,□,商店街（代表者）,お客様の様子,・依然として客の購買は慎重である。特に、中高年層でその傾向が顕著である。
,,□,商店街（代表者）,お客様の様子,・防寒商品の販売が本格化する月だったが、客の財布のひもは堅く、バーゲンまで購買を待っている。
,,□,一般小売店［土産］（店員）,単価の動き,・スキーツアーのシーズンとなったが、若年層が中心であるため、販売量が増加したものの、客単価、商品単価が低い。
,,□,百貨店（売場主任）,販売量の動き,・商品の単価が低下しており苦戦している。客は、冬物売り尽くしセールの前倒しを期待している。
,,□,スーパー（店長）,お客様の様子,・炭鉱の閉山が決定したこともあり、客に雇用面等の先行き不安などから、買い控え傾向がみられる。
,,□,スーパー（店長）,競争相手の様子,・競合店のチラシ打ち出し回数が、以前に比べて増加しており、競争が一層激しくなっている。
,,□,衣料品専門店（店員）,単価の動き,・１年の中で、一番忙しい時期ではあるが、マフラー等の低価格の商品を買う傾向が強く、例年に比べて客単価が低い。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・本当に体の具合が悪くなった段階で来店して薬を求める傾向が強く、余裕を持って健康に気配りして、体に良い物を購入する客が少ない。
,,□,高級レストラン（スタッフ）,来客数の動き,・BSE（牛海綿状脳症）による風評被害も幾分薄れ、徐々に来客数が増加している。
,,□,高級レストラン（スタッフ）,お客様の様子,・公務員の団体利用が少し増加したが、民間会社の団体予約が減少し、全体では売上に変化はない。ただし、単価が上昇しているものの、来客数が減少しているので、危ない傾向ではある。
,,□,住宅販売会社（従業員）,販売量の動き,・高額商品の売行きが悪く、低単価の商品も現状維持という状況である。
,,▲,商店街（代表者）,単価の動き,・クリスマスプレゼントの単価が非常に低下している。
,,▲,スーパー（店長）,販売量の動き,・チラシの特売商品が、低価格でも、以前より販売量を確保できなくなっている。
,,▲,スーパー（店長）,単価の動き,・来客数は増加したが、一品当たりの単価については回復めどが立たない。
,,▲,スーパー（店長）,お客様の様子,・メモをみながら購買する客が目に付く。また、チラシを持って来店する客は他社のチラシと比較しながら購買している。
,,▲,スーパー（企画担当）,競争相手の様子,・歳末商戦に向け、競合各社の折込チラシの頻度は激しさを増している。相場が高騰している豚・鶏肉等、一部の商品を除き、商品単価は低下の度合いを強めている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車は売れているが、それ以外の車種は動きが悪い。
,,▲,住関連専門店（営業担当）,単価の動き,・歳末商戦に入ることから、競争に一段と拍車がかかり、低価格志向が強まっている。
,,▲,住関連専門店（従業員）,販売量の動き,・来客数も減少している。
,,▲,高級レストラン（経営者）,来客数の動き,・来客数、店内消費ともに減少している。
,,▲,スナック（経営者）,来客数の動き,・12月は忘年会シーズンなので、来客数が多い時期であるが、例年と比べると街へ出る客が減少している。また、若年層向けの店は好調だが、のれんの古い店は、来客数が激減して苦戦している。
,,▲,観光型ホテル（経営者）,来客数の動き,・来客数の落ち込みが特に大きく、約１割近い減少となっている。
,,▲,旅行代理店（従業員）,お客様の様子,・年末年始の海外旅行の申込が依然として低調である。
,,▲,タクシー運転手,来客数の動き,・夜間の人出が例年よりも少なく、売上の減少が続いている。
,,▲,タクシー運転手,お客様の様子,・この時期は忘年会シーズンですすきのがにぎわうが、前年よりもタクシーの乗客数が減少している。前年の週末は夜間３時頃までタクシーが拾えない状況であったが、今年は１時頃でも少し拾える。
,,×,商店街（代表者）,来客数の動き,・炭鉱閉山、教育大学の移転、地元大手スーパー倒産等で消費者の不安は増すばかりであり、客足がほとんどない状態である。
,,×,百貨店（売場主任）,来客数の動き,・来客数の減少に加えて、高額商品の動きが鈍く単価も低下している。
,,×,コンビニ（エリア担当）,単価の動き,・例年の12月は、酒、ビール等、単価の高い商品が動くが、今年はそれらの商品がかなり悪い状況である。
,,×,衣料品専門店（店長）,販売量の動き,・当店の展示会や商品街の売出し状況をみると、販売量が減少している。
,,×,高級レストラン（スタッフ）,単価の動き,・観光客入込数は増加しているが、客単価が更に低下している。
,,×,旅行代理店（従業員）,来客数の動き,・海外旅行は依然として低調であり、特に熟年層の旅行需要が低迷している。
,,×,旅行代理店（従業員）,それ以外,・取引先等からの電話が全く鳴らない時間帯がかなりある。電話が鳴っているのは朝と夕方だけというのが実感である。
,,×,観光名所（役員）,来客数の動き,"・オフシーズンは地元客が中心となるが安近短の傾向が高まっているためか動きが極めて鈍い。新聞、雑誌等で広告を頻繁に出しているが、引き合いがめっきり減少している。
・消費単価の下げ止まりの感はあるが、来客数が増加しないと生き残っていくのが大変である。"
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（経営者）,受注量や販売量の動き,・例年よりも水産物の年末需要が多く、荷動きが回復している。
,,○,食料品製造業（団体役員）,受注量や販売量の動き,・当地域の珍味業界は、乾燥珍味、生鮮珍味ともに受注、製造販売動向が好調な状況である。このため、休日稼動や時間外業務をする企業もあり、工場の稼動率も上向きである。特に、ギフト商品の販売が好調であり、単価が高くても、品質の良い物、こだわりのある美味しい物の受注が増加している。
,,○,通信業（営業担当）,取引先の様子,・新規案件やプロジェクト的なシステム構築の話及びコンテンツビジネスなど、新たな事業へ踏み出すという話を聞くことが多くなっている。
,,□,家具製造業（経営者）,受注量や販売量の動き,・業界全体は低迷しているが、高級品の動きは比較的堅調である。
,,□,その他サービス業［システムハウス］（経営者）,受注量や販売量の動き,・受注期間を短くし、状況をみながら延長を繰り返す状況が取引先にみられる。仕事量は、新規案件はないが、現在不足しているわけでもない状況である。
,,□,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・件数はある程度確保しているが、大きな宴会が少ない。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・需要の減退により貨物量が減少している。
,,▲,金融業（企画担当）,取引先の様子,・多くの業種で過当競争に伴い販売価格や受注価格が低下している。
,,▲,その他非製造業［機械卸売業］（従業員）,受注価格や販売価格の動き,・消耗資材品の売上は、前年と比べて販売量で95％、販売額で92％であり、仕事量の減少と単価低下のダブルパンチで体力の消耗戦になっている。
,,×,金属製品製造業（統括）,取引先の様子,・住宅関係の取引先の売上が減少している。
,,×,輸送業（支店長）,受注量や販売量の動き,・受注単価の低下が恒常的に発生しているが、ここにきて、物流量の減少が、建築資材等に限らず、消費財にまで及んできている。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,－,－,－
,,□,求人情報誌製作会社（編集者）,求人数の動き,・食品製造業、運輸業の求人数は前年に比べ大きく下回っているが、それ以外の業種については前年並みか、やや上回っている。この２、３か月は下降傾向であったが、今月に入り下げ止まり感がある。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・求人数の伸びが横ばいから前年度割れへと低下している。
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・地元大手スーパーの破産、中堅ホテルの撤退等で職場が失われており、求職数に対する求人数の割合が前年の半分にも満たない状況である。また、業種を問わず、採用を控える感が大変強くなってきている。
,,▲,職業安定所（職員）,雇用形態の様子,・パートタイムの求人は増加したが、フルタイムは減少に転じている。また、求人全体に占めるパート求人の割合が３割以上になっている。
,,×,新聞社［求人広告］（担当者）,周辺企業の様子,・広告出稿、折込チラシが減少している。
