Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,単価の動き,・少し一服気味であるが、単価の高い商品の動きが良くなっている。
,,○,商店街（代表者）,販売量の動き,・若干だが販売量が増えている。しかし、景気回復の実感というまでは至らず、雰囲気という感じを脱していない。これまでも北海道は本州に比べて景気回復が遅れて来るため、今回の景気回復が本物であるならば、実感できるのは夏の終わりである。
,,○,百貨店（売場主任）,お客様の様子,・来客数が気温上昇にともない大きく伸びている。また、催事場など、季節商材以外の売上が増加している。さらに、複数の商材を購入する客も増加している。美術品購入も前年を上回ってきた。
,,○,百貨店（販売促進担当）,販売量の動き,・気温の上昇とともに、顧客の消費に対する意欲が高まっている。来客数の増加に加えて、買上客数も堅調に推移しており、春・夏物衣料が本格的に動き出す来月に向けて、さらに購買意欲が高まっていく。
,,○,スーパー（店長）,単価の動き,・夏物関連の消費動向は月末の気温上昇で一気に動いたが、天候不順の影響から、月全体を通しては前年を下回っている。ただし、前月同様に高単価商品の動きが依然活発であり、今後もこの傾向は持続する。食品は、品ぞろえの充実や商品単価の上昇もあり、気温に左右されずに来客数、売上ともに前年を上回っている。気温が上がれば、こうした動きは更に顕著になる。
,,○,スーパー（役員）,来客数の動き,・今年は春が遅く、気温の低い状況が続いていたが、今月後半に入り最高気温が30度を超えるなど、一般的な春がないまま、すぐに夏になりそうな状況であった。客単価は前年比99.9％と、この数か月変わりなく前年並みを維持している。来客数も前年比99.5％となっており、悪かった４月よりも2.5％ほど上昇している。
,,○,自動車備品販売店（店長）,来客数の動き,・４月以降、来客数が前年を上回っている。購入が集中している商品は特にないが、全体的に売上が伸びている。
,,○,その他専門店［医薬品］（経営者）,単価の動き,・やっと寒い春が終わりそうだ。高齢化の象徴かもしれないが、気温の上昇と天候の回復で来客数がかなり上向いてきている。
,,○,高級レストラン（スタッフ）,販売量の動き,・ランチタイムは団体客と子供連れの家族が多く、満席の状態である。ディナータイムは年配のグループ、夫婦での観光客が目立ち、好調である。今月の売上は前年を15％上回っている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・近隣のアジアからの観光目的の旅行者数は、ほぼ前年並みに回復している。また、５月は国内の大型イベント、学会があったことで国内客も好調である。
,,○,旅行代理店（従業員）,単価の動き,・客単価が少し上がっている。価格の高い商品への問い合わせも多い。
,,○,通信会社（企画担当）,販売量の動き,・競合他社に対抗する夏の新商品の販売量が想定を超えて好調である。
,,○,観光名所（従業員）,来客数の動き,・当社観光施設の利用客は、26日現在で前年比120％と好調であるが、営業部門全体でみた売上は前年比110％にとどまっている。人は動いているが、お金の使いどころを絞っており、積極的な購買や飲食には結び付いていない。
,,○,美容室（経営者）,お客様の様子,・低温、長雨から天候が回復すると同時に来客数が増加し、活性化している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・前年と比較して、旅客、車両ともに輸送量が増加している。
,,○,住宅販売会社（従業員）,単価の動き,・分譲マンションの価格はここ数年で最も安定している。分譲マンションの供給が絞られていることで、需要が供給を上回っている状態が続いており、客からの値引き要請がないことが理由として挙げられる。
,,□,商店街（代表者）,それ以外,・夏物商戦の最も重要な月に入る時期だが、全国的にかなりの気温差がみられる。北海道はかなり気温の低い日が続いており、夏物の始動が遅れているが、一方関東方面は気温が高くてニットの動きが激減するなど、非常に天候に左右されている。
,,□,商店街（代表者）,お客様の様子,・気持ち的には景気は良いと感じているが、実質的には中身がともなっていないように感じている。
,,□,商店街（代表者）,来客数の動き,・天候不順の影響もあり、一般の来街者数は連休明け以降も目立って増加していない。また、他地域では台湾及びタイ方面からの観光客が増加しているとの情報もあるが、当地域では台湾からの観光客も含め、確認できる限りにおいて買物客の中に外国人が占める割合は少ない。
,,□,商店街（代表者）,来客数の動き,・来客数、売上ともに前年よりも数字を落としている。
,,□,一般小売店［土産］（経営者）,来客数の動き,・今月も経済の動きというよりも天候の悪さが大きく影響している。当社は昆布専門店ということもあり、固定客が多いが、売上はようやく東日本大震災以前の水準に戻ってきた。
,,□,一般小売店［酒］（経営者）,販売量の動き,・５月は月半ばまで気温が上がらず、寒い日が続いていたため、客が外出をして飲食するには適さない気候であったが、後半に入って気温が上昇するとともに少し良くなってきた。
,,□,百貨店（売場主任）,販売量の動き,・まとめ買いが非常に少なくなっている。客は必要な分だけを吟味して買う傾向にある。
,,□,百貨店（販売促進担当）,販売量の動き,・気温が上昇傾向にあり、期待感はあるものの、中旬までの低温の影響による不振を取り戻すほどの力強さに欠ける。ただし、天候要因に左右されにくい食品は好調が持続している。
,,□,スーパー（店長）,販売量の動き,・販売量は４月より若干の上乗せがあったものの、前年比93％と来客数の落ち込みもあり、低迷した状態が続いている。
,,□,スーパー（店長）,販売量の動き,・４月は調子が良かったが、５月に入りゴールデンウィークが寒かったため、本来ならば客が集まる時期になかなか客が集まらなかった。天候にかなり左右されている。
,,□,スーパー（企画担当）,来客数の動き,・例年にない低温続きで行楽商材の動きが鈍い。一方で、低価格競争も厳しさを増しており、巷で言われるような政策効果の実感はあまりない。
,,□,衣料品専門店（店長）,お客様の様子,・これといって良くなる条件が見当たらない。
,,□,衣料品専門店（店長）,販売量の動き,・道内の雇用状況、給与、年収が改善されていない。
,,□,衣料品専門店（店員）,単価の動き,・春が遅く、５月なのに雪が降り、桜の咲く時期も遅れている。５月末にようやく暖かくなり、客単価も上がってきたものの、関連商品の販売がともなわなかった。
,,□,家電量販店（店員）,お客様の様子,・５月前半は気温が上がらず、来客数が前年より減っている。ゴールデンウィーク期間中や直後も雪が降り、白物家電売場を中心に来客数が減っている。
,,□,家電量販店（地区統括部長）,販売量の動き,・寒い春が続いていることの影響を受け、エアコンを中心とした夏物家電の販売が非常に悪く、家電全体の足を引っ張っている。
,,□,乗用車販売店（従業員）,販売量の動き,・年初は来客数､販売量に勢いがあったが､ここ最近は寒さの影響でもないだろうが、来客数､販売量とも減少している｡中古車は高額車が売れている｡
,,□,乗用車販売店（従業員）,販売量の動き,・低燃費車を中心に動いている。今月は法人の受注も若干だが良くなっている。
,,□,乗用車販売店（従業員）,競争相手の様子,・３か月ほど前から段々と良くなっているが、その３か月前と比べて今月はそこまで特に良かったというわけでもない。周りをみても車の売行きは大体横並びで変わらない。
,,□,乗用車販売店（営業担当）,販売量の動き,・新型車を投入した一部の販売会社を除けば、受注量、売上とも大きな変化はない。
,,□,高級レストラン（経営者）,来客数の動き,・良くも悪くもなってない。気温が低めだったため、当地域の農業に影響が生じれば、景気が悪くなる。
,,□,高級レストラン（スタッフ）,来客数の動き,・例年はゴールデンウィーク終了後に来客数が落ち込むところだが、今年はゴールデンウィーク期間中が悪く、終了後の来客数が例年よりも多かった。ただし、ゴールデンウィーク期間中が天候に恵まれなかったことの反動なのか、景気の高揚感によるものなのかは判断が付かない。集客アップは売上面では有り難いが、輸入食品の仕入価格が高騰しており、料理やバイキングの値段に付加しにくいため、収支面では苦しい。マンションや住宅の新築や改築が目に付くなど、住宅関連については消費税増税前の特需が生じているようだが、飲食店への影響はよく分からない。
,,□,高級レストラン（スタッフ）,来客数の動き,・報道などでは好景気で株価上昇などの記事が毎日のようにみられるが、現実には宿泊客やレストランの来客数が減少している。円安により材料費も高騰している。
,,□,観光型ホテル（経営者）,来客数の動き,・外国人旅行客はここ２～３か月急伸しているが、国内旅行客が伸びず、全体として３か月前とほとんど変わらない。むしろ外国人観光客の消費単価が低くなっていることで売上は低迷している。
,,□,旅行代理店（従業員）,販売量の動き,・前年に比べて海外旅行が低調で、国内旅行が幾分良くなっている。全体としては微減となっている。
