Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,通信会社（企画担当）,販売量の動き,・個人、法人を問わず通信機器の秋の新商品の引き合いが想定以上に多い。特に都市部の量販店での販売が好調である。
,,○,商店街（代表者）,販売量の動き,・ファッション系の店舗の売上がわずかながらも前年実績を超えていることから、若干ではあるが景気の回復感がある。観光は日本人観光客がいまだに低迷しているが、外国人観光客が順調に推移しており、好調を維持している。
,,○,一般小売店［土産］（経営者）,来客数の動き,・９月は道央圏で90万人の避難勧告が出されるほどの集中豪雨があったが、それ以外は秋晴れの日が続き、豪華客船の入港や近隣自治体での男性アイドルのコンサート、外国人観光客の入込などのプラス要因もあり、売上は前年比107.5％と伸びた。
,,○,百貨店（売場主任）,お客様の様子,・９月の来客数がほぼ100％と横ばいでの推移ながらも秋物衣料を中心に定価品の売上が回復している。消費税増税のあった春から、季節が変わったことで購買意欲が上向いている。ただし、外国人による売上が前年比で30％近い伸びを示すなど、まだまだ外国人が全体の売上をフォローしているのが実情である。
,,○,百貨店（販売促進担当）,来客数の動き,・来客数が戻りつつあるなど、徐々に回復している傾向がみられる。
,,○,スーパー（店長）,販売量の動き,・消費税増税の影響を引きずっていた６月と単純な比較はできないが、３か月前との比較で販売量が9.8％程度上回っている。
,,○,スーパー（役員）,お客様の様子,・天候が平年並みで推移したこともあり、秋物商材の売行きが良かった。
,,○,コンビニ（エリア担当）,来客数の動き,・市内では店舗の競合が増してきており、売上、来客数ともに影響を受けている。一方、市外の店舗に関しては漁業が好調なことから売上が伸びている。
,,○,衣料品専門店（経営者）,お客様の様子,・水産関係の水揚げや観光客の入込が良い。催事では高額商品も売れている。
,,○,自動車備品販売店（店長）,来客数の動き,・９月の来客数が前年並みに回復した。ただし、消費税増税後の価格の高さが定着したことで低単価商材を中心に動いている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・観光、ビジネスとも、国内客については堅調に推移している。アジアからの来客は中国本土からの直行チャーター便の効果などで好調である。
,,○,旅行代理店（従業員）,販売量の動き,・前年と比べて、東京便の運行機材が小型化したため、供給座席数が減っており、当地を訪れる観光客も、当地から出発する旅行客もともに伸びしろがない。ただし、現状、ビジネス需要及び観光需要が減っているわけではない。
,,□,商店街（代表者）,単価の動き,・客の反応は前月と変わらない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・販売量がやや伸びていることもあり、今月の売上は良かったが、その理由はよく分からない。客単価については、高額商材の動きは相変わらず良いが、全体の数字を押し上げるまでには至っていない。
,,□,百貨店（役員）,販売量の動き,・９月は天候に恵まれ、気温も平年並みで推移するなど、極端なマイナス要因がなかったにもかかわらず、厳しい結果で終わりそうである。客単価が下落しており、ぜいたく品への出費が抑えられている。
,,□,スーパー（店長）,来客数の動き,・直近の数か月の動向として、週末の来客数が減少する傾向に変化がみられない。商圏が広域のため、ガソリンの価格高や高速道路料金の休日割引の縮小が影響している。
,,□,スーパー（役員）,来客数の動き,・ここ３～４か月の来客数の動きをみると、８月がやや増加したものの、９月は８月から1.5％の減少となっている。客単価は前年から3.5％上昇し、商品単価は前年から5.5％上昇しているものの、売上は前年比99.3％と厳しい状況が続いている。
,,□,コンビニ（エリア担当）,お客様の様子,・７～８月と比較すると、前年比は回復基調にあるが、消費税増税前の水準には戻っていない。特に、たばこや酒などのし好品の売上が前年から５％以上減少している。
,,□,コンビニ（エリア担当）,来客数の動き,・消費税増税以降、来客数の回復が遅れている。たばこの売上も引き続き減少しており、影響が大きい。
,,□,衣料品専門店（店長）,来客数の動き,・中間層の来客が少ない。
,,□,家電量販店（経営者）,販売量の動き,・消費税増税後の反動減がいまだに続いている。
,,□,家電量販店（店員）,来客数の動き,・商材の下見に来ても、それが購買に結び付いていない。今秋に予定されている電気料金の値上げを気にしているのか、省エネ家電を探している客が多い。
,,□,乗用車販売店（従業員）,販売量の動き,・ＲＶ車の販売量が上向き傾向にある。低燃費の人気車種は好調を持続している。
,,□,乗用車販売店（従業員）,販売量の動き,・３か月前と比べて、売行きはあまり変わらない。サービス部門に使う金額もそれほど変わらず、財布のひもが緩んだという感じはない。
,,□,乗用車販売店（役員）,販売量の動き,・新車、中古車とも、受注量が上向いてこない。
,,□,その他専門店［医薬品］（経営者）,それ以外,・顧客の高齢化、年金の目減り、若者の量販店志向など、取り巻く環境にマイナス要因が多すぎる。悪い流れは変わらない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が高止まりしているため、客の節約志向が強い。
,,□,高級レストラン（経営者）,お客様の様子,・客の金払いがそれほど良くない。景気の良い話ぶりの客もみられない。
,,□,高級レストラン（スタッフ）,販売量の動き,・９月は連休や週末の売上が上がらず、足を引っ張った。料理教室では、以前人気だったＩＨ調理器を使った講習がなくなり、ガス調理器を使った講習が増えている。電力事情の不安を受けて住宅ではガスへの切替えが進んでいるようだ。
,,□,タクシー運転手,来客数の動き,・９月は雨の日が多かったため、当社のタクシーの売上は前年を若干上回った。ただ、夜の繁華街の人出は増えていない。
,,□,タクシー運転手,来客数の動き,・前月から今月にかけての売上はほぼ前年並みであり、変化がみられない。
,,□,通信会社（社員）,お客様の様子,・景気の向上は、売上や収入の増加と関連付けることができるが、得意先に話を聞いても状況は以前と特に変わっておらず、悪いままで推移しているという声が相変わらず多い。
,,□,観光名所（従業員）,来客数の動き,・９月25日現在の利用客数が前年比103％とほぼ変わっていない。
,,□,美容室（経営者）,お客様の様子,・数か月にわたり売上が安定しており、大きな変化がみられない。
,,□,美容室（経営者）,お客様の様子,・極端な変化が感じられない。
,,□,住宅販売会社（経営者）,お客様の様子,・食品などは徐々に売上が回復しているようだが、住宅や自動車など、高額商材は買い控えが続いている。
,,□,住宅販売会社（従業員）,お客様の様子,・客の動きが鈍い。
,,▲,商店街（代表者）,来客数の動き,・天候不順の影響もあり、来客数が減少している。セールを実施しても客の反応が鈍い。
,,▲,商店街（代表者）,来客数の動き,・消費税増税の影響は薄れてきているが、９月に入り、来街者数が減少している。商店街の駐車場において管外ナンバーの車が少なく、周辺の観光地に分散しているものとみられる。また、地域住民が商店街を訪れる際の主要交通手段の１つであるバスの乗降客数は前年と比較すると平日の減少が目立っている。全体的に、日用品などを除き売上を落としている商材が多い。
,,▲,百貨店（売場主任）,来客数の動き,・秋物の洋品雑貨の動きが婦人物、紳士物とも良くない。婦人物はニット、ジャケットの動きがまだ本格化しておらず、紳士物もスーツ、ビジネス関連の売上が前年比90％台前半となっており、非常に厳しい状況にある。高額商材の動きも目立っていない。
,,▲,百貨店（販売促進担当）,来客数の動き,・例年であれば、夏から秋への季節の変わり目で秋冬物衣料が動く時期だが、今年はなかなか売上が増えてこない。電力料金の再値上げに関する報道後、客の生活防衛意識の高まりから、徐々に来客数、買上客数が減少傾向にある。
,,▲,衣料品専門店（店員）,お客様の様子,・来客数が少ない。
,,▲,家電量販店（地区統括）,販売量の動き,・消費税増税の影響が予想以上に長引いている。特に、テレビ、冷蔵庫、洗濯機などの大型家電の売上が６か月連続で不調である。
,,▲,高級レストラン（スタッフ）,単価の動き,・ランチタイムは外国人客、観光客の利用もあり、満席になるが、ディナータイムは客単価の低下に加えて、来客数の減少もあり、悪い状況にある。全体の売上は前月に続き、前年を10％ほど下回っており、対策が必要になってきている。
,,▲,観光型ホテル（役員）,来客数の動き,・貸切バスの新たな運賃・料金制度の導入により運賃が上昇したことで、団体旅行のツアー料金が上がり、東名阪方面からの観光客が激減している。
,,▲,旅行代理店（従業員）,販売量の動き,・９月の販売量が前年を下回っている。賃金のベースアップなどが騒がれた一方で、法人については需要が上向いてこない。
