Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・夏日が続き、酒屋やコンビニ、大型店の食品部門、洋品店などの夏物関連商材が好調に推移している。
,,○,商店街（代表者）,販売量の動き,・３か月前よりも売上は良くなっている。ただし、前年と比べるとあまり良くない。
,,○,一般小売店［酒］（経営者）,販売量の動き,・好天が続いたため、人出が良くなり、主力商品であるビール・飲料の販売量が増加している。例年、７月は売上の良い月だが、今年は３か月前と比べて消費が明らかに上向いているという実感がある。
,,○,百貨店（販売促進担当）,販売量の動き,・気温が高めに推移したことにより、夏物衣料が好調である。ただし、客単価は若干低めの動きとなっている。
,,○,百貨店（販売促進担当）,来客数の動き,・猛暑の影響もあり、夏物衣料が堅調に推移している。中心部への人の流れや消費行動も活発化している。
,,○,スーパー（店長）,販売量の動き,・販売量が前年比102.5％と伸びている。来客数も前年比102.2％と伸びている。
,,○,スーパー（店長）,来客数の動き,・高速道路の無料化社会実験と暑さによる影響なのか、来客数が前年比107％と増加している。
,,○,スーパー（企画担当）,単価の動き,・５月までは、客単価が前年比で５％程度低下していたが、６～７月は前年比で２～３％程度の低下にとどまっている。
,,○,家電量販店（店員）,販売量の動き,・気温の上昇に伴い、夏物家電が好調に売れている。
,,○,高級レストラン（スタッフ）,単価の動き,・観光地が混雑する観光シーズンの夏休み前に北海道を観光しようとする年配客が増えている。食事では高単価の地元食材メニューが人気である。
,,○,観光型ホテル（経営者）,お客様の様子,・景気の動向として、従来の顧客である滞在型のゴルフ客が戻ってきている。これらの客は消費意欲が高いことが特徴である。また、堅実ながらも良いものをきちんと判断する客層も戻ってきている。レストランでは、メインダイニングとブッフェレストランですみ分けが明確になっており、客単価が上昇している。
,,○,観光型ホテル（スタッフ）,販売量の動き,・ホテル宿泊関連では、夏観光の宿泊単価が前年に比べて５％程度低くなっているものの、海外客・国内客ともに予約が順調であり、春までの悪い状況から脱却している兆しがみられる。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行については、夏休みの影響もあり、個人客の取扱人数が前年比233％となり、販売額も前年比214％と前年を上回っている。一方、国内旅行の個人客については、低廉商品の人気が先行しており、販売額の伸びは鈍い。団体旅行については販売額が前年比150％となっている。
,,○,旅行代理店（従業員）,販売量の動き,・７月の取扱額は、国内旅行が前年比111％、海外旅行が前年比113％となり、久しぶりに国内・海外ともに前年を上回った。しかし、伸び率が高いように見えるのは、前年に新型インフルエンザの影響を大きく受けたためであり、前々年度との比較では取扱額が20％以上少ないのが実態である。
,,○,タクシー運転手,販売量の動き,・３か月前と比較すると、タクシーの売上は13％程度増加している。例年、７月は観光客の入込が増えるため、売上が増加する傾向にあるが、今年は函館競馬場が新装オープンしたこともあり、前年実績と比較しても売上が２％程度上乗せされている。
,,○,観光名所（役員）,来客数の動き,・前年と比べて海外客が大幅に増加している。国内客も天候がまずまずであったことから、持ち直しの動きがみられる。７月の来客数は厳しかった前年を上回り、前々年並みの水準まで回復している。
,,○,観光名所（職員）,来客数の動き,・北海道観光の繁忙期を迎えたことで、来客数は３か月前に比べて227％の増加となった。前年との比較でも99.0％となり、景気が回復しつつある。
,,○,美容室（経営者）,お客様の様子,・過去３か月の売上は前年よりも減少していたが、今月は久々に売上が増加しており、前年比で５％程度の増加となった。
,,○,設計事務所（所長）,競争相手の様子,・建築確認申請の検査機関が混雑していて、申請に時間がかかるようになった。それだけ取扱物件が増えていることがうかがえる。
,,○,住宅販売会社（従業員）,お客様の様子,・モデルルームに来訪する客の成約までに費やす検討時間が短くなってきており、マンション購入の決断が早くなってきている。そのため、モデルルームへの来訪数の割に成約戸数が増えている。
,,□,商店街（代表者）,販売量の動き,・販売量、客単価ともに落ち込んでいるため、経費をかけて売出しの数を増やしているものの、前年の売上を確保するのが厳しい状況にある。
,,□,商店街（代表者）,お客様の様子,・依然として客の慎重な買い方が続いている。季節商材も本当に必要になって初めて買い求める傾向にある。
,,□,商店街（代表者）,単価の動き,・夏のバーゲン時期ということで客の動きがみられたものの、前年と比べて客単価がかなり落ちており、売上につながっていない。
,,□,商店街（代表者）,お客様の様子,・天候不順の影響により、例年よりも気温が高くなっているため、客の反応は今一つである。
,,□,商店街（代表者）,来客数の動き,・例年、７月中旬以降は夏祭りの季節となり、来街者が増加していたが、今年は暑かったり寒かったりという天候の影響もあり、来街者数は６月と比べても増加していない。お中元シーズンであるにもかかわらず、各店舗を訪れる来客数はまばらである。
,,□,百貨店（売場主任）,来客数の動き,・７月に入り、非常に暑い日が続いた影響で、衣料品の動きが紳士服・婦人服ともに良い。婦人服はカットソー・ブラウス・パンツの動きが特に顕著であり、紳士服はジャケット・カジュアル・パンツ・カットソーなどに動きがみられる。お中元商戦も好調に推移している。
,,□,百貨店（売場主任）,販売量の動き,・今年度の売上は全館で前年比95％となっている。４月が前年比103％と前年を上回ったものの、５月が95％、６月が97％、７月が95％と前年割れが続いている。買上客数も４月に前年比102％であったものが、５月は100％、６月は97％、７月は96％と前年を下回って推移している。
,,□,百貨店（役員）,お客様の様子,・猛暑の影響で売上が増加することを期待していたが、思ったほどの伸びがみられていない。
,,□,スーパー（役員）,単価の動き,・７月に入り、気温が予想以上に高いことから、夏物の動きが良くなっているものの、客単価は２～３か月前よりも４％前後低下し、前年比98％台で推移している。一方、商品単価の下げ止まりは感じられるが、客１人当たりの買上点数が前年比101％と伸びていない。ただし、既存店全体での売上は、来客数が前年比で４％程度増加しているため、前月に引き続き前年を３％強上回っている。
,,□,コンビニ（エリア担当）,来客数の動き,・高速道路の無料化社会実験の影響で、来客数が増加したエリアと減少したエリアがあるが、総じて減少傾向が強い。一方、天候要因による来客数の増加も継続しているが、後半は上乗せがなくなり、伸びが鈍化している。
,,□,家電量販店（地区統括部長）,販売量の動き,・猛暑の影響を受け、冷蔵庫や扇風機、除湿機が好調であるが、パソコン等が不振であり、全体としてはほぼ横ばいで推移している。
,,□,乗用車販売店（従業員）,販売量の動き,・エコカー購入時の補助金が功を奏しており、販売量が前年よりも良くなっている。
,,□,乗用車販売店（従業員）,販売量の動き,・エコカー購入時の補助金の終了が近づいているなか、販売量が前年より２割ほど増えている。ただし、客単価は依然として低い状態が続いている。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・年金の支給月以外は、処方せんを交付されているリピート客の来店頻度の遅延が起きる。処方せんどおりに薬を飲まず、飲む量を減らして服用期間を伸ばしている人もいる。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・自動車用燃料の販売量が前年を大幅に下回っている。
,,□,高級レストラン（スタッフ）,来客数の動き,・夏休みに入り、昼は満席の状態が続いており、来客数は前年を10％上回るなど順調である。一方、客単価は前年並みである。外国人団体観光客から直接メールで予約が入るケースが増えている。
,,□,高級レストラン（スタッフ）,販売量の動き,・来客数は前年並みであるが、客単価が低迷しているため、売上は前年をやや下回った。他業種の繁盛店もにぎわってはいても、客単価が上がらず、苦戦している。中国人観光客の増加による影響は、高級店ではあまりみられない。
,,□,一般レストラン（スタッフ）,お客様の様子,・企画商品や値下げ商品には客の反応があるが、客単価が低下するため、売上増加に結び付かない。
,,□,スナック（経営者）,来客数の動き,・何年も前から７月は横ばいでの推移であり、可もなく不可もなくという状態が続いている。少しは良くなっているのかもしれないが、今年の数字は前年並みであり、全体としては変わらない。
,,□,観光型ホテル（経営者）,単価の動き,・６月以降、宿泊客が微増しているが、宿泊単価が極端に下がっていることから、売上は不振であり、経費負担が増している。
,,□,通信会社（企画担当）,お客様の様子,・前月に引き続き、スマートフォン型の携帯端末を中心に通信機器の販売が好調である。
