Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,衣料品専門店（店長）,競争相手の様子,・入居している大型店の来客数が増えていることから、やや良くなっていると感じる。また日本シリーズ後の地元球団の感謝セールを控えて様子見をしている人が多いと言われている中で、客の買物の様子は変わっておらず、客の購買意欲を感じている。
,,○,家電量販店（経営者）,来客数の動き,・地上デジタル放送の開始などが起因し、客に動きが出てきている。冬物商材の検討をする客もみられる。
,,○,家電量販店（店員）,販売量の動き,・地上デジタル放送の開始に伴い、薄型テレビの販売台数が前年を50％も上回る地デジ特需があった。
,,○,その他専門店［医薬品］（経営者）,販売量の動き,・必要なもの、品物が良くてお得感のあるものについては買っておこうという行動がみられるようになり、購買力にやや余裕が出てきている。ここ数年、無かった動きである。
,,○,観光名所（役員）,来客数の動き,・前年と比較して天候がやや良かったこともあり、観光入込客数が前年を８％程度上回っている。ただ、食品メーカーの偽装表示問題以降、物販関係が前年を下回っているのがやや心配である。
,,○,美容室（経営者）,お客様の様子,・以前は先行きへの不安感から消費が振るわなかったが、内閣が変わったことで少し安心感が出てきたのか、最近は商品の動きが良くなってきている。
,,□,商店街（代表者）,お客様の様子,・商店街の集客は地元大型店の集客の影響を受けるが、大型店で行われたプロ野球の優勝セールが盛り上がりに欠けたことから、商店街についてもあまり効果はみられなかった。また今夏の猛暑は長期的に消費行動に影響を与えており、客の重衣料に対する反応が鈍くなっている。
,,□,商店街（代表者）,お客様の様子,・婦人衣料専門店の秋冬物に動きはあるものの、全般的に低単価商品の売上が目立っている。
,,□,商店街（代表者）,お客様の様子,・石油の値上がりに伴う各種製品の値上がりが少しずつみられるようになってきている。消費者は価格の引上げには敏感であり、仕入価格の値上げを価格に転嫁することがなかなかできない。また消費者の慎重な買い方が定着しており、本当に必要と思われるものにしか興味を示さないのが現状である。
,,□,商店街（代表者）,お客様の様子,・10月に入っても気温が安定しないため、防寒衣料の出足が悪い。今一つ寒くならないため、客自身も何を着たら良いのか分からず、購買に迷いが出ている面もある。
,,□,百貨店（売場主任）,お客様の様子,・９～10月と暖かい日が続いため、秋物衣料や防寒衣料の動きが遅れている。特にジャケット、ブルゾン、コート関連の動きが非常に遅れている。
,,□,スーパー（役員）,単価の動き,・既存店の売上は前年比101％であり、前年よりも日曜日が１日少ないという点を加味しても、過去３か月で大きな変化はみられない。客単価についてもほぼ前年並みで推移しており、３か月間変化の無い状況が続いている。
,,□,家電量販店（地区統括部長）,販売量の動き,・札幌圏以外の地方都市では、地上デジタル放送の開始に伴い薄型テレビの需要が促進される一方、地上デジタル放送が前年始まった札幌圏では、前年の需要増の反動がある。道内全体としてはあまり変わらない状態にある。
,,□,高級レストラン（スタッフ）,お客様の様子,・売上はほぼ前年並みであった。最近、特に家族連れが目に付くようになっており、コース料理のウエイトが高くなっている。そのため客単価が上昇している。
,,□,高級レストラン（スタッフ）,お客様の様子,・今月は暖かい日が多かったためか、道内各地で昼食が良かったようであり、函館や網走の店では単価は高くないものの混雑していた。しかし、夕食については低単価で来客数も減少しており、どこも全体の売上は苦戦している。
,,□,観光型ホテル（経営者）,来客数の動き,・道外の団体客の入込が少ない。知床や旭山動物園の効果が薄らいできていることに加えて、出発地となる地域における天候の善し悪しも影響している。
,,□,旅行代理店（従業員）,お客様の様子,・年末年始の旅行の申込状況をみても客の動きが鈍く、上向いている傾向は感じられない。
,,□,旅行代理店（従業員）,販売量の動き,・日々の販売額、先行受注状況共に同じような水準で推移している。
,,□,タクシー運転手,お客様の様子,・北海道は灯油の需要期に入ったが、原油の値上がりの影響から家庭での出費が増えてきている。客との会話でも無駄は極力控えるとの話を聞く。
,,□,住宅販売会社（従業員）,販売量の動き,・住宅業界では、販売量の減少している状態が続いている。大型物件、高額物件が低迷しているなかで、少額物件の注文量を何とか維持している状況にある。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・衣替えの時期に入っているためか、飲食にお金が回ってこない。来客数も販売数量も非常に良くない状況である。
,,▲,百貨店（販売促進担当）,販売量の動き,・気温の高さが商戦に影響している。特に単価の高さから売上のけん引役となるウールコートが動かず、またコートインとしてコーディネート販売するニット製品にも影響が出ている。シャツ、カットソーなどは売上が伸びているものの、コート類との単価の差が大きく、売上を補う形にはなっていない。靴も同様の傾向で、単価の高いロングブーツが苦戦している一方で、ブーティなどの人気アイテムのあるショートブーツが好調であり、単価の差が影響している。スーパーブランドなどのインポート商材は、為替の影響で値上げを行ったこともあり、値頃感が希薄になり、普段使いで購入するという動機が薄れ、販売点数は減少傾向にある。
,,▲,スーパー（店長）,販売量の動き,・前年は競合店の倒産により、10月以降の売上が大きく伸びたが、今年はその反動で前年比90％と相当苦戦している。
,,▲,コンビニ（エリア担当）,単価の動き,・来客数は前年並みで推移しているが、原油高騰等の影響により客の買い方が厳しくなってきている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・来客数は前年と比較して10％以上落ち込んでいる。単価は10％上昇したものの、来客数の減少を穴埋めするには至らなかった。酒類の納入業者によると、市内飲食店との取引額は前年比で30％ほど落ち込んでいるようであり、市内全体で利用客の減少があったようである。
,,▲,観光型ホテル（経営者）,来客数の動き,・10月の来客数は前年比で若干のマイナスとなっている。例年、秋口は団体客の利用の多い月であるが、今年の来客数の動きをみると、個人客が若干伸びているものの、団体客が減っている。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・夏観光が終わり、紅葉観光の時期となったが、今一つ観光客の動きが鈍い。景気の先行きに対する警戒感が影響しているのか、レジャー産業全般で来客数が伸び悩んでいる。
,,▲,旅行代理店（従業員）,販売量の動き,・海外旅行の先行受注状況をみると、１月こそハワイチャーター便の効果で好調であるものの、全体としては前年割れしている。国内旅行については、個人向けのパック旅行や業務性のものは堅調であるが、依然として添乗員付きの旅行が苦戦しており、客単価の低迷が目立っている。
,,▲,旅行代理店（従業員）,販売量の動き,・年末年始の旅行需要がなかなか伸びてこない。
,,×,コンビニ（エリア担当）,単価の動き,・来客数は前年を上回り、回復傾向にある。ただし、買上点数が前年を上回っている一方で、客単価は前年を３％ほど下回っており、単価の低い商品を優先して購入する傾向が強くみられる。また夕方18時以降の減少が際立っていることから、プライベートの時間の消費を抑える傾向が強くみられる。
,,×,一般レストラン（スタッフ）,販売量の動き,・今月は客単価、来客数共に前年を大きく下回り、10月としては開店以来最低の売上であった。
,,×,スナック（経営者）,来客数の動き,・今まで商売をしてきて、10月に売上がこれほど落ち込むという例はなかった。理由はよく分からないが、とにかく客が減っている。
,,×,その他サービスの動向を把握できる者,来客数の動き,・原油の高騰、食料品関連の値上げ等から観光マインドが冷え込んでおり、入込客数の前年比での減少率は今年最大となった。
,,×,設計事務所（職員）,競争相手の様子,・建築基準法の改正や建設資材高騰の影響で、民間の新規着工物件が減少している。わずかにある公共建物の耐震診断、改修案件も採算が悪く、受注を控えているという状況である。そのようななか、同業者の廃業や道内からの撤退といった動きが顕在化しつつある。
,,×,住宅販売会社（経営者）,来客数の動き,・モデルハウス等への来場者が減っている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・高級品を中心に受注が増えつつある。
,,□,食料品製造業（団体役員）,受注価格や販売価格の動き,・原油価格高騰の影響で資材費や運送費の改定があったことから、製造商品の価格改定交渉をするも、量販店、販売店の対応は厳しく、年内の価格改定は難しい状況にある。また大型量販店や家電販売店の新規出店が続いている一方で、地場の小売店の閉店や倒産は増加している。灯油需要期を迎えるなかで、燃料費の高騰は食料品や衣料品の消費動向にも影響を及ぼすとみられ、依然として景況感は悪化している。
