Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,百貨店（売場主任）,お客様の様子,・近年は、衝動買いのアクセサリー・小物類、バックなどは売れない状態が続いていたが、今年に入ってから、まとめて買う衝動買いが目立っている。
,,◎,設計事務所（所長）,競争相手の様子,・相当数の物件が動いている。設計仲間や施工業者など、知っている範囲ではみな忙しそうだ。明らかに、前年や一昨年の同時期とは様子が違う。
,,○,商店街（代表者）,お客様の様子,・消費者心理としては支出意欲がやや改善しており、財布のひもが緩んできた感じがする。旅行用品・スポーツ用品など、目的がしっかりしているものが購入に結び付いている。
,,○,商店街（代表者）,お客様の様子,・気温の変化が激しいものの、比較的高額な春物コートや、ジャケットを中心とした初夏物を求める客が続いているため、総合すると売上が増加している。
,,○,スーパー（店長）,販売量の動き,・３か月のスパンでみると、販売点数が５％前後ずつ増えてきている。
,,○,家電量販店（地区統括部長）,販売量の動き,・シングル需要が思いのほか盛り上がらなかったが、オリンピックに向けたＡＶ商品が好調である。
,,○,乗用車販売店（従業員）,販売量の動き,・前年と比べて販売台数がやや良くなってきている。来場者数も増えている。
,,○,観光型ホテル（スタッフ）,販売量の動き,・３月の落ち込みの反動からか、４月の宿泊客は前年に比べて17％ほど増加となる見込みである。
,,○,旅行代理店（従業員）,販売量の動き,・中国のＳＡＲＳが回復基調に水を差さないか心配であるが、海外旅行の需要が回復しつつある。
,,○,旅行代理店（従業員）,販売量の動き,・４月は国内旅行が前年比で120％近い伸びとなり、５月も前年比で２けた増の受注状況にある。また海外旅行も欧州を中心に高額商品が売れており、夏休みの問い合わせも多くなってきた。前年の選挙やＳＡＲＳの影響から前年比では判断できないが、家族旅行が増加していることは良い兆候である。
,,○,観光名所（役員）,販売量の動き,・ロープウェイ利用客は前年比で１割強の増加を見込んでいるほか、レストラン・売店の売上高も同様の傾向となっている。
,,○,その他レジャー施設（職員）,来客数の動き,・地元サッカークラブの成績不振のため、サッカーの試合時の来場者が減ってしまっているものの、プロ野球チームの本拠地移転に伴い、野球の試合時には前年よりも大幅に来場者が増えている。ただし施設内のショップでは、単価も低く、それほど購買につながっていない。
,,○,美容室（経営者）,単価の動き,・客単価が若干ではあるが高くなってきた。
,,□,商店街（代表者）,お客様の様子,・消費税総額表示の導入による戸惑いも落ち着いてきたが、先行きに不安があるのか購買行動はまだまだ慎重である。
,,□,商店街（代表者）,来客数の動き,・イラク問題や年金問題などの問題も絡んで、積極的に商品を買おうという意欲が客にみられない。
,,□,コンビニ（店長）,販売量の動き,・必要以上の商品は買わないという傾向は相変わらず続いている。小遣いをどこで節約するかというと、昼食代で節約するという傾向が、ここ数年顕著に目立っている。
,,□,衣料品専門店（店長）,販売量の動き,・客の動き・販売量ともにあまり変化がみられない。
,,□,衣料品専門店（店員）,単価の動き,・単価が低くなるのは夏物販売の特徴だが、買上点数も冬と変わりなく、ただ売上が減少している状況である。１点だけ買って満足する客が多いなど、単価の低い商品の１点買いが見受けられる。
,,□,家電量販店（店員）,来客数の動き,・客数は微増であるものの、客単価は700円ほど低く、売上は前年比98％で終わった。
,,□,家電量販店（経営者）,単価の動き,・客自身の商品購入時の判断材料として機能重視ではなく、価格重視がはっきり出ている。
,,□,住関連専門店（営業担当）,お客様の様子,・消費税総額表示の導入により、価格競争も激しくなっているが、チラシ広告や店頭プライスの表示価格の値上がり感も強く、１人当たりの売上個数が減少傾向にある。特にバーゲンに対する反応が鈍く、買い方が慎重であり、売上は前年比98％となっている。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・１年前ほどではないが、客数の落ち込みが続いている。客数の減少は落ちるところまで落ちたといった感じだ。
,,□,高級レストラン（スタッフ）,来客数の動き,・ランチは前月同様厳しく、前年比で15％のダウンとなったものの、ディナーは単価アップから、前年比を30％ほど上回った。ディナーは特に後半が良かった。全体では、前月から若干持ち直して前年比90％となった。
,,□,高級レストラン（スタッフ）,お客様の様子,・歓迎会、入学・進学祝いの会合は低調であった。大型連休を前に、外食控えが進んだことで全体の売上が前年比で20％ダウンしている。特にディナーは平日に開店休業状態のこともあり、前年比で30％強ダウンした。
,,□,観光型ホテル（経営者）,来客数の動き,・来客数の動きが前年とほとんど変わらず、単価も変わらないので変化はない。
,,□,旅行代理店（従業員）,販売量の動き,・国内旅行は前年よりわずかに伸びているが、海外旅行で中国・香港の動きが弱くなっている。
,,□,旅行代理店（従業員）,販売量の動き,・国内旅行・海外旅行ともに前年を上回っている。しかしながら、前年は米国の同時多発テロやＳＡＲＳの影響で、海外旅行が最悪の状況であったことを考慮すると、依然として厳しい状況には変わりはない。
,,□,旅行代理店（従業員）,単価の動き,・ゴールデンウィークの受注が思ったほど伸びなかった。
,,□,タクシー運転手,お客様の様子,・依然として繁華街への出控えが感じられる。日勤者に対して夜勤者の売上が思うように伸びていない。
,,□,住宅販売会社（従業員）,来客数の動き,・マイホームセンターに来場する客が前年と比較して減っている。
,,□,住宅販売会社（従業員）,販売量の動き,・客の動きも悪いが、単価の低下もみられる。競争相手も非常に動向の悪さが目立っている。
,,▲,スーパー（店長）,販売量の動き,・消費税総額表示の影響により、以前と比べ割高感を感じる客が多くみられ、買上点数が極端に落ち込んでいる。
,,▲,スーパー（店長）,来客数の動き,・季節商材は、３月が好調で推移したものの、４月に入り苦戦が続いている。衣料品は既に初夏物を導入・展開しているが、気温低下により全くの不振状態となっている。一方、食品は牛肉・鶏肉の不振が継続しているものの、豚肉の販促強化が功を奏し、前年比は前月から８％ほど上昇している。
,,▲,コンビニ（エリア担当）,単価の動き,・前年に発泡酒・ワインの増税前の駆け込み需要があった反動で、前年比が厳しくなっている。
,,▲,コンビニ（エリア担当）,販売量の動き,・消費税総額表示の影響で、客の購入量が減っている。
,,▲,家電量販店（店長）,単価の動き,・客数は大きく変わらないものの、単価が低下している。
,,▲,一般レストラン（スタッフ）,販売量の動き,・消費税総額表示の影響から割安感がなくなり、サービスメニューの販売数が減少している。客数・売上共に前年を10％以上下回っている。
,,▲,観光型ホテル（経営者）,来客数の動き,・団体客の小規模化や家族客の激減などにより、道外客・地元客とも客数が減少している。
,,▲,タクシー運転手,来客数の動き,・例年、４月は中旬ごろから雪解けとともに暖かくなり、タクシーの利用が極端に減ってくるが、今年は４月初旬から天候が良かったせいか、客の利用が急激に減っている。２月・３月と同様に札幌市内のタクシー売上は前年比で10％程度マイナスとなっている。
,,▲,タクシー運転手,来客数の動き,・月末から５月の連休にかけて旅館などの来客数は埋まっているものの、車やレンタカー・観光バスの利用が多く、タクシーには回ってこないため、全体的にやや悪くなっている。
,,×,一般小売店［土産］（店員）,来客数の動き,・イラク情勢・ＳＡＲＳの問題が旅行業界にはマイナスになっている。また北海道観光においてもスキーツアーを始め、団体客の落ち込みがかなり影響している。
,,×,スナック（経営者）,来客数の動き,・毎年４月は歓送迎会で忙しい時期があるが、今年は忙しくなることがなかった。
,,×,スナック（経営者）,来客数の動き,・歓送迎会の時期だが、二次会に団体で流れることがなくなったようだ。
"企業
動向
関連

(北海道)",,◎,家具製造業（経営者）,受注量や販売量の動き,・法人向けの需要にも回復の兆しがみえてきた。
,,◎,金属製品製造業（経営者）,受注量や販売量の動き,・競争相手先における材料の調達が困難な状況の中で、材料を確保できる企業が受注を受けられるようになっている。
,,○,食料品製造業（経営者）,受注量や販売量の動き,・本州向け商品の発送量が多くなり、工場はフル生産に近い状態が続いている。
,,○,通信業（営業担当）,受注量や販売量の動き,・受注が増えてきたのと並行して、価格が高めのサービスも機能が良ければ利用したいという声が増えてきた。
