I．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般小売店［土産］（経営者）,来客数の動き,・景気はやや良いが、月末の１週間について前年と売上を比較すると、前年が前年比142％となっていたのに対して、今年は中国の春節と重なっているにもかかわらず前年比89.8％であった。
,,○,百貨店（売場主任）,販売量の動き,・外国人観光客については、12～１月にかけて売上が伸びてきている。地元客については、消費税増税後の買い控えが１月に入ってから和らいできている。
,,○,スーパー（役員）,来客数の動き,・前年10月に消費税増税が実施されると同時に、キャッシュレス・消費者還元事業が始まったことで、対象外の大手企業においてもポイント還元や値引きなどが行われている。競争が激しくなっていることで、市場にやや活気が出ており、12～１月は来客数、売上共に前年を上回って推移している。
,,○,コンビニ（エリア担当）,来客数の動き,・来客数の前年比が回復している。キャッシュレス・消費者還元事業の効果が大きいことがうかがえる。
,,○,衣料品専門店（店長）,販売量の動き,・初売りから主力のスーツの動きが好調である。暖冬の影響もあり、先物の買物にシフトしている流れがみられる。
,,○,乗用車販売店（経営者）,お客様の様子,・各社の初売りの状況をみると、前年並みの台数でスタートしている。年が替わったことで客のマインドが上向いてきている。
,,○,住宅販売会社（経営者）,お客様の様子,・消費税増税後の10～12月はどの業界も厳しい状況であったが、年明けの初売りから、業界にかかわらず少しずつ明るさがみられるようになってきている。
,,□,商店街（代表者）,来客数の動き,・１月に入っても来街者の減少傾向が続いている。例年１月２日に初売りを行っていた店舗の中には、来街者数の減少に伴い、４日まで初売りを延期した店舗もみられる。また、当地においては、恒例の冬のイベントが月末にあるため、通常であれば中旬以降の来街者が増加するが、今年は増加する兆候もみられなかった。
,,□,百貨店（販売促進担当）,来客数の動き,・外国人観光客による売上が前年並みに戻ってきているが、地元客による消費は依然として低迷したままであるため、全体としての景況感は変わらない。
,,□,百貨店（役員）,それ以外,・１月の状況は良かったが、それが余りにも天候が良かったことによるものなのか、景気が上向いていることによるものなのか、今一つ確信できない。
,,□,百貨店（営業販促担当）,販売量の動き,・買上客数、買上点数共に数字が上向いてこない。特に婦人服、婦人雑貨は、セール期になっても回復の動きがみられない。また、コート、手袋、ブーツなどの防寒アイテムが苦戦している。食品についても節約傾向がみられる。
,,□,スーパー（企画担当）,来客数の動き,・食料品における消費税増税の影響は、軽減税率の適用もあり、当初は余り感じられなかったが、ここにきてじわじわと影響が出てきている。全体的な買い控え感が否めない。
,,□,コンビニ（エリア担当）,販売量の動き,・公共工事が行われている地区では、来客数が増えてきているものの、工事のない地区では、漁業関係者の動きが鈍く、客が減少傾向にある。
,,□,衣料品専門店（店長）,販売量の動き,・来客数が前年と比べて極端に落ちている。また、買上客の客単価も伸びていない。
,,□,家電量販店（経営者）,販売量の動き,・キャッシュレス・消費者還元事業のスタート時の売上が良かったため、それよりは鈍化しているものの、オリンピックイヤーということもあり、引き続きテレビの販売が好調である。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車が発売されてからも、販売量に変化がみられず、旧態依然のままで推移している。
,,□,乗用車販売店（従業員）,お客様の様子,・客の様子をみると、春先需要が少し出てきているが、本来であればもっと活発になっていても良い。景気が若干下向きになっている雰囲気がある。
,,□,乗用車販売店（従業員）,お客様の様子,・消費税増税後から客の購買意欲が下がったままで、自動車などの高額商材にまで金を回せない状況が続いている。
,,□,自動車備品販売店（店長）,来客数の動き,・来客数の動向に変化がみられない。若干の減少傾向で推移している。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・１月は新型コロナウイルスの影響でマスクや消毒薬の需要がみられたが、全体的な客の動向は決して良いとはいえない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定しており、特に変化はみられない。
,,□,高級レストラン（スタッフ）,販売量の動き,・１月は売上が繁忙期の半分程度になるが、その売上に見合った人員でサービスの質を低下させることなく対応できている。ディナーは苦戦したが、週末は外国人客やなじみ客の来店が目立っており、売上は前年から12％増加している。ただ、今後については新型コロナウイルスの影響が心配である。
,,□,高級レストラン（スタッフ）,販売量の動き,・売上は前年並みとなったが、やや前年を下回った。今のところ、新型コロナウイルスの影響は余りないが、これから外出を控える地元客が増えることが懸念される。また、予防のために、接客や調理の際に、従業員がマスクを着用するようにしているが、そのことが風評被害につながることも懸念される。日頃、ＳＮＳでは外食の記事が多くみられるが、１月はかなり少なくなっている。
,,□,旅行代理店（従業員）,お客様の様子,・冬季に入り、雪不足が課題となっているが、周辺のスキー場ではコース限定ではあるものの、オープンできていることから、影響はみられない。また、学生のスケート競技大会などもあったため、地元の宿泊需要は一定程度安定している。
,,□,タクシー運転手,来客数の動き,・１月は雪が少ないせいか、タクシー１台当たりの売上は前年から若干のマイナスとなった。ただ、乗務員不足でタクシーの稼働台数が大きく減少しているため、会社の売上は８％減となり、大きな減収となった。
,,□,タクシー運転手,来客数の動き,・外国人観光客が少しずつ増えてきている一方で、イベント関係や国内旅行客が少しずつ減ってきており、プラスマイナスゼロで状況は変わらない。
,,□,タクシー運転手,販売量の動き,・前年10月の消費税増税に伴い基本運賃を値上げした影響もあるが、それ以上に量販店の売上が予測以上に下落していることの影響が大きい。量販店の集客が落ち込んでいることで、タクシーの需要も低迷している。
,,□,通信会社（企画担当）,販売量の動き,・道内の地方都市における通信サービスへの加入状況は当初の想定を超える状況だが、札幌圏に限っては想定を下回っている。その原因の１つとして、道外の販売店で起きた接客対応の問題により、業界全体のイメージダウンが起きていることが考えられる。
,,□,美容室（経営者）,来客数の動き,・客の来店周期が安定している状況が継続している。そのため、売上の上下変動も余りなく、安定した売上になっている。
,,□,美容室（経営者）,販売量の動き,・売上は３か月前とほぼ変わっていない。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・天候が比較的安定していることから、利用客の大きな増減はみられず、変化のないまま推移している。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームへの来訪客の様子に大きな変化はみられないものの、商談に要する時間が長くなってきているなど、余り良くない兆候がみられる。
,,▲,商店街（代表者）,お客様の様子,・年の暮れにおいて、買物の仕方が細かくなっている傾向がみられたことなどから、景気は段々と下向いてきている。
,,▲,商店街（代表者）,販売量の動き,・前年は大雪の影響で軒並み売上を落としたが、今年は雪が少ないため、マイナス要因が減っており、ほんの少しだが前年を上回っている店舗が多い。
,,▲,スーパー（店長）,お客様の様子,・依然として客の財布のひもが固い。価格が安いからといって衝動買いする客は少なく、必要な商材以外は購入しないといった節約志向が目立つ。
,,▲,スーパー（店長）,来客数の動き,・客単価が低下している。
,,▲,スーパー（役員）,販売量の動き,・雪が異常に少ないこともあり、除雪用品、カイロ、冬物衣料などが全く売れていない。
,,▲,コンビニ（エリア担当）,来客数の動き,・雪が少ないことで、除雪業者の作業が減少しており、来客数にも影響が生じている。１月後半からは、外国人観光客の減少傾向もみられるようになってきている。
,,▲,家電量販店（店員）,来客数の動き,・初売りは前年並みであったが、中旬～下旬にかけての来客数が減少しており、客単価も低下している。特に暖房機を購入する客の来店が落ち込んでいる。
,,▲,高級レストラン（経営者）,お客様の様子,・量販店内の店舗では、客が買物をしている様子がみられない。また、客との話から、家計の中で節約するのは飲食代ということをよく聞く。消費税率が10％に引き上げられたことが大きく響いていることがよく分かる。
,,▲,スナック（経営者）,来客数の動き,・月初めはまずまず良かったが、20日以降は新型コロナウイルスのせいか、客足がぴたりと止まっている。団体客の予約も多くがキャンセルとなっている。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・観光目的の韓国人客の宿泊利用が停滞したままであることに加えて、国内客の利用も個人、団体共に不振であった。需要を喚起するような大型イベントもなかった。
