Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・高速道路料金引下げが、確実に週末の売上につながっている。
,,◎,スーパー（店員）,単価の動き,・会員限定に、１万２千円分の買物券に対して、５％分の買物券をプレゼントする生活応援企画が始まり、好評である。初日から30万円分を一口として買った客も数名みられる。
,,○,一般小売店［酒］（経営,販売量の動き,・３か月前と比べると、商品全般にわたって動きが回復してきている様子がうかがえる。
,,○,スーパー（店長）,来客数の動き,・食品については、他店との競争が激しく、値下げ合戦が続いていることから苦戦しているが、衣料品や住居余暇関連商品については、気温の上昇などの要因もあり、売上が前年を５％程度上回っている。
,,○,スーパー（店長）,販売量の動き,・値下げ商品への客の反応が良く、販売量が伸びてきている。１人当たりの買上点数も回復している。売上の厳しい状態はまだまだ続いているが、傾向としては上向きになっている。
,,○,コンビニ（エリア担当）,来客数の動き,・公共工事が増加しているためか、男性客が増加傾向にある。また、定額給付金の給付以降、女性客を中心に低価格商品が回復傾向にある。
,,○,コンビニ（エリア担当）,来客数の動き,・タスポ効果を維持しながら、定額給付金の給付による効果を上乗せできている。主力商品の販売が好調であり、売上も増加している。
,,○,乗用車販売店（営業担当）,お客様の様子,・追加経済対策の効果もあり、環境対応車の販売に少し動きが出てきている。平日を含めて、来客数も増えてきている。
,,○,観光型ホテル（経営者）,来客数の動き,・道外ツアー客の動きが悪いが、個人客については、道内、道外を問わず、インターネット予約を中心にやや上向きとなっており、売上は前年を上回っている。
,,○,旅行代理店（従業員）,販売量の動き,・燃油サーチャージの無料化により、アジアやＥＵ各国を中心に海外旅行の需要が増加している。一方、国内旅行についても、高速道路料金引下げの影響で微増となっている。
,,○,通信会社（企画担当）,販売量の動き,・通信会社同士の競合が発生している点で厳しい面もあるが、法人、個人を問わず、通信機器に対して、客が積極的にお金を投資し始めている。
,,○,美容室（経営者）,来客数の動き,・ここ数か月、技術売上が前年を10％以上も下回る状況が続いていたが、今月は前年並みの売上となった。客の来店サイクルも短くなってきている様子がうかがえる。
,,○,その他サービスの動向を把握できる者,来客数の動き,・旅客数は６か月連続で前年を下回っているが、観光シーズンに近づくにつれて、旅客数が増加している。旅客数は３か月連続で前月を上回っている。
,,□,商店街（代表者）,お客様の様子,・観光客やビジネス客などの減少により、ホテルや飲食店の売上が減少している。転勤や新入卒などの需要も、商店街にはほとんど効果がなかった。
,,□,商店街（代表者）,お客様の様子,・季節商材に対して、少しずつ購入の気運が出始めてきているが、不要不急な物の購入に関しては、依然として慎重であることに変わりがない。
,,□,商店街（代表者）,お客様の様子,・客の様子はこれまでと変わらない。まだまだ様子見をしている客の反応がうかがえる。
,,□,百貨店（販売促進担当）,お客様の様子,・４月に入り、売上が最悪の状況であった３月からはやや回復している。しかし、来客数や客単価の落ち込みは継続しており、皮膚感覚ではまだ景気は悪いと感じる。一方、今月開催した高額バッグのフェアでは、顧客の反応が良く、可処分所得の大きい客については、消費者心理に多少の改善の兆しが出てきている。
,,□,スーパー（企画担当）,来客数の動き,・来客数は既存店比較で前年を下回っているものの、客単価は前年を上回っている。ただ、客単価が前年を上回っている理由が分からない。
,,□,コンビニ（エリア担当）,単価の動き,・定額給付金の給付に伴い、単価の高い保存可能な商品の売上が増加している。しかし、それ以外の商品については、より価格の安い商品を購入する傾向が強く、全体的な売上増加には至っていない。
,,□,家電量販店（店長）,来客数の動き,・追加経済対策にて発表されたエコポイントの影響で買い控えに拍車がかかっている。また、定額給付金も５月からの給付となるため、今月は特に動きがみられない。
,,□,乗用車販売店（従業員）,お客様の様子,・環境対応車購入時の減税のため、自動車販売は３か月前より良くなっているが、景気の動向はあまり良くなっていない。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・新型インフルエンザの発生などにより、マスクなどの低価格商品に一時的な動きはみられるが、景気は停滞したままであり、全体的にはあまり変わらない。
,,□,その他専門店［ガソリンスタンド］（経営者）,お客様の様子,・自動車用燃料の販売量に変化はみられない。一方、車検や車両整備は大幅に増加しているが、車両の販売や買取は激減している。
,,□,高級レストラン（スタッフ）,来客数の動き,・ランチはほぼ前年並みであった。ディナーはイベントを２回開催したことから前年を30％上回ったが、イベント分を除くとかろうじて前年を上回る程度であった。
,,□,旅行代理店（従業員）,来客数の動き,・パンフレットの減り具合は増えているが、受注については、数が増えても１つ１つが小振りになる傾向がみられる。
,,□,タクシー運転手,来客数の動き,・電話注文数や来客数が減少している。
,,□,設計事務所（所長）,お客様の様子,・例年に比べて、問い合わせ件数が激減している。また、数少ない問い合わせも、客がかなり慎重になっている様子がうかがえる。
,,▲,商店街（代表者）,お客様の様子,・天候の不安定さもあって、春物に対する客の購買意識が今一つ盛り上がらない。シーズンが新しくなっても、財布のひもはかなり固く、新しい洋服を買おうという客があまりみられない。
,,▲,商店街（代表者）,来客数の動き,・郊外に大型ディスカウント店が開店したことにより、商店街への来街者数が減少している。特に、開店から１週間程度は商店街に足を運ぶ人が目立って減少しており、来街者もまばらであった。
,,▲,百貨店（売場主任）,単価の動き,・例年であれば、４月は客単価の上昇する月であるが、今年は客単価が大きく低下している。買上客数は１けた前半のマイナスだが、売上は10％台後半の落ち込みとなっている。プライスや必要度等に応じて、買物を制限している様子がうかがえる。
,,▲,百貨店（売場主任）,来客数の動き,・各催事や物販の売上が前年実績をクリアできない状況にある。
,,▲,百貨店（役員）,お客様の様子,・４月に入り、景気が底を打ったとの話題も出始めているが、百貨店の現場では１～３月よりも厳しい数字になっている。客が買う姿勢で来店していないように感じられる。
,,▲,スーパー（店長）,お客様の様子,・売上確保のため、目玉商品の量を増やしているが、なくなるまでにかかる時間が長くなっている。
,,▲,スーパー（企画担当）,来客数の動き,・足元の売上はほぼ前年並みの推移となっているが、来客数の減少傾向が続いている。一方で、１人当たりの買上点数は増加傾向にあり、平日の買物を控え、カードポイントなどによる販促が強化される週末などにまとめ買いしている様子がうかがえる。こうした消費者の節約志向とともに、価格競争の激化などの影響もあり、事業環境はますます厳しくなっている。
,,▲,スーパー（役員）,単価の動き,・商品単価が低下していることから、客単価の前年割れが続いている。４月の１人当たりの買上点数は前年を2.1％上回っているが、商品単価は前年を2.4％下回っている。
,,▲,衣料品専門店（店長）,お客様の様子,・客の買い方がシビアになり、以前のように買ってくれなくなっている。
,,▲,家電量販店（経営者）,販売量の動き,・追加経済対策によるエコポイントの付与が発表されてから、買い控えが進んでおり、キャンセルになるケースが増えている。
,,▲,家電量販店（店員）,来客数の動き,・追加経済対策によるエコポイントの付与が、５月15日以降の購入に適用されることが公表されてから、客の買い控えが出てきている。また、イベント、チラシのない週末の客足が良くなかった。
,,▲,高級レストラン（スタッフ）,お客様の様子,・例年と比べて、ディナーの売上が悪かった。特に、週末の来客数が伸びず、24日がフリー客で混雑したのみであった。また、26日からのゴールデンウィーク前半の来客数もあまり良くなかった。
,,▲,一般レストラン（スタッフ）,販売量の動き,・安売りのサービスメニューばかりが売れて、売上の増加に結び付いていない。
,,▲,観光型ホテル（経営者）,来客数の動き,・全体的に平日の観光入込が悪い状況が続いている。ゴールデンウィークに入ってからは、そこそこの入込があるものの、予約に変化はなく、期待が持てない状況にある。また、近隣のホテルが急激に収容能力を増強していることから、競争の激化を招いており、不況と重なりダブルパンチを受けている。
,,▲,旅行代理店（従業員）,単価の動き,・取扱人員、平均単価ともに前年を10％程度下回っている。また、単価の安い商品は売れるが、単価の高い商品が売れない。
,,▲,旅行代理店（従業員）,競争相手の様子,・客とサプライヤー間での直接取引の傾向が強まっていることから、競合他社で価格訴求型の商品造成が目立っており、それにともない消費者の値ごろ感が低価格化している。
