Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・７月に入り、区域内の駐車場を利用する他県ナンバーの車両が増加している。また、学生が夏休みに入ったことで家族とみられるグループでの旅行者が目立つようになっている。駐輪場の状況から、平日の火曜、水曜を除いて郊外からの若年層の来街も増加している。遊興施設の利用や、飲食物、夏物衣料の購入などで売上を伸ばした店舗が多い。
,,○,コンビニ（エリア担当）,来客数の動き,・以前と比較して、来客数の前年比が回復している。それに連動して、夏型商材の販売量も前年から上向いている。
,,○,家電量販店（店員）,販売量の動き,・27日からの猛暑の影響で夏物家電がよく売れている。エアコン、扇風機、除湿器、冷蔵庫などは前年を上回る売上となっている。
,,○,高級レストラン（スタッフ）,販売量の動き,・７月下旬から夏休みに入ったことで、家族連れや団体客が目立つようになり、ゴールデンウィーク以来のにぎやかさとなっている。ランチは客の回転率が上がっており、特にクルーズ客船が入港する日は常に満席状態である。ディナーはコース料理での注文が多く、客単価が上がっている。総体売上は前年から33％の増加となっている。
,,○,高級レストラン（スタッフ）,単価の動き,・値下げを行っていなくても前年と同様の売上となっていることから、景気はやや良い。
,,○,美容室（経営者）,お客様の様子,・若干ではあるが、客の来店周期及び客単価が上向いている。その結果、売上は前年から３％程度の増加となっている。
,,□,商店街（代表者）,来客数の動き,・日常的に商店街の来街者が減っており、特に日曜日の入込が良くない。店舗の来客数も減っており、客数確保に厳しさがある。販促費は掛かるが、集客に力を入れなければならない状況となっている。
,,□,商店街（代表者）,販売量の動き,・今年は大きな災害もないことから、順調に推移している。ただ、大きな増減もなく、例年並みでの推移となっている。
,,□,一般小売店［土産］（経営者）,来客数の動き,・売上は前年比98.4％、一昨年比107.7％であった。外国人観光客による売上は約20％を占めている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・イベントや催事などでの売上は堅調であるが、飲食店などの取引先における売上が非常に厳しくなっている。１回当たりの注文の量も少なくなっている。
,,□,百貨店（売場主任）,お客様の様子,・消費税増税まであと２か月ほどになっているが、2014年の前回増税時と違い、駆け込み需要の兆しがいまだにみられない。
,,□,百貨店（販売促進担当）,来客数の動き,・道内消費は依然として外国人観光客に支えられており、来道者数に影響される状況が続いている。夏物クリアランスは気温が余り高くなかったこともあり、期待したほどの盛り上がりをみせることなく終息した。
,,□,スーパー（店長）,お客様の様子,・７月に入り気温の低い日が続いていたこと、参議院選挙があったことなどから、来客数が大きく前年を下回っている。客の購買意欲も低下しており、不必要な商材を節約する傾向は変わらない。
,,□,スーパー（役員）,来客数の動き,・前年と比較して、７月の日曜日が１日少なかったため、来客数及び客単価が前年比で約２％低下している。ただし、曜日別の状況をみると、ここ数か月と比べても大きな変化はみられない。７月の曜日別の売上は前年比で0.5～１％程度のマイナスが見込まれる。
,,□,スーパー（役員）,それ以外,・様々なキャッシュレス決済が出てきている中、多数のキャンペーンを行っているが、どれも盛り上がりに欠けている。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数の動きはほとんど変わっていない。ただ、天候が不安定なことも影響しているため、天候条件が良くなれば、客足が戻ってくる可能性もある。
,,□,乗用車販売店（従業員）,販売量の動き,・販売台数は、前月、前々月と余り変わらない。これから当社の決算期が終わり、冬に近づくにつれて、販売台数は減ってくるとみられる。
,,□,乗用車販売店（従業員）,お客様の様子,・来客数が前年並みで推移している。
,,□,自動車備品販売店（店長）,販売量の動き,・新車、中古車共に、消費税増税前の駆け込み需要の動きが６月にみられたものの、７月に入ってからは前年と変わらない動きとなっている。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・当店のメイン顧客は高齢者であるため、猛暑がこたえているようだ。北海道の人は暑さに弱いため、なおさらである。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定しているため、販売量は堅調に推移している。
,,□,高級レストラン（スタッフ）,販売量の動き,・７月の売上は前年並みとなった。前月はイベントが重なったことで好調だったが、７月に入って、えぞ梅雨のような天候の日が続いたことから、客足が遠のいたようである。特にランチでの影響が大きかった。夕食は参議院選挙やビヤガーデンなどの影響もあり、前年を下回った。外国人観光客は特定の店や地区などに集まっているようだが、観光客数自体はやや減ってきている。
,,□,スナック（経営者）,来客数の動き,・参議院選挙の影響は余りなかったが、客の出足が悪かった。
,,□,旅行代理店（従業員）,お客様の様子,・観光やビジネスでの客の動きは相変わらず好調を維持している。
,,□,旅行代理店（従業員）,来客数の動き,・来客数が伸びてこない。
,,□,旅行代理店（従業員）,お客様の様子,・夏休み旅行の需要がそれほど多くなかった。客から景気が上向いているとの話も聞こえてこない。
,,□,タクシー運転手,来客数の動き,・７月のタクシーの売上は、前年と比べて日勤で３％、夜勤で４％ほど良かったが、乗務員不足で稼働率が落ちているため、会社の売上は前年から６％の減少と大きなマイナスとなった。
,,□,タクシー運転手,来客数の動き,・ここ３か月間の実績をみると、イベント関係でのオーダーは例年どおりであったが、国内旅行客や外国人観光客による利用はマイナスであった。ホテルのコンシェルジュ関係からのオーダーが入ったことで売上は悪くなかったが、景気は３か月前と変わっていない。
,,□,タクシー運転手,販売量の動き,・ドライバー不足に加えて、参議院選挙による外出自粛ムードがみられたことで、販売量が落ち込んでいる。今後についても、地域イベントなどでの人出は見込めるものの、景気が上向くところまでは期待できない。
,,□,美容室（経営者）,販売量の動き,・売上は３か月前とほぼ変わらない。前年と比べても、ほぼ変わっていない。
,,□,住宅販売会社（経営者）,お客様の様子,・住宅も自動車も今のところ、消費税増税前の駆け込み需要がみられない。
,,□,住宅販売会社（経営者）,お客様の様子,・参議院選挙が終わり、政治や経済の方向性に大きな変化もなかったことから、予定どおり消費税増税が行われるとみられるが、客の多くは買い急いでおらず、大きな駆け込み需要も発生していない。
,,▲,商店街（代表者）,お客様の様子,・客の様子をみると、消費税増税を段々と身近なこととして感じており、生活防衛に走っている。
,,▲,スーパー（企画担当）,来客数の動き,・さっぱり消費が上向いてこない。そうしたことが来客数にも表れている。客の財布のひもはかなり固く、晴れの日の消費はまずまずだが、ふだんのスーパーでの買物はとても慎重である。
,,▲,コンビニ（エリア担当）,来客数の動き,・天候不順の影響により、漁業などの１次産業の動きが鈍く、当店の売上にも影響が出ている。
,,▲,コンビニ（店長）,販売量の動き,・来客数、買上点数共に前年割れしている。
,,▲,衣料品専門店（店長）,お客様の様子,・天候不順の影響で売り時である夏物の稼働が非常に落ち込んでいる。クールビズ関連でスーツの需要がみられたが、全体では落ち込み幅が大きい。
,,▲,乗用車販売店（経営者）,販売量の動き,・全国や全道との地域格差が大きく、受注量が下降気味である。全体的に回復の兆しがみられない状況にある。
,,▲,乗用車販売店（従業員）,競争相手の様子,・消費税増税前の駆け込み需要がみられない。
,,▲,乗用車販売店（従業員）,販売量の動き,・販売部門における来客数が減少している。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・海外の大手航空会社のストライキ、参議院選挙、民泊の台頭などがマイナス要因であった。
,,▲,旅行代理店（従業員）,来客数の動き,・今年の夏場は、例年実施されているスポーツ合宿が縮小されたこともあり、旅行客の動きが鈍い。７～８月にかけての需要が低下していることで、航空機の機材を中型から小型に変更する動きなども散見される。
,,▲,旅行代理店（従業員）,お客様の様子,・客の購買意欲が低い。買い控えをしているようである。
,,▲,タクシー運転手,単価の動き,・参議院選挙の期間中は夜の会合などが控えられ、客の利用頻度が低下した。また、選挙結果を受けて、10月からの消費税増税が予定どおり行われる可能性が深まったことで、より一層消費が冷え込んでいる。
