Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,販売量の動き,・消費税増税前の駆け込み需要が続いた。
,,◎,百貨店（売場主任）,販売量の動き,・９月に入り、消費税増税前の駆け込み需要が出てきており、高額商材や消耗品の動きが活発になった。
,,◎,家電量販店（経営者）,販売量の動き,・消費税増税前の駆け込み需要がみられ、エアコン、４Ｋテレビの売行きが例年よりも好調である。リフォームも増加傾向にある。ただ、前回の消費税増税時と比べると、駆け込み需要は少ない。
,,○,百貨店（販売促進担当）,単価の動き,・消費税増税を前に、来客数、客単価共に前年を上回って推移しており、９月一杯はこのままの傾向で推移する。
,,○,百貨店（営業販促担当）,単価の動き,・消費税増税前の駆け込み需要が９月中旬から活発化している。特に化粧品、高額商材、耐久消費財で動きがみられる。
,,○,スーパー（店長）,販売量の動き,・消費税増税前の駆け込み需要が高まってきており、家電製品やカウンセリング化粧品などの高額商材、消耗品を中心に販売量が伸びている。
,,○,スーパー（役員）,販売量の動き,・消費税増税前の買い込みで、日用品、酒がよく売れている。
,,○,自動車備品販売店（店長）,お客様の様子,・連日、あおり運転のニュースが流れていることで、ドライブレコーダーが好調である。また、10月からの消費税増税を前にして、タイヤの購入が増えている。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・消費税増税前の駆け込み需要がみられる。
,,○,美容室（経営者）,来客数の動き,・消費税増税の影響なのか、９月は来客数及び売上が直近の３か月平均と比べて８％程度増加している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・前年は北海道胆振東部地震でのブラックアウトによる影響が大きかったが、今年は輸送量が順調に推移している。
,,□,商店街（代表者）,単価の動き,・消費税増税を前にして、若干ではあるが、買い回り品の駆け込み需要がみられ、販売量が増えている。客単価も上昇している。
,,□,商店街（代表者）,お客様の様子,・全体的には、前月と同じような状況にある。ただ、景況感はやや下向いている雰囲気がある。
,,□,商店街（代表者）,販売量の動き,・前年は北海道胆振東部地震の影響で営業日が減っていたにもかかわらず、今年の販売量は前年並みにとどまっていることから、実質的な景気は若干悪い状況にある。消費税増税前の駆け込み需要も前回の消費税増税時と比べて少ない。
,,□,一般小売店［土産］（経営者）,来客数の動き,・前年は北海道胆振東部地震があったため、単純に比較できないが、９月の売上は前年比134.1％、一昨年比105.9％となっている。韓国人観光客が減っていることは確かだが、当店は昆布専門店ということもあり、今のところ、影響は余り感じられない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・９月の売上は前年と比べて８％ほど増加しており、まずまずの状態にある。ただ、身の回りの状況からは、景気が回復しているとは感じられない。スポット需要で大きな注文が入ったことが、売上を押し上げており、既存の取引先については厳しさがうかがえる。
,,□,百貨店（役員）,販売量の動き,・９月の経営環境をみると、前年の北海道胆振東部地震の影響に加えて、10月からの消費税増税の影響があるため、判断しづらい面がある。10月以降については、どのような流れになるか読めない。
,,□,スーパー（役員）,来客数の動き,・前年は北海道胆振東部地震の影響で、水、電池、ガスボンベなどの防災用品や非常用品が異常な売れ方をした月であり、地域によって店舗の営業状況も異なっていたため、９月の景況感は読みづらい面がある。ただ、来客数、売上については、ここ数か月、ほとんど変わっていない。
,,□,コンビニ（エリア担当）,お客様の様子,・前年の北海道胆振東部地震による反動に加えて、消費税増税に伴う駆け込み需要の影響もあり、景気の様子がよく分からなくなっている。
,,□,コンビニ（エリア担当）,お客様の様子,・３か月前と比べて、変化がみられないため、景気は変わらない。
,,□,コンビニ（エリア担当）,競争相手の様子,・前年は北海道胆振東部地震があったため、前年比などの数値では景況感が読めない状況にある。一方、消費税増税による駆け込み需要は、当業界では発生していないとみられる。報道などをみる限り、そうした客は量販店に流れている印象がある。
,,□,衣料品専門店（店長）,販売量の動き,・季節の立ち上がりからスーツの売行きが非常に好調である。特に高額商材は、消費税増税を前にした販促の効果もあり、大きく売上を伸ばしている。
,,□,衣料品専門店（店長）,お客様の様子,・購買意欲の高い客が少ない。
,,□,乗用車販売店（従業員）,来客数の動き,・消費税増税の影響で来客数が増えるとみていたが、見込みほどではなかった。また、前回の消費税増税時と比べると、駆け込み需要も多くなかった。
,,□,その他専門店［医薬品］（経営者）,販売量の動き,・消費税増税前の駆け込み需要は確実にあるが、10月以降の落ち込みを考えると足りないくらいである。今後の対策が急がれる。
,,□,高級レストラン（経営者）,お客様の様子,・消費税増税を前にして、地域全体的に駆け込みでの購入が増えている。ただし、10月以降は、売上の落ち込む店が多くなることを懸念している。
,,□,高級レストラン（スタッフ）,販売量の動き,・前年は北海道胆振東部地震の影響で旅行客のキャンセルが続出したが、今年は前年のキャンセル客が１年越しで来店する動きもみられた。一方、繁忙期を過ぎ、スタッフも気を抜くことなく対応しているが、満席状態にならない日もみられるようになってきた。北海道胆振東部地震の影響があるため、前年とは単純に比較できないが、９月の売上は前年比83％であった。
,,□,高級レストラン（スタッフ）,販売量の動き,・９月は例年並みの売上となり、景気は変わらない。当地でラグビーワールドカップの２試合が開催されたことで、元選手のような体格の良い国内客が目立った。ただ、外国人客の来店は少なかった。月全体を通してみると、３連休の客入りは良かったが、それ以外の日は昼夜共閑散としており、特に夜の落ち込みがひどく、スタッフのやりくりで神経を遣った。知人の飲食店は８月下旬から、売上を落としており、対応に苦慮している。
,,□,タクシー運転手,販売量の動き,・消費税増税に伴い、駆け込み需要が起こっており、日中に外出する客が増えている。
,,□,タクシー運転手,お客様の様子,・今年は夏場を迎えても、売上がほぼ横ばいで推移している。むしろ３か月前と比べると、若干の落ち込みがみられるほどである。この先についても、変化が起こるような兆しが見当たらず、しばらくは今の状況が続く。
,,□,観光名所（従業員）,来客数の動き,・利用客数はほぼ例年並みで推移している。当初懸念していた韓国人観光客については、団体ツアー客が激減しているものの、個人客がまずまず来場しており、外国人観光客全体としては余り変化がみられない。
,,□,美容室（経営者）,来客数の動き,・ここ３か月、来客数はほとんど変わっていない。消費税増税前ということもあり、店頭での商材販売の売上はやや増えているが、それ以外はほとんど変わりがない。
,,▲,商店街（代表者）,来客数の動き,・中心部のホテルにおける宿泊状況をみると、国内観光客が微増傾向にあるが、買物などで当商店街区域を利用する客は例年と同程度となっている。むしろ、３か月前と比べるとやや減っている。一方、外国人観光客は２～３人程度での旅行が多く、交通機関や土産屋を除けば、売上は伸びておらず、全体としてやや悪い状態にある。
,,▲,スーパー（店長）,お客様の様子,・９月の売上は、化粧品、家電、ヘルス＆ビューティケア商材における消費税増税前の特需に引っ張られ、増加傾向のようにみえるが、こうした動きは一過性のものであり、全体的な景気のダウントレンドは変わっていない。
,,▲,スーパー（企画担当）,お客様の様子,・消費税増税の影響で多少の買いだめがみられるものの、節約志向が強いためか、その買いだめも前回の消費税増税時より少ない。また、前年は北海道胆振東部地震による大規模な停電があったことから、今年は防災用品の販促に力を入れたが、客の様子をみると、消費税増税を控えて防災需要まで手が回らないようだ。今回の消費税増税はタイミングとしても最悪である。
,,▲,スーパー（企画担当）,お客様の様子,・消費税増税前の駆け込み需要は日用雑貨、酒類などで若干生じているものの、食品については、増税後のキャッシュレス決済でのポイント還元を見込んだ買い控えの動きがみられ、販売量の増加はほとんどみられない。
,,▲,コンビニ（エリア担当）,お客様の様子,・相変わらず基幹産業である漁業の動きが悪く、周辺の加工場の稼働も少ない。
,,▲,家電量販店（店員）,それ以外,・月後半になり、消費税増税前の駆け込み需要の動きが強まっている。販売量はふだんの月の200％超えまで伸びている。
,,▲,乗用車販売店（経営者）,販売量の動き,・地域経済の要となる水産業での漁獲量低迷が大きく影響している。加工業、運送業などの関連業種にも減速感がみられ、全体的な景気後退が強く感じられる。
