Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,来客数の動き,・観光シーズンに入り、車で来店する客が増えており、来客数が増加している。
,,○,スーパー（店長）,販売量の動き,・ポイントカードによる販促が功を奏して、今月も販売量が前年比103％と伸びている。
,,○,コンビニ（エリア担当）,来客数の動き,・タスポの影響による来客数の増加はやや沈静化してきたが、引き続き増加傾向にある。
,,○,コンビニ（エリア担当）,お客様の様子,・たばこの販売増により売上は前年以上となっている。ただし、天候不順により飲料水やアイスクリームなどが大きく減少しており、伸び率としては低い。
,,○,乗用車販売店（従業員）,販売量の動き,・新型の低燃費車が出たことで、売上に貢献している。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行は個人客が依然として好調である。函館～ソウル便も微増している。業務性の個人航空券も依然伸びている。
,,○,その他サービスの動向を把握できる者,来客数の動き,・観光シーズンが早まる傾向があり、６月に入ってからは一気に増収に転じている。
,,□,商店街（代表者）,来客数の動き,・大型店の１日限りの夏物セールに動きがあったが、前年を上回ることができなかった。客の生活防衛意識は変わらない。
,,□,商店街（代表者）,お客様の様子,・客が景気の話をしなくなっていることもあり、客の様子が分からなくなっている。
,,□,スーパー（役員）,単価の動き,・前月と同様に売上は順調に推移しているが、１人当たりの買上点数が微減している。商品単価の上昇で客単価が前年比102.9％とやや上昇している。タスポ導入後のたばこの売上が前年比80％と激減しているが、外食の内食移行や営業政策による来客数の増加から、ここ数か月の売上には変化がみられない。
,,□,高級レストラン（スタッフ）,来客数の動き,・ここ数か月、昼食の利用客が前年を10％程度下回る状況が続いている。物価の上昇やガソリンの高騰が、昼食利用客の大半を占める主婦層の財布のひもを固くしている。
,,□,高級レストラン（スタッフ）,お客様の様子,・６月はボーナス月なので売上が多くなりやすいが、それにしても今年は好調であった。しばらく節約していたビジネス客が飲食店を利用したようだ。札幌の高級居酒屋でも会社員の利用で混雑したと聞く。洞爺湖温泉のホテルでは、北海道洞爺湖サミット関係者の来日がずれ込みかなりの空室が出たが、道内客を中心に客室が埋まるなど、サミット効果の良い面が出ている。
,,□,一般レストラン（スタッフ）,販売量の動き,・５月に続き６月も来客数、売上が前年を大幅に下回っている。
,,□,観光型ホテル（スタッフ）,販売量の動き,・北海道洞爺湖サミット関連の報道が相次いでいること、本格的な観光シーズンに入ったことなどから、販売量は前年を上回ったが、消費単価が上向く気配は依然として感じられない。売上はほぼ前年並みであり、物価の上昇が利益を圧迫している。
,,□,旅行代理店（従業員）,お客様の様子,・原油高の影響で航空料金やバス料金が高騰していることから、取扱額は前年よりも増えているが、取扱件数は減っている。
,,□,通信会社（企画担当）,競争相手の様子,・各社で固定電話と携帯電話間の通話無料サービスが始まり、競争が激化しているため、通信料収入の更なる減収が見込まれる。
,,□,観光名所（役員）,来客数の動き,・引き続き海外客が順調に推移している。また関東の鉄道会社が提供するシニア層を対象とした会員サービスなどの影響からか、後半に入ってから中高年客が目立つようになり、３か月ぶりに全体の来客数がほぼ前年並みとなった。
,,□,設計事務所（職員）,お客様の様子,・新年度を迎え、予算執行の時期になったが、公共工事の発注が少ない。民間工事についても、金融機関の融資に対する慎重な姿勢から、設備投資が保留又は延期となる事態が多くなっている。
,,▲,商店街（代表者）,お客様の様子,・夏物のシーズンに入っても、なかなか商品の動きが良くならない。客単価も低下傾向にある。本当に必要な物しか購入しない傾向が段々と強くなってきている。
,,▲,商店街（代表者）,お客様の様子,・今月初旬は気温が低く、気温が上がってきた月後半にはセール待ちの客が多く、月を通して客の購買意欲が盛り上がることがなかった。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・生活必需品がどんどん値上がりしていることに加えて、北海道洞爺湖サミットの影響もあり、地元への旅行者が非常に少なくなっている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・前半の売上の悪化が大きく響いている。月の後半になり、売上がやや持ち直しているが、月を通して悪い状況にある。
,,▲,百貨店（売場主任）,お客様の様子,・客単価が低下していることに加えて、来客数も減少している。通りを歩く人の流れも少ない。
,,▲,百貨店（売場主任）,来客数の動き,・来客数が伸びず、売上が厳しくなっている。
,,▲,百貨店（販売促進担当）,お客様の様子,・客が価格に対してより敏感になっている。必要な物しか買わない傾向が強くなり、セールを前倒しで実施しても、単品での購入が主であり、まとめ買いがほとんどみられない。夏のシーズン商材はセール待ちの姿勢が特に強く、秋カラーなど、買ってから長く使えるお得感を打ち出せない商材は動きが鈍い。
,,▲,コンビニ（エリア担当）,来客数の動き,・ガソリンや食料品の値上げが継続していることに加えて、タスポの効果が終息しつつあり、景気はやや下降傾向となっている。
,,▲,衣料品専門店（店長）,お客様の様子,・イベント等を行っても集客があまり良くない。全体的に物を買わなくなっている傾向がみられる。
,,▲,家電量販店（店員）,来客数の動き,・６月は来客数が前年を下回った。土日のイベントや招待会は成功したものの、平日の来客数が減った。
,,▲,家電量販店（地区統括部長）,販売量の動き,・薄型テレビ等の大型家電製品の売行きが予想以上に悪い。また買上単価も前年度の90％台と低迷を続けている。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・深刻な顔で買物する客が増えてきた。余分な商品は買わない傾向が更に加速している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・地域の観光客の入込数は前年を下回っているが、当店の来客数は前年を３％上回っている。観光客が８割、地元が客２割という客構成のなかで、メニュー内容の変更等で地元客の来店が増えている。
,,▲,観光型ホテル（経営者）,来客数の動き,・本州からの団体客が激減しているなど、観光客の動きが良くない。ツアーを組んでも少人数であり、宿泊単価も低い。北海道洞爺湖サミットもプラス要因とはなってない。地元客についても、個人客はまずまずだが、団体客が減少している。
,,▲,旅行代理店（従業員）,販売量の動き,・夏の旅行の受注が非常に悪く、前年から10％以上落ち込んでいる。
,,▲,タクシー運転手,お客様の様子,・ガソリン高騰の影響で、自家用車からタクシーへの乗換えが進むことを期待したが、逆にタクシーからバスや地下鉄に客が移っている。
,,▲,タクシー運転手,お客様の様子,・物価の高騰で利用客の乗り控えが起きている。いつも利用している客がタクシーに乗らない。
,,▲,美容室（経営者）,お客様の様子,・全般的に客の来店周期が以前より長くなっている。特にヘアカラーをする客の来店周期が伸びており、節約をしている傾向が感じられる。
,,▲,住宅販売会社（経営者）,お客様の様子,・石油やガソリン、灯油の高騰に加えて、原材料価格の高騰などの影響でムードが非常に悪い。
,,×,商店街（代表者）,販売量の動き,・様々な商品の値上げの影響で、特に夏物衣料の動きが鈍く、販売量が大きく減少している。６月に３回実施した歩行者天国の来場者も前年より減少している。
,,×,百貨店（売場主任）,お客様の様子,・父の日のギフトの動きをみると、商品がビジネスからカジュアルに移行していることから、客単価が低下している。また、ガソリン高騰の影響により、衣料品の買い控えがみられる。一方、食料品については、必需品ということもあり、売上が堅調に推移している。
,,×,百貨店（役員）,販売量の動き,・６月に入り、これまでの厳しさに輪を掛けて厳しくなってきている。今まで女性が消費を減らさなかった美容の分野においても販売量が減少しており、全ての分野において厳しくなってきている。
,,×,スーパー（店長）,それ以外,・来客数は減っていないが、衣料品、住居関連商品の販売不振がみられる。特に直接生活に関連のない商品の買い控えがみられる。
,,×,スーパー（店長）,来客数の動き,・６月の来客数は前年比91.6％となっており、来客数の減少が顕著になってきている。
,,×,コンビニ（オーナー）,来客数の動き,・夜の来客数が減ってきている。気温が上がっても、夜の客の動きが例年よりもかなり鈍く、娯楽のために夜、出歩く人が少なくなっていることがうかがえる。
