Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,コンビニ（エリア担当）,来客数の動き,・観光が好調なことに加えて、映画の撮影が行われていることにより、外部から人が流入してきており、それに伴い来客数も増えている。
,,○,一般小売店［土産］（経営者）,来客数の動き,・大手航空会社の搭乗率が前年並みであることに加えて、ＬＣＣの便数も増えてきているため、観光客の来道が増えている。
,,○,百貨店（担当者）,来客数の動き,・中心部に商業施設がオープンしたことで周辺ににぎわいが出ており、当店の集客効果につながっている。
,,○,コンビニ（オーナー）,来客数の動き,・６月の売上は前年比104％であった。競合店のオープンから１年が過ぎたことで、１年続いた売上の前年割れがストップした。４月からアイテム数を増やしており、中でもマスコミにも取り上げられたサラダが好調に推移している。６月のサラダの売上は前年比120％であった。
,,○,乗用車販売店（経営者）,販売量の動き,・他社を含めた新型車効果により、客の購買意欲が高まっている。
,,○,乗用車販売店（従業員）,販売量の動き,・定期昇給や一部手当の見直しなどにより、給与所得が増えている客が多く、客の購買意欲が増している。
,,○,観光型ホテル（スタッフ）,来客数の動き,・国内のインセンティブ旅行が好調に推移した。海外の芸能タレントグループの連泊もプラスに作用した。
,,○,旅行代理店（従業員）,来客数の動き,・航空機の利用者数が増加傾向にあり、ビジネス客、観光客共に堅調な動きがみられる。５～６月は花観光やマラソンなどのイベントも定着してきているため、外国人観光客も増加傾向にある。
,,○,観光名所（従業員）,来客数の動き,・６月26日時点での利用乗降客数が前年比107.5％と増加している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光最盛期を迎えて、輸送量が増加してきている。
,,□,商店街（代表者）,単価の動き,・高額商材の動きが鈍くなっている。それに伴い客単価も平均で５％程度落ちている。
,,□,商店街（代表者）,お客様の様子,・客の様子がこれまでと変わらず、平々凡々な反応である。
,,□,商店街（代表者）,来客数の動き,・６月は平日の来街者が少ない状況がみられ、全体的な景気は引き続きやや悪い状態で推移している。特に店舗の定休日が集中する月曜～水曜は午前、午後を通してまばらな人数しか確認できなかった。ただ、木曜の午後や金曜は来街者が増加する傾向がみられた。観光客の動きは前月に比べて落ち着いてきており、目立つほどの増加は確認できなかった。
,,□,商店街（代表者）,販売量の動き,・６月の北海道は気温の低い日が続いたことで、夏物衣料が全滅となるなど、売上を大きく落としたファッション系の店が多かった。
,,□,一般小売店［土産］（経営者）,来客数の動き,・当店は観光地に立地しており、ここ数年、６月の業績に変化はあまりみられない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・ここ３か月、ほぼ同じような状況で売上が推移しており、どちらかといえば景気の良くない状況が続いている。
,,□,百貨店（売場主任）,お客様の様子,・ここ３か月、当社の売上は前年を上回って推移しているが、施策の失敗により前年の売上が落ち込んだことの反動という面が大きく、一昨年との比較ではほぼ同じような売上となっている。客単価はほぼ横ばいで推移しており、客からは不要不急な物は欲しくないという声も多く聞かれる。
,,□,百貨店（販売促進担当）,販売量の動き,・来客数は横ばいで推移しているものの、買上客数がマイナス傾向で推移している。客単価の上昇により前年比はプラスで推移しているが、外国人観光客増加による恩恵が大きく、第一次商圏からの来客による購買はマイナス基調となっている。
,,□,百貨店（役員）,お客様の様子,・全体的な傾向は変わらないが、３か月前と比較すると明らかに客の動きに活気が出てきた。
,,□,百貨店（営業販促担当）,それ以外,・来客数は前年を上回ったが、客の購買動向が変化してきている。衣料品に対する購入意欲が弱く、ミセス、シルバー層を中心に中価格帯の商材が苦戦している。定価品の売上にも影響が出ている。
,,□,スーパー（店長）,来客数の動き,・前月に引き続き来客数の前年割れが続いている。一方、客単価の上昇トレンドは変わらない。
,,□,スーパー（店長）,来客数の動き,・父の日需要は前年と比較して大きく下回った。天候の影響もあり、来客数の前年割れが継続しており、３か月前と比べて変化がみられない。
,,□,コンビニ（エリア担当）,お客様の様子,・週末の雨が続いたことで、行楽や運動会などの需要が取れなかった。酒類は一部値上げの影響で販売量が落ち込んだものの、売上は前年並みを確保している。
,,□,コンビニ（エリア担当）,来客数の動き,・売上の前年比が上がってきているが、天候不順であった前年の反動によるものであり、不漁などの根本的な問題に変化がみられない。
,,□,コンビニ（エリア担当）,お客様の様子,・依然として、販売促進策の実施時や気温上昇時の客の購入が目に付くが、普段の購入については引き締め感が強い。
,,□,衣料品専門店（店長）,それ以外,・同じ会社のブランドであっても、売上の良い店と悪い店で差がみられる。
,,□,家電量販店（店員）,販売量の動き,・６月は晴れの日が多かったためか、エアコンの動きが良かった。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車効果があまりみられない。
,,□,乗用車販売店（従業員）,販売量の動き,・これから７～９月にかけて新型車やマイナーチェンジの車種が出てくるため、６月はちょうど谷間の月にあたり、景気が停滞気味である。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・前月の売上悪化からはやや回復したが、来客数の減少に歯止めがかからない。一般客向けの啓もう活動が必要になってきている。
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・原油価格が安定しているため、石油製品価格に変動がみられない。
,,□,高級レストラン（スタッフ）,販売量の動き,・前年３月の北海道新幹線の開業という特殊要因による動きも落ち着いたことで、６月の売上は前年比85％であった。開店と同時に満席になるが、閉店まで勢いが続かない。スタッフ不足に伴い、前年から中抜け閉店時間を設けていたが、スタッフがそろったことから、６月中旬からは本来の通しの営業時間に戻した。
,,□,高級レストラン（スタッフ）,来客数の動き,・夏に近づくにつれ、月初めの来客数が堅調に推移するようになったが、月末には前月並みの数字になってしまう。
,,□,旅行代理店（従業員）,販売量の動き,・前年も販売量があまり良くなかったが、今年もほぼ変わらない販売量であるなど、景気が上向いてこない。
,,□,タクシー運転手,来客数の動き,・６月は多くのイベントがあるため、利用客の増加を期待したが、タクシーの売上は前年並みであった。
,,□,タクシー運転手,来客数の動き,・法人からのオーダーやイベント関係での利用がやや好調だったが、観光関係のオーダーがやや減少しており、全体的には変化のみられない月だった。
,,□,タクシー運転手,販売量の動き,・６月に入り、他地域からの入込が落ち着いている。前年までであれば、外国人観光客の需要を多少見込めていたが、今年は地元空港で海外便の発着が１便もないため、冷え込んだ状況にある。
,,□,タクシー運転手,お客様の様子,・３か月前と比べて変化はみられない。６月に入り、わずかでも改善することを期待していたが、期待どおりとはならなかった。北海道新幹線が開業した前年とは異なり、厳しい状況にある。６月の状況は一昨年並みであり、これから夏に向けての期待感があるものの、厳しさが増すことを危惧している。
,,□,美容室（経営者）,来客数の動き,・客の来店周期、支払金額が３か月前とほぼ同じであり、変化が感じられない。
,,□,美容室（経営者）,販売量の動き,・３か月前よりも売上は少ないものの、例年と変わらず安定した売上が続いている。
,,□,美容室（経営者）,お客様の様子,・５月の売上が前年よりも落ち込んだが、その分６月に来店する客が増えている。
,,□,住宅販売会社（経営者）,販売量の動き,・金利低下の状況が続いているものの、住宅着工数は頭打ちになってきている。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームへの来場客の様子として、最近は商談にかかる時間がやや長くなってきている。ただ、成約率は安定しており、業況が悪化しているわけではない。
,,▲,商店街（代表者）,来客数の動き,・春先と比べて、客足がやや落ち込んでいる。
,,▲,スーパー（店長）,販売量の動き,・６月は３か月前と比較して販売量が悪かった。買上点数や客単価は前年を上回ったものの、来客数と売上は前年の９割にとどまった。
,,▲,スーパー（店長）,単価の動き,・６月は天候要因により売上が左右された月であった。
,,▲,スーパー（企画担当）,単価の動き,・買上客数の伸び悩みが続く中、ここにきて青果物、水産物の価格低下などにより客単価の前年割れの傾向が出てきており、なかなか売上が前年をクリアする水準に届かない。
