Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,スーパー（店長）,単価の動き,・米の不作やＢＳＥの影響で、米や肉の単価が上昇している。こうした傾向は食品全体や青果物にも及んでいる。これまではデフレ傾向のため、売上が前年を上回るには、客数で10％ほどの増加が求められたが、今は客数の増加が、そのまま売上の増加に結びついている。
,,○,家電量販店（店長）,来客数の動き,・好調なデジタル家電のうち、薄型テレビの拡販がやや遅れているものの、前年11月に競合店が１店閉鎖したこともあり、売上・客数とも前年比では伸びている。
,,○,旅行代理店（従業員）,来客数の動き,・２月になってから熟年層を中心にした来客数が増加しており、売上単価も１月に比べて３万円以上上昇している。熟年層が春の便りと同時に国内旅行に動き始めたと思われる。ただし、売上の伸びが週ごとに変化すること、海外旅行へのシフトが予想に反して進まないなど、必ずしも安閑としてはいられない。
,,○,その他レジャー施設（職員）,それ以外,・プロ野球チームのオープン戦・公式戦の開始が迫り、店舗自体の忙しさはないが、その準備に慌しくなってきている。店舗への問い合わせも増えてきている。
,,○,美容室（経営者）,お客様の様子,・新商品に対して興味を示していると思われるような質問が客から出るようになってきた。
,,□,商店街（代表者）,お客様の様子,・消費者は生活防衛意識が強く、必需品以外は極力出費を抑えている。特に衣料品でこうした傾向が顕著である。
,,□,商店街（代表者）,来客数の動き,・今月は季節的にも中途半端な時期だが、悪天候が続いたため、来客数も少なめだった。
,,□,商店街（代表者）,お客様の様子,・２月ということで、プロパーの商品の価格が下がる時期なのだが、気温が不安定であるため、冬物がまだ売れており、11～12月とそんなに変わらないペースで売上があがっている。
,,□,百貨店（売場主任）,来客数の動き,・相変わらず来客数の減少と単価の低下が続いている。
,,□,百貨店（売場主任）,お客様の様子,・冬物売り尽くしを早めているなか、12～１月と不調であったため、２月は在庫を残さないようにと、更に値下げして均一価格としたが、結局は買い控えは変わらず、必要最小限なものしか買わないという傾向が続いている。
,,□,百貨店（販売促進担当）,販売量の動き,・悪天候の影響で、大幅な来客数の減少があったが、その期間以外では大きな変動はみられない。
,,□,スーパー（企画担当）,単価の動き,・まとまった降雪もあるが基本的には暖冬であり、防寒衣料や鍋物商材の動きが引き続き弱い。鳥インフルエンザ・ＢＳＥ等の影響もあり、客単価の落ち込みが拡大している。足元の状況は、客数は前年をオーバーしているが、販売単価の落ち込み幅が大きく、低下傾向が続いている。
,,□,コンビニ（エリア担当）,来客数の動き,・相変わらず来客数の減少が続いているが、買上件数に関してはやや上向き傾向にある。
,,□,衣料品専門店（店長）,お客様の様子,・商店街全般からみて、あまり大きな変化は起きてない。客は非常に慎重な買い方をしている。
,,□,衣料品専門店（店長）,単価の動き,・プロパーの商品が売れる時期に売れないなど、客は相変わらず安い商品を志向している。
,,□,衣料品専門店（店員）,販売量の動き,・今月は20日を過ぎてから春物を買う客が出てきたが、前半の売上がかなり厳しく、足を引っ張ってしまったという状況である。
,,□,家電量販店（店員）,それ以外,・客数・平均単価とも少し落ち込んでおり、例年と同様の状況である。他店の大型電気店のチラシでは、かなり値段が安い商品が出ている。
,,□,乗用車販売店（役員）,単価の動き,・受注量は前年とあまり変わり映えしない状況である。取引先も若干落ち気味のようだ。
,,□,住関連専門店（経営者）,来客数の動き,・前年暮れから引き続いて、来客数が極端に減少している。駅前に客がとられているとはいえ悪すぎる。商店街の通行量も前年比で25％ダウンということで非常に苦しい状態である。
,,□,住関連専門店（営業担当）,競争相手の様子,・統一メーカー品の他店との価格競争、特にチラシ商材等などで競合が激しく、相変わらず前年比で客単価が２％ほどダウンしている。現実的には客数が前年比を上回っても、売上ではその伸びを維持できない。
,,□,高級レストラン（スタッフ）,来客数の動き,・全体的に来客数が減少しており、特に昼食利用の落ち込みが目立つ。なかでも主婦層の利用減少が大きい。
,,□,高級レストラン（スタッフ）,お客様の様子,・客の会計精算時の様子から、客単価が下がっているのを肌で感じる。実際、前年比は前月同様に下がっている。また、メニューへの客の視線も安価、安いメニューから探している感がある。
,,□,旅行代理店（従業員）,販売量の動き,・国内旅行は横ばい傾向で例年並みの販売量となっている。海外旅行も多少上昇傾向を見せているが見通しの不安定さは残っている。全体的には法人旅行の低迷が大きく響いている。
,,□,タクシー運転手,お客様の様子,・特に気になるのが、繁華街への人出が極端に少ないことである。また、少しでも天候が良くなると需要が激減している。
,,□,タクシー運転手,来客数の動き,・特に変わったことはないが、今年は暖冬で天候が非常に良く、気温も例年から比べると暖かい日が続いているので、タクシーを利用する客が非常に少ない。
,,□,美容室（経営者）,来客数の動き,・客の動きが停滞気味であるうえ、目的以外の商品を別に買うことが全くない状況が続いている。
,,▲,一般小売店［酒］（経営,販売量の動き,・観光客の入込が少ないため、得意先の売上が非常に厳しい状態が続いている。
,,▲,スーパー（店長）,単価の動き,・売り出しなどの効果もあり、若干来客数は戻りつつあるが、客単価と買上件数が依然として回復していない。特に雑貨関連の落ち込みが大きく影響している。
,,▲,スーパー（店長）,来客数の動き,・来客数が前年をやや下回っているうえ、売上は前年を10％以上下回っており厳しい状況にある。ただし、食品・衣料品・住居用品などの部門では前月から２～３％の増加となっている、改善傾向もうかがえる。
,,▲,スーパー（店長）,単価の動き,・３か月前と比較して客単価が98％と低下している。前年比では10％以上も低下している。
,,▲,乗用車販売店（従業員）,来客数の動き,・これから最盛期となるが、現時点の来客数は前年よりも少ない。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・顧客獲得に向けて、できる限りのことを全社員で行っているが、獲得数以上に非来店客が増えているため、結果が出ていない。
,,▲,その他専門店［ガソリンスタンド］（経営者）,お客様の様子,・客及び取引先における節約ムードが高まっており、買い控え、交換サイクルの長期化が目立つ。
,,▲,高級レストラン（スタッフ）,お客様の様子,・日中温暖な日が多く、ランチは前年並みの来客数となった。近年、雪まつり客はディナーに全く影響がなく、ＢＳＥ・鳥インフルエンザの影響もあってかディナーの売上は前年の70％となり、外食控えが進んだ。個室の利用は前年の半分以下となった。
,,▲,一般レストラン（スタッフ）,来客数の動き,・今月の最大の稼ぎ時である、さっぽろ雪まつりの期間中の来客数が前年に比べて15％ほど減少した。
,,▲,観光型ホテル（経営者）,来客数の動き,・２月の来客数の動きは、前年に比べて15％程度減少する見込みとなっている。このような大きな落ち込みは、従来だと明快な理由があったのだが、今回はその理由が見当たらず、戸惑いを感じている。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・付帯単価が５％とわずかだが増加となるなど、総消費単価は底を打った感があるが、宿泊客数が前年比で15％程度落ち込んでいる。
,,▲,旅行代理店（従業員）,販売量の動き,・国内旅行及び海外旅行のパッケージツアーの３月の先行受注状況が２週間前より20ポイント程度落ちている。
,,▲,タクシー運転手,来客数の動き,・例年だと、さっぽろ雪まつりのような大きな行事があると、観光客が道南にも流れてくるのだが、今年はそういう傾向がない。観光客の入込もかなり減っているようである。それに加えて夜の繁華街も人出がかなり減っている状態が続いている。
,,▲,観光名所（役員）,販売量の動き,・ロープウェイの搭乗客数、レストラン利用客数とも前年比で約１割の減少となった。
,,×,コンビニ（エリア担当）,来客数の動き,・酒免許の規制緩和で酒を売る店が増えており、その影響による競争激化が進んでいる。
,,×,乗用車販売店（従業員）,来客数の動き,・イベントを行っても、来場する客が例年と比べてずっと少なくなっている。
,,×,スナック（経営者）,来客数の動き,・今まで商売を25年間やっているが、今月は最も来客数の少なかった月である。３年前や５年前、10年前と比べてみても、やはり今月が一番少ない。
,,×,スナック（経営者）,来客数の動き,・最近は繁華街の人通りも少なく、客の移動も少ないようだ。
