Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,百貨店（販売促進担当）,販売量の動き,・10月に入り、客の購買意欲が高まってきている。地元球団が優勝したことも追い風となり、市内の消費気運も高まっている。来客数、買上客数ともに増加傾向にある。
,,○,百貨店（販売促進担当）,お客様の様子,・来客数低迷からの回復はみられないものの、買上客数が増えており、来店した客が確実に買っている。ただし、目的買いの客が主となっているため、今以上の売上の拡大には限界がある。
,,○,百貨店（役員）,来客数の動き,・今月はホームセンター、百貨店部門ともに比較的順調に推移している。急激に寒くなりストーブが動き始めた。
,,○,スーパー（店長）,来客数の動き,・天候も秋らしくなり、来客数が前年を上回って推移している。特に、衣料品は前月の異常気象からの反動で大きく回復している。食品は来客数が増加しているが、前年の野菜高騰による売上増加の反動がみられる。住宅余暇部門は衣料品と同様に、寝具を筆頭に季節商材の動きが顕著であった。
,,○,その他専門店［医薬品］（経営者）,販売量の動き,・ようやく冬型の買物動向になってきた。医療関連は暑いよりも寒い方が景気がやや改善する。客は必要不可欠な商品は購入する。
,,○,旅行代理店（従業員）,販売量の動き,・この夏場はビジネス需要が前年ほどなく、当地域からの航空機利用は前年を下回る状況であったが、秋口から回復傾向にある。
,,○,観光名所（従業員）,来客数の動き,・10月25日までの利用客数を比較すると、前年との比較で111.7％、東日本大震災前の前々年との比較でも116.0％となっており、上向き傾向となっている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光最盛期が過ぎたが、航空運賃が値下げされたこともあり、前年と比較して旅客数が大幅に増加している。
,,○,住宅販売会社（従業員）,お客様の様子,・相変わらず分譲マンションの供給戸数は少なく、その供給量が急激に伸びる可能性の低い状況であり、客が商品を選ぶ上での選択肢は少なくなっている。その結果、マンション購入を考えている客との商談は以前にも増して熱気がある。
,,□,商店街（代表者）,来客数の動き,・急激に気温が下がり、天候も悪いため、客の外出が少なくなった。
,,□,商店街（代表者）,お客様の様子,・秋冬物ということで商品自体の単価は上昇してきているものの、客の買い方、商品の見方は、値下げやバーゲンをするのを待っている感じであり、なかなか購買にはつながらない。
,,□,商店街（代表者）,お客様の様子,・客の声として、日々の変化がないというのが大方の意見である。
,,□,一般小売店［土産］（経営者）,お客様の様子,・大雨などの災害がなかったこと、気温が北海道らしい気温に戻ったこと、中国における反日感情が下火になったことなどから、旅行ムードが高まったのか、前年比で８％の伸びとなった。
,,□,百貨店（売場主任）,お客様の様子,・21日時点での店全体の売上は前年比100.2％と前年を上回っているものの、買上客数は前年比99.1％と前年を下回っている。気温の影響でずれ込んだ衣料品が動き始めたことで、客単価は上がっているが、デイリー性の高い食品は苦戦している。
,,□,スーパー（店長）,単価の動き,・販売量の動きもあまり良くないが、それ以上に価格に対する見方がシビアになってきているため、客単価が上がっていない。
,,□,スーパー（役員）,販売量の動き,・気温が例年並みになり、鍋商材、カップめんなどの秋冬商材の消費動向が通常になってきた。
,,□,コンビニ（エリア担当）,来客数の動き,・農家や漁業などの地場産業において、天候要因によるぶれが大きくなってきているため、売上がより天候に左右されやすくなっている。
,,□,衣料品専門店（店長）,お客様の様子,・客と話をするなかから、これはなかなか景気が良くならないという印象を持っている。
,,□,衣料品専門店（店員）,販売量の動き,・残暑が長かったため、秋物衣料よりも、いち早く冬物衣料に移る消費者の動きがあった。
,,□,家電量販店（店員）,販売量の動き,・10月は白物家電や暖房機などが前年並みに売れているが、テレビやレコーダーなどがまだ回復していない分、売上が上がってこない。
,,□,家電量販店（地区統括部長）,販売量の動き,・残暑の影響で暖房器具の売行きが伸び悩んでいる。反面、パソコンは新型ＯＳの発売で関連機器も含めて伸長しているが、暖房機の減少分をカバーする程度であり、全体としては横ばいの状況である。
,,□,乗用車販売店（従業員）,販売量の動き,・特定の人気車種に需要が偏っており、全体としての受注は一向に伸びてこない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・現在は原油価格が安定しているものの、販売量が低迷している。
,,□,タクシー運転手,来客数の動き,・注文数が前年比でマイナスとなっている。特に、観光客からのオーダーが減少している。
,,□,美容室（経営者）,お客様の様子,・消費行動が固定化している傾向が顕著であり、毎月決まった内容に決まった金額を使うパターンになっている。
,,□,住宅販売会社（従業員）,お客様の様子,・変化がみられない。
,,▲,商店街（代表者）,来客数の動き,・例年、観光及び修学旅行等の団体客の増加が見込まれる月であるが、当商店街でそういった影響はみられなかった。また、今月初旬からの冷え込みにより、衣料品を含めた冬物商材全般の売上増加が見込まれたが、店舗の入出店状況を確認する限り、一部の店舗を除き全体的に低調に推移した。
,,▲,百貨店（売場主任）,販売量の動き,・秋物のコートやジャケットが、婦人服で前年比70％、紳士服で前年比80％と前年を大きく下回っている。天候の影響も考えられるが、景気低迷の影響が衣料品に大きく出ている傾向がみられる。
,,▲,スーパー（店長）,販売量の動き,・販売量は前年比94％となっている。前々年との比較では２割減という状況にある。
,,▲,スーパー（役員）,来客数の動き,・９月は残暑が続き売れ筋が変わったことが原因とみられたが、10月も引き続き消費者の購買動向が厳しい状況にある。ここ数か月、客単価の前年割れが続いており、さらに利用率の低下も進んでいる。
,,▲,コンビニ（エリア担当）,販売量の動き,・来客数は前年並みに推移しているが、年金支給日や給料日などの売上が増加する期間における、たばこやアルコールなどの保存品の売上が低迷している。
,,▲,乗用車販売店（従業員）,販売量の動き,・エコカー補助金の影響で、客が先物買いをしたため、その分売れなくなってきている。
,,▲,乗用車販売店（営業担当）,販売量の動き,・月を重ねるごとに受注量が減ってきている。購入予定が生じそうな見込みホット客の発生量も低下している。同時に、契約までの時間もかかるようになってきている。
,,▲,高級レストラン（スタッフ）,販売量の動き,・10月に入り中国系の観光客が少なくなってきたが、代わりにシンガポールからの観光ツアーが目に付くようになった。ただし、全体的には、天候の影響もあり、売上が前年を15％下回るなど、相当厳しい月となった。
,,▲,高級レストラン（スタッフ）,来客数の動き,・前月までの陽気から気温がぐんと下がったことで、夜の客足が一気に遠のいたが、全体ではぎりぎり例年並みの来客数となった。ランチの来客数は下げ止まっているが、給料の良さそうな企業であっても、若いビジネスマンの利用は少なくなった。地方では、札幌のような格安ランチはみられないが、適正価格で満足度の高い店はどうにか持ちこたえている。有名ガイドブックに掲載された地方の店は、昼食を中心にそば店などでの人気が続いている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・レストランのランチ、ディナーとも来客数が減少している。特に、ディナーにおける接待利用、家族利用の減少が目立った。
,,▲,観光型ホテル（経営者）,来客数の動き,・尖閣問題による中国系の観光客の減少や、異常気象による残暑のため紅葉がうまく進まなかったことが影響している。さらに、大手旅行会社の営業施策が、単純な周遊旅行と年間の安定送客から、イベント重視、休日前日の集中送客に転換されてきていることにともない、本州方面からの団体客が大幅に減少している。
,,▲,観光型ホテル（スタッフ）,お客様の様子,・異常気象の影響か、紅葉が色付く前に枯れて散ってしまう状態であり、秋の旅行商品が低調である。中国本土からの観光客のキャンセルと不催行も引き続きみられる。
,,▲,旅行代理店（従業員）,販売量の動き,・エコカー補助金の終了、家電消費の落ち込みなど、日本の主力産業の低迷で客の消費マインドが上がらない。
,,▲,タクシー運転手,来客数の動き,・夏場の受注状況や需要動向と比べて、デフレ基調が続いていることもあり、タクシー事業においても需要動向が落ちている状況がみられる。
,,▲,タクシー運転手,販売量の動き,・観光客の入込が多かった３か月前と比較すれば、今月はタクシーの利用回数が減っており、売上としては約5.7％の落ち込みがみられた。ただし、前年の売上と比較すると、約5.6％の増加がみられるため、前年よりは回復傾向にある。
,,▲,通信会社（企画担当）,来客数の動き,・通信サービスを他社に乗り換える客が急増している。
