Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,通信会社（企画担当）,お客様の様子,・窓口に来る客のうち、目の前の割引に飛びつく客を除けば、当社のサービスに対して高い評価をもらえるようになってきた。
,,○,一般小売店［土産］（経営者）,来客数の動き,・今月の20日ごろまでは、雨と寒さの影響で観光客の客足が鈍ったが、その後１週間は、晴れの日が続いたことで、月全体の売上は前年比106.4％となった。観光客の消費額は、消費税が上がったにもかかわらず伸びている。
,,○,一般小売店［土産］（経営者）,お客様の様子,・消費税増税直後に比べると、増税に対する客のアレルギーはかなり薄れてきており、客単価が増税前の水準に戻りつつある。
,,○,一般小売店［酒］（経営者）,単価の動き,・売上の60％強を占めるビール類の販売が依然として低調であり、なかなか売上が増えてこないが、ここ数か月、高額のシャンパンやウィスキーなどが売れ始めてきており、多少は景気が回復してきている。売上全体としては、それほど良い数字ではないが、まずまずの業績となっている。
,,○,百貨店（販売促進担当）,単価の動き,・消費税増税以降、来客数の減少、買上率の低下が続いているものの、客単価が上がっている。特に特選ブランドや時計の客単価が上がっており、売上における前年比のマイナス幅が縮小してきている。
,,○,衣料品専門店（経営者）,お客様の様子,・６～10月にかけて、豪華客船が毎週火曜日に寄港することになっており、延べ25隻の寄港が予定されている。メインストリートが外国人観光客でにぎわい始めているほか、消費税増税の影響も落ち着きを見せ始め、高額品が動くようになってきている。
,,○,衣料品専門店（店長）,それ以外,・気候が良くなってきたこともあり、客が明るい顔で買物をするようになり、明るい話も出てくるようになった。
,,○,家電量販店（経営者）,販売量の動き,・消費税増税の影響も一段落し、通常の状態に戻りつつある。客単価も上昇傾向にあり、趣味やし好性の強い商材が売れ始めている。
,,○,家電量販店（地区統括）,販売量の動き,・５月までは消費税増税前の駆け込み需要の反動の影響が大きかったが、６月からは若干回復傾向にある。また、５月末の異例の猛暑や６月初めからの記録的な長雨の影響でエアコンの需要が増えてきている。
,,○,旅行代理店（従業員）,お客様の様子,・相談の段階ではあるが、明らかに余暇に旅行をというビジネスではない問い合わせが増えている。
,,○,タクシー運転手,お客様の様子,・問い合わせや見積依頼が少しずつ増えている。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・本格的な夏を前に観光客が増加してきている。
,,□,商店街（代表者）,単価の動き,・客が夏物を探しに来ている感はあるものの、気温が不安定なこともあり、単品買いが目立っている。また、早い段階からバーゲン待ちをしている客も多く、高額商材の購買もあまりみられない。全体的に単価の低い商材の１点買いが多く、客単価がかなり低下している。
,,□,商店街（代表者）,お客様の様子,・値上げがあったにもかかわらず、客からは大した反応もなく、通常の状態が続いている。
,,□,商店街（代表者）,来客数の動き,・６月初旬から中旬にかけては、消費税増税にともなう客足の減少が続いていたが、下旬に入ってからは、当地の歩行者天国が始まった効果もあり、土日の来街者が増加している。道外からの団体観光客も、下旬に入ってからは例年並みに回復しつつある。ただし、平日は地域住民の買物客のみであり、月全体としてはやや悪い状態が継続している。
,,□,商店街（代表者）,来客数の動き,・消費税増税以降、４～６月と売上の回復はまだみられていない。前年の８割程度でとどまっている。
,,□,商店街（代表者）,お客様の様子,・前回の消費税増税時に比べて、増税の影響が軽微だという人が多いことは一安心だが、業績回復まで至っていないことが心配である。ボーナス商戦も苦戦している。特に北海道の景気回復は本州に比べて遅いと言われることから、しばらくはこのままの状態が続く。
,,□,百貨店（売場主任）,来客数の動き,・店舗全体の売上は前年比93％となっている。３月に大きく伸びた特選宝飾が前年比85％台と大きなマイナスとなっている。食品関連のみが前年並みに回復しているが、その他のカテゴリー全てが前年比で10％前後のマイナスとなっている。来客数も前年比95％台で戻りきっておらず、定価品、セール品とも前年比で10％程度のマイナスとなっている。特に春夏商材において、消費税増税の影響を引きずっている。
,,□,百貨店（売場主任）,来客数の動き,・全国と比較して、来客数の減少が目立っており、当社比でも前年の８～９割の人数にとどまっている。
,,□,スーパー（店長）,販売量の動き,・消費税増税の影響は徐々になくなりつつあるが、消費マインドが増税前よりも悪化している。客がより価格に厳しくなっており、品質を吟味する傾向がみられるなど、全体的に購買力が低下している。そのため、他店との価格競争が激化している。完全に消費が戻り、景気が上向くまで、あと数か月はかかる。
,,□,スーパー（企画担当）,販売量の動き,・店頭売上の全体的な傾向をみると、消費税増税前の駆け込み需要による反動減は回復しつつあるが、米、飲料、調味料、酒類など、一部の商材で価格訴求が強まっており、これらの商材に対する消費者の財布のひもが徐々に固くなってきている。
,,□,スーパー（役員）,来客数の動き,・一部の商材を除き、消費税増税前の駆け込み需要の反動はなくなっているが、企画を打っても来客数の伸び率が低く、消費税増税分の３％が生活者の重荷になっていることがうかがえる。６月の売上を前年と比較すると、前年よりも土曜日が１日少ない状況のなか、全体の売上は前年を上回っているものの、消費税分を除いた金額では前年を1.5％下回っている。
,,□,スーパー（役員）,お客様の様子,・お中元ギフト、七夕商材などが前年を下回って推移している。生活必需品以外の消費支出が増えているようには感じられない。
,,□,コンビニ（エリア担当）,来客数の動き,・６月前半の降雨や低温により、１次産業において作業の遅れや生産量の減少がみられており、そのことが来客数にも影響している。
,,□,コンビニ（エリア担当）,単価の動き,・６月に関しては、長雨などの天候の影響で飲料水とビールの販売が不調である。
,,□,衣料品専門店（店長）,来客数の動き,・高額商材を買う客の来店は一部でみられるが、中間層の来客状況が厳しい。
,,□,家電量販店（店員）,来客数の動き,・来客数、売上ともに微増ではあるが前年を上回った。
,,□,乗用車販売店（従業員）,販売量の動き,・現在、自動車は購入や乗換えの検討対象外のようである。
,,□,乗用車販売店（役員）,来客数の動き,・例年と比べて、土日のイベントの来場者が少ない。商談も長引く傾向にあり、受注率も低い。消費税増税後の物価上昇などが影響している。
,,□,自動車備品販売店（店長）,来客数の動き,・来客数は少しずつ前年並みに戻ってきているが、全体的にはまだ悪い状況のままである。先行きの予測も難しく、お盆時期までの動向は不透明である。
,,□,その他専門店［医薬品］（経営者）,販売量の動き,・消費税増税の影響から抜け出せない状態にある。
,,□,高級レストラン（経営者）,来客数の動き,・消費税増税後も全体の売上は変わらずに推移しているが、実際には値上げとなっているため、その分、来客数が減っていることになる。
,,□,高級レストラン（スタッフ）,来客数の動き,・全体の売上は前年を下回っているが、ランチの来客数は前年並みであり、顔なじみではない新たな客層も増えている。好調と言われている建設業界の利用はみられなかったが、夕食は予約の団体客が堅調であった。一方、全体的には、食材の価格上昇が響き、個人経営の宿や飲食店は厳しい状況が続いている。地方の観光地では、アジア圏の外国人客が多く、旅館や人気店が繁盛している。
,,□,観光型ホテル（スタッフ）,来客数の動き,・観光目的の一般団体客と外国人観光客の入込が堅調である。その一方で、個人客の入込は、ビジネス、観光ともに苦戦している。
,,□,観光型ホテル（役員）,来客数の動き,・引き続き外国人客の需要は高いが、国内客の動きが鈍く、３か月前と比べて来客数などに大きな変化はみられない。
,,□,旅行代理店（従業員）,販売量の動き,・ビジネス、観光ともに航空機利用がやや増加の傾向を維持しているが、単価が前年よりもやや低下しているため、販売額は横ばいで推移している。
,,□,旅行代理店（従業員）,単価の動き,・客の動向や客単価、先行受注状況をみる限り、不透明な状態にある。
,,□,旅行代理店（従業員）,来客数の動き,・タイの政情不安、韓国の旅客船沈没などの影響のため、アジアへの出国者数が伸び悩んでいる。サッカーワールドカップの１次予選敗退の影響で客のマインドも悪い。
,,□,タクシー運転手,来客数の動き,・６月はＹＯＳＡＫＯＩソーラン祭りなどのイベントがあったため、人出は良かったが、タクシー利用は前年と比べて増えていない。売上も前年比マイナスであった。
