Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,お客様の様子,・気温がかなり高いため、夏物バーゲンが一段落した後も、まだまだ客が夏物を求める傾向にあり、来客数・販売量とも減少していない。
,,○,商店街（代表者）,販売量の動き,・一過性の要因で景気が良くなったとは言えないが、軽衣料、酒屋など天候に左右される業種では気温の上昇に伴い、販売量が伸びている。
,,○,百貨店（売場主任）,販売量の動き,・婦人服でカットソー・Ｔシャツ等のまとめ買いが目立っているほか、婦人肌着やパジャマ等も着替えを一緒に買うなど、まとめ買いが目立っている。
,,○,コンビニ（エリア担当）,来客数の動き,・今月は気温が高く、温度帯商品であるアイス・飲料水・ビールが特に売れている。
,,○,コンビニ（エリア担当）,販売量の動き,・最高気温の上昇に伴い、温度帯商品の動きが良く、売上を押し上げている。
,,○,コンビニ（店長）,来客数の動き,・前年より天候が明らかに良いことに加えて、ＡＴＭの設置や電子マネーカードの導入の効果もあり、１日当たりの来客数が50～100人ほど増加しており、売上に対してプラスに作用している。
,,○,衣料品専門店（店長）,販売量の動き,・今月は暑い日が多いため、夏物の動きが良くなっている。客はどうしても必要なものがあれば買物をする余裕があるようだ。
,,○,家電量販店（店員）,販売量の動き,・７月は猛暑のため、エアコン・扇風機が絶好調であるほか、冷蔵庫も好調であり、販売量が前年を上回っている。
,,○,家電量販店（地区統括部長）,販売量の動き,・オリンピック需要でＡＶ商品、特に薄型テレビ・ＤＶＤレコーダーが好調に推移していることに加えて、猛暑により季節商材・白物家電が好調である。
,,○,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・７月は天候が良く、車での移動が増えており、販売数量が伸びている。
,,○,その他専門店［造花］（店長）,来客数の動き,・今月からクリスマス商品の予約を始めており、それに対する客の反応が良い。
,,○,一般レストラン（スタッフ）,単価の動き,・７月は夏らしい暑さが続き、ビール・冷酒の売上が伸びて消費単価の増加につながった。
,,○,設計事務所（所長）,競争相手の様子,・今年は春先からの着工物件が多く、それらが一段落してきたものの、新たな着工物件がみられる。前年、一昨年にはなかった状況だ。
,,□,商店街（代表者）,単価の動き,・暑い日が続いたことで、業種によっては売上量が減少している。また、商店街への来客数も減少しており、客の低単価志向も相変わらず続いている。
,,□,商店街（代表者）,単価の動き,・季節商材の売行きはまずまずの状態だが、高単価商品の売行きが今一つ伸び悩んでいる。
,,□,一般小売店［酒］（経営者）,販売量の動き,・７月に入り、暑い日が続いているが、発泡酒など単価の安い商品ばかり売れ、なかなか売上に結び付かない。
,,□,百貨店（売場主任）,お客様の様子,・ここ数か月同様、客に無駄な消費を抑えている様子がうかがえる。また、お中元等、ギフト需要月ではあるが、例年に比べて受注件数が良くない。特に法人は依然として厳しい様子である。
,,□,スーパー（店長）,販売量の動き,・ここ数日間は、お中元の売上が上向き傾向にあるが、期間トータルでは前年を５％ほど下回っている。特に今年は大口需要がほとんどなく、買上点数・単価ともに落ち込んでいる。
,,□,スーパー（店長）,来客数の動き,・気温の高い日が続いていることから、ビール・飲料の売上が前年を20～30％ほど上回っているほか、エアコンの売上は前年の２倍となっている。また、青果を中心とした販促強化を行っていることもあり、売上高は徐々に回復傾向となっている。
,,□,スーパー（企画担当）,それ以外,・お中元商戦では、半額ギフトの売行きが大幅に伸び、売上金額の確保が難しい状況にある反面、食品の安心・安全を求める声の高まりを背景に、土用の丑のうなぎ等は安い輸入物から国産商品にシフトしているなど、特定商品の販売単価の上昇もみられる。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数に大きな変化がみられない。
,,□,衣料品専門店（店長）,お客様の様子,・依然として客は買物をするのに慎重であり、高額品が売れなくなっている。
,,□,衣料品専門店（店員）,それ以外,・今月は夏のバーゲンセールの時期でもあり、セール時には多数の来店があったが、セールが終わってからは客数が激減し、買上もかなり悪い状況になった。やはり、今までどおり低単価商品のみ買う人が目立つ。
,,□,家電量販店（経営者）,単価の動き,・価格優先の商品選びが目立っている。
,,□,乗用車販売店（従業員）,販売量の動き,・全体的に、前年より受注ペースが悪く苦戦している。
,,□,乗用車販売店（役員）,販売量の動き,・高額商品は伸び悩み、低価格商品の動きが良い。
,,□,住関連専門店（営業担当）,単価の動き,・消費税総額表示の影響もあり、主力商品の平均単価は、インテリア、スポーツ・レジャー用品、衣料品のいずれもが前年を下回っている。唯一、猛暑の影響で扇風機が売れ、大型テレビの特売セールが当たった家電で単価が前年を上回っている。
,,□,高級レストラン（スタッフ）,単価の動き,・ランチは待ち客が出る時期であるが、ディナーの入込が悪い。飲料の落ち込みも含め客単価は前年から５％低下している。
,,□,高級レストラン（スタッフ）,お客様の様子,・この時期は、週末の花火大会やビヤガーデンが開催されると、夜の売上が途端に下がる。また、オリンピックがあると開催期間はもちろん、約１か月前から夕食客が減少する。一方で、本州資本の企業による展示会や製薬会社の会合が少し目立っており、数字を上げている。全体では前年売上を超えた。
,,□,タクシー運転手,来客数の動き,・今年６月まではタクシーの利用が前年に比べ大きく減少していたが、７月は例年より暑い日が多いので、前年より減少幅が少ない。
,,□,タクシー運転手,お客様の様子,・各種イベントも開催され、需要が期待されたが客足の伸びは今一である。
,,□,美容室（経営者）,お客様の様子,・技術料の売上はやや上がっているが、商品の販売が思わしくないので全体ではあまり変わらない状況である。
,,□,住宅販売会社（従業員）,来客数の動き,・マイホームセンター・モデルハウス等の来場数は引き続き低調に推移している。
,,▲,スーパー（店長）,販売量の動き,・３か月前に大きなセールを行った反動もあるが、販売量が15％も落ちている。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・悪かった前年の来客数を大幅に下回っている。ピラミッドのかさが小さくなる現象は小売にとって危機である。
,,▲,観光型ホテル（経営者）,来客数の動き,・道外における景気回復機運が、サービス業にまで及んできていないのか、道外客の動きが鈍い。団体旅行数の減少、旅行客数の減少がコンスタントになってきている。団体旅行の低額化は底を突いたようだが、個人客の低額化が始まっている。地元客は、先行き不安感が一掃されていないため、引き続き低調である。外国人客は変動が多すぎる。
,,▲,旅行代理店（従業員）,販売量の動き,・道内客の家族旅行が少なく、販売量で前年実績を達成するのが困難な状況である。どこの温泉旅館も苦戦している。また、ＪＲ・航空券ともに前年の70％台であり、６月まで順調に伸びていた販売額に急ブレーキがかかっている。９月の先行受注も伸びてこない。
,,▲,タクシー運転手,来客数の動き,・観光入込が順調であり、観光客は昼だけでなく、夜も夜景を見るなどの観光を行うなど、観光客の利用は好調であるが、地元客の利用が低調であり、なかなか良い方向に向かってこない。
,,×,高級レストラン（スタッフ）,来客数の動き,・色々な施策を実施しても、６月と同様に全く上向く傾向にならない。
,,×,スナック（経営者）,来客数の動き,・選挙もあったため、前年と比べて売上がかなり落ちている。
,,×,住宅販売会社（従業員）,販売量の動き,・来客数の減少も目立つが、建築業界では新築から中古へシフトする客層の動きが目立っている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・大都市圏での受注が増加している。
,,○,輸送業（支店長）,受注量や販売量の動き,・第１四半期に好調だった輸入雑貨・木材・鋼材等の荷動きが継続しており、今月も良くなっている。
,,○,輸送業（営業担当）,取引先の様子,・猛暑の影響で飲料関連業界が絶好調で、資材・製品の輸送にフル回転である。
,,○,通信業（営業担当）,取引先の様子,・具体的な売上アップにつながらないため、これまで後回しになっていたセキュリティ関連の商談が増えてきた。企業ブランドの向上に取り組む余裕が多少は出てきている。
,,□,食料品製造業（経営者）,受注価格や販売価格の動き,・消費税総額表示への移行に伴い、末端からの実質的な値下げ要求がなかなか終わらない。一方、段ボール・包装材料・燃料などの価格上昇に伴い、生産コストが増加している。
