Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,お客様の様子,・前年からみると客が多く感じられる。
,,○,スーパー（店長）,販売量の動き,・12月は11月と比べると７％ほど販売量が増えており、前年比でも102.4％と前年を上回っている。
,,○,一般レストラン（スタッフ）,お客様の様子,・年末になり、周辺のスーパーやホームセンターに寄る客が増えてきて、それに伴い当店への来客も増えている。
,,○,美容室（経営者）,お客様の様子,・少額商品が中心ではあるが、売上が上がってきている。
,,○,設計事務所（職員）,お客様の様子,・前月に引き続き、中心市街地でのビル設計の引き合いがきている。空き地であった場所での建物建設に金融機関の融資がつくようになったのかと考えている。また、ビル建設のための用地探しの引き合いもある。
,,□,商店街（代表者）,販売量の動き,・12月は３回の降雪があるなど、観測史上最高の積雪量となり、商店街への人出は減少したものの、防寒用靴を取り扱っている店舗では売上が好調となっている。
,,□,商店街（代表者）,販売量の動き,・最盛期の防寒商品はそこそこ売れているが、例年よりは販売量が落ちていて、それをカバーするような単品の販売も３か月前ほど上がっているとはいえない状況である。
,,□,百貨店（売場主任）,お客様の様子,・天候や気温の不順もあるが、冬物商材への反応が鈍く、価格に敏感な様子がうかがえる。しかしながら、クリスマスギフトに限っては非常に好調であった。依然として、目的買いは好調であるが、衝動買いではシビアさがうかがえる。
,,□,百貨店（販売促進担当）,販売量の動き,・12月後半はセール及びクリスマス商戦が好調であったものの、お歳暮商戦の不振やセール前の買い控えなど、前半の苦戦が影響し、全体としては３か月前と変わらぬトレンドで終わる。
,,□,百貨店（役員）,お客様の様子,・中旬まで気温も高く雪もなかったため、季節商材である防寒衣料、特にロングコートやファッションブーツの販売量が前年を下回っている。下旬に入り気温が低下し、降雪もあったがカバーできなかった。ロングコートの販売量は前年比91％、ファッションブーツは前年比62％であった。
,,□,スーパー（店長）,お客様の様子,・12月商戦全般をみると、食品は前年の売上も確保しているが、節約できると思われる衣料品、雑貨関連は消費を押さえている傾向にある。また、年末商戦で年々伸びていた花の売上ダウンが目立ち、節約ムードが感じられる。
,,□,スーパー（企画担当）,単価の動き,・歳末商戦の動きをみると、来客数は回復傾向にあるが、販売単価を中心に客単価は低下傾向が続いており、消費性向が上向いているという状況にはない。
,,□,コンビニ（エリア担当）,来客数の動き,・12月はクリスマスから年末にかけて単価の高い商品の動きが良くなるが、今年に限っては単価の高い商品の動きがあまり良くない。
,,□,コンビニ（店長）,来客数の動き,・クリスマス用品、年賀状の申込、お歳暮など、12月は普段ない特需があるため、多少単価に上昇の気配があるが、夏場と比べると来客数が減少するため、売上はそれほど増えていない。
,,□,衣料品専門店（店長）,お客様の様子,・商店街や個人店の売上は、依然として良い方向へは向かわず、悪くなっていると感じられる。
,,□,衣料品専門店（店長）,単価の動き,・売れ筋の商品は半年や１年で単価が大きく低下しているような状況であり、それに伴い客単価も低下している。
,,□,衣料品専門店（店員）,販売量の動き,・実際の販売量は、前月と比較して少なくなっているが、来客数は変わっておらず、年明けからのセール待ちの印象を受ける。
,,□,家電量販店（経営者）,お客様の様子,・今年の12月の売上は、例年の売上の70％ほどであり、年末に大きな買物をする傾向が弱まっている。
,,□,家電量販店（店員）,販売量の動き,・12月商戦は、今一つ盛り上がりがない。薄型テレビ、ＤＶＤレコーダーなどは良く動いたものの、売上金額では前年に届かない状況である。
,,□,乗用車販売店（従業員）,来客数の動き,・客の来場が前年より少し悪くなっている。客はいつもより忙しい人が多く、仕事は増えているものの、年収が減少している人が多いと聞いている。
,,□,乗用車販売店（営業担当）,販売量の動き,・販売量が前年より少ない。
,,□,住関連専門店（経営者）,来客数の動き,・今年は暮れになっても客数の増加がみられない。盛り上がりが全くない。
,,□,高級レストラン（スタッフ）,単価の動き,・ランチの客単価は前年比がほぼ横ばいであるが、ディナーの客単価が９％減少している。
,,□,スナック（経営者）,来客数の動き,・10月、11月と売上が落ちていたため、12月に期待していたが、忘年会の出足が遅く、少しは良くなってきたのは中旬以降からであった。
,,□,観光型ホテル（経営者）,来客数の動き,・来客数の動きはほぼ前年並みであり、特に大きな変動はない。
,,□,タクシー運転手,来客数の動き,・12月は一年で最もタクシーの利用が多く、売上の上がる月であるが、忘年会等が減っているせいか、週末以外はタクシーの利用が少なく、売上も前年より減少している。
,,□,タクシー運転手,お客様の様子,・既に年末の繁忙期に入っているが、忘年会等の人出が思わしくない状況である。
,,□,設計事務所（所長）,それ以外,・若干の景気上向き感はあるが、毎月確実に上向いているという実感が湧くほどではない。年末になり、業者のあいさつ回りが頻繁にみられるが、カレンダーや手帳といったものはやはり少なく、まだまだ厳しいのかとも思える。
,,□,住宅販売会社（従業員）,来客数の動き,・マイホームセンターの来場者が相変わらず少ない。
,,□,住宅販売会社（従業員）,販売量の動き,・販売量の減少と平行して来客数の動きも非常に悪く、単価も低下している。
,,▲,商店街（代表者）,お客様の様子,・12月上旬から暖冬が続き、特に防寒品が悪く、衣料品店では前年割れは必至である。また各業種からの様子では衝動買いがますますなくなってきている様子である。
,,▲,商店街（代表者）,お客様の様子,・消費者は先行き不安感が強く、セール等にも動きが大変鈍い。本当に必要な商品にしか感心を示さないのが現況である。
,,▲,一般小売店［土産］（店員）,お客様の様子,・客は余計なものを買わない。500円の新商品があれば買うが、別の500円の商品を買うのはやめるというような、かなり絞り込んだ買物をしている。
,,▲,百貨店（売場主任）,お客様の様子,・冬物衣料の販売状況では、カシミヤ、毛皮、毛皮付きコート等の高額品が販売に結び付かず、結果的に単価が下がっている。
,,▲,スーパー（店長）,来客数の動き,・売上は相変わらず前年を下回っており、苦戦状況が継続している。特に、衣料品、住居用品、専門店の売上は10～15％ほど減少しており、低迷している。食品のみ、価格強化策が奏を功して前年比97％で推移している。また、客数は前年比95％と回復基調には厳しい状況である。
,,▲,家電量販店（地区統括部長）,競争相手の様子,・市場規模があまり大きくない地区にも競合店が出店しており、影響が出ている。
,,▲,住関連専門店（従業員）,販売量の動き,・年末商戦では、売上が前年を超えることはできなかった。
,,▲,高級レストラン（スタッフ）,お客様の様子,・12月としては近年まれに見る悪さであった。特に上旬は暇で年末とは思えなかった。クリスマスディナーの単価が低下しており、高い値段のランチメニューに一部移行したようだ。忘年会などの個室利用は激減して、売上は前年の40％となった。客向けのタクシーは、年末にもかかわらず、配車の電話をすると５～６分で来てしまい、客足の悪さを象徴していると感じた。
,,▲,観光型ホテル（経営者）,来客数の動き,・中京・九州圏からの送客が好調の反面、首都圏、阪神圏からの送客が大きく落ち込んでいる。いまだに台風や地震という自然災害の影響が大きいと考えている。地元客の動きは、依然として鈍い。消費単価は上昇傾向にあるが、人員減をカバーできるほどではない。インバウンドの海外客は、引き続き伸びている。
,,▲,旅行代理店（従業員）,販売量の動き,・来客数が明らかに減少していることに加えて、今月の海外旅行受注件数が５件に満たないという緊急事態となっている。受験生の申込も激減しているほか、関東圏のテーマパーク主導の北海道を対象とした優待期間の設定ツアーも前年割れとなっている。
,,▲,旅行代理店（従業員）,販売量の動き,・安・近・短の傾向が顕著で販売額が伸びない。特に海外旅行にその傾向が強く、品質より価格での選択傾向になっている。
,,▲,タクシー運転手,来客数の動き,・例年12月の忘年会シーズンになると、売上がかなり増加するが、今年は月の前半は全く駄目で、半ば頃から週末に人出がみられるようになった程度であり、全体的に悪くなっている傾向は止まらない。
,,▲,観光名所（職員）,単価の動き,・客の買物の様子が非常に慎重である。
,,×,一般小売店［酒］（経営者）,販売量の動き,・12月に関しては、客先一件当たりの販売量が極端に悪くなっている。販売量の減少に加えて単価も良くない状況である。
