Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,スーパー（店長）,販売量の動き,・客単価が落ち込んでいるものの、販売量は前年比106％と伸びている。
,,○,スーパー（店長）,来客数の動き,・３か月前と比べると来客数がやや伸びてきている。
,,○,スーパー（店員）,販売量の動き,・毎年、１万円の買物券を買った客に５％の買物券をプレゼントする企画を期間限定、会員限定で実施しているが、前年以上の伸びをみせている。やはり特典が付いているためか、初日から前年を上回る販売量となっており、このまま推移すれば期間中の販売量は前年を上回ることになる。
,,○,観光型ホテル（経営者）,来客数の動き,・地元客が全くの不振であるものの、道外からのツアー客が順調であることから、地元客の不調分をカバーしている。ただ、これまで好調だった中部地区からのツアー客に陰りが出てきている。
,,○,通信会社（企画担当）,販売量の動き,・携帯電話においては、各社が秋冬向けの新商品を発売しており、機種変更、新規契約共に活気付いている。
,,□,スーパー（役員）,単価の動き,・ここ数か月、既存店の売上は前年比108％前後、来客数が前年比107％前後で推移している。買上点数がやや減少する一方で、商品単価がやや上昇する状況が変わらず続いている。
,,□,コンビニ（エリア担当）,単価の動き,・来客数も売上も前年を上回っている。タスポ効果により、たばこ以外の商品の販売が順調であるが、これは来客数の増加によるものであり、１人当たりの購入額は前年を下回っている。業界としては順調であるが、客が出費に慎重な様子がうかがえる。こうした状況は、ここ数か月継続している。
,,□,コンビニ（エリア担当）,来客数の動き,・タスポ効果が継続しており、たばこ以外のカテゴリーも連動して伸びている。ただ、たばこの伸びは鈍化傾向にある。
,,□,コンビニ（エリア担当）,単価の動き,・タスポ効果による来客数の増加により、販売量も増加している。しかし、客単価は２％ほど低下しており、同種商品でもより単価の安い商品にシフトしている。また、催事商品の売上が好調であり、近くのコンビニで用を足す傾向が強まっている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格の下落により、石油製品の販売量は前年並みに回復したが、自動車関連部品の売上が低迷している。
,,□,旅行代理店（従業員）,お客様の様子,・円高の傾向にあるものの、１月以降の海外旅行への問い合わせ件数や申込件数が前年よりも少なくなっている。
,,□,美容室（経営者）,来客数の動き,・ここ数か月、来客数がほぼ同じような状況で固定化しており、良い動きも悪い動きもみられない。
,,▲,商店街（代表者）,販売量の動き,・前月末から今月にかけて商店街周辺に食品スーパーが相次いでオープンしており、食品関係を扱う商店の売上は軒並み前年を大きく下回っている。
,,▲,商店街（代表者）,単価の動き,・防寒物の最盛期を迎える11月に入っても、単価の高い防寒物が売れず、客単価が低下している。
,,▲,商店街（代表者）,来客数の動き,・11月中旬からの気温の冷え込みにより、来街者数、来客数共に減少している。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・例年であれば、冬のボーナスを当て込んだ需要がそろそろ出てくるが、今年はそうした需要がまだみられない。ボーナスも厳しい状況のようなので、お金を使わない風潮が色濃く出ていると感じる。
,,▲,百貨店（売場主任）,お客様の様子,・集客状況は各日とも悪化している。特に土曜、日曜の落ち込みが大きい。客単価に大きな落ち込みはみられないが、値札をよく見ながら商品を選んでいる様子から、価格への敏感さがうかがえる。食品の集客で買い回るこの店の傾向からみると、近郊でスーパーの出店が続いたことで、食品部門の来客数が前年を10％下回っていることの影響が大きい。
,,▲,百貨店（売場主任）,販売量の動き,・販売量が減少しており、売上を確保するのが大変厳しい状況となっている。
,,▲,百貨店（販売促進担当）,お客様の様子,・ここにきて、消費者の購買態度が日増しに厳しくなっている。百貨店業界では、各社が継続的なセールの投入やポイントカードのポイント付与率引上げなど、消費喚起策に躍起となっているが、肝心の消費者に動きがみられない。最近では、衝動買いをあまり見かけなくなっており、本当に必要な物を長時間吟味して買うのが当たり前の光景になってきている。
,,▲,スーパー（役員）,販売量の動き,・既存店の動向をみると、客単価は上昇しているが、それは値上がりによるものであり、買上点数は若干減っている。
,,▲,家電量販店（店員）,販売量の動き,・イベントや招待会、週末の来客数はまずまずであるが、平日の来客数が前年よりもかなり少なくなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・具体的な商談に入ることができず、客の購買意欲が感じられない。
,,▲,乗用車販売店（従業員）,販売量の動き,・最近は点検等の入庫が徐々に減りつつあり、サービス部門の売上が前年を下回ってきている。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・来客数の減少に歯止めがかからない。冬場の好景気はもはや有り得ない状況となっている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・地元客に合わせたメニュー作り、ＰＲ広告の実施、観光スポットでのパンフレット配布などの販促の結果、売上はかろうじて前年を２％上回った。客単価はほぼ前年並みであったが、定期的に販促を行わないと厳しい状態にある。
,,▲,高級レストラン（スタッフ）,お客様の様子,・11月は連休が２度あったことから、消費動向がやや悪く、アルバイト従業員を早上がりさせるなどした。他店も厳しいようであり、知人のレストランでは夕食の来客数がゼロの日もあった。地方にあるシティホテルでは、朝食の料金は以前と変わらないのに、料理の品数が少なくなっていた。
,,▲,スナック（経営者）,来客数の動き,・繁華街を出歩いている人が少ない。
,,▲,観光型ホテル（スタッフ）,単価の動き,・インターネットでの予約状況をみると、宿泊料金が安くなる間際の予約が増えてきている。
,,▲,旅行代理店（従業員）,販売量の動き,・海外旅行の販売量が前年の60％、国内旅行の販売量が前年の95％となっており、販売額が前年を下回っている。海外旅行における円高の影響もみられない。
,,▲,タクシー運転手,お客様の様子,・経済の不況感から、病院への通院などでタクシーを利用していた人も利用しなくなった。また、夜や深夜の利用客が極端に少なくなっている。
,,▲,タクシー運転手,来客数の動き,・電話での注文数が減少している。
,,▲,観光名所（役員）,来客数の動き,・週末や連休はともかく、平日の来客数の落ち込みが目立つようになっており、前年並みの来客数を維持するのが難しい状況となっている。
,,▲,その他レジャー施設（職員）,それ以外,・施設を無料で一般開放した際に実施した企画において、前年や一昨年よりも多数の利用者がみられた。不景気のため、利用客もなるべくお金を使わないようにしている様子がうかがえる。
,,▲,設計事務所（職員）,それ以外,・米国発の金融不安により、ファンド系のマンション事業が中止又は保留されている。また、金融機関の貸しはがしを警戒して事業が中止される例もあり、建設会社の営業担当者は対象物件がほとんどなくなっていると憂いている。
,,×,商店街（代表者）,お客様の様子,・10月下旬以降、来客数が激減しており、客の消費気運も最低の水準となっている。季節商材への反応もみても、低価格で本当に必要な物しか購入しない傾向が更に強まってきている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・悪いムードが更に悪いムードを引き起こしており、より一層悪くなっている。また、年末を控えて銀行の貸し渋りが現実に起きており、そのせいで更に悪くなっている。
,,×,百貨店（売場主任）,販売量の動き,・暖冬の影響もあり、客の買い控えが相変わらず続いている。特に、コートを始めとする重衣料の動きが悪く、婦人服の販売量は前年の80％、紳士服の販売量に至っては前年の60％となっている。
,,×,百貨店（役員）,来客数の動き,・客単価はそれほど変わっていないが、来客数の減少により、売上が低下している部門が目立つ。
,,×,スーパー（店長）,お客様の様子,・売れる物が両極化している。良い物か安い物では動きがみられるものの、中間帯の商品の売行きが非常に悪くなっている。
,,×,家電量販店（店長）,来客数の動き,・省エネ性の優れた商品の売行きが良いことから、商品単価自体は上昇しているものの、買い回り客がそれほど多くないため、全体の売上としては前年から微減で推移している。
,,×,家電量販店（地区統括部長）,販売量の動き,・北京オリンピックの終了以降、毎月、売上が前年を下回っている。特に薄型テレビにおいては、販売台数もさることながら、単価の低下が目立っている。
,,×,乗用車販売店（営業担当）,販売量の動き,・販売実績が前年の半分程度にとどまっている。
