Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・東北新幹線の青森開業により、函館まで足を延ばす観光客が増えており、ホテルや周辺の飲食店は前年から５％前後の伸びがみられた。ただし、商店街としては年末大売出しも盛り上がりに欠け、やや悪い状態であった。
,,○,百貨店（販売促進担当）,お客様の様子,・客単価が前年を上回る傾向で推移している。さらに、客の買上率も前年に比べて上昇してきており、消費意欲が高まってきている。
,,○,スーパー（店長）,来客数の動き,・11月から来客数が増加傾向にあり、今月の来客数は前年比107％を超えるなど、大きな伸びがみられる。
,,○,スーパー（役員）,お客様の様子,・11月末でエコポイントが半減したことにより、家電に集中していた支出がお歳暮などの一般の支出に回ってきている。
,,○,家電量販店（店員）,販売量の動き,・薄型テレビや冷蔵庫などのエコポイント半減のため、今月の来客数は落ち込んだが、薄型テレビ以外の家電の購買は前年並みであった。
,,○,高級レストラン（スタッフ）,販売量の動き,・クリスマスディナーやケーキの販売が好調である。また、おせち料理の予約も多く、イベントの際には高価な買物をする傾向が強い。
,,○,タクシー運転手,お客様の様子,・12月は年の瀬ということもあり、３か月前と比べると、人も金も若干動きが良く、景気は３か月前と比べると上向いている。
,,□,商店街（代表者）,お客様の様子,・ボーナスが前年を下回っている。また、客からは息子の就職がまだ決まっていないなど、先の暗い話ばかり耳にする。今まで客から本当の声をなかなか聞けなかったが、最近は切実な声として聞くようになった。実際、不要不急の物を購入する気になれないというのが実情である。
,,□,商店街（代表者）,お客様の様子,・12月は防寒物本番の月であったが、年明けのバーゲンまで大きな買物を待つという客の買い控えがみられた。
,,□,商店街（代表者）,お客様の様子,・客の様子は以前と変わらず、変化がみられない。
,,□,商店街（代表者）,来客数の動き,・年末商戦期間であったにもかかわらず、初旬及び中旬ともに来客数は増加していない。また、来客数の増加が期待された下旬においてもクリスマスイブ前日は大雪の影響で来街者数は予想をかなり下回った。クリスマス以降についても盛り返すまでの来客数はみられない。特に飲食店への入店客が少ないのが目立つ。
,,□,一般小売店［酒］（経営者）,販売量の動き,・月半ばまでの贈答品の動きをみると、販売量は前年とそれほど変わらないが、客単価が平均で500円ほど落ち込んでいる。また、一般の販売品については、１回当たりの客の買上点数がとても少なくなっており、細かい買物が増えている。
,,□,百貨店（販売促進担当）,単価の動き,・お歳暮ギフトやクリスマスケーキ、おせちの動きをみると、販売量は前年と比べて微増しているのに対して、単価が下がっているため、売上は前年を下回っている。ボーナスの減少や家電への需要シフトの影響もみられる。
,,□,スーパー（店長）,販売量の動き,・11月ほどではないが、12月商戦としてはギフト等の売れ方に大きな波がなく、しめ縄等の季節商材も売行きが不振である。ただ、青果、食肉、鮮魚等の生鮮部門が健闘し、売上は計画を達成できている。
,,□,スーパー（企画担当）,お客様の様子,・今夏の猛暑の影響で当地の主要産業である農業において、作物の生育状況が思わしくなく、消費に影響を及ぼしている。単価についても、前年に対しての減少幅は縮小しているが、依然としてデフレ傾向が止まらない。
,,□,スーパー（役員）,単価の動き,・既存店ベースの売上は前年比105％となっており、前月からは２％程度上回って推移している。客単価は前年比103％と上昇している。売上構成比の高い裏作のみかんなど、生鮮食品全般の相場高が加わり、商品単価が前年比101％と高くなっているなか、１人当たりの買上点数は前年比102％とやや増加している。
,,□,コンビニ（エリア担当）,来客数の動き,・売上は回復傾向にあるが、来客数は前年並みかそれ以下の状態となっている。
,,□,コンビニ（エリア担当）,単価の動き,・予約商品の動きをみると、数量はそれなりに動いているが、単価の低い商品に予約が集中している。
,,□,衣料品専門店（店長）,お客様の様子,・商店街で売出しを年末にかけてやっているが、なかなか数字が上がらず、売上が段々と落ちてきている。
,,□,家電量販店（地区統括部長）,販売量の動き,・11月度のエコポイント特需の反動があり、売上が前年よりは減少している。ただ、12月から付与ポイント数が半減したとは言え、家電エコポイント制度自体は継続しているため、ほぼ横ばいの状況である。
,,□,旅行代理店（従業員）,販売量の動き,・海外旅行は依然好調であり、売上は前年比141％となっている。先行受注の１月のハワイチャーター便も200名分がすでに完売している。国内旅行は売上が前年比80％で低迷している。特に自社ブランドのシェアが伸びてこない。
,,□,旅行代理店（従業員）,販売量の動き,・12月の取扱額は、国内旅行が前年比101％、海外旅行が前年比84％となっている。国内旅行が若干前年を上回っているものの、海外旅行が前年割れしており、全体の状況はあまり変わっていない。
,,□,タクシー運転手,来客数の動き,・12月は忘年会などで夜の人出が多くなり、タクシーが１年で１番忙しい繁忙期となる。週末はすすきのも人出が多く、タクシーの利用が多かったが、平日はいつもと変わらなかった。
,,□,タクシー運転手,販売量の動き,・今月の売上は、３か月前と比較すると約５％落ち込んでいる。しかし、毎年この時期になると、売上が多少落ち込むのが普通であり、前年と比較すると、約２％の売上増となっていることから、景気が下向きとは言えない。
,,□,タクシー運転手,来客数の動き,・電話注文が減少しているほか、来客数も前年を下回っている。客単価も低下している。
,,□,通信会社（企画担当）,競争相手の様子,・通信会社各社の販売・宣伝・通信機器のバリエーションがきっ抗しており、客の今後の注目度にも大きな変化がないため、３か月前と比べて状況は変わらない。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・冬の訪れとともにフェリーの輸送量が減少すると思われたが、建設工事の工期が延長されていることもあり、予想以上の輸送量がみられた。
,,▲,商店街（代表者）,単価の動き,・クリスマスプレゼントの客単価が前年より10％以上下がっている。また、客１人当たりの買上点数も落ち込んでいる。
,,▲,百貨店（売場主任）,販売量の動き,・12月に入り、来客数は前年並みをキープしているが、１人当たりの買上点数、買上金額が大きく落ち込んでいる。
,,▲,百貨店（売場主任）,販売量の動き,・冬物衣料の動きが厳しい状況にある。暖冬の影響もあり、コートやニットの動きが非常に悪く、動きがみられない。
,,▲,百貨店（売場主任）,来客数の動き,・11月の全店の売上は前年比90.3％であったのに対して、12月の売上は現時点で前年比93.7％となっている。買上客数は11月に引き続き94％台で推移しているが、９～10月に前年並みとなっていた客単価が11月に前年比95.4％まで低下しており、12月もこの傾向が続いている。
,,▲,百貨店（役員）,お客様の様子,・11月までは家電エコポイント制度による来客数の増加が家電以外の分野にも寄与し、比較的順調な売上であったが、今月は来客数が減少しており、厳しい状況にある。
,,▲,コンビニ（エリア担当）,販売量の動き,・たばこの値上げ分が上乗せされていることで売上は前年を超えているが、来客数は前年を下回っている。客単価も低下しており、より安い商品にシフトしている傾向がうかがえる。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・あまり人が出歩いておらず、客が来ない。閉塞感があり、買わないことが固定化しそうだ。
,,▲,高級レストラン（スタッフ）,単価の動き,・低価格に対応したメニューを期間限定で販売したが、そのメニューが人気であった。来客数はほぼ前年並みであったため、売上は前年比で１％下がった。
,,▲,高級レストラン（スタッフ）,販売量の動き,・クリスマス関連では12月24日以外は満席にならなかった。夕食でも団体客が減っているほか、小グループの客単価が下がっている。飲食店では、昼食は前年並みに客が入っているようだが、すすきのの飲食店では、客は夜遅くまでおらず、早めに地下鉄で帰ってしまうようだ。
,,▲,観光型ホテル（経営者）,来客数の動き,・円高による海外客の減少がみられる。また、航空路線や機材の縮小によって需要があっても北海道に来られない観光客も多数いる。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・12月に入り、雪がテーマの観光やスキーでの宿泊客がメインとなっているが、降雪の遅れが影響してか、予約状況は前月や例年と比較しても10％近く悪い。また、若者の冬のスポーツであるスノーボード客も、高い失業率から、レジャーより就活に専念しており、余暇を後回しにしている状況がうかがえる。
