Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,スーパー（店長）,単価の動き,・スーパーにおいては新型コロナウイルスの影響で巣籠り需要が生じている。
,,○,－,－,－
,,□,一般小売店［土産］（経営者）,来客数の動き,・緊急事態宣言は外出禁止令と同じようなものであり、店の前を誰も通っていない。売上は前年比3.3％となっている。
,,□,百貨店（役員）,来客数の動き,・３～４月と比べると回復の兆しがみられるものの、先行きが不透明なことから、景気は余り変わらない。
,,□,スーパー（役員）,単価の動き,・４月と同様に、新型コロナウイルスの影響で家庭内食によるとみられる購入が増えている。買上点数の増加により、客単価は２けたアップしており、売上は前年実績及び予算を上回る状況で推移している。ただ、飲食業など、他業態の状況をみると、現状は一時的なバブルとしか考えられない。
,,□,乗用車販売店（従業員）,販売量の動き,・今の状況がいつまで続くのか、まだまだ不安である。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・ここ数か月の来客数の増加は特記するものがある。客は間違いなく新型コロナウイルス対策として、少しでも自衛できるものを求めている。マスクや消毒アイテムはまだまだ不足している。ただ、間違った知識や過剰な期待も相当みられる。１人ずつ丁寧に正しい防御方法を教えることを使命と思い、徹底して接客していくのみである。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・自粛が長期間続いていたため、自動車用燃料の販売量が激減している。
,,□,美容室（経営者）,来客数の動き,・来客数の動きは前年及び３か月前と比べてほとんど変わらない。
,,▲,商店街（代表者）,お客様の様子,・客の反応は決して良いものではない。新型コロナウイルスの影響がもろに響いている。
,,▲,スーパー（店長）,お客様の様子,・新型コロナウイルスの発生以降、ファッション衣料や化粧品などの不要不急の商材については、低迷から脱することができていない。
,,▲,スーパー（企画担当）,来客数の動き,・当店は食品スーパーのため、新型コロナウイルスによる特需で、売上は前年を数％上回っているが、他業種の状況が良くないため、景気はやや悪い。
,,▲,コンビニ（エリア担当）,来客数の動き,・前月と比べて変化がない。各地でのイベント行事が中止となり、観光客の減少が続いている。
,,▲,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルスの影響により、客の買上点数は増えているが、来客数は１割以上減少している。
,,▲,家電量販店（店員）,それ以外,・自粛ムードにより、人の動きに回復の兆しがみられない。
,,▲,乗用車販売店（従業員）,来客数の動き,・緊急事態宣言以降、客足が伸びていない。解除後も、そうした状況は変わらない雰囲気であり、例年よりも厳しい状況にある。
,,▲,自動車備品販売店（店長）,販売量の動き,・新型コロナウイルスの影響による自粛に伴い、来客数や売上が減少しており、経済が回っていないと感じる。緊急事態宣言解除後の動向に期待している。
,,×,商店街（代表者）,それ以外,・自粛要請により、人出が今までにないくらい減っている。集客ができている店舗でも２～３割の減少となっており、集客がしっかりとできていない店舗は７～８割の売上減となっている。また、休業している店も増えており、これまでに経験したことがないほど、街が閑散としている。
,,×,商店街（代表者）,来客数の動き,・前月に引き続き、５月も来街者数が激減している。既に廃業を決めた夜型飲食店もあり、状況はますます厳しいものとなっている。昼間においても、区域内の駐車場、駅、バス停などの利用者が少なく、商店街内の店舗にとって深刻な状態が続いている。
,,×,商店街（代表者）,来客数の動き,・緊急事態宣言が解除され、一部の業種以外はほぼ営業を再開したことで、日中は少し人出がみられるようになっているが、まだ通常の状態には程遠い。夜は全くといっていいほど、人出がなく、回復を待ち望んでいた飲食店は途方に暮れている。客と話をしても、まだ怖いといった感想がほとんどである。恐怖心を植え付けられた消費者の動きが回復するには時間が掛かるとみられ、巣籠り状態が続くことになる。また、消費者が外出しないと、特別定額給付金の効果も薄れ、生活消費材だけに恩恵が偏ることになる。野外でのイベント開催については、民間事業者だとバッシングにさらされるおそれがあるため、行政が率先して実験的に開催するなどして、感染状況を見極めながら、広げていくべきである。
,,×,商店街（代表者）,販売量の動き,・青果物の輸入が不調なことから、国内産のりんごにまで影響が出ている。当社の商材も例年と比べて１か月も早く、出荷が止まっている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・緊急事態宣言が全国に発令されてから、旅行客の減少が顕著になっている。前年比で９割以上の減少となっていることから、当店の売上も当然ながら厳しく、前年比は１けた台の数字となっている。緊急事態宣言が解除されても、しばらくの間は人の移動が制限されるため、この状況は当分続くことになる。
,,×,一般小売店［酒］（経営者）,お客様の様子,・新型コロナウイルスの影響は当初の想定をはるかに超えている。ホテルや居酒屋、バー、スナックなどの取引先のほぼ全てが営業を自粛しており、売上を全く見込めない日が続いている。
,,×,百貨店（売場主任）,来客数の動き,・この１か月間、新型コロナウイルスの感染拡大防止のため、営業を自粛していたため、売上は非常に厳しい状況となっている。
,,×,百貨店（販売促進担当）,来客数の動き,・新型コロナウイルスによる営業自粛の影響で、一部フロアのみの営業となっており、売上への影響が計り知れない状況にある。
,,×,百貨店（営業販促担当）,来客数の動き,・新型コロナウイルスの影響で来客数が減少している。緊急事態宣言が解除された後も、年配の客を中心に客足が戻っていない。
,,×,スーパー（店長）,それ以外,・新型コロナウイルスの影響で、来客数が大幅に減少している。広域からの集客が完全に止まっている。
,,×,スーパー（役員）,お客様の様子,・特別定額給付金10万円の支給が開始されたことで、ＡＴＭの前に人が並んでいるが、店内での食品購入にはつながっていない。家賃など、緊急性の高い支払が必要な人が多いとみられる。
,,×,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルスの影響で観光客が減少しているほか、夜間の客の動きが非常に悪くなっている。
,,×,コンビニ（エリア担当）,販売量の動き,・新型コロナウイルスの影響が拡大している。飲食店への酒類の納品がますます減少している。
,,×,乗用車販売店（経営者）,来客数の動き,・新型コロナウイルスが流行する中、緊急事態宣言に伴い、客が必要以外の外出を控えている。また、積極的なイベント告知をできないため、土日のイベントへの来客数も少なく、新型車が出てもにぎわいがみられない。
,,×,乗用車販売店（従業員）,販売量の動き,・車両受注が３か月前と比べて８割以上減少している。前年との比較でも８割減となっている。
,,×,高級レストラン（経営者）,販売量の動き,・とにかく客が来ない。
,,×,高級レストラン（スタッフ）,来客数の動き,・新型コロナウイルスの影響で臨時休業しており、従業員は最低人数を残して一時帰休を実施している。緊急事態宣言の解除を受けて、ランチのみ営業を再開したが、開店休業状態である。売上は前年から96％の減少となっている。
,,×,高級レストラン（スタッフ）,販売量の動き,・売上は前年比25％前後となっている。当店は持ち帰り料理を提供しなかったため、特に厳しかった。一時開店していた日も一般客は少なく、団体客はゼロであった。今後、自粛は緩和されるが、飲食店はまだ心配という客の声が根強いことから、予断を許さない状況にある。一方、特定の業種では売上アップの動きもみられる。路面の洋菓子店では母の日を中心に順調だったほか、食品の定期宅配便は従業員が足りないほどの注文があったと聞いている。また、小麦粉やコロッケなど、一部の家庭用食品が売れていることで、特定の工場が忙しいとの業者情報もあった。現実的には休ませたアルバイト従業員の休業補償や営業形態の見直しなど、対処すべきことは多いが、世間の様子をみながらの営業再開となりそうだ。
,,×,高級レストラン（スタッフ）,販売量の動き,・新型コロナウイルスによる自粛要請が響き、収入が落ち込んでいる。
,,×,スナック（経営者）,来客数の動き,・景気が良いかどうかという以前に、営業をできないため、何かをすることも無理な状況となっている。
,,×,観光型ホテル（経営者）,来客数の動き,・緊急事態宣言の影響により、６月以降もほとんど予約が入っていない。解除されてもすぐに戻る状況にはなく、しばらく景気は悪化し続けることになる。
,,×,観光型ホテル（スタッフ）,それ以外,・新型コロナウイルス感染拡大防止のため、６月30日まで休業している。
