Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,通信会社（企画担当）,販売量の動き,・春商戦での通信端末の売行きが予想以上となっている。数か月前よりも初期導入コストに対する抵抗感が小さくなっており、高価格の通信端末が売れている。
,,○,美容室（経営者）,お客様の様子,・以前よりも旅行や食事の話題が出始めており、客の購買意欲が増してきている雰囲気がある。
,,○,美容室（経営者）,来客数の動き,・３か月前と比べると、来客数、単価とも上回っており、売上が増加している。もともと３月は繁忙期であるが、月末の動向次第では前年並みの売上も見込めることから、全体的に消費がそれほど縮小していない印象を受ける。
,,□,商店街（代表者）,お客様の様子,・不安定な天候が続いたことから、春物が不振である。また、大型店の食の物産展の開催効果で一定の集客はみられたが、他店への波及効果はそれほどみられなかった。全体的に、３か月前と状況は変わらない。
,,□,商店街（代表者）,お客様の様子,・３か月前と比べて、客の行動に変化はみられない。また、売上そのものは相変わらず減少傾向にある。
,,□,一般小売店［土産］（経営者）,来客数の動き,・例年であれば、３月はまだ雪が残っていて寒く、週末の客足もまばらだが、高速道路料金引下げが始まったことから、最終週の土日に限っては、観光客も売上も15％ほど増加した。ただ、全体としては、３か月前と比べて、それほど変化はみられない。
,,□,スーパー（店員）,来客数の動き,・３月に入り、１～２km圏内の大型商業施設や百貨店の空き店舗に大型スーパーが出店しているが、今のところ、当店への影響は全くみられない。
,,□,スーパー（役員）,単価の動き,・最近になり、スーパーの値下げが相次ぎ実施されており、値下げ合戦が激しさを増しているが、当社においては、３月の客単価が前年比100.6％となっており、ここ数か月状況に変化はみられない。
,,□,コンビニ（エリア担当）,単価の動き,・製造業の減産による影響は続いているが、北海道新幹線や高速道路の工事従業者による需要は増加傾向にある。しかし、全体的に客単価の低下が続いている。
,,□,家電量販店（店員）,単価の動き,・製品が壊れても修理をして使うと言う客が増えており、客単価が極端に低下してきている。
,,□,家電量販店（地区統括部長）,販売量の動き,・ここ３か月、販売量はほぼ前年並みとなっており、横ばいでの推移となっている。ただし、依然として商品単価が低下しているため、売上は前年を下回っている。
,,□,住関連専門店（経営者）,販売量の動き,・ＷＢＣ(ワールド・ベースボール・クラシック）の影響なのか、得意先の飲食店ではここ１週間の売上が良くなかった。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・競合店の撤退などから、若干の売上増加を見込んでいたが、期待外れに終わった。相変わらず、客の買い控えがみられる。
,,□,その他専門店［ガソリンスタンド］（経営者）,お客様の様子,・最近は石油製品の価格が安定しており、需要も安定している。また、車の買換え需要は減少している一方で、車検や車両整備の需要が引き続き増加している。
,,□,一般レストラン（スタッフ）,販売量の動き,・前年に比べて来客数が10％減少している。客単価も５％低下しており、売上は15％の減少となっている。
,,□,タクシー運転手,来客数の動き,・相変わらず電話注文が減少している。
,,□,設計事務所（職員）,競争相手の様子,・補正予算で発注される官庁の委託業務入札で、限られた業者がことごとく低価格で落札している。年度末を迎え、資金繰りに窮しての対応かもしれないが、他社が追随する状況も多くみられ、価格低下が深刻な状況にある。
,,▲,商店街（代表者）,販売量の動き,・販売量の減少に加えて単価の落ち込みが目立つ。特に、高額商品の販売が不振である。
,,▲,商店街（代表者）,お客様の様子,・来客数がやや減少している。高単価商品の売行きは非常に悪く、季節商材や特売品についても慎重な買い方が依然として続いている。
,,▲,商店街（代表者）,お客様の様子,・今月は気温が高かったことから、春物のコート等に動きがみられないまま、価格の引下げが始まっている。客も価格が下がるのをねらっており、かなりの低価格でなければ買わない様子がうかがえる。
,,▲,商店街（代表者）,販売量の動き,・比較的暖かな冬であったため、冬物衣料の販売量が予想よりも少なく、前月に引き続き減少している。一方で、好材料として新たな飲食店の出店がみられたこともあり、来街者数は増えている。
,,▲,百貨店（売場主任）,単価の動き,・販売量、売上共に大きく落ち込んでいるが、前年比でみると、販売量の落ち込みよりも、売上の落ち込みが10％以上上回っている。各商品群の買上単価をみると、食品はほぼ横ばいであるものの、紳士物や婦人物のファッション衣料が前年比80％台、宝飾が50％台と大幅に低下しており、生活に最低限必要な物以外の出費を抑えている消費者の購買動向がうかがえる。
,,▲,百貨店（売場主任）,販売量の動き,・単価もさることながら、来客数及び販売量が大きく減少している。
,,▲,百貨店（役員）,販売量の動き,・接客販売を徹底することで、客単価は上昇傾向にあるが、来客数が低迷しており、結果として売上は減少傾向にある。
,,▲,スーパー（店長）,販売量の動き,・青果のばら売りやレジ袋の販売の影響で、店舗全体での販売量は前年比106％と伸びているが、売上は前年比98％と前年を下回っている。
,,▲,コンビニ（エリア担当）,競争相手の様子,・タスポの効果で売上は維持しているが、大手スーパーやコンビニで値下げや特売が活発な動きとなっているため、景況感としてはやや悪くなっている。
,,▲,コンビニ（エリア担当）,お客様の様子,・例年以上に気温が低く、また積雪も多かったことから、飲料水やアイスクリームの売上が減少している。また、客単価も低下しており、卒業入学シーズンに向けての節約傾向がうかがえる。
,,▲,衣料品専門店（店長）,お客様の様子,・近ごろは、売出しを行っても客が来店しない。
,,▲,住関連専門店（従業員）,販売量の動き,・春物の販売量が落ち込んでいる。
,,▲,高級レストラン（スタッフ）,競争相手の様子,・平日を中心に状況はやや悪いが、暇なことに慣れてきている面もある。市内の他店の様子をみると、バイキング店が混雑しているようである。一方、高価格店では女性の年金生活者の来店が多いが、長居するので回転が悪いようである。最近は、適正価格で満足度の高い高級店も平日であれば予約なしで入れることが多い。
,,▲,観光型ホテル（経営者）,来客数の動き,・道外からのツアー客の落ち込みが顕著である。地元客も伸び悩んでいる。
,,▲,旅行代理店（従業員）,お客様の様子,・個人客は可処分所得があっても、先行きの不透明感から消費を控えている様子がうかがえる。また、法人客は、依然として旅行の決定要因を価格に求める傾向が強い。
,,▲,タクシー運転手,販売量の動き,・例年３月は、年末の12月に次いで忙しい月であるが、昼も夜も客が減っており、売上は前年を大きく下回っている。今年に入ってからは、毎月10％ほど売上が減少している。
,,▲,タクシー運転手,お客様の様子,・暖かい日にタクシーに乗らずバスや電車を待っている客の姿が目に付いた。天候の悪い日には、それなりに利用客はいたが、それでも３か月前に比べると売上は減っている。
,,▲,設計事務所（所長）,お客様の様子,・例年と比べて、問い合わせ件数が激減している。また、問い合わせがあっても、かなり慎重になっている様子がうかがえる。
,,▲,住宅販売会社（経営者）,販売量の動き,・若いファミリー層の将来に対する不安感の表れか、特に戸建て住宅の消費意欲が冷え込んでいる。
,,×,百貨店（販売促進担当）,単価の動き,・例年であれば、３月は春物の動きが最も活発化するが、今年は客の低価格志向が強まっていることから苦戦している。定価品では値ごろ感が出るように限定で作られた商材が唯一健闘しているが、定番のジャケットやスプリングコートの動きが悪い。一方でニットなどの単品購買が目立ち、タンス在庫の活用がうかがえる。また、月末に開催したセールは手ごたえが感じられたが、新規需要というよりは、定価品の代替購買によるものとみられる。
,,×,スーパー（店長）,販売量の動き,・売上動向をみると、引き続き悪化傾向にある。セール日の売出しでも前年実績を確保ができないこともあり、客の生活防衛意識は更に強まっている。
,,×,スーパー（企画担当）,販売量の動き,・消費者の低価格志向が強まっているせいか、最近は、冷凍ギョウザ、うなぎ、落花生などの商品群で中国産品の売上が国産品の売上を大きく上回るようになってきている。
,,×,高級レストラン（スタッフ）,来客数の動き,・数か月ぶりに客単価が前年を上回ったものの、送別会の季節にもかかわらず、送別会の受注件数が減少している。送別会による来客数は前年の半分程度となっており、低単価の居酒屋などに移行したことがうかがえる。
,,×,高級レストラン（スタッフ）,販売量の動き,・団体客を取り込んだことで、売上は前年を７％上回ったが、団体客分を除くとほぼ前年並みの売上であった。また、客単価は前年から10％上昇したが、高単価のものを割引して提供したためであり、粗利益は減少している。
