Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・夏の大売出しなどの販促イベントがあったこともあり、７月初旬までは飲食業を中心に売上がアップした。中旬は例年とほぼ同じ動向であったが、下旬は天候に恵まれたことで、地域住民による夏物衣料品などの購入に加えて、観光客による宿泊、交通、飲食、土産物などの消費もみられ、多くの店舗で売上を伸ばした。
,,○,一般小売店［土産］（経営者）,来客数の動き,・外国人観光客がかなり増えてきていることで、北海道全体でみると売上が少しずつ増え、景気の底上げにつながっている。ただし、地域によっては売上がかなり落ち込んでいるとの話もあるなど、地域間の格差もみられる。
,,○,一般小売店［酒］（経営者）,販売量の動き,・酒税法等の一部改正に基づく酒類の公正な取引に関する基準が６月１日から施行されたことで、当社も客先に値上げの案内を行ったが、客先には割と抵抗なく受け入れてもらうことができている。７月に入っても買い控えなど、消費にブレーキがかかった様子はみられず、利益も以前と比べて１％前後上回って確保できるようになってきている。
,,○,百貨店（販売促進担当）,単価の動き,・夏のセールがスタートし、来客数は増加傾向にあるものの、購買客数は減少傾向となっている。しかしながら、客単価の高い外国人観光客が増加していることで、全体の数字を押し上げており、前年比はプラスで推移している。
,,○,百貨店（営業販促担当）,来客数の動き,・６月に引き続き来客数に回復の兆しがみられる。また、紳士服、婦人服といった衣料品も健闘しているため、全体的に安定した数字が表れている。内容をみても、定価品の売上が前年を上回るなど、セールに偏っているわけではない。
,,○,スーパー（店長）,単価の動き,・客単価、買上点数共、前年実績を上回る傾向が継続している。
,,○,スーパー（店長）,来客数の動き,・７月に入り、気温が30度を超える日が続いたことの影響もあり、来客数が前年を上回ってきている。
,,○,コンビニ（エリア担当）,販売量の動き,・７月は気温の高い日が多く、天候に恵まれたことにより、飲料水やビールなどの商材の販売量が大きく伸びた。６月と比べると、前年比も５％ほど上昇している。
,,○,衣料品専門店（店長）,販売量の動き,・夏物セールが好調に推移しているほか、先物オーダースーツも前年比110％と好調に推移している。
,,○,家電量販店（店員）,販売量の動き,・７月初旬からの好天と猛暑でエアコン、扇風機などの夏物商材が例年以上によく売れている。
,,○,乗用車販売店（経営者）,販売量の動き,・他社も含めた新型車効果もあり、市場の上向き傾向が継続している。客のマインドも以前と比べて上向いてきている。
,,○,乗用車販売店（従業員）,販売量の動き,・新型車が出たことで、今月は車の売りやすいタイミングとなっている。とても流れの良い時期である。
,,○,自動車備品販売店（店長）,販売量の動き,・原材料高騰による冬タイヤの値上げが報道されたこともあり、７月にもかかわらず冬タイヤへの問い合わせが増えてきている。商談の際に気にしている客も多い。
,,○,高級レストラン（スタッフ）,来客数の動き,・夏休みに入り家族連れ、子ども連れの客が目立つ。外国人観光客の利用も多い。開店前から客が並び、オープンと同時に満席となり、午後３時ごろまで満席が続く。ディナーはあまり満席にならないが、客単価の高いコース予約が入る日もみられ、売上につながった。ただし、特殊要因のあった前年と比べると、全体の来客数は９％下回るなど、厳しい状況にある。
,,○,観光型ホテル（スタッフ）,来客数の動き,・募集型海外ツアーの宿泊客、国内個人客のＷｅｂ予約共に好調に推移した。
,,○,旅行代理店（従業員）,来客数の動き,・夏観光のピークシーズンを迎えて、関西方面との季節運航便の運航が開始されるなど、年間で最も活発に人が動く時期である。外国人観光客についても、乗継運賃の割安感などがあり、アジア人に加えて欧米人の来訪が増えてきた。
,,○,旅行代理店（従業員）,来客数の動き,・旅行のピーク期に入り、夏休み需要などの効果もあり、来客数が増えている。特に前年悪かった海外のリゾート旅行の動きが良い。
,,○,タクシー運転手,販売量の動き,・気温の上昇に伴い夜間の顧客の動きが良くなっており、タクシー収入が堅調に伸びている。ただ、外国人観光客の利用による営業収入の増加はみられない。
,,○,観光名所（従業員）,来客数の動き,・７月27日時点の利用乗降客数は前年比102.6％と微増である。ただ、前年は北海道新幹線の開業効果による上積みがあったため、そのことを考慮すると健闘している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・特に個人客が増加しており、団体客の減少分を補っている。
,,○,住宅販売会社（経営者）,販売量の動き,・建築については、引き続き低金利の影響で貸家、アパートなどが好調である。個人消費は低調だが、猛暑の影響で上向きになりつつある。
,,□,商店街（代表者）,来客数の動き,・商店街への来街者が減っている傾向にあるが、それ以上に来客数が減っているという店舗が多い。集客できないという声も多く聞かれる。
,,□,商店街（代表者）,お客様の様子,・客の様子が以前と変わらず、変化がみられない。
,,□,商店街（代表者）,販売量の動き,・今年の北海道は暑い日が続いていることで、夏物の販売が好調に推移しているが、暑すぎて外出を控える客も多く、販売量全体としてはそれほど伸びなかった。
,,□,商店街（代表者）,お客様の様子,・景気は好調だった春先から下向くこともなく推移している。しかしながら、大きなイベントの時ほど、周辺店舗への波及がみられないことから、客が必要以上の買物をしない傾向がうかがえる。
,,□,百貨店（売場主任）,単価の動き,・夏のセールの客単価が低下気味である。その一方で、外国人観光客による売上は増加傾向にあり、特に特選ブランドでの動きが顕著である。
,,□,百貨店（担当者）,来客数の動き,・近隣の商業施設のオープン効果が続き、当店の来客数が前月に引き続き前年を上回って推移していることから、少なくとも購買に対する関心は高いままである。
,,□,スーパー（企画担当）,お客様の様子,・首都圏では2020年の東京オリンピック開催を控えて好況感が強いが、1964年の東京オリンピック当時のような全国規模の盛り上がりまではみられず、地方への波及もみられない。お金を消費に回すよりも、将来に向けて蓄える方が良いという雰囲気が依然として根強く、特に若い世代の生活が大変厳しくなっていることで、商材を購入する主力世代が40歳以上になってきている。
,,□,コンビニ（エリア担当）,お客様の様子,・売上が増加する時もあるが、観光客の入込やスポーツ大会などの一過性の要因によるものが主となっている。
,,□,衣料品専門店（店長）,単価の動き,・例年と比べて客単価が低くなっている。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車が発売されても、販売量にさほど大きな影響がみられない。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・来客数が激減しており、歯止めがかからない。チラシやＤＭの増強による販促程度では変化がみられないほど、客の買い控えがすさまじい。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・引き続き石油製品価格が安定していることから、大きな変化はみられない。
,,□,高級レストラン（経営者）,来客数の動き,・東京オリンピックを控えて、全国的には建設業や不動産業などの景気が良いのかもしれないが、政権の先行きに不透明感が出ていることもあり、当地の景気が上向いているかどうかが判断できない。
,,□,高級レストラン（スタッフ）,販売量の動き,・７月の売上は前年の９割となり、前年並みに戻ってきている。ただ、例年であれば、ボーナス翌月の７月は景気が上向くが、今年はそうした影響を感じにくかった。価格を下げた方が客の動きが良くなる傾向がみられる。
,,□,観光型ホテル（役員）,来客数の動き,・国内外問わず個人客の利用が伸びていない。
,,□,旅行代理店（従業員）,販売量の動き,・売上が前年とほぼ同じである。
,,□,旅行代理店（従業員）,販売量の動き,・７月のボーナス時期を迎えたが、客の反応がやや弱く、動きもあまり変わらない。
,,□,タクシー運転手,来客数の動き,・タクシー１台当たりの売上は、前年から３％ほど増加しているが、乗務員不足でタクシーの稼働が落ちており、会社全体の売上は前年を３％ほど下回った。
,,□,タクシー運転手,販売量の動き,・夜間の飲食に関連する人出はあるものの、タクシー需要にはつながっていない。前年比でみると売上減の月が続いている。
,,□,タクシー運転手,来客数の動き,・観光客による利用が伸びない一方で、イベント関係での利用が順調であり、全体としてはプラスマイナスゼロであった。
,,□,通信会社（社員）,お客様の様子,・検討だけで満足して帰る客が多いなど、客の購買意欲の高さを感じることが少ない。
,,□,美容室（経営者）,来客数の動き,・春以降、客の来店周期の安定した状態が維持できており、来客数にあまり変動がみられない。
