Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,旅行代理店（従業員）,販売量の動き,・７月は参議院選挙の影響もあり、団体客の動きが鈍かったが、８月は羽田便の供給座席数の増加もあり、７月の反動やスポーツ団体の好調な動きを取り込んでいる。
,,◎,旅行代理店（従業員）,お客様の様子,・国内や海外からの観光客の来訪が増えており、景気の上向きを感じる。
,,◎,通信会社（社員）,お客様の様子,・前年の同月や今年の４月ごろと比較して、客の購買意欲が高まっており、実際に契約、購入に至る客も増えている。ただし、要因としては、消費税増税前の駆け込み需要の感が強い。
,,◎,観光名所（従業員）,来客数の動き,・当施設の来客数は、３か月前の４月は前年比114.3％であったが、５月は前年比120％、６月は前年比131.3％、そして７月は25日現在で前年比136.4％となっており、４月に比べて20％以上増えている。また、月ごとに上向いている傾向にある。
,,○,商店街（代表者）,来客数の動き,・今月に入り来街者数が増加している。特にリュックサックを背負った人が多くみられた。学生は地元の人間だが、一般の方でリュックサックを背負っているのは、道内外からの旅行客がほとんどであるため、一部の業種を除き、飲食、土産、交通、宿泊、産直品等で若干の売上アップがみられた。
,,○,商店街（代表者）,販売量の動き,・北海道経済は景気回復を感じるまで時間がかかるため、現在の段階ではまだ実感がない。しかし、観光を始めとして、全国を相手にしている業態は、着実に実績を伸ばしている。また、海外からの観光客は、例年であれば、夏場は繁忙期価格のため、数字が落ちるが、今年は増加傾向にある。中国本土、韓国は依然として低調であるが、台湾、香港、タイからの観光客の増加が顕著である。
,,○,一般小売店［土産］（経営者）,来客数の動き,・はっきり分かるだけの動きではないが、売上が前年比104.6％と伸びている。
,,○,百貨店（売場主任）,お客様の様子,・来客数がほぼ横ばいであり、客単価も上がっていないほか、選挙のある年にもかかわらず、お中元も前年並みであった。セールもマイナス傾向にあるが、秋物の定価品が前年比103％と好調にスタートした。
,,○,百貨店（売場主任）,単価の動き,・全体の来客数が増加しているわけではないが、ハウスカード顧客の買上金額が増加している。
,,○,百貨店（販売促進担当）,それ以外,・夏のバーゲンを前倒しして、前月から実施したことによる影響が生じている。ただし、単月としては下向きであるものの、６月～７月の合計でみると、やや上向き傾向にある。特にバーゲンに左右されないデイリー需要の食品は継続して上向き傾向にある。
,,○,スーパー（店長）,来客数の動き,・気温の上昇とともに夏物バーゲンを目的にした客が増えており、来客数の伸びが顕著である。また、催事関連も浴衣を中心に好調を維持している。食料品はギフト需要も重なり、着実に伸長している。暮らしの品も季節商材が大きく伸びている。
,,○,スーパー（店長）,来客数の動き,・大分良い物が売れるようになってきた。７月に入って暑くなったこともあり、販売量、来客数の動きも良い。
,,○,コンビニ（エリア担当）,単価の動き,・今月は初旬から好天に恵まれたことで、飲料水やアイスクリームなどの夏型商品がけん引し、売上が前年を上回っている。今までと違う傾向として、低価格の雑酒、発泡酒から、高単価のビールに移る動きがみられ好調である。
,,○,コンビニ（エリア担当）,来客数の動き,・建築業、観光業を中心に景気の良い話をよく耳にする。
,,○,コンビニ（エリア担当）,来客数の動き,・天候要因もあり、来客数は回復傾向にある。
,,○,衣料品専門店（店員）,お客様の様子,・参議院選挙もあったが、消費者の購買心理が上向いている。夏の気温も上がり、客が街に出かけることが多くなってきている。
,,○,高級レストラン（スタッフ）,来客数の動き,・夏休みに入り、ランチ、ディナーともに好調である。時には外国人が来客数の60％を占める日もあった。月末に大きなイベントがあったが、その観光客がまだ滞在しており、イベント後の利用が多くみられた。最終的には売上が前年から６％の増加となった。
,,○,観光型ホテル（経営者）,来客数の動き,・引き続き台湾等の東南アジアからの外国人観光客が堅調に推移している。国内観光客も個人客を中心に回復傾向にあり、全体として宿泊客数は回復傾向にある。しかし、本州方面からの団体客は伸び悩んでいる。
,,○,観光型ホテル（スタッフ）,来客数の動き,・各週末は製薬、医療関係の講演会、市内近郊で開催されるイベント、スポーツ大会でほぼ100％の稼動であった。平日も国内旅行客、外国人観光客が堅調に推移した。
,,○,旅行代理店（従業員）,販売量の動き,・４～９月の上期の販売量が前年比101％となっている。徐々に先行予約が増えてきている。
,,○,タクシー運転手,来客数の動き,・通常、天候が良い日は雨の日と比べてタクシーの利用客は少なくなる。しかし、今年の７月は天候の良い日が多かったにもかかわらず、前年よりもタクシー１台当たりの売上が良くなっている。ただ、乗務員不足でタクシーの稼動が悪くなっているため、会社の売上はほぼ前年並みである。
,,○,タクシー運転手,来客数の動き,・北海道観光による注文やイベント関係での利用が、前年と比べてやや増えてきている。
,,○,住宅販売会社（経営者）,お客様の様子,・天候に恵まれたほか、公共工事の増加もあるため、気持ち的には上向きにある。国会のねじれが解消できたことで、先行きも明るい。
,,□,商店街（代表者）,来客数の動き,・今月は参議院選挙、ＪＲの事故、天候不順、ロックバンドのコンサート、競馬開催など、多くの要素があったが、総体的にはプラスとマイナスの要因があり、大きな変化はみられなかった。
,,□,商店街（代表者）,単価の動き,・夏のバーゲンの立ち上がりが今一つ盛り上がらなかったこともあるが、非常に気温が高いため、カットソーや値段の安価な単品物ばかりが動いており、客単価と平均商品単価が前年に比べて低下している。
,,□,商店街（代表者）,お客様の様子,・世の中の気分は上向きだが、実質的な値上げが進んでいるなか、所得が増えていないため、景気は不透明なままである。
,,□,一般小売店［酒］（経営者）,販売量の動き,・底を打ってきたように感じているが、なかなか売上が増加するところまでは達していない。
,,□,百貨店（販売促進担当）,販売量の動き,・来客数は伸びているものの、買上客数が若干マイナス傾向になっており、前月までの勢いがみられなくなっている。
,,□,百貨店（役員）,販売量の動き,・７月は６月に比べて、天候不順の影響で販売量が減っている。地方においては景気回復の流れはみえず、天候やガソリン高など目先の要因で消費者の行動が変わっている。
,,□,スーパー（役員）,来客数の動き,・７月に入り２週間以上連続して夏日が続いている影響か、夏物の動きがやや上向きとなっている。売上に占める割合が高いメロンが天候の関係で遅れたこと、相場の高騰でうなぎの販売量が伸びなかったことなどもあったが、月末までにはカバーできる見込みである。客単価が前年を１％上回っており、１人当たりの平均買上点数も前年を上回っているが、来客数が前年を0.5％前後下回りそうである。総体的に、ここ数か月は若干の上向き傾向で大きな変化がなく推移している。
,,□,家電量販店（店員）,販売量の動き,・気温が上がったことで、エアコン、白物家電が前年よりも好調に売れている。
,,□,家電量販店（地区統括部長）,販売量の動き,・７月前半に夏日が続いた影響で、エアコンが前年に比べて大きく伸長したが、冷蔵庫、洗濯機が伸び悩み、全体としてはほぼ横ばいの状況である。
,,□,乗用車販売店（従業員）,販売量の動き,・３か月前も今月も売上にはそれほど差がないため、景気もさほど変わっていない。
,,□,乗用車販売店（営業担当）,販売量の動き,・受注量、販売量ともに大きな変化がみられない。
,,□,自動車備品販売店（店長）,来客数の動き,・来客数が前年から横ばいで推移しているほか、購入商品の単価が下がってきている。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・年金月ではない７月は客の出足がかんばしくない。購買をする月と我慢する月がはっきりしてきている。
,,□,高級レストラン（経営者）,お客様の様子,・当店で使う材料等が値上がりしている。しかし、商品を値上げしたくても、客の景気が良いとは感じられないため、値上げもできない状態である。高い物の売れない状態が続いているため、常に価格を抑えている状況にある。
,,□,高級レストラン（スタッフ）,お客様の様子,・来客数は増えたが、単価が上がらず、例年並みとなった。外出する人が増えて活気が出ているようにも感じるが、売上は増えも減りもしていない。アジア人観光客も増えていると聞くがレストランには直接影響がない。観光地のレストランは、例年並みに繁盛している。
,,□,高級レストラン（スタッフ）,単価の動き,・来客数は微減傾向にあるが、客単価は上昇しており、景気は若干上向いていることがうかがえる。
