Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般レストラン（スタッフ）,来客数の動き,・今月末で店舗が閉店となるため、３月１日からポイントセールを行っており、その影響で来客数が増えている。
,,○,商店街（代表者）,お客様の様子,・気候的に暖かくなったことで、冬の灯油高騰等の影響も一段落し、客の購買意欲が増している。春物のデザインもカラフルな色合いのものが多く、客が今までにない洋服を求めている様子がうかがえる。
,,○,百貨店（販売促進担当）,販売量の動き,・ファッションが好調に推移している。まれに見る温暖な気候で春が１か月早く到来しており、気温の急激な上昇とともに、客の心理が一時的に好転している。例年であれば、ジャストシーズンで春物ファッションを購入していた客も前倒しで買っている。
,,○,コンビニ（エリア担当）,来客数の動き,・売上、来客数共に前年を上回っている。依然として酒やたばこの販売量の減少から客単価が低下しているものの、気温の上昇の影響から飲料水やアイスクリームの売上が増加している。
,,○,美容室（経営者）,お客様の様子,・春になってきたので灯油の消費量が減っており、その分、ほかの商品やサービスに対しての消費意欲が出てきている。そのため、３月は来客数、客単価共に上向いている。
,,□,百貨店（役員）,お客様の様子,・景気が上向いているという実感は全くないが、今年は例年に比べて天候が良く、暖かくなるのが早かったことが、客の購買意欲を多少押し上げている。
,,□,スーパー（店長）,単価の動き,・来客数は伸びているが、客単価が前年割れとなっている。
,,□,スーパー（役員）,単価の動き,・来客数が前年比107.1％と伸びていることから、既存店の売上が前年比108.0％と好調に推移している。客単価も前年比102.6％と前年を上回っているが、商品の値上げによるところが大きい。客１人当たりの買上点数が前年比99.7％と前年を下回っていることから、１回当たりの買物の慎重さがうかがわれる。
,,□,コンビニ（エリア担当）,単価の動き,・ガソリン高騰と各商品の値上げの影響で、消費者の購入動向が非常に渋くなっている。特売品の購入ばかりが目立っている。
,,□,コンビニ（オーナー）,単価の動き,・様々な商品が値上げしていることから、単価の低いプライベートブランド商品を選択する客が増えており、客単価が低下している。
,,□,衣料品専門店（店長）,お客様の様子,・様々な商品が値上がりし、買い渋りが進んでいるとされるなか、売上が伸びている。季節的な要因もあるのかもしれないが、来客数が増えており、客単価も上昇していることから、必要な物については買うという傾向がうかがえる。
,,□,家電量販店（店員）,お客様の様子,・３月前半は来客数が予想よりも落ち込んでいたが、後半に入り、単身者向けのひとり立ちセットが前年並みまで持ち直した。
,,□,高級レストラン（スタッフ）,お客様の様子,・ランチの売上は前年並みであったものの、夕食の売上が前年から20％減少した。地方の人気店でも前年並みを確保するのが精一杯であり、食材の値上げを考えると収入減といえる。また、食材に中国産冷凍野菜を使う低価格店では、高価な国産品への切替えも進まず、従業員が心配している。地方の観光地は、道内からの卒業旅行で活況であるが、実際は客単価の低いアジア人客を頼りにしているため、収入増とはなっていない。
,,□,旅行代理店（従業員）,販売量の動き,・国内旅行は前年並みとなっているものの、世界情勢不安の影響からか海外旅行が伸び悩んでおり、先行受注が前年比70％と悪い。
,,□,旅行代理店（従業員）,販売量の動き,・国内旅行、海外旅行共に上向きになっているとは言い難い。前年並みの数値を維持するのが精一杯の状態である。
,,□,タクシー運転手,お客様の様子,・前年12月の運賃改定の効果がほとんどみられない。前年比がマイナスとなっているのが現状であり、特に日中の乗客が減少傾向である。
,,□,タクシー運転手,販売量の動き,・例年であれば、３月は歓送迎会等でタクシーの需要が多い月だが、今年はそうした需要も少なく、大変厳しい状態にある。
,,□,設計事務所（職員）,お客様の様子,・北海道の景気を左右する建設業の動向で、大きなシェアを占める札幌圏マンションの在庫が多いことから値引き販売が横行している。また、建築基準法の改正や建設資材の値上がりの影響で、新築物件の苦戦も避けられないことから、土地取得や着工見合わせがしばらく続きそうな状況である。
,,□,住宅販売会社（経営者）,販売量の動き,・地元大手の住宅メーカーの倒産が生じるなど、住宅業界では、相変わらず悪い状況が続いている。
,,▲,商店街（代表者）,単価の動き,・高額商品の売行きが落ちている。
,,▲,商店街（代表者）,お客様の様子,・気温の上昇に伴い、来客数が増加しているが、春物関連商品の動きが鈍い。客の購買意欲が安定せず、売上の増加がみられない。
,,▲,商店街（代表者）,お客様の様子,・春物シーズンの真っただ中だが、先行き不安や生活必需品の値上がり等で、ただでさえ慎重な買い方が更に慎重になっている。特売でさえ、なかなか購買に結びつかないのが現状である。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・暖かくなり、灯油高騰の影響は一段落したものの、食品、ビール等の値上げがめじろ押しで、消費者マインドは大変冷え切っている。そのような状況のなか、得意先である飲食店の客足もなかなか回復しない。
,,▲,百貨店（売場主任）,お客様の様子,・３月は新入学や転勤等があり、ほかの月に比べて目的買いの客が多い月であるが、今年は際立った動員が感じられない。来客数の落ち込みが依然として続いており、落ち込み幅がなかなか縮小しない。
,,▲,百貨店（売場主任）,来客数の動き,・店頭の来客数も、催事の来客数も伸びてこない。
,,▲,スーパー（企画担当）,来客数の動き,・既存店の売上は前年とほぼ同額であるが、商品価格の値上がりによる客単価の上昇が影響してのものであり、全体としてはやや悪くなっている。
,,▲,スーパー（役員）,お客様の様子,・品目によるのかもしれないが、客の買い控え、値段への敏感さがみられる。
,,▲,コンビニ（エリア担当）,単価の動き,・気温上昇に伴い来客数が増加傾向にあり、飲料やビールを中心に販売数量は増加している。しかし、客単価の回復は遅れている。
,,▲,衣料品専門店（店長）,販売量の動き,・近頃、客の買い方がシビアになってきている。
,,▲,家電量販店（地区統括部長）,販売量の動き,・薄型テレビの販売は好調であるが、冷蔵庫や洗濯機といった白物家電の販売量の落ち込みが激しい。薄型テレビの好調さだけではカバーできない状況にある。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・大規模店で行われる週末の客寄せイベントのあおりで、週末の集客が悪くなっている。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・ガソリンなどの暫定税率の動向が不確定であり、客の買い控えが増えている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・週末になると、開店前から待ち客があり、ほぼ満席となるが、午後３時頃には一段落している。平日は更に悪く、来客数は前年から10％以上減少している。このため、売上は前年を下回っている。ただ、メニュー変更等の影響もあり、客単価は前年から７％増加している。
,,▲,観光型ホテル（経営者）,来客数の動き,・社会経済情勢の不安定さを反映しているのか、道外からのツアー客が減少している。旭山動物園人気の恩恵も激減しており、宿泊客は札幌圏に移行しつつある。地元客も依然として増加に転じず、インターネット客だけが好調である。一方、宿泊客の消費単価は小幅ながら上昇基調にある。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・宿泊予約の状況をみると、以前より予約の発生が遅くなっている。消費者はインターネット予約で当日の宿泊が割安になる傾向を見ているようであり、直近での割安料金を希望して、予約が遅くなっている。
,,▲,旅行代理店（従業員）,販売量の動き,・ゴールデンウィークの申込がまだ少ない。
,,▲,タクシー運転手,来客数の動き,・例年、３月は年度末で人の動きがあり、タクシーの売上も12月に次いで良い月であるが、今月は暖かい日が多いせいか、タクシーの利用客が１月や２月と比べても少ない。
,,▲,タクシー運転手,販売量の動き,・来客数が伸びず、前年を割り込んでいる状況である。
,,▲,タクシー運転手,お客様の様子,・今月は天候が良かったため、タクシーに乗らずに徒歩やバス、電車を待っている姿がよく見受けられた。客からの電話注文も少なかった。
,,▲,観光名所（役員）,来客数の動き,・春休みに入ったにもかかわらず、国内客の動きが今一つであり、来客数は前年から７～８％のマイナスが見込まれている。
,,▲,設計事務所（所長）,競争相手の様子,・今月初め、地元大手の住宅メーカーが倒産した。前年末にもやはり大手の工務店が倒産したばかりである。都心のマンションも売れ残りが目立っており、値引き幅が大きくなっている。全体的に消費マインドは冷え切っているようだ。
