Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,スーパー（企画担当）,お客様の様子,・客の購買状況が良くなっている。競合店も比較的良い状況らしく、全体的に良い雰囲気になっている。
,,○,コンビニ（店長）,来客数の動き,・サッカーワールドカップのイングランド対アルゼンチン戦開催で、イギリス人が大量に買物をしてくれた。
,,○,一般レストラン（スタッフ）,来客数の動き,・６月の前半はサッカーワールドカップ札幌開催の影響で来客数が減少したが、10日以降は来客数、売上ともに好調に推移している。
,,○,観光型ホテル（スタッフ）,販売量の動き,・単価は横ばいだが、宿泊客数は増加に転じている。
,,○,美容室（経営者）,販売量の動き,・カット等のサービス、店販品ともに売上が前年を上回る勢いで推移している。
,,□,商店街（代表者）,お客様の様子,・客の必要最小限しか購入しない傾向や低単価志向に変化がない。また、サッカーワールドカップをテレビ観戦しているためか、夜の繁華街の人出が大幅に減少している。
,,□,商店街（代表者）,来客数の動き,・サッカーワールドカップが開催され、テレビ観戦者が多いためか、街の人出が非常に少ない。
,,□,商店街（代表者）,来客数の動き,・サッカーワールドカップや天候不順の影響で今月の前半は、かなり来客数が減少したが、後半は盛り返している。ただし、このままバーゲンシーズンとなり単価が低下しているので、全体的にみると変化はない。
,,□,百貨店（売場主任）,お客様の様子,・例年は７月にスタートする夏の売り尽くしセールの時期が早まり、今年は６月中旬から行っているが、客の反応が芳しくなく、客からは７月に入れば値下げになるのではという質問も多い。
,,□,スーパー（店長）,単価の動き,・一点単価、客単価ともに低下したままである。
,,□,スーパー（店長）,単価の動き,・衣料品は半額品等のセール商材が中心に動くなど、低単価傾向が続いており、売上の確保が厳しい状況である。
,,□,スーパー（店長）,単価の動き,・来客数は増加しているが、単価が低下しており、売上に変化がない。
,,□,家電量販店（店員）,お客様の様子,・サッカーワールドカップの影響でテレビの売上が好調である。ただし、高額品を購入する客と低額品を購入する客に分かれる現象がみられている。
,,□,住関連専門店（営業担当）,単価の動き,・目玉品を中心に購買する客が多い等、低価格の傾向が続いている。
,,□,その他専門店［医薬品］（経営者）,単価の動き,・前年購入した商品の残りを大事に使って節約しているようであり、夏場の商材の動きが鈍い。
,,□,高級レストラン（スタッフ）,来客数の動き,・サッカーワールドカップで旅行や外出を控えているためか、観光客、地元客ともに来客数が減少している。
,,□,高級レストラン（スタッフ）,販売量の動き,・サッカーワールドカップの注目試合がある日はディナー客が激減している。ただし、レストランウエディング関連が好調であり、全体では売上に変化がない。
,,□,一般レストラン（スタッフ）,来客数の動き,・サッカーワールドカップの影響で、来客数が伸びていない。
,,□,観光型ホテル（経営者）,来客数の動き,・サッカーワールドカップの影響のためか、例年よりも来客数が減少しているが、これは当初から折り込み済みである。
,,□,観光名所（役員）,来客数の動き,・本来ならばオンシーズン真っ盛りの時期であるが、天候不順もあり、道外客の動きが鈍い。
,,□,美容室（経営者）,来客数の動き,・商店会で夏祭りの抽選会を開催しているが、来客数に変化がない。
,,□,美容室（経営者）,単価の動き,・衝動的に単価が高いサービスを求める客が少なく、客単価が依然として上昇していない。
,,▲,商店街（代表者）,販売量の動き,・給与やボーナスが減少しているため、支出を控えているという客の話を聞く。
,,▲,百貨店（販売促進担当）,来客数の動き,・ファッション関連は前倒し需要があるものの、サッカーワールドカップの影響で、来客数が大幅に減少している。
,,▲,スーパー（店長）,来客数の動き,・これまで横ばいで推移していた来客数が減少に転じている。
,,▲,コンビニ（エリア担当）,単価の動き,・競争が厳しい地域において客単価の低下が目立つ。
,,▲,コンビニ（エリア担当）,来客数の動き,・公共工事の減少で、工事関係者等の男性客が減少している。また、週末の売上も低迷している。
,,▲,衣料品専門店（店長）,単価の動き,・高額商品の動きが悪く、客単価が低下している。
,,▲,衣料品専門店（店員）,来客数の動き,・サッカーワールドカップのテレビ観戦で外出が少ないためか、予想以上に来客数が減少している。特に、注目試合の時間帯は、全く来店がないこともある。
,,▲,高級レストラン（スタッフ）,来客数の動き,・サッカーワールドカップをテレビ観戦しているためか、外出する人が少なく、来客数が減少している。また、サッカーワールドカップ観戦に伴う出費が多いためか観光客も減少している。
,,▲,旅行代理店（従業員）,来客数の動き,・サッカーワールドカップの影響により、期間中に旅行する客や申込をする客が大幅に減少している。
,,▲,タクシー運転手,来客数の動き,・サッカーワールドカップをテレビ観戦している人が多いためか、利用客が減少している。特に日本戦のあった日は、夜間のススキノでも歩いている人が少なく、タクシーの利用客数が極端に減少した。また、札幌祭りやＹＯＳＡＫＯＩソーラン祭りが開催されたが、悪天候の影響もあり、例年より人出が少なく、タクシーの利用客数が減少している。
,,▲,タクシー運転手,来客数の動き,・函館に訪れる観光客は増加しているようだが、バスやレンタカーの利用が多くタクシーの利用増につながっていない。また、サッカーワールドカップの影響で、夜間の街の人出が減少している。
,,×,一般小売店［土産］（店員）,来客数の動き,・ＹＯＳＡＫＯＩソーラン祭りの来場者数の減少にみられるように、空港に関しても団体客を含め、来客数が例年よりも減少し、店の売上も減少している。
,,×,コンビニ（エリア担当）,来客数の動き,・これまで来客数が順調に推移してきたが、今月になって減少に転じている。
,,×,乗用車販売店（従業員）,販売量の動き,・高単価の車種が全く売れず、低単価の車種についても客足が鈍くなっている。
,,×,スナック（経営者）,来客数の動き,・観光客、地元客ともに来客数が減少している。これまで25年間仕事をしているが、これほど最悪な状態になったことはない。
,,×,スナック（経営者）,お客様の様子,・客からの団体料金値下げの要望が強く、１人当たり単価が低下している。
,,×,旅行代理店（従業員）,来客数の動き,・来客数が極端に減少しており、電話も鳴らない。
,,×,旅行代理店（従業員）,販売量の動き,・来客数は前年並みだが、販売量が減少している。パック旅行、航空券、宿泊券等の販売が全体的に落ち込んでいる。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（経営者）,取引先の様子,・夏のお中元商戦向けの商材で、高級料亭の商品、産地や品質にこだわった商品等、やや高めに価格設定している商品が増加している。
,,○,家具製造業（経営者）,受注量や販売量の動き,・受注量は低調だが、落ち込み幅が縮小している。
,,○,通信業（営業担当）,受注価格や販売価格の動き,・通信業界の価格低廉化の動きがみられるが、新規案件等の問い合わせが増加している。
,,○,通信業（営業担当）,受注価格や販売価格の動き,・受注量、受注額ともに増加している。
,,○,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・消費単価は上昇していないが、受注件数が例年並みまで回復している。
,,□,食料品製造業（社員）,それ以外,・サッカーワールドカップによる需要の増加を期待したが、その地方には大きな影響を及ぼしていない。
,,□,輸送業（支店長）,受注量や販売量の動き,・道内の物流の主要貨物である製紙が減産傾向である。
,,□,金融業（企画担当）,それ以外,・取引先は借入金の返済を優先させており、新たな資金需要が乏しい。
,,□,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,・期待していた副資材の出荷量が増加しておらず、価格的にも厳しい状況が続いている。
,,▲,食料品製造業（団体役員）,それ以外,・イカ製品の加工原料である外国産のイカの漁獲量が減少しており、原料価格が著しく高騰しているが、企業間の競争が激しく、製品価格への転化が困難な状況にある。また、違法な食品添加物等の問題により、消費者の不信感が増幅している中で、食品に関する規制制度に関する対応が遅れており、消費意欲の減退を招いている。
,,×,金属製品製造業（統括）,受注量や販売量の動き,・住宅向けの商品の出荷量が減少している。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求人数の動き,・前月から今月にかけて、臨時雇用を中心に求人数の下げ止まり感が強くなっている。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・求人件数は前年の水準に回復しつつあり、特に小売業、個人向けサービス業で増加傾向が著しく、前年を上回る勢いで推移している。
