Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,スーパー（役員）,単価の動き,・前年下期は、基礎商品の値上げなどから、客単価の低下や買上点数の減少がみられたが、１月に入ってからは、客単価の上昇、買上点数の増加がみられる。客単価の前年比は12月と比較して３ポイントの上昇となっている。
,,□,商店街（代表者）,お客様の様子,・バーゲン月ということで期待したものの、スタートが少し盛り上がった程度であり、客の購買意欲が月を通して続かなかった。値踏みをしている様子もうかがえ、売上は非常に厳しい状態にある。
,,□,百貨店（売場主任）,お客様の様子,・売上は何とか前年をクリアした。食品催事を前倒しで開催したことが要因であり、この分を差し引くとマイナスとなっている。買上客数も減少しており、相変わらず厳しい状況にある。
,,□,コンビニ（エリア担当）,来客数の動き,・引き続きタスポの恩恵を受けている。冬場に入り、周辺住民が近くの店舗で最寄品を購入する傾向がみられるようになっており、周辺に住宅の多い店舗ほど、安定した売上が確保できている。
,,□,コンビニ（エリア担当）,単価の動き,・依然としてタスポ効果で来客数が増加しているものの、客単価は前年と比較して２％低下しており、来客数の増加割合ほど、売上金額は増加していない。10月以降、低単価商品の増加が顕著であり、こうした傾向は変わらない。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・ガソリン価格が落ち着いてきたことにより、販売量が戻ってきている。
,,□,タクシー運転手,来客数の動き,・相変わらず電話注文数が減少している。
,,▲,商店街（代表者）,販売量の動き,・大型店を中心に初売りやクリアランスなどのセールを行っているが、盛り上がりがみられず、３か月前と比べて販売量が減少している。
,,▲,商店街（代表者）,お客様の様子,・前年９月ごろより売上の減少傾向が続いている。新年に入っても、特売やバーゲンにおける季節商材の動きが低調である。
,,▲,商店街（代表者）,お客様の様子,・客の買い方が非常に細かくなってきている。
,,▲,商店街（代表者）,販売量の動き,・地元の大きなイベントの１つである氷まつり及び関連イベントが開催され、土日祝日には、年末商戦期間と同じくらいの来街者がみられるが、販売量の増加には結び付いていない。販売量は減少しており、特に冬物衣料が低迷している。
,,▲,百貨店（販売促進担当）,お客様の様子,・購買に対する客の意識が厳しさを増している。セール時のまとめ買いや衝動買いは影を潜め、本当に欲しいものだけを時間をかけながら吟味して買っている。価格にも敏感になっており、前年に売れた価格帯でも高いと感じて、商品を手に取る機会さえも減っている。
,,▲,百貨店（役員）,お客様の様子,・世界不況の影響下、かなりの落ち込みを予想していたが、想定内で収まりそうで一安心している。円高還元セールが順調で、客も買物のチャンスとみると、財布を開くようである。ただし、円高還元セールの対象外の商品は予想どおり厳しい状況にある。
,,▲,スーパー（企画担当）,お客様の様子,・ホームページのチラシ情報へのアクセス件数が、前年の同時期と比較して倍増している。特に、午前中にアクセスする割合が高いことから、消費者があらかじめ価格を吟味したうえで買物に出掛けている様子がうかがえる。
,,▲,コンビニ（エリア担当）,来客数の動き,・製造業の減産が相次いでいることから、大規模工場付近の店舗では明らかに来客数が減少している。
,,▲,衣料品専門店（店長）,お客様の様子,・今年は例年よりも暖かく、雨の降る日が多かったことから、客足が遠のいており、景気が悪い。
,,▲,家電量販店（店長）,単価の動き,・来客数はそれほど変わらないが、高額商品の販売量が減少している。
,,▲,乗用車販売店（従業員）,販売量の動き,・景気の先行き不安のため、支出を抑えようとする客が多く、新車販売につながらない。販売量は、前年の60～70％まで落ち込んでいる。
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・日々、客から笑顔が消えていっている。それに連動して客単価も低下している。
,,▲,観光型ホテル（経営者）,来客数の動き,・道外からの団体客がやや減少している。海外客も伸び悩んでおり、道内客は湯治客を中心に減少している。
,,▲,タクシー運転手,お客様の様子,・例年であれば、１月は新年会などでタクシーの利用も多いはずだが、宴会を取りやめたり、縮小したりしている企業が多いようであり、３か月前と比べて売上が減少している。
,,▲,観光名所（職員）,来客数の動き,・世界的不況の影響が徐々に出ていている。韓国など、東南アジアからの観光客が減少しており、また、国内観光客も減少し始めている。来客数は、前年から86.2％の減少となり、３か月前との比較でも66.6％の減少となっている。
,,▲,美容室（経営者）,販売量の動き,・技術売上が前年から10％程度のマイナスにとどまっているものの、商品販売の売上が30％のマイナスとなっている。節約のため、シャンプー等を量販店で購入する客が多くなっている。
,,▲,その他サービスの動向を把握できる者,来客数の動き,・景気の後退から、来客数は３か月連続で前年を下回っており、減少幅も拡大している。
,,▲,設計事務所（職員）,それ以外,・金融不安の影響で、数少ない民間建築予定工事の計画見直しや着工延期が相次いでいる。公共工事も、その多くが予定価格を20％近く下回る最低制限価格で落札されている。
,,×,商店街（代表者）,お客様の様子,・来客数、販売量共に、前年から１～２割の減少となっている。単価も１～２割の低下となっている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・メディアが極端にあおり立てていることから、消費者のマインドが低下している。
,,×,一般小売店［酒］（経営者）,販売量の動き,・販売先である飲食店等は最も景気に左右されやすい業種であり、昨今の不況感のまん延により、客の来店頻度が低下している。
,,×,百貨店（売場主任）,単価の動き,・来客数は前年並みをキープしているが、買上単価が大幅に低下している。
,,×,百貨店（売場主任）,お客様の様子,・客の買い方に変化がみられる。単価の低下や商品の買い回りなど慎重な動きがみられる。２度、３度と来店して、買う商品を決めている様子もうかがえる。
,,×,スーパー（店長）,単価の動き,・高額商品の動きが極端に悪い。節約志向の高まりにより、寿司などの購入単価が低下している。高級ワインも、前年に20本以上売れたものが、今年は２本しか売れなかった。
,,×,スーパー（店長）,販売量の動き,・客の買上点数の動きをみると、今月はほぼ毎日、前年を下回って推移している。
,,×,スーパー（役員）,競争相手の様子,・当社は売上、来客数共に前年を上回っているが、仕入先からの話によると、競合他社は全て納入量が減少しており、地域全体としては悪くなっている。
,,×,家電量販店（経営者）,販売量の動き,・製品が壊れたため買換えを行うなど、受動的な理由での購入が多い。製品が壊れたなどの理由がない場合の購入は極めて少なく、商品を勧めても反応が悪い。
,,×,家電量販店（店員）,来客数の動き,・売上、来客数共に、前年を大幅に下回っている。商談もなかなか決まらない状況にある。
,,×,家電量販店（地区統括部長）,お客様の様子,・薄型テレビやＤＶＤレコーダーといったデジタル大物家電の単価、販売量共に前年比が90％を割り込んできている。
,,×,乗用車販売店（営業担当）,来客数の動き,・週別にイベントを実施しても来客数が前年の70％しか確保できない。
,,×,高級レストラン（スタッフ）,お客様の様子,・夕食の利用客が増加し、客単価も上がったものの、主婦層が80％を占める昼食の利用客が大幅に減少している。昼食の客単価も低下しており、主婦層にも景気の不安感が広まっている。
,,×,高級レストラン（スタッフ）,来客数の動き,・１月は例年最も暇な月であるが、今年は来客数が前年から２けたのマイナスとなるなど、更に悪い状況にある。来客数の８割を占めるランチは前年から４％の減少にとどまっているが、高単価のディナーは前年から20％の減少となっている。平日の夜は店内が閑散としている。
,,×,高級レストラン（スタッフ）,お客様の様子,・今年の１月は悪かった。特に夕食での減少が目立っている。年に数回開催する人気の特別ディナーも出足が悪く、当日になってようやく目標達成となった。知り合いの飲食店も来客数が減少している。値段が安いことで人気の居酒屋も、早い時間は混んでいるものの、時間が遅くなると客足が遠のいている。
,,×,一般レストラン（スタッフ）,お客様の様子,・観光客及びビジネス客の利用が激減しており、来客数が前年から10％の減少となっている。特に３連休以降の売上は前年の80％まで落ち込んでいる。
,,×,スナック（経営者）,来客数の動き,・全般的に、新年会での利用や団体での利用が少なくなっている。
,,×,観光型ホテル（経営者）,来客数の動き,・宿泊客の動きをみると、前年と同様に休日の落ち込みは少ないものの、平日の減少が目立っている。予約状況も極端に悪い。
