Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,旅行代理店（従業員）,販売量の動き,・新規の問い合わせが増えてきている。来年度以降の旅行についての問い合わせも増えてきている。また、１件当たりの取引額も増えてきている。
,,○,商店街（代表者）,販売量の動き,・今年は大雪の日がなかったため、比較的順調に推移している。外国人観光客も前年と比べて若干増えているようだ。ただ、データをみると、韓国人の増加が目立っており、韓国人は物販消費には全く寄与しないことから、人が多い割に売上につながっていない。
,,○,一般小売店［土産］（経営者）,お客様の様子,・アジア人観光客が高額なコンブを買うことに驚いている。12月の売上は前年比124.7％、前々年比111.3％であった。
,,○,百貨店（売場主任）,競争相手の様子,・同業他店の数字をみても、軒並み前年実績をクリアしている。なかでも特選衣料や高額な宝飾品がよく売れている。これらのことから景気の回復傾向がうかがえる。
,,○,百貨店（担当者）,来客数の動き,・直近の悪天候による影響を受けているものの、近隣商業施設との共同施策などの効果もあり、客足は順調に伸びている。
,,○,百貨店（営業販促担当）,単価の動き,・衣料品が前年比プラスとなっている。気温が低めで推移したこともあり、コートなどのアウター類が婦人物、紳士物共、大幅に伸びている。食品、雑貨類も堅調に推移している。ただ、全館での来客数は前年を下回っている。
,,○,スーパー（店長）,来客数の動き,・来客数が前年を超える日が増えてきているなど、全体的に増加傾向にある。また、12月ということもあり、販売量も増加傾向にある。
,,○,スーパー（店長）,来客数の動き,・売上と来客数が共に伸びていることから、景気はやや良くなっている。
,,○,衣料品専門店（店長）,お客様の様子,・明らかに客の購買意欲が高まっており、客単価が前年よりも２割高くなっている。
,,○,自動車備品販売店（店長）,販売量の動き,・冬タイヤのほか、スノーブラシ、タイヤチェーン、スコップなどの冬季商材が前年比110％と好調に推移している。また、寒さの影響もあり、バッテリー販売も好調である。
,,○,スナック（経営者）,来客数の動き,・12月で忘年会が多いこともあるが、例年と比べても客が多いようにみえる。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国、韓国からの観光客が前年の1.7倍で推移している。11月に市内で開催された芸能イベントも追い風となった。
,,○,旅行代理店（従業員）,販売量の動き,・農家の動きが確実に良くなっている。行き先をはっきりと決めずに来店し、年末年始で空いているところ、海外で暖かいところなど、自分の希望に見合った場所に旅行したいという客が複数名みられた。また、そうした客は予算にこだわりがないことが多い。
,,○,タクシー運転手,お客様の様子,・前年と比べて平日の宴会が増加しており、景気そのものの良さが感じられる。ただ、当社については乗務員不足の影響で思うように販売量を確保できない状況にある。また、タクシーの稼働台数も少ないため、帰宅する顧客を待たせる状況が続いている。
,,○,美容室（経営者）,販売量の動き,・客の消費意欲が高まっている。特別なキャンペーンなどを行っていないにもかかわらず、12月の技術売上は前年から約10％の増加となった。
,,○,美容室（経営者）,販売量の動き,・12月の売上は前年から５％強の増加であった。
,,○,住宅販売会社（経営者）,お客様の様子,・株価が堅調に推移しており、為替も安定していることから、景気はやや良くなっている。
,,□,商店街（代表者）,販売量の動き,・クリスマスギフトの客単価、販売量共、前年と比べて落ち込んでいる。ただし、自己購入の客については客単価がやや上がっている。
,,□,商店街（代表者）,お客様の様子,・政治情勢の騒がしさや北朝鮮問題などがみられるが、客の日々の生活は変わらない。
,,□,商店街（代表者）,来客数の動き,・12月は年末大売出しの月ではあるが、当商店街において物販全般で売上を伸ばしている店舗は少なかった。また、年末抽選会の会場の様子をみると、時刻によってばらつきはあるが、前年と比較して景品を交換している客の数は余り多くなかった。これは高額商材の売行きが鈍かったこと、12月としては珍しい強い寒波が訪れたことで出控えする客が多かったことが要因とみられる。
,,□,一般小売店［酒］（経営者）,単価の動き,・３か月前と比べて、ほとんど変化はみられない。ただ、得意先の中には客単価が上がっている店舗もみられるなど、景気が底を打っているような雰囲気もある。
,,□,百貨店（販売促進担当）,販売量の動き,・クリスマス商戦が一段落し、歳末商戦が始まったが、例年と変わらない状況となっている。年始の初売りにおいても、それほど大きな変化は起こらないと見込まれるため、景気に大きな変化はみられない。
,,□,スーパー（店長）,来客数の動き,・ハレ型商材の動向は良いが、ケ型商材は客の価格に対する目が厳しい。来客数、客単価共、変化はみられない。
,,□,スーパー（企画担当）,それ以外,・足元のクリスマス商戦は好調であったが、特別な商戦以外の日常の日々の売上動向はやや低調気味である。また、グループ内で好不調の地域間格差がはっきりしてきており、地域の消費動向としてはまだら模様というのが実情である。
,,□,コンビニ（エリア担当）,販売量の動き,・クリスマスが週末と重なったことで、クリスマスケーキなどの需要が量販店に流れた雰囲気がある。ただ、連休が少なかったことから、来客数は維持できており、月間ではそれほど大きな減少とはならなかった。
,,□,コンビニ（エリア担当）,来客数の動き,・売上は維持できているものの、来客数が増えてこない。
,,□,コンビニ（店長）,来客数の動き,・依然として来客数が前年を５％ほど下回っており、それに伴い売上も前年を下回っている。
,,□,家電量販店（店員）,販売量の動き,・12月は後半になって来客数が伸びてきた。一方、客単価はほぼ前年並みであった。気温の低い日が続いたことから、電気暖房器具などがよく売れている。
,,□,乗用車販売店（従業員）,販売量の動き,・来客数は余り変わらないが、販売量が前月よりもやや減っている。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・数字的には前年並みで推移している。客は相変わらず必需品のみを購入しており、新しい商材に対しては財布のひもが固い。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が安定していることから、売上は好調に推移している。
,,□,高級レストラン（スタッフ）,来客数の動き,・月によって変動があり、良い時期と悪い時期が不定期に入れ替わっている。
,,□,タクシー運転手,来客数の動き,・12月は１年で最もタクシーの売上が良い時期であり、今年も年末の繁忙期は電話注文が多いなど、忙しかった。タクシー１台当たりの売上は前年から６％程度のプラスとなったが、乗務員不足の影響でタクシーの稼働率が悪いため、会社の売上は前年から３％程度のマイナスであった。
,,□,タクシー運転手,来客数の動き,・観光客の利用件数が減少したものの、イベント関係での利用件数がやや増加したことから、全体的には変化がみられなかった。
,,□,観光名所（従業員）,来客数の動き,・12月29日時点の利用乗降客数が前年や前々年の同時期とほぼ同数であることから、景気は変わらない。
,,□,美容室（経営者）,それ以外,・客１人当たりの単価が上がっている一方で、低価格の店舗に移る客も多くみられる。
,,□,住宅販売会社（経営者）,お客様の様子,・モデルルームに来訪する客の多くは、分譲マンションの購入を急いでいないこともあり、じっくりと時間を掛けて検討することがほとんどである。このところ、こうした客の様子に変化がみられない。
,,▲,商店街（代表者）,販売量の動き,・生鮮食品の価格が高騰していることもあり、商店街での消費になかなかつながってこない。お歳暮に海産物を贈ろうという動きは遠のくばかりである。
,,▲,百貨店（役員）,来客数の動き,・来客数に加えて、販売額も減少しており、景気はやや悪くなっている。
,,▲,スーパー（役員）,それ以外,・水産関係や観光関係の景気が悪いことが影響している。関係者による年末の忘年会も減ったようである。
,,▲,コンビニ（エリア担当）,来客数の動き,・漁業不振が続いていることで、加工場の稼働が落ちている。それに伴って自店の来客数にも影響が出ている。
,,▲,衣料品専門店（店長）,販売量の動き,・ギフト需要の時期であったにもかかわらず、プレゼントの販売量が少なかった。
,,▲,乗用車販売店（従業員）,販売量の動き,・季節的な影響もあるのかもしれないが、販売量がやや下向きとなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・北海道において12月は谷間の月となる。天候の影響もあるが、今年も厳しい月であった。
,,▲,高級レストラン（スタッフ）,販売量の動き,・この季節は外国人客が目立ち、日によっては家族連れの外国人客が客の半分を占めることもあったが、全体ではランチ、ディナー共、８割くらいの入込にとどまった。一方、例年、12月はクリスマスがあり、高額なコース料理も出ることから、客単価が高くなる傾向にある。結果的に12月の売上は前年を８％下回った。
