Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,一般小売店［酒］（経営者）,販売量の動き,・市内の飲食店の売上はいまいちだが、ホテルや郊外型の客先が多忙になってきていて売上を押し上げている。
,,○,スーパー（店長）,来客数の動き,・北海道全体での来客数は前年比94％となった。前年のプロ野球チームの優勝感謝セールの反動から、前年比ベースでは減少となったが、売上計画ベースでは前年比101％となり、全国値の102％とそん色なく推移している。なお前年比を部門別にみると、衣料品が94％、住居用品が99％、食品が95％などとなっているほか、テナント入居している専門店が93％となっており、住居用品を除いた部門では全国に遅れをとっている。
,,○,家電量販店（地区統括部長）,販売量の動き,・来年６月の地上デジタル放送開局を控え、札幌地区では薄型テレビの販売台数が前年比300％を超えてきている。
,,○,乗用車販売店（営業担当）,販売量の動き,・今月は新商品の発売があり、販売量が前年実績を上回った。
,,○,高級レストラン（スタッフ）,それ以外,・以前から低迷していた店舗の料理、設備等のリニューアルを図ったところ、当該店舗以外にも効果が波及しており、全体的に売上が向上した。
,,○,観光型ホテル（経営者）,来客数の動き,・本州客の動きが良くなってきている。海外からの旅行客も増加傾向にある。気候が良いこと、愛知万博の終了、知床及び旭山動物園の効果といった要因が考えられるが、ブーム的な影響が影を潜め、入込客の増加に確かな手ごたえを感じる。ただし消費単価の面では厳しいものがある。
,,○,観光型ホテル（経営者）,来客数の動き,・今月の売上高は前年と比べて若干良くなっている。一番の大きな理由として愛知万博が終わったことが挙げられる。
,,○,観光名所（役員）,販売量の動き,・ロープウェイの利用客、売店の販売額は、３か月前の落ち込みからほぼ前年並みに回復してきている。
,,○,美容室（経営者）,来客数の動き,・以前よりも客の来店頻度が上がってきている。特に再来店までの周期が長かった客において、周期が短くなってきている傾向がみられる。
,,□,商店街（代表者）,単価の動き,・販売量に変化はないが、客は価格に対して敏感であり、客単価が低下したままである。
,,□,商店街（代表者）,お客様の様子,・季節商材の動きは良くなってきていると感じるが、商品購入に対する客の態度は相変わらず慎重なままである。
,,□,商店街（代表者）,お客様の様子,・秋物の出足は良かったものの､10月に入ってからは気温が思ったほど下がらず、秋冬物に対する客の購買意欲が落ちている。
,,□,百貨店（売場主任）,お客様の様子,・現在、売上は前年比90％前半で推移している。下旬に開催した食料品の大型催事では例年以上の集客が図られたが、その他の日は、平日はもちろん、土日もなかなか集客が図られない状況である。周辺の店舗も同じような状況であり、商圏としては深刻な状況といえる。
,,□,百貨店（売場主任）,単価の動き,・例年と比べると気温や天候に１週間くらいのずれがある。前年とほぼ同様の品ぞろえをしているが、圧倒的にコートやスーツなどの重衣料の買上が少なく、低単価商品の買上が目立つ。
,,□,百貨店（販売促進担当）,来客数の動き,・店舗への来客数、買上客数とも前年割れの状態が続いている。
,,□,百貨店（役員）,来客数の動き,・特別なイベントで強力に集客を図った場合は、来客数も前年比を上回り、売上も好調である。ただし、それ以外の日では日曜、祭日を含めて来客数が前年を割り込んでおり、結果として売上も前年を下回る状態が続いている。
,,□,コンビニ（エリア担当）,来客数の動き,・競合店との価格差で客の買物動向が大きく変化しており、客は商品単価の安い店舗に動いている。来客数だけではなく、客の買上単価も減少している。
,,□,コンビニ（エリア担当）,お客様の様子,・当社の売上状況は大変良好だが、周辺の競合店の状況を聞くと、お盆明け以降、軒並み売上が低迷していると聞いている。
,,□,コンビニ（店長）,単価の動き,・このところ来客数が若干増加しているなど、やや良い面もみられるが、客単価の落ち込みが激しく、最終的な売上に関してはプラスマイナスゼロとなっている。良いか悪いかと考えると、傾向的にはあまり良くない状態が続いている。
,,□,家電量販店（店員）,それ以外,・10月の売上は前年を上回ったが、相変わらず客は値段の安い店を回っている。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・集客イベントや店頭啓もうなど、やれそうな企画は毎月提案して、何らかの策を講じてはいるものの、顧客動向、店頭での購買に変化はみられない。
,,□,高級レストラン（スタッフ）,来客数の動き,・今月はランチ客の伸びもあり、客数が久しぶりに前年をオーバーした。ただし客単価は前月に引き続き前年を下回っており、売上も厳しいままである。
,,□,旅行代理店（従業員）,来客数の動き,・来客数の動きに目立った変化がなく、一向に景気が回復する兆しがみられない。
,,□,旅行代理店（従業員）,単価の動き,・来店客数は一前年より増加しているものの、客単価が相変わらず低迷している。海外旅行もテロや自然災害の多さが影響して伸び悩んでいる。
,,□,タクシー運転手,お客様の様子,・今年は例年よりも暖かく、客は緊急時を除き、バス、地下鉄に流れているようだ。ススキノにおいても、他の公共交通機関の運行時間を過ぎれば、人出が目立って少なくなる。依然として客の財布のひもは固い。
,,□,タクシー運転手,販売量の動き,・今年は暖かい日が多く、タクシーを利用する客が大幅に減ってきている。
,,□,設計事務所（職員）,それ以外,・建物新築の企画や構想の引き合いは多いが､実施設計などの具体的な仕事の引き合いはそれほど多くない。
,,□,住宅販売会社（従業員）,販売量の動き,・販売量は相変わらず低迷した状態であり、単価も下がり気味の状態が続いている。
,,▲,商店街（代表者）,来客数の動き,・愛知万博が終了しても観光客は回復せず、観光客への依存度が高い飲食店は軒並み前年を割っている。
,,▲,商店街（代表者）,お客様の様子,・冬を控えて石油製品の値上げによる買い控えがじわじわ出てきている。
,,▲,スーパー（店長）,販売量の動き,・例年10月に大きな企画を実施しているが、今年はその期間の売上が約20％ダウンしている。来客数も今月に入りトレンドから約４％減っている状況である。
,,▲,スーパー（店長）,販売量の動き,・３か月前の７月から９月まで右肩下がりで推移している。10月については販売量が前月比102％となったが、前月より営業日数が１日多いことを考慮すると、やはり景気は悪いままである。
,,▲,コンビニ（エリア担当）,お客様の様子,・当社の数字は厳しくなってきているが、それ以上に周辺のスーパーマーケットのチラシが増えている。売上を確保するために今まで以上に販促を打ち出して売上を上げようとする姿勢がみられる。
,,▲,衣料品専門店（店長）,来客数の動き,・展示会の客の入りが悪い。去年同様、灯油等の心配などから来客数が少なくなっている。
,,▲,家電量販店（経営者）,販売量の動き,・前月後半から業種を問わず、客足が鈍っている。販売量、販売額共に落ち込みが激しい。気温の高さもあり、季節商材の売行きが鈍い。
,,▲,乗用車販売店（従業員）,販売量の動き,・今月は販売数も良くないが、来場者数も大分減ってきている。
,,▲,住関連専門店（従業員）,販売量の動き,・冬物の売上が芳しくない。
,,▲,高級レストラン（スタッフ）,お客様の様子,・ランチについては後半に入ってから近隣の男性ビジネスマンが来店するようになり、前年の売上を超えた。夕食については、個室で観楓会代わりの高単価の夕食会が数件あり、前年を上回った。全体の売上額はほぼ前年並みであるものの、全体の予約状況は悪かった前年から更に落ち込んでおり、消費動向はやや悪いと感じている。
,,▲,スナック（経営者）,競争相手の様子,・周りの店も暇な様子であり、閉店する店が相次いでいる。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・週末の雨続きで客足が伸びず、半年ぶりに前年比が減少となる見込みである。
,,▲,旅行代理店（従業員）,来客数の動き,・前月後半から業種を問わず、客足が鈍っている。販売量、販売額共に落ち込みが激しい。気温の高さもあり、季節商材の売行きが鈍い。
,,▲,旅行代理店（従業員）,販売量の動き,・選挙終了後は需要回復に向かうのが普通だが、今回は選挙前よりも需要が減っている。
,,▲,タクシー運転手,来客数の動き,・タクシーの利用は天候に左右されるが、10月は暖かい日が多く、雨の日も少なかったので、タクシー利用客が減っており、売上も前年と比べて、大きなマイナスとなっている。
,,×,＊,＊,＊
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,その他サービス業［システムハウス］（経営者）,取引先の様子,・新しい受注案件の話が頻繁に聞こえてくる。
,,□,家具製造業（経営者）,受注量や販売量の動き,・質の高い請負物件が比較的好調である。
