Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,来客数の動き,・６月に入り、全道的なスポーツ大会や会議などが相次ぎ、当地域を訪れる来街者が増加した。特に飲食、土産物、宿泊などの業種で売上を伸ばした。また、道内外からの観光客も徐々に増加している。全体的には、装飾品や衣料品以外の業種は好調であった。
,,○,スーパー（役員）,それ以外,・今年の夏はスーパー、ドラッグストアの新店オープンが次々と予定されていることから、建設関係を中心に忙しい状況が続いている。
,,○,コンビニ（エリア担当）,来客数の動き,・以前と比べて、来客数が前年比で上向いている。５月は天候要因による影響とみられたが、６月も回復傾向にあることから、客の動きが良くなっている。
,,○,家電量販店（店員）,販売量の動き,・５月後半に暑い日が続いたことから、６月前半からエアコンなどの夏物家電が好調に売れている。
,,○,高級レストラン（スタッフ）,販売量の動き,・全体的に前年を上回って、やや良かった。観光客が国内外を問わず微増したことに加えて、複数の大きな音楽イベント、スポーツ大会などが行われたことが好影響をもたらしている。ただ、ランチは、日によって売上が大きく増減したため、対応に苦慮した。ディナーは、フリー客が少なかったものの、団体客の予約が入ったことで来客数を確保できた。
,,○,観光型ホテル（スタッフ）,来客数の動き,・国内の報奨旅行を効率良く受注できた。
,,○,旅行代理店（従業員）,来客数の動き,・10連休となったゴールデンウィークの集客が良かったことの反動で、６月の花による観光の集客が今一つ伸びなかった。ただし、国内チャーター便が前年より増加しているなど、観光繁忙期の夏季シーズンに向けて期待が持てる。
,,○,通信会社（企画担当）,販売量の動き,・通信端末の料金変更を行ったことにより、来客数が前年の1.8倍に増加しており、販売量も増加している。
,,○,美容室（経営者）,販売量の動き,・技術売上及び関連商材の販売量が数か月連続で前年を上回っている。６月は前年から３％程度の増加が見込まれる。
,,○,美容室（経営者）,販売量の動き,・３か月前と比べて、売上が５％弱増加している。今後もこうした傾向が続くとみられる。
,,□,商店街（代表者）,お客様の様子,・前月から変化がみられない。
,,□,商店街（代表者）,販売量の動き,・４月の統一地方選挙、５月のゴールデンウィークといったマイナス要因による影響も一段落つき、平穏な日常が戻ってきた。そのため、物販も飲食も落ち着いた状況にある。ただ、７月は参議院選挙があるため、観光を中心に悪影響が出てくることを懸念している。
,,□,一般小売店［土産］（経営者）,来客数の動き,・６月の売上は前年比98.8％、一昨年比110.3％であった。これまで、アジアなどの外国人観光客による売上は平均して30％ほどを占めていたが、なぜか今月は18％まで落ち込んでいる。
,,□,スーパー（店長）,来客数の動き,・前月と同様に、来客数の前年割れが続いている。お中元ギフトにおける１人当たりの贈答件数が減少していることから、客の節約志向は依然として変わらない。
,,□,スーパー（店長）,販売量の動き,・販売量の動きがこれまでと変わらない。
,,□,スーパー（役員）,来客数の動き,・５月に続き、６月の天候も悪くなかったことから、来客数は前年並みを維持している。商品単価が低下している部門が多いが、客単価がここ数か月と同様に前年並みを維持していることから、売上は前年を上回った。景気自体は決して良くはないが、上向き傾向に転じている。
,,□,衣料品専門店（店長）,お客様の様子,・前月に引き続きスーツに対する需要が高まってきているが、２月以降の落ち込みをカバーするほどではない。
,,□,乗用車販売店（経営者）,来客数の動き,・例年、客足の鈍くなる時期だが、今年は新型車がないこともあり、例年以上に客足が落ち込んでいる。市場もレンタル需要が強く、小売の動きが弱い。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車が出た割には販売量の伸びがみられない。
,,□,乗用車販売店（従業員）,販売量の動き,・消費税増税を前にして駆け込み需要が少しずつみられるようになっている。また、７月半ばに出る新型車の受注が始まっていることも追い風となっている。全体的に前月から良い流れで推移している。
,,□,乗用車販売店（従業員）,販売量の動き,・消費税増税前の駆け込み需要が若干みられるものの、販売量は３か月前と変わっていない。
,,□,自動車備品販売店（店長）,販売量の動き,・消費税増税を前にして、車の受注が増えている。また、タイヤの値上げが予定されていることから、タイヤの購入も増えている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・タンカー攻撃後も原油価格の急騰などがみられず、石油製品価格が安定して推移していることから、景気に変化はみられない。
,,□,高級レストラン（スタッフ）,販売量の動き,・６月の売上は前年から25％の増加となった。ランチの時間帯は予約客を優先しつつ、フリー客に対して待たせないように料理を提供したことで、客の回転率が上昇した。ディナーは年配の夫婦による利用が多く、料理と会話を楽しんでいた。アイドルタイムはお茶の客が多い。また、外国人客は宗教上の理由などから、牛肉や豚肉を食べることができないこともあるため、言葉の壁があっても客の要望をよく聞くようにしている。スタッフの気配りもあり、リピーター客が増えている。
,,□,旅行代理店（従業員）,お客様の様子,・観光需要も含めた宿泊ホテル関係では、ゴールデンウィークの10連休が好調だったことの反動を懸念していたが、見込みほど下がることもなく、前年並みを維持している。一方、当地を舞台にしたドラマの効果は今のところ不明である。
,,□,旅行代理店（従業員）,販売量の動き,・営業数値が前年割れしている。
,,□,タクシー運転手,来客数の動き,・６月は複数のイベントがあったことから、前月よりもタクシーの利用が多く、タクシー１台当たりの売上は前年比で６％のプラスとなった。ただし、前月までと同様に乗務員不足でタクシーの稼働率が大幅に低下しており、会社の売上は前年から４％のマイナスとなった。
,,□,タクシー運転手,来客数の動き,・イベント関係でのオーダーが順調であった。一方、国内観光客や外国人観光客による利用は若干のマイナスとなった。全体的には景気は変わらないままである。
,,□,タクシー運転手,販売量の動き,・人手不足の影響が顕著であり、需要に対応できない部分がある。また、ゴールデンウィークにおける支出が増加した影響で、客が外出を控える傾向もみられる。
,,□,パチンコ店（役員）,単価の動き,・食品の値上げの影響により、客の消費動向が不透明になってきている。
,,□,住宅販売会社（経営者）,お客様の様子,・住宅を中心に駆け込み需要がほとんどみられない。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを訪れる客の様子に変化はみられない。また、商談に要する時間がやや長めであることも変わらない。
,,▲,商店街（代表者）,単価の動き,・高額商材の動きが良くない。消費税増税が予定どおり行われるのか、客が様子見していることも否めない。
,,▲,商店街（代表者）,販売量の動き,・果物の在庫が見込みよりも早くなくなったことがマイナスとなっている。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・６月は外国人観光客が堅調に推移している。また、国内客もコンサートなどのイベントがあったことで乗降客が増えている。これらの動きに伴い当店の売上も増加しているが、コンサートの影響による部分が大きく、こうした特殊要因を除いた景況感は余り良くない。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・売上のほとんどを占めている得意先の売上が総じて良くない。ここ２年ほど、売上は上向きで推移していたが、ここにきて急激に減速している。
,,▲,百貨店（売場主任）,来客数の動き,・６月に入り、外国人観光客の来客数、売上が減ってきている。これまで国内客による売上のマイナス分を外国人観光客でカバーしてきたため、全体的に厳しい状況になっている。
,,▲,百貨店（販売促進担当）,来客数の動き,・前月まで売上をけん引してきた外国人観光客の伸びが、６月に入りマイナス傾向に転じており、全体を押し下げる要因となっている。外国人観光客の動きが読めず、今後の景気が回復基調になるかどうかも不透明である。
,,▲,百貨店（役員）,販売量の動き,・全体的な販売量の動きは変わらないが、当社の場合、店舗によるばらつきが大きいことがマイナス要因となっている。
,,▲,コンビニ（エリア担当）,お客様の様子,・漁業の動きが良くないため、景気がやや悪くなっている。周辺の加工場の動きも悪い。
,,▲,乗用車販売店（従業員）,お客様の様子,・テレビなどで年金の話題が多く取り上げられていることから、高額商材の購入に影響が出ている。イベントへの来客数も少なく、販売量にも影響している。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・天候面での影響もあるが、消費税増税や年金不足に関する問題がかなり尾を引いている。客の買い控えが起きている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・ゴールデンウィーク後から、予約などの客の動きが例年と比べて鈍化している。
