Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,商店街（代表者）,来客数の動き,・３か月前と比較すると、来街者数が目に見えて増加している。３月下旬及び４月初旬は、商店街を訪れる来客数は少なかったが、４月中旬以降、来客数は増加しており、商店街にある百貨店では、これまで不振であった衣料品等の販売量が増加している。
,,○,一般小売店［酒］（経営者）,販売量の動き,・４月に入ってから、景気に幾分明るさが出てきている。得意先の新規オープンの話も何件かみられており、雰囲気的に先が明るくなりつつある。
,,○,百貨店（売場主任）,来客数の動き,・４月の売上が前年比105％前後で推移している。
,,○,百貨店（販売促進担当）,販売量の動き,・単品買いの傾向が継続しているなか、少しずつまとめ買いやコーディネートで購入するケースがみられるようになってきた。
,,○,百貨店（販売促進担当）,来客数の動き,・今年に入ってから、毎月、来客数が前年を上回る傾向にある。
,,○,百貨店（役員）,来客数の動き,・人の動きが良くなっている。
,,○,スーパー（店長）,販売量の動き,・今月は創業祭のイベントがあったため、集客の増加により、販売量が前年比106.8％と増加している。
,,○,スーパー（店長）,お客様の様子,・今までは価格の安さのみにこだわる客が多かったが、最近はバーゲンなどの安い商品に買物が集中する一方で、商品の質、ブランド、国産などにこだわった価値感のある商品も売れてきている。
,,○,その他専門店［医薬品］（経営者）,単価の動き,・以前と比べてまとめ買いをする客がやや増えており、大容量品も売れ出している。
,,○,高級レストラン（スタッフ）,来客数の動き,・今年の道東は風の強い日が多く、特に中旬以降は寒い日が続いたため、客足が鈍ったものの、月全体での来客数は前年並みとなった。
,,○,観光型ホテル（経営者）,来客数の動き,・４月後半からゴールデンウィークにかけての予約が前年以上に伸びている。
,,○,旅行代理店（従業員）,販売量の動き,・販売量がやや伸びてきている。他業種は分からないが、旅行業については若干景気が良くなってきている。
,,○,旅行代理店（従業員）,来客数の動き,・来客数は大分回復してきているものの、客の低価格志向や節約志向は変わらず、少しずつ回復してきているという状況にある。
,,○,タクシー運転手,来客数の動き,・４月は例年より寒く、雨や雪の日もあったため、タクシーの売上は前年を少し上回った。ここ最近は毎月、前年比マイナスの状況が続いていたが、３年ぶりに前年比プラスとなった。
,,○,タクシー運転手,販売量の動き,・例年４月は売上が伸びないため、３か月前に比べると売上が約15％減少しているが、前年との比較では、減少幅は約３％小さく、売上自体も約５％の伸びとなっていることから、景気は上向きにある。
,,○,観光名所（役員）,来客数の動き,・引き続き国内からの観光入込は今一つだが、台湾・韓国等の東アジアからの観光入込はまずまずであり、低水準ではあるが、全体の観光入込が前年を上回る月が続くようになってきた。
,,○,美容室（経営者）,お客様の様子,・来客数が前年並みに推移しており、売上もわずかではあるが前年を上回った。
,,○,住宅販売会社（従業員）,販売量の動き,・例年、４月のマンション販売戸数は１月よりも落ち込むことが多いが、今年は反対に売上が伸びた。来訪客も大きな減少はみられなかった。
,,□,商店街（代表者）,来客数の動き,・客の買い控え傾向はほとんど変わっていない。
,,□,商店街（代表者）,お客様の様子,・客の慎重な買い方は依然として変わらないが、特売については少し反応が出てきている。一方、季節商材については、天候不順の影響が大きく、まだまだの感がある。
,,□,商店街（代表者）,単価の動き,・例年、４月の春商戦では、春物の定価品への需要が出てくるが、今年は気温の変動が激しいため、今一つ春物への購買意欲がわかないようである。結局、客は買い得品に流れてしまうため、客単価が低下している。
,,□,商店街（代表者）,お客様の様子,・客の反応は以前と変わらず、変化がみられない。
,,□,百貨店（売場主任）,単価の動き,・４月の商品動向をみると、衣料品の動きが相変わらず厳しい状況にある。４月に入っても寒さが続いていることから、春物のコートやジャケットに動きはみられるものの、夏物商材の半袖にまだ動きがみられない。
,,□,スーパー（店長）,単価の動き,・４月初めの新入学シーズンのピーク時の動向をみると、客単価が前年を下回っている状況にある。また、４月の気温が低いことも追い打ちをかけている。４月後半になり、多少は上向いたが、月全体としてみると、景気は変わらなかった。
,,□,スーパー（企画担当）,単価の動き,・商品単価の低下に歯止めがかからない。
,,□,スーパー（役員）,単価の動き,・商品単価が前年比97.5％、客１人当たりの買上点数が前年比106.3％となっており、客単価は前年比103.7％となっている。既存店全体での売上は前年比103.4％となっており、ここ数か月変わらずに推移している。
,,□,スーパー（役員）,販売量の動き,・低温の影響や、前年のプレミアム付商品券の反動で、４月は売上の厳しい状況が続いている。
,,□,コンビニ（エリア担当）,来客数の動き,・消費の冷え込みは継続している。天候も悪かったことから、観光客や農家の動きも鈍い。また、前年の定額給付金給付の反動もあり、売上は鈍化している。
,,□,乗用車販売店（従業員）,販売量の動き,・環境対応車への補助金の効果が一段落した感があり、受注台数も低調に推移している。
,,□,住関連専門店（経営者）,販売量の動き,・依然として厳しい状況が続いている。
,,□,高級レストラン（スタッフ）,販売量の動き,・例年と比較して、今年はゴールデンウィーク前の状況が特に悪い。平日の地元客、週末の観光客とも入込が少なく、売上は前年からは10％の減少となっている。
,,□,観光型ホテル（経営者）,単価の動き,・本州団体ツアー客及びインターネット個人客ともに、引き続き客単価が低下している。
,,□,観光型ホテル（スタッフ）,単価の動き,・宿泊料金の動きをみると、観光客は価格訴求商品にリクエストが集中しており、販売量を確保できても、売上の落ち込みをカバーするまでには至っていない。前年からの傾向に変化はなく、回復基調とまでは感じられない。
,,□,タクシー運転手,販売量の動き,・雪解けとともに利用者が激減しており、いまだに景気の底が見えない状態が続いている。
,,□,タクシー運転手,来客数の動き,・電話注文数が減少している。来客数も減少している。客単価も低下傾向にある。
,,□,通信会社（社員）,お客様の様子,・新年度・新生活という転換期ではあるが、ここ数か月と比較して、客の消費行動が活発になったとは感じない。客は支出の増加には相変わらず慎重であり、改善の兆しも特に感じない。
,,□,通信会社（企画担当）,販売量の動き,・前月と同水準の売上を記録している。競合他社も同様の状況である。
,,□,観光名所（職員）,来客数の動き,・低温、悪天候等の影響により、利用客が減少している。また、海外客の利用は微増であったが、国内客の利用が大きく減少している。
,,□,パチンコ店（役員）,競争相手の様子,・他社の様子をみても、客を獲得するためにずい分と苦労している。余暇に対しての消費が確実に減少しているなかで、余暇時間の過ごし方として当業界の順位が下がっていることが顕著に感じられる。
,,□,その他レジャー施設（職員）,販売量の動き,・ここのところ団体利用で１人当たり１万円程度かかる商品について、人数が集まらないので利用できないと断られるケースが増えている。引き合い自体も例年と比較して少ない。
,,□,美容室（経営者）,お客様の様子,・天候不順のため、灯油を例年よりも多く使用するうえ、ガソリンの値上げなどもあり、出費を控える傾向がみられる。
,,□,設計事務所（所長）,お客様の様子,・春になり、問い合わせ件数は若干増加しているものの、相変わらず客の動きは鈍い。
,,□,住宅販売会社（経営者）,販売量の動き,・住宅業界の受注状況に変化はみられない。
,,▲,商店街（代表者）,来客数の動き,・前月は客の購買意欲が増してきている様子がうかがえたが、今月は天候不順の影響なのか、来客数が落ち込んでおり、売上も前年よりも減少している。
,,▲,商店街（代表者）,来客数の動き,・来客数が減少している。
,,▲,コンビニ（エリア担当）,単価の動き,・前年は定額給付金の効果もあり、客の買上単価が上昇していたが、今年は反動で１％程度低下している。また低温が続いたことから、農家の需要も低調であり、特に飲料水の販売量が減少している。
,,▲,衣料品専門店（店長）,販売量の動き,・今年は４月の天候が例年よりも悪かったため、客足が非常に鈍く、売上も減少している。
,,▲,家電量販店（店長）,販売量の動き,・前年よりも状況は良いものの、３月のエコポイント対象商品の変更前の駆け込み需要の反動が大きく、数字的にはやや物足りない状況となっている。
,,▲,家電量販店（地区統括部長）,販売量の動き,・３月までの旧エコポイント制度の下での駆け込み需要の反動で、薄型テレビの売上が激減している。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・自動車用燃料の販売量の減少、タイヤ等の高額商品の買い控えがみられる。
