Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,乗用車販売店（従業員）,販売量の動き,・新型車効果が少しずつ表れてきている。
,,○,その他専門店［医薬品］（経営者）,単価の動き,・ようやく４月の消費税増税の影響から脱してきている。客の需要が高まっており、高額品も動いてきている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国とのＬＣＣ直行便の効果が表れている。また、韓国ではテレビ番組での紹介により旅行商品が好調である。
,,○,観光名所（従業員）,来客数の動き,・11月28日現在、来客数が前年比101.6％となっている。今年は工事の影響で前年と比べて営業日数が６日間少ないものの、観光客の入込が増えているためとみられる。
,,□,商店街（代表者）,お客様の様子,・来年の消費税増税が延期されたことに加えて、12月の総選挙を控えて、客の動向は現状のまま推移している。
,,□,百貨店（売場主任）,来客数の動き,・11月の来客数は前年比98％となっており、ここ数か月大きな変化がみられない。また、定価品やバーゲン、催事のいずれも売上が前年比95％前後で推移しており、冬物の動きも停滞気味である。
,,□,百貨店（役員）,来客数の動き,・ファッション関連は前年実績に近づきつつあるが、家具や家電などの耐久消費財の動きは厳しい。当社では、特に家具専門店の売上が大きく減少している。
,,□,スーパー（店長）,来客数の動き,・来客数の動きが変わらない。
,,□,スーパー（店長）,来客数の動き,・消費税増税の影響からいまだに回復してこない。衣食住部門の高単価商材が売れず、特に住まい用品に関しては影響が大きい。４月以降、来客数の前年割れが続いており、消費者がインターネットでの購入に移行していることも考えられる。
,,□,スーパー（役員）,来客数の動き,・ここ数か月、来客数の動きに変化がなく、前年よりも２～３％下回って推移している。一方、客１人当たりの平均買上点数及び商品単価がそれぞれ前年から１％程度上回っていることで客単価を押し上げており、税込みの売上は前年を上回って推移している。消費者は家計をやりくりしながら、食生活を維持しているのが現状である。
,,□,コンビニ（エリア担当）,来客数の動き,・夏以降、来客数の減少が続いており、回復してこない。特に18時以降の夜間の来客数が大きく減少している。酒やたばこなどの買い控えが影響しているとみられる。
,,□,衣料品専門店（店員）,単価の動き,・単価の高い商材の動きが悪い。
,,□,家電量販店（経営者）,販売量の動き,・消費税増税後の反動減に加えて、全体的に景況感が悪いことから、消費マインドが低下している。
,,□,家電量販店（地区統括）,販売量の動き,・消費税増税後の売上の落ち込みが、予想以上に長引いている。
,,□,乗用車販売店（従業員）,来客数の動き,・来客数が減少している。新型車発売の案内をしても、以前ほど客の来店がみられない｡
,,□,乗用車販売店（従業員）,販売量の動き,・販売量がますます減少している。
,,□,自動車備品販売店（店長）,お客様の様子,・客のタイヤ購入の様子をみても、国産メーカーのものであれば良いという客が多く、客単価が低下している。
,,□,高級レストラン（スタッフ）,お客様の様子,・今月はスポット予約が入ったこともあり、全体の売上は前年を３％上回った。ただし、スポット予約分を除くと、売上は前年並みであった。例年、この季節になると、観光客、一般フリー客ともゆっくりと食事をすることが多くなるため、回転率が悪くなる傾向にある。
,,□,旅行代理店（従業員）,お客様の様子,・法人の団体旅行は数年に１度の割合で継続的に発生するため、特に良くも悪くもない状況にある。ただ、需要の発生するタイミングが遅くなっている。景気が良い時は受注も早いが、最近は動きが鈍化している。
,,□,美容室（経営者）,販売量の動き,・新商品の初月の販売量が予想以上の好調であった。
,,▲,商店街（代表者）,単価の動き,・50万円以上の高単価の時計や宝飾品の販売量が10％以上減少している。
,,▲,商店街（代表者）,単価の動き,・11月の売上は前年を上回った。ただ、９～10月とツアー客が減った分、11月に安いツアーが入ってきた影響とみられる。
,,▲,商店街（代表者）,来客数の動き,・各店舗の業績を聞いても前年実績を維持できていない状況にある。こうした傾向は消費税増税後から続いていたものであったが、今までは１けたの減少幅にとどまっており、今月のような２けたの減少幅はみられなかった。消費者の景気に対する意識が変わってきていることが大きな要因とみられる。ただ、こうした状況のなかでも高額商材が売れていることは良い材料であった。
,,▲,一般小売店［土産］（経営者）,販売量の動き,・季節的な影響で観光客が少なくなってきているなかで、例年よりも観光客の客単価の低下幅が大きくなっている。
,,▲,一般小売店［酒］（経営者）,お客様の様子,・付き合いのある事業者の多くが電気料金の値上げに頭を悩ましている。また、客先からは総選挙が決まったことで宴会などを行いづらい雰囲気が出ており、年末を控えて外食機会が一段と減りそうだという声が上がってきている。
,,▲,百貨店（販売促進担当）,来客数の動き,・現政権の経済対策効果の恩恵が感じられないなか、これから冬期に向かう北海道では燃料価格の高騰が続いていることで、生活防衛意識がますます高まっており、消費行動が鈍化している。
,,▲,百貨店（販売促進担当）,単価の動き,・客単価が前年を上回る状態を維持しているものの、伸び率が縮小してきている。来客数の減少と買上率の低下に歯止めがかからないなか、単価上昇が足踏み状態となっていることが全体売上に影響している。
,,▲,スーパー（店長）,販売量の動き,・11月の販売量は前年比95％となっており、消費税増税からずっと右肩下がり状態で推移している。売上も前年割れが続いている。
,,▲,スーパー（役員）,お客様の様子,・お歳暮や年末商材の動きが良くない。電気料金の値上げなどで消費者の節約志向が強くなっている。
,,▲,衣料品専門店（経営者）,お客様の様子,・冬の寒さの影響で街を歩く消費者が減少している。11月からの電気料金の値上げに加えて、灯油価格の高騰もあり、暖房にかかる光熱費が来年４月まで家計を圧迫することになる。総選挙の影響も多大である。
,,▲,衣料品専門店（店長）,来客数の動き,・消費税増税、電気料金の値上げなどの影響が出ている。
,,▲,家電量販店（店員）,販売量の動き,・小物商品のまとめ買いが少なくなった。
,,▲,乗用車販売店（従業員）,販売量の動き,・周りをみても車の販売台数がかなり減少している。メーカーのリコールの影響もあるが、それにしても落ち込みが大きい。売れている営業マンもいるが、全体的に厳しい状態にある。
,,▲,乗用車販売店（役員）,お客様の様子,・新型車が出ても受注につながらない。店頭に足を運ぶ客の決断が以前に比べて慎重になってきている。来年の消費税増税が延期されたことや自動車税を取り巻く今後の動向が不透明なことなど、先行きの不透明感も影響している。
,,▲,高級レストラン（スタッフ）,販売量の動き,・前年と比べて売上が10％近く減少しており、やや悪い状況にある。電気料金が上がってから価格を下げたメニューは人気があるが、全体的に主婦層の利用が少なくなっているなど、北海道は電気料金の値上げが飲食店やサービス業に深い影を落としている。今月訪れた東京の繁盛店では接客が上手なうえに客入りも良いなど、飲食店の景気回復を強く感じたが、北海道ではそうした影響はほとんどみられないうえ、客単価も低下し続けており、強い格差が生じている。
,,▲,一般レストラン（スタッフ）,販売量の動き,・原材料価格の値上がりにより、メニューの値上げを実施したにもかかわらず、わずかではあるが客単価が前年より低下している。
,,▲,観光型ホテル（役員）,来客数の動き,・貸切バス料金の高騰で道内団体客を中心に予約が激減している。外国人観光客も前年からの伸びが頭打ちになるなど、集客が悪化しており、円安効果が実感できない状況にある。さらにエネルギー価格を始めとして、多くのコストが急伸しており、業績が落ち込み始めている。
,,▲,旅行代理店（従業員）,販売量の動き,・衆議院の解散後、航空機利用の予約が減少傾向にある。また、予約のキャンセル割合も上昇している。経済活動を中心とした人の動きが鈍化している。
,,▲,旅行代理店（従業員）,来客数の動き,・テレビや新聞で総選挙に関する報道が出てから、来客数が減少している。ただし、エボラ出血熱に関する報道が落ち着いたことで、今後の海外旅行受注が期待できる。
,,▲,旅行代理店（従業員）,来客数の動き,・11月は来客数が減少している。また、高額ツア－よりも格安プランを求める客が増加している。
,,▲,タクシー運転手,販売量の動き,・これから年末に向かうなかで、３か月前と比べて景況感がやや下向きになっており、今後に対する危機感を覚えている。
,,▲,タクシー運転手,来客数の動き,・10～11月と売上が前年実績をやや下回っていることから、景況感は下向きとなっている。
,,▲,パチンコ店（役員）,お客様の様子,・原油価格の高騰や消費税増税などの影響により、客の買い控えが目立ってきている。
