Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,単価の動き,・コートを中心に単価の高い商品が売れている。
,,□,百貨店（売場主任）,お客様の様子,・必要な物にしか金を使わない傾向が続いている。婦人服、食品の売上は増加しているが、紳士服、リビング関連商品については減少している。
,,□,百貨店（売場主任）,単価の動き,・コートの買換えやまとめ買いが少なく、単価が低下したままである。
,,□,スーパー（店長）,単価の動き,・来客数が減少し、消費単価は低下したままである。
,,□,コンビニ（エリア担当）,販売量の動き,・来客数は前年並みだが、買上件数、売上が低迷したままである。
,,□,コンビニ（エリア担当）,競争相手の様子,・競合店の出店により競争が激化し、低価格化が進んでいる。
,,□,コンビニ（店長）,単価の動き,・単価が低下しており、売上は１割減少しているが、来客数は前年並みに回復している。
,,□,家電量販店（店員）,お客様の様子,・客が購買に慎重になっている。来客数が減少し、単価は低下している。
,,□,住関連専門店（統括）,単価の動き,・来客数は増加しているが、単価が上昇しておらず、売上に変化がない。
,,□,高級レストラン（スタッフ）,来客数の動き,・２頭目のBSE（牛海綿状脳症）発見の影響で、鉄板焼の店舗の来客数が減少したが、レストラン、宴会の来客数に変化はない。
,,□,高級レストラン（スタッフ）,お客様の様子,・米国テロの影響による国内旅行へのシフトにより観光客が増加し、牛肉を使用したメニューの売上も回復している。レストラン、個室利用の売上は、前年の実績に届かないものの、最悪の状況からは脱しつつある。
,,□,スナック（経営者）,来客数の動き,・街の人通りが少なく、来客数が減少している状況が続いている。
,,□,旅行代理店（従業員）,来客数の動き,・海外旅行の受注が依然として低調である。
,,□,タクシー運転手,お客様の様子,・冬期の需要期に入っているが、３か月前と比べて乗客数が若干増加している程度である。
,,▲,商店街（代表者）,お客様の様子,・販売促進活動をしても、なかなか財布のひもを緩めない客が目立つ。
,,▲,商店街（代表者）,販売量の動き,・11月の前半の気温が例年より暖かかったため、衣料品の動きが鈍い。
,,▲,商店街（代表者）,お客様の様子,・本来なら予約注文が多い月であるが、ボーナスの減少などにより、なかなか実売に結び付かない。
,,▲,百貨店（売場主任）,来客数の動き,・単価は上昇しつつあるが、来客数が減少している。
,,▲,スーパー（店長）,お客様の様子,・BSE（牛海綿状脳症）の影響で食肉部門が不振である。また、地元炭鉱の閉山、スーパーの倒産などの暗い話題が多く、客の財布のひもが更に固くなっている。
,,▲,スーパー（店長）,来客数の動き,・他店との競争激化とBSE（牛海綿状脳症）の影響で、来客数が減少している。
,,▲,スーパー（企画担当）,お客様の様子,・消費行動の二極分化が激しくなっている。食品に関しては相変わらず客の財布のひもが固い。
,,▲,スーパー（企画担当）,単価の動き,・売上に占める割合が高い食品や衣料品の単価が前年よりも１割低下している。
,,▲,乗用車販売店（従業員）,販売量の動き,・年収が減少している客が多く、ボーナス前であるが買換えが進まない。
,,▲,旅行代理店（従業員）,販売量の動き,・来客数が前年を下回っていることに加え、海外旅行を中心に旅行代金が大幅に値下がりしている。また、海外旅行の取扱の減少を補うほどには国内旅行の取扱が増加しておらず、売上が減少している。
,,▲,タクシー運転手,来客数の動き,・迎車が減少している。
,,▲,タクシー運転手,来客数の動き,・日中の人通りが少なく、市内は人よりもタクシーの方が多いくらいで、利用者数が減少している。
,,▲,パチンコ店（店員）,来客数の動き,・例年11月後半になると、来客数が増加し、客単価も上昇するものだが、今年は、前年、一昨年と比べて落ち込んでいる。
,,▲,その他レジャー施設（職員）,お客様の様子,・大規模イベントの減少に伴い、施設内の売店も来客数が落ち込んでいる。施設へのリピーターが増加しているためか、来店しても購入までに至らないケースが増加している。
,,▲,美容室（経営者）,来客数の動き,・来客数が、前年と比べて１割減少している。
,,▲,設計事務所（所長）,それ以外,・客からの依頼がほとんどない。
,,×,家電量販店（経営者）,お客様の様子,・地元炭鉱閉山の影響で消費が冷え込み、単価が低下している。
,,×,高級レストラン（経営者）,来客数の動き,・BSE（牛海綿状脳症）の影響で、来客数が大幅に減少している。
,,×,一般レストラン（スタッフ）,単価の動き,・来客数が減少し、単価も低下している。
,,×,旅行代理店（従業員）,それ以外,・営業時間中に電話が全く鳴らなくなっている。
,,×,旅行代理店（従業員）,販売量の動き,・米国テロの影響で個人旅行客も手控えムードが続いており、海外旅行の受注が前年比で７割程度である。
,,×,観光名所（役員）,来客数の動き,・米国テロの影響もあり、旅行の安近短の傾向が強まったため、航空機を利用する道外客の入込が減少している。沖縄方面から北海道に変更した客も期待したほど増加していない。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（経営者）,受注量や販売量の動き,・BSE（牛海綿状脳症）の影響で、年末用品の受注において、水産物ギフトの注文が例年より増加している。
,,○,通信業（営業担当）,取引先の様子,・システム設計及びＩＴ系インフラの構築には時間がかかるため、既に来年度をにらんだ案件が出てきており、投資額が大きい案件も増加している。また、新たなビジネスモデル構築に絡む案件があるなど、前向きな商談が増加している。
,,□,司法書士,取引先の様子,・不動産取引が停滞気味である。
,,□,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・受注量が少ない状況が続いている。
,,▲,食料品製造業（団体役員）,受注量や販売量の動き,・年末需要に向けて見込生産をしているが、消費が低迷しており、企業の経営環境は更に悪化している。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・需要の減少により、貨物量が減少している。
,,▲,金融業（企画担当）,それ以外,・米国テロやBSE（牛海綿状脳症）の影響を直接受けている企業は少ないが、経営者のマインドが慎重になっている。
,,▲,その他サービス業［建設機械リース］（支店長）,取引先の様子,・11月で既に工事関係が終わりかけており、取引先でも従業員の解雇が目立つ。
,,▲,その他非製造業［機械卸売業］（従業員）,取引先の様子,"・金属機械加工関連の取引先では、秋口以降の仕事量が減少しているため、各社が発注業者への売込を強化しており、加工単価が低下している。
・短納期の受注が増加している。納期に対応するため残業するが、その仕事が終了すると人員が余るので、経費が増加し採算が合わない。"
,,×,輸送業（支店長）,受注量や販売量の動き,・一戸建て住宅の販売不振や、家庭用雑貨の消費低迷などにより、物流量が減少している。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・地元大手スーパーの新規展開がある一方で、中心商店街における閉店や書籍販売店の倒産がみられる。
,,□,職業安定所（職員）,求職者数の動き,・新規求職登録数が、高水準のまま推移している。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・建設業以外では求人件数が減少している。特に運輸業での落ち込みが目立つ。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・年末年始商戦に向けての短期アルバイト募集が出始めているが、全体的にみると求人掲載の件数は減少している。
,,▲,新聞社［求人広告］（担当者）,求人数の動き,・人材募集広告の件数が大きく落ち込んでいる。
,,▲,職業安定所（職員）,求人数の動き,・新規求人件数が３か月連続で前年を下回り、新規求職件数は４か月連続して上回っている。
,,▲,職業安定所（職員）,雇用形態の様子,・求人の増加はパートが中心であり、求職者の希望に合致せず、就職に至らないケースが多い。
,,×,新聞社［求人広告］（担当者）,求人数の動き,・求人広告件数が、前年よりも２割程度減少している。
,,,,,
　２．東北,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,－,－,－
,,○,一般小売店［書籍］（経営者）,販売量の動き,・ヒット商品の登場で、売上が増加している。
,,○,百貨店（売場責任者）,販売量の動き,・来客数は堅調に推移し、年間最大の売出しも前年実績をクリアしているが、暖冬の影響で重衣料の動きが今一歩である。
,,○,百貨店（広報担当）,それ以外,・競合店との共同イベントや物産展の単独開催、地元サッカーチームのＪ１昇格記念セールなどが全体に効果的に作用している。
