Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,家電量販店（店長）,来客数の動き,・競合店が11月に閉鎖したことにより新規顧客が増えた。
,,◎,観光名所（役員）,販売量の動き,・クリスマスイベントの効果により函館への観光入込が好調であり、ロープウェイ利用客は12月としては過去最高を見込んでいる。
,,○,家電量販店（店員）,販売量の動き,・12月はブラウン管テレビが落ち込んだものの、ＤＶＤレコーダや乾燥機能付き洗濯機が良く売れ、前年並みの売上となった。
,,○,旅行代理店（従業員）,販売量の動き,・海外旅行の申込件数が回復基調にある。ただし、12～１月が増えているが、２月以降の動きが全く読めず、年末年始だけなのかもしれない。
,,○,設計事務所（所長）,来客数の動き,・同業者のなかでも、良いところと悪いところがはっきり分かれているが、忙しいところが増えているように感じる。
,,□,商店街（代表者）,お客様の様子,・12月は全般に雪が少なく、降ってもすぐに溶けるため、靴や衣料品が不振であり、全体としては変わらない。年末の福引きなどの企画も吸引力を失ってきている。
,,□,商店街（代表者）,来客数の動き,・降雪のある日や寒い日などは人出が少なくなるように、天候により商店街の来訪者が変化する。また、客の低単価志向が相変わらず続いている。
,,□,商店街（代表者）,お客様の様子,・買物に対する客の慎重さは依然として続いている。ただし、以前と比べると購買意欲に少し明るさを感じられるようになった。
,,□,商店街（代表者）,お客様の様子,・商品を買う際の客の品定めが慎重であり、買上金額が少なくなってきていることが引き続き見受けられる。
,,□,一般小売店［酒］（経営者）,単価の動き,・ウイスキーなど高額商品の販売が良くないものの、低額の焼酎などが伸びている。
,,□,百貨店（売場主任）,お客様の様子,・１月になったら売り尽くしセールのため商品が大幅に値下げになるので、前年と同様に１月に入ってから買おうとする客が今年も非常に多く見受けられる。
,,□,百貨店（販売促進担当）,販売量の動き,・12月も暖冬で降雪が少ないため、重衣料の動きが鈍い。すでに１月から始まる冬物セールで買おうと、消費者も「待ち」に入っている。
,,□,コンビニ（エリア担当）,競争相手の様子,・業界全体として、売上は前年比で上昇基調がうかがえる。
,,□,コンビニ（エリア担当）,単価の動き,・相変わらず買上時の商品単価が低下している。
,,□,コンビニ（店長）,来客数の動き,・酒の販売免許を取得できたため、単価についてはかなり良い方に改善されたが、来客数については現状が一杯一杯であり、全体としては変わらない。
,,□,家電量販店（経営者）,お客様の様子,・来客数が前年に比べて減っている。
,,□,住関連専門店（経営者）,来客数の動き,・例年だとこの時期は売れて忙しい時期だが、さっぱり売れず、来客数も落ち込んでいる。商店街への来街数、現金つかみどりバーゲンの売上も前年より悪いようだ。
,,□,住関連専門店（営業担当）,お客様の様子,・売出の時期にタイミング良く雪が降り、衣料品・靴などの季節商材の動きが良い。しかしながら、気温が上がると一気に売上がダウンするなど、１か月を通して前年を維持するのが精一杯である。
,,□,その他専門店［医薬品］（経営者）,販売量の動き,・年末の購買量は３か月前とは一緒にできないが、明らかに購入個数は減っている。年末全体としてはそれなりの商品の動きはあるが、数年前の３分の２くらいにダウンしている。
,,□,高級レストラン（スタッフ）,販売量の動き,・クリスマス・年末商品の販売量が全体的に落ち込んだ。販売量の減少は考慮していたが、予想以上の落ち込みであり、全体として状況は変わらない。
,,□,高級レストラン（スタッフ）,来客数の動き,・クリスマス期間に合わせたメニューを準備していたが、来客数・客単価とも前年を下回った。
,,□,高級レストラン（スタッフ）,お客様の様子,・春から外食控えが続いていたが、ディナーの売上がようやく前年を超えたほか、個室・飲食とも売上が前年並みになったものの、直前の予約客が多く、例年のように予約をしないで来店するフリー客が減少しているため、全体としては変わらない。
,,□,スナック（経営者）,来客数の動き,・これまで30年間仕事をしているが、今年の12月は一番悪い年になったように思う。居酒屋などは前年と変わらないかもしれないが、クラブやキャバレーに関しては最も低迷している気がする。
,,□,観光型ホテル（経営者）,来客数の動き,・観光客の入込が安定しており、あまり動きがない。
,,□,旅行代理店（従業員）,来客数の動き,・ここ数か月の動向に変化はなく、前年より１割程度減少している状況が続いている。販売量も前年を下回っている。
,,□,タクシー運転手,来客数の動き,・不景気のせいか、年末の忘年会シーズンでも週末以外は夜の人出も少なく、例年に比べるとタクシーの利用客が減っている。暖冬で雪も年末まで降らなかったこともあり、25日までの利用が極端に少ない。
,,□,タクシー運転手,お客様の様子,・例年12月は輸送繁忙期となるが、降雪量が少ないせいか、客の利用頻度が少なくなっている。また、深夜のススキノからの利用が前年より少ない。
,,□,タクシー運転手,販売量の動き,・タクシー業では１年のうちで最も収入の得られる時期だが、不景気のせいか忘年会を自粛する人達が増え、また忘年会をしても１次会で帰宅する人が目立っている。
,,□,美容室（経営者）,来客数の動き,・年末年始といっても通常の月からみて、大きな変化は感じられない。
,,▲,商店街（代表者）,お客様の様子,・防寒物が立ち上がり時期からピークのないまま減速してしまった。客の防寒に対する購買意欲の低下が感じられた。
,,▲,百貨店（売場主任）,お客様の様子,・高額品の動きが厳しい。暖かいせいもあって特にコート関係の動きが非常に厳しい。
,,▲,スーパー（店長）,販売量の動き,・クリスマス・年末と節約型の買物が非常に目立っている。特に素材を購入して料理を作るという動きが極端に減少しているように感じる。おせち材料では、年末の販売数が前年の半分以下となる商品もあるなど、非常に厳しい状況である。
,,▲,スーパー（店長）,お客様の様子,・来客数・売上とも前年を下回っており、非常に厳しい状況である。12月商戦の中で大きな割合を占めるクリスマス商戦も全くの低調に終わった。暖冬の影響も予想以上に厳しく、今後の年末商戦も売上の減少が危惧される。
,,▲,スーパー（店長）,単価の動き,・客単価が前年比で10％以上落ち込んでいるなど、客は必要な物を必要なだけしか買わない傾向にある。来客数も前年をやや下回っている。
,,▲,コンビニ（エリア担当）,競争相手の様子,・スーパーの新規出店と酒の免許の自由化に伴う酒販店の増加により、競合環境が厳しくなっている。
,,▲,衣料品専門店（店長）,単価の動き,・暖冬のため冬物衣料も良い商品が売れなくて困っている。
,,▲,衣料品専門店（店長）,販売量の動き,・ボーナス商戦を迎えたが、アパレル業界全体では購買率が低下しており、景気の悪化を感じている。
,,▲,家電量販店（地区統括部長）,販売量の動き,・映像商品は液晶・ＰＤＰ等の薄型テレビ、ＤＶＤが好調に推移しているものの、暖冬の影響で季節商材が不調である。
,,▲,乗用車販売店（役員）,販売量の動き,・低価格商品にやや動きがあるものの、高価格商品の動きが鈍い。
,,▲,住関連専門店（従業員）,販売量の動き,・年末にもかかわらず、販売量が伸びなかった。
,,▲,旅行代理店（従業員）,来客数の動き,・年末年始の宿泊状況が悪く、例年なら満室になる大みそ日や元旦の定山渓温泉に空室がある。登別、洞爺ともに同じ状況である。
,,▲,タクシー運転手,来客数の動き,・忘年会シーズンでもほとんどの人が１次会で帰り、２次会、３次会などで深夜までいる人は極端に少ない。観光客についても、旅館・ホテル等は稼働率が85％程度であり、業界全体としての売上も落ちている。
,,▲,その他レジャー施設（職員）,単価の動き,・クリスマスに小規模のイベントを開催して集客はしたものの、無料配布された割引券を使用する客が多く、客単価が非常に低かった。人件費を除くと採算ぎりぎりであった。
,,×,衣料品専門店（店員）,単価の動き,・商品の動きは、低単価商品中心の動きになっているため、単価が低下し、売上も減少している状況である。クリスマスシーズンのギフト需要においても１万円以上の商品の動きが前年より悪く、１万円以内で考えている客が非常に目立っている。
,,×,一般レストラン（スタッフ）,来客数の動き,・今年はスキー場の積雪が遅く、例年に比べてスキーツアー客が大幅に減少したこともあり、来客数は前年に比べて15％ほど減少している。
,,×,観光型ホテル（経営者）,販売量の動き,・来客数、宿泊単価を始め総消費単価いずれも不調である。業界では、集客を見込んでの安価募集も盛んだが、さほど奏功していないと聞いている。
,,×,旅行代理店（従業員）,販売量の動き,・年末年始の旅行需要が例年並みに戻らない。
