Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,一般レストラン（スタッフ）,単価の動き,・前月に引き続き単価が前年並みで推移しており、下げ止まりが感じられる。
,,□,商店街（代表者）,販売量の動き,・基本的にはトレンドが変わっていない。常に前年比90～95％で推移している。
,,□,商店街（代表者）,お客様の様子,・気候がいまだ安定しないため、客が春物買いを本格的に考えておらず、ちょうど谷間になっている状況である。
,,□,商店街（代表者）,来客数の動き,・観光客の動きが若干良く、海外、特に韓国、台湾の観光客が前年に比べて非常に増加しているが、全体としては変わらない。
,,□,百貨店（売場主任）,お客様の様子,・入学、卒業に向けてのマザーニーズ対応のスーツなどの拡販商品も伸び悩んでいる。その代わりに、セーター、スカート、パンツなどの単品物の売上が大きく、カジュアルで低単価な商品の売上が伸びている。
,,□,スーパー（店長）,単価の動き,・客数の伸びに対して客単価の落ち込みが依然として続いており、慎重な購入状況がうかがえる。
,,□,スーパー（企画担当）,単価の動き,・客がより安い商品を求めることが、さらに増えている状況である。
,,□,コンビニ（エリア担当）,単価の動き,・酒、たばこといった高単価商品が前年末から継続して動かない。
,,□,衣料品専門店（店長）,お客様の様子,・展示会の入店者数や客の買物状態を見ると、去年の秋と比べても決して良くはなっていない。雪まつりの人出からも同様に感じる。
,,□,衣料品専門店（店長）,販売量の動き,・客数や単価などと比較した場合、販売点数の落ち込みが大きくなっている。
,,□,乗用車販売店（役員）,販売量の動き,・前月後半から販売見込量の拡大があり、受注の動きが良くなってはいるが、全体的には変わらない。
,,□,住関連専門店（営業担当）,単価の動き,・客単価は前年同月比をやや下回っており、依然として単価の下落傾向が続いている。
,,□,その他専門店［ガソリンスタンド］（経営者）,お客様の様子,・高額商品の買い控えがみられるほか、交換商品の交換サイクルが長くなっている。
,,□,高級レストラン（スタッフ）,来客数の動き,・例年以上に来客数は増えているが、全体としては変わらない。また、客のニーズにあった料理やサービス、店内の雰囲気作りをしないと来客数増加の状況は長く続かない。
,,□,観光型ホテル（経営者）,単価の動き,・客数は地元客が減少、来道客は増加の傾向に変わりなく、全体として微増である。一方、単価については、基準宿泊単価が低価格に確実にシフトしていることに加えて、料理、飲料、そして売店やクラブ等の付帯収入は下落傾向にあり、底が見えない状態である。客は誰もが財布のひもが固い。
,,□,タクシー運転手,お客様の様子,・悪天候では運送収入が見込めるが、好天の場合、客はバス、地下鉄などの公共輸送機関を利用しているようである。
,,□,美容室（経営者）,お客様の様子,・客の来店頻度、単価ともに変わりない。
,,▲,商店街（代表者）,販売量の動き,・前月から中心街の通行量が少し減少したように思う。また、客の買上点数も減少している。３月６日に札幌駅南口に大手百貨店がオープンするため、買い控えをしているのではないかと思う。
,,▲,一般小売店［土産］（店員）,それ以外,・前年に比べて、修学旅行での利用割合がかなり高い。修学旅行生は一般の旅行者に比べて拘束されているため、なかなか売上に結びつかない。
,,▲,スーパー（企画担当）,単価の動き,・客の購買志向や、同業他社との低価格競争の影響で、青果物や食肉を除いて販売単価の低下が続いており、売上高が伸びにくい状況下にある。
,,▲,家電量販店（経営者）,単価の動き,・炭坑閉山後、失業者の失業保険も切れ始め、その後の生活がかなり厳しくなっているようであり、来客数、客単価ともかなり落ち込んでいる。
,,▲,家電量販店（店員）,お客様の様子,・客は商品を買う際、一度で決めず何軒かの店を回るため、平均単価が低い。
,,▲,家電量販店（地区統括部）,販売量の動き,・客数は５％ほど伸びているが、客単価が10％以上ダウンしている。大きな要因として、ＯＡ商品の落ち込みが挙げられる。他の商品については、ＡＶ、白物は好調に推移している。
,,▲,乗用車販売店（従業員）,販売量の動き,・商談してもなかなか契約までいかず、厳しい状況にある。
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・経営戦略上、客には浮動客と得意客があり、ここ数か月は得意客によってなんとかやってきた感があるが、あまりに浮動客が減少してベースの利益がとれず、販売が悪化してきている。
,,▲,観光型ホテル（スタッフ）,単価の動き,・宿泊単価の低下もあるが、付帯売上単価もかなり低下している。宿泊客数も減少しており、非常に厳しい状況にある。
,,▲,旅行代理店（従業員）,販売量の動き,・前月に引き続きイラク情勢の不安感から、ヨーロッパを中心に熟年の海外旅行需要の低迷が継続している。
,,▲,旅行代理店（従業員）,販売量の動き,・販売品目によりバラツキはあるが、総じて販売人員は前年を下回って推移している。
,,▲,美容室（経営者）,お客様の様子,・客は、絶対に必要なものしか購入しない傾向が強くなってきている。
,,▲,住宅販売会社（従業員）,競争相手の様子,・住宅業界の場合、撤退する企業の多い業種となってきているため、環境的に非常に悪い状況になりつつある。
,,▲,住宅販売会社（従業員）,お客様の様子,・客の所得の減少と、先行きの不安に対する声が非常に多くなっている。
,,×,コンビニ（エリア担当）,お客様の様子,・最近、販促の商品が非常に売れている。値下げすると客は反応するが同じ商品でも価格が高ければ客は反応しない。より価格にシビアになっている。
,,×,高級レストラン（経営者）,お客様の様子,・正月が終わってからずっと売上が低調である。消費の落ち込みがかなり強く出ており、今までになく少ない売上である。
,,×,スナック（経営者）,来客数の動き,・客の絶対数が大きく減少している。営業努力が足りないこともあるかもしれないが、今以上の営業努力をしても客数は減少すると思われる。
,,×,旅行代理店（従業員）,来客数の動き,・相変わらず来客数が少なく、電話もならない。
"企業
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,＊,＊,＊
,,□,食料品製造業（社員）,取引先の様子,・低価格商品の乱立により、収益が悪化している。一方、在庫は有り余るほどある。また、倒産、リストラが身近な問題となり、地方も深刻度を上げている。
,,□,家具製造業（経営者）,受注量や販売量の動き,・ベーシックな製品の売上が比較的堅調であるが、全体としては変わらない。
,,□,輸送業（経営者）,取引先の様子,・海運、航空運輸、運輸業界を主体に見ているが、依然として荷動きが悪い状況である。
,,□,通信業（営業担当）,受注量や販売量の動き,・来年度に向けての投資が活発になると思ったが、取引量に変化はなかった。
,,□,金融業（企画担当）,それ以外,・設備資金の需要は相変わらず少ない状況にある。
,,□,司法書士,取引先の様子,・取引先企業の様子からは、いずれも積極的な姿勢が見えない。
,,□,その他サービス業［建設機械リース］（支店長）,受注価格や販売価格の動き,・各業界の淘汰も進んでおらず、仕事の単価も落ちている状況である。
,,□,その他企業［コンベンション担当］（従業員）,受注量や販売量の動き,・今月は雪まつりまでの売上は良かったが、その後は少し悪くなった。これから選挙があるため、会議などの需要はあったものの、それにともなって会食や宴会が減少し、その分売上が伸び悩んだ。
,,▲,食料品製造業（経営者）,受注量や販売量の動き,・食材の価値に比べて価格がリーズナブルと思われる商材は良く動いているが、その価値観が少しでも離れている食材は、なかなな荷動きしない。
,,▲,食料品製造業（団体役員）,受注量や販売量の動き,・中東情勢や北朝鮮動向により石油関連製品、紙、パルプ等の消耗品が大幅に値上げされているなか、食料品の低価格競争は激しく、食料品製造業界を取り巻く環境や景気状況は依然として良くない。
,,▲,輸送業（支店長）,受注量や販売量の動き,・現在は手持ち成約物件を消化しているが、建築については新規物件自体は全く見えない状況であり、今年の第一四半期は前年以上に大きな落ち込みが懸念される。年度末の信用不安も心配される。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・大手取引先の生産調整の継続と一部品目の製造停止のため、全体としてはやや悪くなっている。
,,▲,通信業（営業担当）,受注量や販売量の動き,・例年この時期はシステム更新や改良などの時期であり、それにともない季節需要的ではあるが受注数が伸びる傾向がある。ただし、今年はその勢いが鈍化しており、予想以上に景気の戻りの遅さを感じている。
,,▲,その他非製造業［機械卸売］（従業員）,受注量や販売量の動き,・発注単位が最低必要量となり、売上減にもかかわらず納品回数ばかり増加している。このため、配送コストを含め間接費が圧縮できず、利益確保が難しい状況が続いている。
