Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,高級レストラン（スタッフ）,来客数の動き,・前年と比較すると、来客数は約950名減少しており、決して良いとは言えない状況ではあるが、３か月前と比較すると、来客数は約2200名増加しており、数字だけを見れば上向きである。
,,○,商店街（代表者）,お客様の様子,・バーゲン時期ということもあり、これまで買い控えをしていた客も購買意欲がやや高まっている。また、近隣の百貨店の売り尽くしセールに伴って、自店にも客が流れてきている。
,,○,家電量販店（店長）,販売量の動き,・エコポイント制度の効果もあり、薄型テレビの販売台数が前年比200％と好調なほか、冷蔵庫や洗濯機も前年比140％台で推移している。一方で、冷夏の影響で季節商材が軒並み前年比50％前後で推移しているほか、ＯＡ機器や携帯電話も低迷している。
,,○,乗用車販売店（営業担当）,販売量の動き,・国からの補助金で、環境対応車購入時の取得税、重量税が免税になることから、客に購買意欲が出てきている。
,,○,その他専門店［医薬品］（経営者）,単価の動き,・個人消費は低迷していると言われているが、個人差がかなり大きくなっており、全体的には、ここ数年と比べて売上がやや良くなっている。
,,○,高級レストラン（スタッフ）,来客数の動き,・今月は週末のディナーが常に満席となるなど、売上が前年比で15％増加している。北海道洞爺湖サミットの影響であまりにも売上が悪かった前年の反動もあるが、ディナーの売上はランチタイムを大幅に上回っている。
,,○,タクシー運転手,販売量の動き,・雨の日が多かったことから、売上は３か月前に比べて約20％伸びている。今年は競馬の開催が無いため、当初は全く期待していなかったが、前年並みの売上となっており、底打ちしたとみられる。
,,○,通信会社（企画担当）,販売量の動き,・前年よりも通信機器の販売量が大幅に増加している。また、道内企業からの設備投資に関連した受注も好調に推移している。
,,○,観光名所（職員）,来客数の動き,・観光シーズンに入ったこともあるが、道内外の観光客が増加傾向にあり、来客数は３か月前と比べて、128％の増加となっている。ただし、前年との比較では、利用客が減少しており、前年比は88.5％となっている。
,,○,美容室（経営者）,来客数の動き,・以前よりも客の来店周期が短くなったことから、今月の売上は前年を２％程度上回っている。
,,□,商店街（代表者）,来客数の動き,・毎週、雨天の日が多かったことから、商店街への無料バス運行の効果も薄かった。大型店の食品売場の改装による周辺への集客効果もみられなかった。また、観光客が減少していることから、飲食店では不振が続いている。
,,□,商店街（代表者）,お客様の様子,・夏の最盛期であるが、天候不順に水を差されている部分が大きい。客の慎重な買い方は依然として続いているが、季節商材の売行きは少しずつ前年並みに近づいてきている。
,,□,商店街（代表者）,お客様の様子,・客の反応をみても、３か月前と比べて変化がみられない。
,,□,商店街（代表者）,販売量の動き,・今月は天候不順の影響を受けて、衣料品店で夏物衣料の販売が低調であった。そのほかの業種においても、売上の増加は特にみられなかった。
,,□,一般小売店［土産］（経営者）,来客数の動き,・100年に１度の大不況というキャッチコピーが与える悪影響に加えて、新型インフルエンザの過剰報道、天候不順のトリプルパンチとなり、人が外出する機会自体が減っている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・３か月前と比べると売上自体は悪くないが、前年と比べると５％程度落ち込んでおり、決してまだ良い状態とは言えない。
,,□,百貨店（売場主任）,単価の動き,・セール中心の商品展開となっていることもあるが、それにしても１人当たりの客単価が大幅に低下している。
,,□,百貨店（販売促進担当）,単価の動き,・セールの規模を拡大したこともあり、売上面では手ごたえを感じるものの、客単価の低下は継続している。低価格商品であっても、時間をかけて吟味して必要な数だけを買うという購買スタイルが定着している。また、降雨が例年になく多いためか、肌寒く感じるようで、羽織物など汎用性のある商品が価格の安さと相まって動いている。同様の理由で、旅行客の買物も平年より多くなっている。
,,□,百貨店（役員）,販売量の動き,・お中元は前年並みの実績となっている。客単価、買上点数共に前年を下回っているが、来客数が若干伸びている。
,,□,スーパー（企画担当）,お客様の様子,・和牛や寿司など、価格の高い商品や家庭でも作れそうな総菜類の売行きが相変わらず悪い。
,,□,家電量販店（店員）,販売量の動き,・エコポイント制度の効果で、薄型テレビ、冷蔵庫などは、前年を上回る販売台数となっている。
,,□,家電量販店（地区統括部長）,販売量の動き,・エコポイント制度の効果で、薄型テレビや大型冷蔵庫の販売は順調に推移しているが、一方で、パソコンや携帯電話が不振である。さらに、梅雨のような天候の影響で、扇風機やエアコンなどの季節商材の需要が前年の半分にまで落ち込んでいる。全体としてはほぼ横ばいの状態となっている。
,,□,乗用車販売店（従業員）,販売量の動き,・自社の販売量は、相変わらず前年を下回って推移しており、景気回復を実感できない状況にある。ただ、地域全体での販売量は前年並みとなっており、回復基調となっている。
,,□,高級レストラン（スタッフ）,販売量の動き,・今月は久々に前年比でプラスとなったが、全体的には横ばいでの推移となっている。観光客は増えているが、総選挙前のためか地元客が少ない。
,,□,観光型ホテル（経営者）,来客数の動き,・７月上旬は若干持ち直したように見えたが、後半は伸びがみられず、結果的に前年を下回った。観光シーズンの時期だが、まだ客に観光を行うだけの余裕が無く、帰省までもが控えられているのか、夏休み期間の予約状況も悪い。
,,□,観光型ホテル（経営者）,来客数の動き,・夏休み時期に入っているが、依然として予約の低調な状態が続いている。道内客、道外客を問わず、特に家族客を中心とする個人客が伸び悩んでいる。
,,□,旅行代理店（従業員）,単価の動き,・来客数は回復しつつあるが、新しく発売される、より価格の安い商品に向かう傾向が強い。
,,□,タクシー運転手,来客数の動き,・７月の売上は相変わらず前年を下回っているが、雨の日が多かったせいか、１～６月の上半期と比べてマイナス幅が縮小している。
,,□,タクシー運転手,来客数の動き,・相変わらず電話での注文数が減少している。
,,□,観光名所（役員）,来客数の動き,・国内及び海外の団体客が引き続き落ち込んでいることに加えて、梅雨のような天候不順から個人客の動きも悪くなっており、入込客が減少している。
,,□,設計事務所（所長）,競争相手の様子,・建築業界は全くといっていいほど仕事が無くなっている。わずかに動いていた案件もペンディングになることが多い。公的融資も受けられず、廃業を迫られている同業者も多くみられる。
,,▲,スーパー（店長）,販売量の動き,・今月は自社競合も含めて売出しセールが多く、他店にかなりの客が流れたため、販売量が減少した。
,,▲,スーパー（店長）,単価の動き,・単価が前年比90～95％となっており、低下傾向が続いている。ワインなどの高額品の動きも悪い。また、買上点数も増えず、来客数も横ばいとなっているため、売上も確保できず、利益率も下がっている。
,,▲,スーパー（店長）,単価の動き,・客単価が前年よりも７％近く低下しており、客の生活防衛意識に変化はみられない。来客数、販売点数は伸びているものの、客単価の低下分まではカバーできていない。
,,▲,スーパー（企画担当）,来客数の動き,・５月の中旬以降、来客数の落ち込みが大きくなっている。特売などの値引き販売が集中する週末にまとめ買いをする頻度が増える一方で、平日のちょっとした買物の頻度が減っている。
,,▲,スーパー（役員）,単価の動き,・不況に加えて、多雨の影響により、来客数が前月よりも４ポイント前後低下しており、更に状況が悪くなっている。既存店ベースでの客単価は前年比101.7％、買上点数が前年比106.1％、商品単価が前年比95.8％となっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・悪天候となったことから、夏型商品の伸び悩みがみられる。また、ここにきて自動車産業の派遣社員削減が進んでいることから、製造業の回復傾向とは逆に、消費減退の流れが感じられる。
,,▲,コンビニ（エリア担当）,販売量の動き,・７月は雨が続いていることから、来客数が低調に推移している。また、気温の低下から飲料水やアイスクリームの販売量が大幅に減少するなど、買上点数の減少が目立っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・環境対応車向けの減税効果が落ち着いてきたこともあり、全体の市況が縮小傾向にある。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・旭山動物園や富良野などへの観光は顕著な伸びがみられるものの、道内全体での宿泊販売数は、前年比で２けたのマイナスで推移している。全体的には、国内経済の低迷、新型インフルエンザや円高の影響などにより、国内客、海外客共に観光需要は低迷している。
