Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,お客様の様子,・この秋は、新しいデザイン物が中心である。単品ではあるが、それらを探して来店する客の動きがみられ、確実に売上につながっている。
,,○,百貨店（販売促進担当）,来客数の動き,・来客数、売上ともに前年を大きく上回って推移している。
,,○,衣料品専門店（店長）,単価の動き,・この秋口は、単価の高い商品が頻繁に売れており、売上も多少増加している。
,,○,衣料品専門店（店員）,お客様の様子,・気温が下がり、秋物の需要が増加してきており、単価も上昇している。また、今月の３連休は、遠隔地からの来客数が増加している。
,,○,住関連専門店（統括）,販売量の動き,・今年は冬が早いので、冬物商材の動きが良い。ストーブは今月だけで100台程度売れている。
,,□,商店街（代表者）,お客様の様子,・秋物販売の立ち上がり時期は、客の動きが少し良かったが、依然として財布のひもが固い。
,,□,百貨店（売場主任）,お客様の様子,・イベントを開催すると、客はその価格より更に安くならないのかという確認をする。また、目玉商品を出しても、品定めをじっくりとし、より安い物を買うという傾向がある。
,,□,スーパー（店長）,お客様の様子,・客が安くて良い物を買う傾向が続き、日替わり商品の構成比が上昇している。また、特売品の単価が低下している。
,,□,スーパー（店長）,来客数の動き,・依然として来客数が前年度より、10％程度落ち込んだままである。さらに、商品単価も１割程度低下しているので、売上、利益ともに低迷している。客は必要な物や安い物にしか、手を出さない。
,,□,家電量販店（店長）,販売量の動き,・低額商品の売上は増加しているものの、高額商品の動きが悪く、単価が低下したままである。
,,□,家電量販店（店員）,販売量の動き,・来客数が依然として低迷しており、客単価も前年同月比でみると低下傾向にある。
,,□,一般レストラン（スタッフ）,単価の動き,・例年と比べて来客数に変化がなく、単価は２％程度低下している。
,,□,観光型ホテル（経営者）,来客数の動き,・来客数の動きに大きな変化がない。単価の動きも同様であり、低下傾向に歯止めがかかってきている。
,,□,観光名所（役員）,単価の動き,・来道観光客数に大きな落ち込みはない。米国テロの影響は現在のところみられない。ただし、依然として単価は低迷しており、客の飲まない、食わない、買わないという傾向が続いている。
,,□,美容室（経営者）,単価の動き,・サービスの価格を値上げできる状況になく、単価が上昇しない。
,,▲,商店街（代表者）,来客数の動き,・季節商材に対する動きがまだ本格的になっていない。また、例年と比べて来客数が減少している。
,,▲,百貨店（売場主任）,来客数の動き,・目的を持って来店する客は着実に増加しているが、来客数全体では減少している。また、クレジットカードの利用比率が上昇している。
,,▲,スーパー（店長）,単価の動き,・生鮮食料品を中心に、バラ売りや一個売りなどの低単価の商品を支持する客が大幅に増加している。
,,▲,スーパー（店長）,来客数の動き,・前年よりもセール期間中の売上は増加しているが、セール期間外では来客数が減少している。
,,▲,スーパー（企画担当）,単価の動き,・１品単価が前年比で４％程度低下している。特に食品部門でこの傾向が顕著であり、10％程度の低下となっている。
,,▲,コンビニ（エリア担当）,単価の動き,・天候が好転したので、夏商品の売上鈍化は回避されたが、週末を中心に客単価が上昇せず低迷している。
,,▲,住関連専門店（営業担当）,お客様の様子,・購入を決めるまでの時間が長く、バーゲン等のチラシ広告の目玉商品にも反応が薄い。このため、売出しを実施しても売上があまり増加しない。
,,▲,その他専門店［医薬品］（経営者）,単価の動き,・必要な物であっても低単価でなければ買わない客が増加している。
,,▲,高級レストラン（経営者）,お客様の様子,・今年は低温が続き夏季メニューの売行きが芳しくなく、売上が減少している。
,,▲,高級レストラン（スタッフ）,販売量の動き,・一般宴会､婚礼宴会を中心に宴会利用の受注件数が大きく減少している｡
,,▲,高級レストラン（スタッフ）,お客様の様子,"・米国テロなど大きなニュースの影響で、夕食の時間帯は来客数が減少している。
・売上は25％減少しており、その内訳をみると料理は５％程度の減少だが、飲物は５割以上減少している。特に、ビールやワインなどを飲む客が激減している。"
,,▲,観光型ホテル（スタッフ）,単価の動き,・洞爺湖への入込は有珠山噴火前と比べて、80％まで回復したが、低価格化に歯止めがかからない状況である。
,,▲,旅行代理店（従業員）,販売量の動き,・米国テロ以降、海外旅行の取消しが相次ぎ、海外旅行部門の売上が一時的にかなり減少している。
,,▲,旅行代理店（従業員）,来客数の動き,・米国テロの影響が大きく、前年同期に比べて、来客数がかなり減少している。
,,▲,タクシー運転手,来客数の動き,・利用者数の減少に加え、売上が減少し、実車率も客単価も低下している。特に深夜利用が減少している。
,,▲,タクシー運転手,販売量の動き,・利用者数、観光タクシーの予約件数ともに減少している。
,,▲,通信会社（企画担当）,販売量の動き,・携帯電話を始めとする移動通信の販売量が、３か月前と比べて２、３割程度減少している。
,,▲,パチンコ店（店員）,単価の動き,・年配客の単価、遊戯時間が落ち込んできている。特に会社員の減少が目立つようになってきている。
,,▲,美容室（経営者）,お客様の様子,・今月に入ってから商店街周辺のスーパーが２店舗閉店となり、客の会話にも不安感が出てきている。この閉店の影響で当店の客の中にも解雇された方が数人いる。
,,×,一般小売店［酒］（店長）,販売量の動き,・開店、リニューアルオープン、周年行事等、イベントが今年の中で一番多かったにもかかわらず、売上が前年比で約85％の状態である。特に前半は単価が低く、必要最小限の物しか売れなかったものの、後半は若干盛り返している。その日によって極端に売上が変わり、先が読めない状態である。
,,×,スーパー（店長）,お客様の様子,・メモやチラシを持っての買物や、必要以上の物は購入しないという傾向が一層強まっている。
,,×,スナック（経営者）,来客数の動き,・季節柄、来客数の減少は想定していたが、９月になってから予想以上に客足が鈍化している。
,,×,スナック（経営者）,単価の動き,・最近は飲み放題の団体様セットプランが中心となり、客単価が低下している。
,,×,旅行代理店（従業員）,販売量の動き,・米国テロの影響により、海外旅行の取消しが相次いでいる。
,,×,設計事務所（所長）,お客様の様子,・今までの受注額が、以前の半分、もしくは３分の１ぐらいで、ほとんど回復の余地がない状況になっている。
,,×,住宅販売会社（従業員）,販売量の動き,・将来不安等から、若いファミリー層を中心に受注が著しく減少している。
"企業
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,＊,＊,＊
,,□,司法書士,取引先の様子,・不動産取引、住宅建築、中小企業設備投資等が依然として低調である。
,,▲,食料品製造業（団体役員）,取引先の様子,・水産加工業界の取引先の倒産件数が増加している。また、取引先からの決済支払日の遅延等の状況もみられ、大手スーパーの倒産による不安要素が拡大している。
,,▲,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・採算性を度外視した受注獲得の動きが、官民の競争入札でみられる。
,,▲,通信業（営業担当）,取引先の様子,・当社の受注の動向は、３か月前と比較してあまり変動がない。ただし、取引先では新規投資、大規模案件などの話がほとんどなく、下半期の業績に対しても警戒感を強く感じている。
,,▲,金融業（企画担当）,それ以外,・流通業、建設業などで、道内企業が道外企業に押されている。また、前向きの資金需要も乏しい。
,,▲,広告代理店（従業員）,競争相手の様子,・米国テロの影響で、海外、国内ともに旅行需要が落ち込み、広告出稿を取りやめる客が出てきている。また、BSE（牛海綿状脳症）問題の影響で、食品メーカーの牛肉キャンペーンを取りやめる取引先が出てきている。
,,▲,その他サービス業［建設機械リース］（支店長）,取引先の様子,・旭川を中心に道北方面の取引先を訪問したところ、建設業界の取引先の９割程度が、前年比の受注額で２～３割落ち込んでいる。このため、取引先から何か別の商売はないかという相談が多くなっている。
,,▲,その他サービス業［建設機械リース］（支店長）,受注量や販売量の動き,・７月以降、引き合い件数が激減し、受注も減少している｡また、同業他社も同じ傾向である｡
,,×,輸送業（支店長）,受注量や販売量の動き,・景気の影響が少ないといわれる消費財の荷動きの鈍化がはっきり現れてきている。また、戸建住宅関連についても、販売量の減少から輸入資材の在庫が膨張してきている。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,－,－,－
,,□,求人情報誌製作会社（編集者）,求人数の動き,・９月の求人受理件数が３か月前と比べてほぼ横ばいである。
