Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,高級レストラン（スタッフ）,来客数の動き,・本州系企業の利用増により前年を超えた。特に夕食は来客数だけではなく、単価も前年を上回った。客の満足度の高いホテルでは、単価の高い本州客の人数が変わらず、売上も前年並みとなっている。一方、道東のある観光地では来客数が前年より減少しており、地域格差が出ている。
,,○,スナック（経営者）,来客数の動き,・２～３年前と比べると、観光客の入込が増加しており、飲食店にも観光客が流れてくるようになっている。来客数も前年よりも増えている。
,,□,商店街（代表者）,来客数の動き,・観光客が減少しているため、観光客相手の飲食店は全般的に横ばいから前年割れの状態となっている。衣料関係は本社の倒産、個店の閉店、大型店からの撤退などで不振が続いている。
,,□,商店街（代表者）,販売量の動き,・客は慎重に買物している。夏物セールの購買動向をみると、まとめ買いが減り、単品での買物が増えている。
,,□,商店街（代表者）,お客様の様子,・季節商材の売上は前年とほぼ同様だが、依然として消費者の先行き不安が根強く、買物に対しての慎重な姿勢が続いている。
,,□,商店街（代表者）,それ以外,・７月はバーゲンがあり、夏物の最盛期となる月であるが、今年は日程の関係で前倒しで６月からバーゲンが始まったこと、また寒暖の差が激しく、気温の変化に客が付いていけなかったことなどから、全体としては低調に推移した。
,,□,百貨店（販売促進担当）,販売量の動き,・夏物セールの立ち上がりが６月末日に早まったため、７月はその反動減があった。またセール品についても売行きに偏りが強かった。売れ筋は早い段階で在庫がなくなったため、売上に貢献しきれず、一方で人気のない商品は値下率を引上げて単価を下げても動きが鈍かった。客はセール品であっても、購入の際には以前にもまして慎重な判断をしているようだ。
,,□,コンビニ（エリア担当）,お客様の様子,・客は必要以上の商品を買わないように見受けられる。また低温が続いたことで来客数が減少しており、消費に力強さが感じられない。
,,□,コンビニ（エリア担当）,お客様の様子,・売上、来客数ともに前年を上回っているが、以前と比較して弁当や飲料水、雑誌など消費量の多い商品群で売上の減少が続いている。ガソリンの高騰などで、客の日々の節約意識が強く、その意識は変わっていない。
,,□,コンビニ（オーナー）,単価の動き,・前年と比べて単価がかなり下がっている。
,,□,衣料品専門店（店長）,お客様の様子,・７月は参議院選挙があり、人の動きが落ち着かなかったので、景気は良くなかった。
,,□,家電量販店（店員）,来客数の動き,・気温が上がってきたことでエアコン、冷蔵庫などがよく売れるようになった。前年と比べて来客数も増えている。
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・石油製品価格の高止まりにより、一回の購入数量が控えられている。
,,□,高級レストラン（スタッフ）,来客数の動き,・７月後半に入り、週末はほぼ前年並みとなったものの、平日は前年割れの状態が続いている。全体では前年から４％の減少となっている。
,,□,スナック（経営者）,来客数の動き,・今月は参議院選挙があったが、ビールパーティーやお祭りなどで人の動きもあり、前年よりも幾分か良い傾向がみられた。
,,□,観光型ホテル（スタッフ）,単価の動き,・宿泊客は増えているが、全体的に単価が伸びておらず、景気の回復感が感じられない。
,,□,旅行代理店（従業員）,販売量の動き,・首都圏を中心に旅行需要が伸びている中、北海道については残念ながら景気回復が遅れており、一向に旅行需要が伸びる兆しが見えない。客の旅行内容、単価、申込状況、いずれをみても回復傾向を感じられない。
,,□,タクシー運転手,お客様の様子,・依然として実車率が低迷している。札幌では各種イベントが催されており、人出はあるが、タクシーはその恩恵を受け切れていないようだ。
,,□,観光名所（役員）,来客数の動き,・気温が低く、ぐずつき気味の天候が続いたことに加えて、参議院選挙も影響したのか、観光シーズンであるにもかかわらず、観光客の動きが鈍い。団体客、個人客とも、同様の状態であり、来客数がなかなか伸びてこない。
,,□,設計事務所（職員）,お客様の様子,・マンションデベロッパーによると、原油高騰に伴う建設資材の値上がりにより、発注予定物件で工事費の折り合いがつかず、着工のめどが立っていないとのことである。不景気の続く北海道の建設業界を支えている札幌でのマンション事業に物価上昇という難題が現れている。
,,▲,商店街（代表者）,お客様の様子,・定率減税の廃止という問題が起きて、消費の動きが止まっている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・本来なら７月は１年間で最も売上があり、活気を呈する月だが、今年に限っては、商品の動きが全般的に良くない。
,,▲,スーパー（店長）,販売量の動き,・北海道全体での売上は、前月から３％の減少となっている。特に衣料品は６月の前年比が106％と好調だったが、７月は気温低下の影響を受け、前年比86％と不振である。６月と７月の合算でも、前年実績には届かず、厳しい状況となっている。なお、部門別の売上は、衣料品が前年比86％、住居用品が前年比94％、食品が前年比99％、テナントが入居している専門店が前年比89％となっており、食品以外は、全国との差異が縮小しないまま推移している。
,,▲,スーパー（店長）,販売量の動き,・７月の販売量を３か月前と比べると12％ほど減少している。前年比も96％と依然として悪い。
,,▲,スーパー（役員）,単価の動き,・６月下旬より客単価が低下している。既存店の売上は前年実績を確保しているが、定率減税廃止に伴う税負担の増加で、消費者の購買意識に変化が出ているように感じられる。
,,▲,コンビニ（エリア担当）,来客数の動き,・気温が上昇してこないため、夕方から夜間にかけての来客数が減少しており、売上が低迷している。
,,▲,家電量販店（地区統括部長）,販売量の動き,・６月は気温が高く、エアコンや冷蔵庫等の夏物商材の需要が増加したが、７月に入ると気温が低くなり、夏物商材の需要が激減している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・地域経済の減退による利用減少に加えて、同じエリアでの新規ホテルのオープンによるビジネス客の流出、観光ルートのシフトによる宿泊客の減少などの影響がみられた。
,,▲,観光型ホテル（経営者）,来客数の動き,・国内ツアー客の入込が減少している。旭山動物園ブームが一巡したのか、道内周遊コースが変化したのかは不明だが、宿泊客数は低調に推移している。ここしばらく上昇機運にあった消費単価もやや勢いを落としている。
,,▲,観光型ホテル（経営者）,来客数の動き,・函館の観光入込状況をみると、５～７月に掛けて、３か月連続で前年を下回っており、その影響から当ホテルの宿泊客数も減っている。函館自体の魅力が他の観光地と比較して少しずつ無くなり、競争力が無くなっているのではないかと懸念している。
,,▲,旅行代理店（従業員）,販売量の動き,ビジネス客向けのパッケージ商品は順調だが、団体旅行の受注が低迷している。海外旅行については平年並みで推移している。
,,▲,旅行代理店（従業員）,販売量の動き,・夏休みの旅行需要が、前年比で10％ほど落ち込んでいる。
,,▲,旅行代理店（従業員）,販売量の動き,・７月の売上は前年比90％となっている。春以降、前年を下回る状況が続いており、苦戦を強いられている状態にある。
,,▲,美容室（経営者）,お客様の様子,・客との会話の中で、税金と健康保険の話題が多く挙がっている。特に年金生活者からの不満が多く、消費意欲が低下していると感じられる。
,,▲,その他サービスの動向を把握できる者,来客数の動き,・フェリーの乗降客は、５月から３か月連続してマイナスとなっている。特に７月は参議院選挙もあったことから、前年比で11％程度の減少が見込まれている。
,,▲,住宅販売会社（従業員）,販売量の動き,・相変わらず販売量が低迷している。特に、大口契約に結びつくような案件が減少している。
,,×,タクシー運転手,来客数の動き,・７月は天候が良く、雨の日が少ないせいもあるが、前年と比べてタクシーの利用客が激減しており、売上も大きく減少している。ここ数か月、夜の利用客が減っていたが、最近は日中の利用客も減ってきている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,輸送業（経営者）,取引先の様子,・輸送量が増大している。ただその理由については見当が付かない。
,,□,家具製造業（経営者）,受注量や販売量の動き,・大都市圏での需要が好調に推移しているものの、地方都市の需要が低迷しているため、全体としては横ばいの状態が続いている。
,,□,出版・印刷・同関連産業（役員）,受注量や販売量の動き,・首都圏からの受注が比較的好調だったが、全体としては変わらない。
,,□,輸送業（支店長）,取引先の様子,・コンテナ等の雑荷を主体とした輸出入貨物は堅調に推移しているものの、木材、鋼材等の動きがここにきて鈍化してきた。ただ、石炭については堅調な荷動きを示している。
