Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,お客様の様子,・４月の前半はコート類の売上が良かった。中旬以降は気温の上昇に伴い、客の購買意欲が高まり、初夏物に動きが出てきた。
,,○,スーパー（企画担当）,単価の動き,・単価の低下傾向が底を打っている。ただし、既存店売上の前年比が悪いため、今後２～３か月の様子を見ないと判断しきれない面もある。
,,○,コンビニ（エリア担当）,来客数の動き,・郊外店舗は競合店出店の影響を受け、厳しい状況が続いているが、中心部の店舗は新道路の開通やホテル建設工事の増加に伴い、来客数が増加しており、回復傾向にある。
,,○,コンビニ（エリア担当）,販売量の動き,・これまでたばこ増税に伴う価格上乗せ要因からたばこの売上が良かったが、４月に入ってからは、商品の買上点数が増加しており、たばこ以外の商品の売上も前年比を上回っている。景気の恩恵を受けているのか、発泡酒ではなく、ビールの販売量も増加しており、ここ数年無かった動きもみられる。
,,○,観光型ホテル（スタッフ）,来客数の動き,・宿泊単価は横ばい状況だが、３か月前に比べて販売数が増えている。特に札幌周辺地区は、旭山動物園効果や富良野の観光ブームなどといった影響もあり、かなり観光客が増えている状況である。
,,○,旅行代理店（従業員）,販売量の動き,・月ごとや週ごとに来客数に波があり、景況感が一定というわけではないが、４月、６月と東京方面への動きが活発になっており、販売額が前年を超えるようになった。
,,○,旅行代理店（従業員）,販売量の動き,・ゴールデンウイークの宿泊客や海外旅行客が前年度より増えている。
,,○,美容室（経営者）,お客様の様子,・客との会話で、旅行に行く話や買物に出掛ける話題が前年よりも多くなっている。また、新発売された商品の動きも良い。
,,□,商店街（代表者）,お客様の様子,・選挙も終わり、少し暖かくなってきて、人の動きも少しずつ感じられるようになってきたが、慎重な買い方は依然として変わらないものがある。
,,□,百貨店（販売促進担当）,販売量の動き,・平年と比べて気温が低く推移した影響もあり、婦人ファッションの売上が増えてこない。また例年であれば、新生活に対応したインテリアなど、生活雑貨需要が伸びる月であるが、今年の勢いは今一歩である。
,,□,スーパー（役員）,単価の動き,・北海道の業況が悪化しているとの報道もあるが、当社では、客単価、来客数ともに前年を上回っており、順調な売上を維持し続けている。ただし、スーパーマーケットのような業態は、他店との競合の状況で数字が変化するので、必ずしも地域全体の景気を反映しているとは限らない。
,,□,コンビニ（エリア担当）,来客数の動き,・依然として、ホテルや大型商業施設の建築が目立っており、建築工事従事者の来店が多くみられる。すでに終了した物件もあるが、これから着工する物件もあり、好調を維持している流れとなっている。
,,□,家電量販店（店員）,来客数の動き,・来客数は前年とほとんど変わらない。招待会等のイベントを行うと、客が集まるという傾向も変わらない。
,,□,家電量販店（地区統括部長）,販売量の動き,・薄型テレビ、冷蔵庫、パソコンといった大物商品の販売量が、前年とほとんど変わらず、横ばいの状況にある。
,,□,乗用車販売店（営業担当）,販売量の動き,・今年に入って販売量の伸びない状況が続いている。
,,□,その他専門店［医薬品］（経営者）,来客数の動き,・来客数はどん底まで減った感がある。顧客対策を講じていることで、客単価が上昇している分、来客数の減少を補っているが、傾向的には変わらない。今年は風邪などもはやらず、業界としては大変な年である。
,,□,高級レストラン（スタッフ）,単価の動き,・客単価は前年比94％と前月を更に下回った。単品メニューでの利用が多く、セットメニューの注文が少ないことに加えて、飲物の注文も少ない。
,,□,高級レストラン（スタッフ）,販売量の動き,・例年、大型連休前の４月はディナーの売上が減少しており、年ごとに厳しさを増している。部門別売上では、昼が前年比80％、夜が前年比75％となっており、広告を出していながら前年を下回った。特に、夜は料理よりもワインなど飲物の売上が減少していることから、大型連休前の節約とみられる。一方、個室の利用は好調で前年比140％となった。ここ数か月、企業による利用は活発であるが、個人による利用が低迷している状況が続いている。
,,□,観光型ホテル（経営者）,販売量の動き,・道外客の入込は順調であることに加えて、地元客にも動きが出てきている。宿泊単価も、シーズンオフであるにもかかわらず高い水準にある。
,,□,観光型ホテル（経営者）,来客数の動き,・前年と比べて、来客数にはほとんど変化がないことから、景況感としては変わらない。ただし、今年は統一地方選挙があり、選挙の年は客の動きが鈍いという傾向にあることから、選挙の影響を考慮すれば、やや上向きな傾向にあるのではないかという見方もできる。
,,□,旅行代理店（従業員）,単価の動き,・夏場に向けての販売量も伸びておらず、期待できる要因も見当たらない。
,,□,住宅販売会社（経営者）,来客数の動き,・マイホームセンター、モデルハウス等の来場者が相変わらず少ないままである。
,,□,住宅販売会社（従業員）,販売量の動き,・戸建住宅の注文が低迷した状態が続いていることに加えて、一棟当たりの単価も低下している状況にある。
,,▲,百貨店（売場主任）,来客数の動き,・４月の初めから非常に寒い日が続くという天候不順もあり、春物の動きが今一つである。下旬になって少しカジュアル関係の商品に動きが出始めている。
,,▲,スーパー（店長）,販売量の動き,・４月の既存店の売上は前年比93.2％と、３月と比べて2.2％の減少となった。今年は暖冬であったが、春到来の遅れの影響を受けて、特に衣料品部門の売上が前年比89％と不振であった。その他の部門の売上も、住居用品が前年比88％、食品が前年比97％、専門店が前年比91％と前年を下回った。また、全国平均値との比較では、大型競合店の新規出店による競争激化の影響を受け、全ての部門が全国平均値を下回った。
,,▲,スーパー（店長）,販売量の動き,・例年、４月は当店の誕生祭があり、年間を通して売上が大きく増加する月だが、今年は前年比89％と苦戦を強いられた。
,,▲,衣料品専門店（店長）,来客数の動き,・今年は統一地方選挙があったことに加えて、天候があまり良くなかったことから、展示会への人出が悪く、例年よりも売上が悪かった。
,,▲,乗用車販売店（従業員）,販売量の動き,・前年と比較して、販売量の減少幅が大きくなってきている。
,,▲,高級レストラン（スタッフ）,来客数の動き,・月内に二度も選挙があったため、客足が途絶え、売上が低下した。
,,▲,旅行代理店（従業員）,販売量の動き,・４月の国内旅行は順調に推移したが、５月以降の先行受注が前年と比べてかなり悪い状況にある。海外旅行も下降線にあり、伸び悩んでいる。
,,▲,タクシー運転手,お客様の様子,・例年、４月は実車率が低下する月だが、今年は極端に実車率が落ち込んでいる。特にすすきのを中心とした繁華街で客足が遠のいている。
,,×,一般小売店［酒］（経営者）,販売量の動き,・得意先である飲食店、ホテルの動きが非常に悪かった。地方統一選挙の影響もあり、特に夜の繁華街への人出が極端に悪かったことが影響している。
,,×,スナック（経営者）,来客数の動き,・統一地方選挙があり、繁華街を歩く人の姿が少なかったこともあり、３～４月と過去３年間で最低の売上であった。
,,×,タクシー運転手,来客数の動き,・新年度の初めであるが、年々、新入社員歓迎会などの行事が減っており、タクシーの利用も減っている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（団体役員）,受注量や販売量の動き,・ホテルの新規開業が続き、海外ツアーの観光入込客数の増加がみられ、土産品や地域特産品の販売が好調であり、食料品製造業においても好影響が生じている。
,,○,金属製品製造業（経営者）,受注量や販売量の動き,・受注単価に今一つ強さがみられず苦慮しているが、受注の動きが少し活発になってきている。
,,○,輸送業（支店長）,取引先の様子,・札幌駅前通における大型土木建築物件等の動きが具体的になってきたことに加えて、新千歳空港の国際線ターミナルビルの増床、苫小牧東部地域から千歳にまたがる自動車関連企業の進出等もあり、道内もやっとプラス面が多くなってきた。
,,○,その他サービス業［建設機械リース］（支店長）,受注量や販売量の動き,・新年度に入り、これまでと比べて、商材に多少動きが出てきていることがうかがえる。
,,□,輸送業（営業担当）,取引先の様子,・製紙業、医薬飲料業、飼料肥料業、酪農業等の得意先に大きな変化はみられない。ただ、飼料製品は輸入原料の高騰が見込まれているため、農家の引取りが順調に推移している。
