Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,販売量の動き,・５月の売上は２月と比べると増えている。ただ、青果市場価格が低迷していることで出荷の動きが鈍い。６月も緩やかな動きになりそうで、例年とは全く違う動きとなっている。
,,○,一般小売店［土産］（経営者）,販売量の動き,・売上は前々年の11.8％となっているが、新型コロナウイルスのワクチン接種が始まったことの効果が少しずつ出てきている。
,,○,乗用車販売店（従業員）,販売量の動き,・北海道の場合、夏に向けて春先の販売量が増えてくる傾向がある。今年は新車種の人気が高いことで、その傾向に拍車が掛かっており、販売量が例年よりも上乗せされている。周りをみても同じような状況にあり、売上目標を達成している店舗や営業マンが多くみられる。
,,□,商店街（代表者）,来客数の動き,・ワクチン接種の予定が遅れていることもあり、来街客が増加してこない。そのため、危機的状況にある店舗が月を追うごとに増えている。区域内では１週間の客が２～３人という物販店もみられる。５月も廃業する店舗が出ており、地域全体としても最低の状態が継続している。
,,□,乗用車販売店（経営者）,販売量の動き,・コロナ禍のなか、客のマインドに変化はみられない。積極的なイベントを行うことができないなど、苦しい販売状況にあるため、景気に大きな変化はみられない。
,,□,乗用車販売店（従業員）,販売量の動き,・前月と変わらない状況が継続している。
,,□,乗用車販売店（従業員）,販売量の動き,・来客数は減少しているものの、販売台数の目標に対する達成率は３か月前と変わらずに推移している。売上は見込んでいる目標に近い数字が出ている。
,,□,乗用車販売店（従業員）,販売量の動き,・３～４月と販売量が上向きになってきていたが、新型コロナウイルスの感染拡大に伴って緊急事態宣言が発令されたことで、５月に入ってから新車販売の動きが止まってきている。
,,□,観光型ホテル（スタッフ）,来客数の動き,・宿泊需要については、依然として低調に推移している。団体の募集型旅行はほぼキャンセルとなっており、スポーツイベントやコンサートイベントに関連した需要が多少みられる程度である。個人旅行もビジネスを目的とした直前予約がみられるだけである。
,,□,観光型ホテル（スタッフ）,来客数の動き,・来客数の動きは当然悪くなっている。回復する見込みが全くないというのが今の状況である。
,,□,旅行代理店（従業員）,販売量の動き,・悪いまま何も変わっていない。緊急事態宣言の発令、ワクチン接種の遅れなど、良いニュースが見当たらない。
,,□,美容室（経営者）,販売量の動き,・５月の売上は３か月前とほぼ変わらない。前年と比べてもほとんど変わらない。
,,□,美容室（経営者）,来客数の動き,・まん延防止等重点措置、緊急事態宣言が相次いで発令されたが、周りの状況は数か月前とさほど変わっていない。
,,▲,商店街（代表者）,お客様の様子,・客の様子をみると、新型コロナウイルスのワクチン接種がどうなるのかをとても気にしている。当地の感染状況が非常に悪いこともあり、景気は段々と悪くなってきている。
,,▲,一般小売店［土産］（経営者）,お客様の様子,・５月に入り緊急事態宣言が発令されたことで、不要不急の外出が控えられるようになっており、どうしても移動しなければいけないビジネス客以外、ほとんど見掛けない状況となっている。一般的な観光客は全くみられず、まれに若い世代の小グループ旅行を見掛ける程度である。
,,▲,スーパー（店長）,それ以外,・新型コロナウイルスの感染拡大により、北海道においても緊急事態宣言が発令されたことで、引き続き厳しい状況にある。
,,▲,スーパー（役員）,単価の動き,・前年は新型コロナウイルス感染防止のため、単価の高いマスクや衛生用品などの商材が不足するほど爆発的に売れていたこともあり、売上は前年を数％下回って推移している。客単価も前年は２けたの増加となっていたが、今年は前年から４％程度下回っている。一方、来客数については、ここ数か月増加傾向で推移している。ただ、全体的には緊急事態宣言が発令されたことで、大型店の営業体制に不安定な部分が生じており、判断に難しい面が生じている。
,,▲,スーパー（役員）,お客様の様子,・緊急事態宣言が発令されたが、今までのような食料品のまとめ買いはみられなかった。客がコロナ慣れしてきている様子が感じられ、これまでと同じような動向が続いている。
,,▲,コンビニ（エリア担当）,お客様の様子,・緊急事態宣言の延長が見込まれていることもあり、景気はやや悪くなっている。
,,▲,コンビニ（エリア担当）,お客様の様子,・緊急事態宣言の発令により、周辺の宿泊施設や飲食店などの動向が落ち込んでいる。
,,▲,コンビニ（エリア担当）,来客数の動き,・客単価は横ばい又は上昇しているものの、来客数が減少している。
,,▲,家電量販店（店員）,来客数の動き,・前年と比べると、来客数も売上も落ち込んでいる。また、電話での問合せが増えている。
,,▲,自動車備品販売店（店長）,来客数の動き,・緊急事態宣言の発令に伴って、外出を控える消費者や休業する店舗が増えていることで、当店の来客数も減少している。現状の売上は前年並みをキープしているが、来客数が前年比90％台と落ち込んでいる。客単価を上げるように販売活動を行っているが、今後、来客数が一層減少すると、売上減少につながる懸念がある。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・客の様子から明らかなコロナ疲れが感じられる。ワクチン接種の予約が停滞していることも影響している。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・緊急事態宣言下の自粛ムードにより販売量が減少している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・１～２月は景気が悪いなかでも回復しつつあるようにみられたが、現在は予約の減少、宴会のキャンセルなどの動きがみられ、来客数の減少が目立つようになってきた。
,,▲,旅行代理店（従業員）,来客数の動き,・４月に関東や関西で緊急事態宣言が発令されたことで、ゴールデンウィークを含めて、本州方面からの観光客、ビジネス客の落ち込みが続いていたなか、北海道においても緊急事態宣言が発令されたことから、道内客についても減少傾向となっている。
,,▲,旅行代理店（従業員）,競争相手の様子,・北海道独自の観光支援策である「新しい旅のスタイル」の５月までの延長が決まった矢先に、緊急事態宣言が発令されたことで、施策自体が停止となったため、恩恵を受けることができなかった。来客数などは３か月前と変わりがなく、かなり厳しい状態が続いている。市内では新たに同業者の店舗が１店閉店となった。当社では週２日の臨時休業を開始するなど、人件費の削減を図り始めている。
,,▲,タクシー運転手,来客数の動き,・コロナ禍で景気が落ち込んでいるなか、緊急事態宣言が発令されたことで景気が一段と悪くなっている。また、緊急事態宣言が延長されそうなため、今後の動向がますます悪くなるのではないかと懸念している。
,,▲,通信会社（企画担当）,それ以外,・大型商業施設や大手スーパーなどに出店して販売を行っている分については、来客数が微減する程度で済んでいるが、新型コロナウイルスの感染拡大防止を目的に出店販売自体を禁止する施設が増えている。出店数が減っていることで、全体の販売量にも影響が出ている。
,,▲,観光名所（従業員）,それ以外,・緊急事態宣言が発令されたことから、当施設もそれにあわせて臨時休業とした。３か月前の２月は新型コロナウイルスの第３波が収束し始めたことで状況が改善し、これから少しずつ良くなっていくと前向きに期待していたが、現在はとても残念な状態まで落ち込んでいる。
,,▲,美容室（経営者）,来客数の動き,・５月中旬に発令された緊急事態宣言の影響で月後半の売上が極端に悪くなっている。来客数は通常時の半分程度に減少している。特に高齢者施設からの来客は皆無となっている。
,,▲,美容室（経営者）,お客様の様子,・緊急事態宣言が発令されたことで、外出を控える客が増えている。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・緊急事態宣言が発令されたことで、特に旅行客が減少しており、予断を許さない状況が続いている。
,,▲,住宅販売会社（経営者）,来客数の動き,・緊急事態宣言の影響で分譲マンションのモデルルームを訪れる客が減っている。それに伴って、販売戸数も当然のように減少している。こうした状況は当分続くとみられる。
,,×,商店街（代表者）,来客数の動き,・緊急事態宣言の影響により商店街、店舗共に、来客数が大きく落ち込んでいる。客の滞留時間も減っており、必要な用事だけ済ますとすぐに帰る客が増えている。
