Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,商店街（代表者）,来客数の動き,・北海道の景気回復は遅れているが、前年割れという言葉は聞かなくなってきた。今月は寒さが厳しく、正月は大雪に見舞われたことで苦戦したが、徐々に持ち直してきており、売上は前年をわずかに上回った。
,,◎,乗用車販売店（従業員）,販売量の動き,・売れていない営業担当者も今月に関しては売れているようである。全体的に需要が上向いてきており、３か月前と比べると明らかに良くなっている。ただ、現在の状態は長続きしない。
,,○,百貨店（売場主任）,販売量の動き,・来客数は前年比101％と微増ではあるものの、さらに拡大傾向にある。セールの開始時期が前年よりも遅くなったものの、セールの売上は前年比102％で推移している。初売りの時点ではボリュームゾーンが苦戦していたが、中旬には定価品、セール品ともに前年を上回った。特選品、宝飾品が前年比を10％以上上回っていることもあり、全体では前年比105％となっており、近年最大の伸びとなっている。
,,○,百貨店（販売促進担当）,単価の動き,・客単価の上昇傾向は変わらないが、年初からの大雪の影響で客足の伸びは鈍い。来店客の購買率は高めを維持しているものの、来客数の減少が足を引っ張っている。
,,○,コンビニ（エリア担当）,来客数の動き,・年末以降、たばこの売上が減少していることもあり、客単価はまだ前年並みには達していないが、来客数は回復傾向にある。また、安い商品が動くという傾向も依然として強いが、話題性の高い商品であれば売れるという傾向もみられるようになってきた。
,,○,衣料品専門店（経営者）,単価の動き,・新年を迎えて初売りや新春きもの展示会では高額な商品も動いた。ただ、消費者の購買心理は、質の良い商品であってもより安い商品、信用信頼のおける商品に向いている。
,,○,家電量販店（地区統括部長）,販売量の動き,・消費税増税前の駆け込み需要の影響もあり、微増ながらも、テレビ、大型冷蔵庫、ドラム式洗濯機、パソコン等の大型家電の売上、販売量がともに増えてきている。
,,○,乗用車販売店（従業員）,販売量の動き,・消費税増税前の駆け込み需要がみられる。
,,○,乗用車販売店（営業担当）,販売量の動き,・新車の受注量が好調に推移してきている。新型車効果と消費税増税前の駆け込み需要が影響している。
,,○,旅行代理店（従業員）,販売量の動き,・個人向けの航空券が前年を上回る販売量となっており、景気の回復にともない、ビジネス旅客の動きが良くなっている。
,,○,タクシー運転手,来客数の動き,・１月は雪の日が多く、前年よりタクシーの売上が良かった。夜の人出も多くなっている。
,,○,通信会社（企画担当）,販売量の動き,・競合他社に遅れを取っていた通信設備の強化を図ったところ、前年よりも客が自社を選ぶようになった。
,,○,観光名所（従業員）,来客数の動き,・１月26日までの利用客数が前年比109.1％となっている。今年度の４月から毎月前年を上回り続けており、好調の流れが継続していることから、やや良くなっている。
,,○,住宅販売会社（経営者）,販売量の動き,・消費税増税前の駆け込み需要で販売量が増えている。
,,○,住宅販売会社（従業員）,販売量の動き,・今月に入って分譲マンションのモデルルームの来客数が増加している。消費税増税前の駆け込み需要が活発化しており、３月末完成の物件の販売が好調である。
,,□,商店街（代表者）,来客数の動き,・例年になく雪が多いため、初売り以降、来客数が減っている。特に地方からの来客が落ち込んでいる。
,,□,商店街（代表者）,単価の動き,・例年よりも高額商品の販売が落ちている。後半に入り、春物の単品が動いているものの、バーゲン時期ということもあり、客単価があまり伸びていない。売上は前年よりも漸減している。
,,□,商店街（代表者）,お客様の様子,・客の様子としては、消費税が上がるということもあり、買物を控えている状況にある。
,,□,商店街（代表者）,来客数の動き,・年明け以降、商店街を訪れる客数が伸びていない。当商店街における主要購買層は比較的高齢の女性が多いが、路面凍結や厳しい寒さの影響か、周辺地域からの来街者、バスによる来街者とも減少している。
,,□,一般小売店［土産］（経営者）,お客様の様子,・建設と自動車販売の良い話を聞く。当店の１月の売上は前年比117.5％、前々年比125.9％となっている。非常に良い状況に見えるが、東日本大震災の影響でここ２年が悪かっただけであり、金額的にはそれほど良い状況ではない。
,,□,百貨店（売場主任）,来客数の動き,・初売りは前年比101％とほぼ前年並みであった。冬休み期間中のイベントも見込みどおりの入場者があり、来客数は前年と大きく変わっていない。セールの売上は婦人服を中心に、前年比101％と順調に推移している。前年よりも雪が少なく、出足が好調であった。
,,□,百貨店（販売促進担当）,販売量の動き,・１月に入り、来客数が横ばいで推移しており、購買客数も横ばい状態となっている。
,,□,百貨店（役員）,お客様の様子,・東京などの大都市では高額品が売れているようであるが、当店では時計等の高額品の売上が前年を大きく下回っている。衣料品等の身の回り品は前年並みで推移している。
,,□,スーパー（店長）,来客数の動き,・初売りは前年を上回ったが、その後は落ち込みがみられる。ただ、消費税増税の影響が出ているわけではない。
,,□,コンビニ（エリア担当）,来客数の動き,・前年の11月から早朝の来客数が前年並みに回復している。工事現場等の現場作業員の来店もみられる。その一方で、夜間の来客数が大きく減少しており、全体ではマイナスに転じている。
,,□,衣料品専門店（店長）,お客様の様子,・これといった問題もみられないため、全体としては変わらない。
,,□,家電量販店（店員）,単価の動き,・新年から来客数が好調に推移しており、全体的によく売れている。
,,□,乗用車販売店（従業員）,販売量の動き,・消費税増税を控えていることもあり、30代の家族層の動きが目立っている。
,,□,自動車備品販売店（店長）,来客数の動き,・カー用品業界では、車検やタイヤなどの高額商品について、３月の駆け込み需要を待っている状態である。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格の高止まりにより、客の節約志向が強くなっており、販売量が減少している。
,,□,高級レストラン（経営者）,単価の動き,・消費税増税を前にして、一部の企業等では駆け込み需要が増加しているが、当店の状況はあまり変わらない。
,,□,高級レストラン（スタッフ）,販売量の動き,・この時期は平日と週末との差が大きい。天候に左右されることもあるが、平日は週末の半分以下の売上である。一方、外国人客の好調さは今月も目立っている。客単価は横ばいであるものの、全体の売上では前年比108％となっている。
,,□,観光型ホテル（経営者）,来客数の動き,・外国人観光客の需要は引き続き高い。一方、国内客は団体客を中心に需要はあるものの、大型貸切バスの不足と借り上げ単価高騰のため、大きく減少している。
,,□,旅行代理店（従業員）,お客様の様子,・来客数、客単価の変動が大きいことが気掛かりである。また、グループ旅行が減少している。
,,□,旅行代理店（従業員）,販売量の動き,・４月からの消費税増税を懸念しているのか、３月の家族旅行の申込があまり増えていない。
,,□,タクシー運転手,販売量の動き,・２～３か月前の状況と比較して、来客数、販売量ともそれほど変わっていない。まだまだ上昇カーブを描くような状況にはなっていない。
,,□,タクシー運転手,販売量の動き,・年始あいさつや新年会などで、タクシーの売上は３か月前より約９％多かったものの、前年と比較すると約1.4％の減少であり、景気はあまり変わっていない。
,,□,美容室（経営者）,お客様の様子,・景気が良くなってきたという報道や雰囲気のなか、実生活ではガソリン、灯油などの値上げラッシュで景気回復の実感がともなっていないことに客が戸惑いを覚えており、消費意欲が衰えてきている。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・厳冬期の真っ只中であり、例年と同様に物流がとどこおっている。
,,□,設計事務所（所長）,それ以外,・建築業界は消費税増税前の駆け込み需要も終わり、動きが落ち着いてきている。例年、この季節は物件の動きが少ないが、今年は一層静かになってきている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・例年１月には新年会等の需要があり、それなりに商品が動くことになるが、今年はそうした動きが少ない。飲食店も例年と比べてかなり悪い状況であり、売上の厳しい状況が続いている。
,,▲,スーパー（店長）,販売量の動き,・正月、年始商戦が思ったよりも不振であり、正月のにぎやかさもあまりなかった。来客数が前年比93％、売上が前年比94％と低迷している。
,,▲,スーパー（役員）,来客数の動き,・降雪量が前年より多いことや、商品価格がややインフレに動いていることが要因となってか、年が明けてから急に客の動きが悪くなっており、来客数が前年から４％減少している。商品単価が前年よりも５％前後上昇し、客単価が前年比105％となっていることで、何とか前年並みの売上を確保できているが、２～３か月前と比べてやや良くない状況にある。
,,▲,衣料品専門店（店長）,販売量の動き,・買上単価や高級品の動きが鈍くなっている。
