Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,通信会社（企画担当）,販売量の動き,・新型の高画素カメラ付き携帯電話の売れ行きが好調であるほか、第三世代の携帯電話もエリア拡大に伴なって、徐々に販売数が増加している。また、データ通信系の商品もＰＨＳの定額制導入により好評である。４月は新商品の導入が相次ぎ総じて上向いている。
,,○,その他レジャー施設（職員）,来客数の動き,・３か月前よりは来客数が多くなっているが、観光客の増加、イベント開催に伴う来客の増加によるところが大きい。
,,□,商店街（代表者）,販売量の動き,・今月は選挙が行われたため、縁起物とされる商品の販売量が増加したが、全体としては変わらない。
,,□,商店街（代表者）,お客様の様子,・客は目的がはっきりしていても、商品選びは慎重である。景気がやや悪い状態で落ち着いてきたのではないかと思う。
,,□,スーパー（店長）,単価の動き,・客単価を構成している売上点数及び一点単価が、前年を下回っている状況が続いている。
,,□,スーパー（店長）,お客様の様子,・札幌駅の大型複合商業施設のせいか、週末の客数が減っている感じである。
,,□,衣料品専門店（店員）,来客数の動き,・４月はゴールデンウイーク前なので、レジャーにお金を使うためか、客の買い渋りが多く、来店があっても買上につながることがない。
,,□,家電量販店（店長）,販売量の動き,・新入学、就職、転勤などの新生活需要も落ち着き、前月に受注した分の配達により売上を維持した。また、月の後半に入り特招会を実施したが、来客数、売上ともに前年からダウンするなど、初売り後の１月と同じ状況であった。
,,□,家電量販店（店員）,それ以外,・ビデオカメラ、ＤＶＤレコーダが前年より上回ったものの、売上金額は前年同月比ではほぼ同じ数値であり、全体としては変わらない。
,,□,乗用車販売店（役員）,販売量の動き,・グリーン税制の改正による影響から駆込み受注があったが、売上は前年実績を割るなど、全体としては変わらない。
,,□,一般レストラン（スタッフ）,来客数の動き,・繁盛している店と寂しい店との差がはっきりと数字に表れるようになっている。
,,□,タクシー運転手,お客様の様子,・タクシーは景気が悪化すると真っ先に節約されるものであり、客は必要最低限でしかタクシーを利用していないのではないかと思われる。
,,□,住宅販売会社（従業員）,単価の動き,・購買量の落ち込みに加えて、一軒当たりの販売単価も低下している傾向にある。
,,▲,商店街（代表者）,お客様の様子,・イラク戦争、ＳＡＲＳなどによる海外旅行の中止により、新規の商品購入が減少している。また、入学式に父兄が着物姿や新しい服装での出席することが減少している。
,,▲,商店街（代表者）,単価の動き,・今年の春の動きとして、去年ほどアウター要素の強いジャケット等の単価の高い商品が売れないことに加えて、単品中心となっているため、かなり客単価が下がっている。
,,▲,商店街（代表者）,来客数の動き,・消費の落ち込みにより様々な冠婚葬祭への出費が抑えられている。
,,▲,スーパー（店長）,来客数の動き,・競合店の売り出し強化のため、客足が分散している状況であり、客数が前年より５％ほど低下している。また、客単価の落ち込みが依然として続いており、景気の厳しさを感じる。
,,▲,スーパー（企画担当）,販売量の動き,・既存店舗の来客数は前年実績を上回っているが、１人当たりの買上点数は低下傾向にあり、客の購買動向はますます慎重になっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・週末の売上が鈍っている。
,,▲,コンビニ（店長）,来客数の動き,・例年に比べて、気温が非常に低いことが原因で、売上がやや悪くなっている。
,,▲,家電量販店（経営者）,単価の動き,・仕事がまだ順調に動き出していない時期のため、１～３月から比べると売上が伸びなかった。
,,▲,家電量販店（地区統括部）,単価の動き,・客数は、ほぼ前年比で100％をキープしているが客単価が落ちている。話題商品や健康商品といった付加価値のある商品は高価格でも売れているが、買替商品の単価が落ちていることに加えて、ＯＡ商品が相変わらず苦戦をしている。
,,▲,乗用車販売店（従業員）,競争相手の様子,・今月は当社だけでなく、同業他社においても販売量が減少しているように見受けられる。
,,▲,住関連専門店（営業担当）,来客数の動き,・来客数が前年比で10％近く減少しているなど、客の動きが悪く、単価の動きも含めて、売上不振が続いている。
,,▲,住関連専門店（従業員）,販売量の動き,・客単価が下落している。
,,▲,高級レストラン（スタッフ）,単価の動き,・入込客数は安定しているものの、全ての面にわたって客単価が低下しているなど、デフレ傾向が強い。
,,▲,高級レストラン（スタッフ）,来客数の動き,・例年、この時期は５月の連休との端境期となるため売上が悪いが、今年は特に観光客の入込が悪い。統一地方選挙といった要因もあるが、これを除いても悪い状況である。
,,▲,高級レストラン（スタッフ）,販売量の動き,・レストランと個室のディナーの売上が減少している。料理自体の売上は前年並みだが、ワインなどの飲物の売上が激減している。宣伝費をかけた高額のディナーは全く売れなかったが、ランチを割引した３日間だけは活況を呈した。選挙活動もディナーに多少響いたようである。
,,▲,スナック（経営者）,単価の動き,・団体客の利用が多いが、時間帯にすると８時から10時頃の間であり、その後の時間帯の来客数が少なく、単価の伸び悩みがある。
,,▲,観光型ホテル（経営者）,来客数の動き,・３か月前は冬のイベントで賑わったが、今月は統一地方選挙の投票日が飛び飛びの日曜日に予定されていたほか、ＳＡＲＳ問題、国際情勢の混沌など、多くの特殊要因に見舞われている。元々、４月は年間で最も厳しい月という季節要因はあるが、それにしても地元客を中心に宿泊客数の減少が続いている。
,,▲,観光型ホテル（経営者）,来客数の動き,・来客数の動きは少し弱含みに推移している。統一地方選挙の影響で宿泊客の動きが鈍いことに加えて、イラク戦争やＳＡＲＳの影響に伴う国内旅行の動きに期待したが、それほど大きくなかった。
,,▲,タクシー運転手,来客数の動き,・４月は統一地方選挙の影響により、夜の人出が全くなく、前年実績から比べると大幅に減少しているなど、散々な状態である。
,,▲,観光名所（役員）,販売量の動き,・ＳＡＲＳの影響で海外からの観光客の減少が顕著である。
,,▲,美容室（経営者）,来客数の動き,・客の来店周期が徐々に長くなってきている。
,,▲,住宅販売会社（従業員）,来客数の動き,・マンションといった物件への来客数がとても少なくなっている。
,,×,一般小売店［土産］（店員）,来客数の動き,・イラク戦争、ＳＡＲＳの影響により旅行客数が低下している。特にＳＡＲＳの影響はかなり大きい。
,,×,百貨店（売場主任）,お客様の様子,・ミドル層からシニア層にかけて売上、販売量がともに減少している。
,,×,百貨店（販売促進担当）,競争相手の様子,・札幌駅の大型複合商業施設の出店により、駅前ゾーンの集客効果を期待したが、予想した買い回りには至らない状態となっている。３月の市内百貨店の状況からみても、商圏の拡大には至っておらず、従来の限られた商圏でのパイの食い合いが直近の動向とみられる。
,,×,スーパー（店長）,販売量の動き,・来客数はほぼ横ばいで推移しているものの、前年比では90％程度となっている。また、１品単価も前年をやや下回って推移している。食品部門の客１人当たりの買上点数も前月から低下していることに加えて、これまで堅調に推移してた旅行部門もＳＡＲＳの影響を受け前年比70％まで悪化している。
,,×,コンビニ（エリア担当）,お客様の様子,・天候の良し悪しにかかわらず、給料日前には客の購買が一気に下落する傾向にある。
,,×,衣料品専門店（店長）,お客様の様子,・統一地方選挙やイラク戦争があるなど、客が落ち着かない日が続いたため、今月の売上は非常に悪くなっている。
,,×,住関連専門店（経営者）,来客数の動き,・イラク戦争、ＳＡＲＳといった件に加えて、札幌駅の大型複合商業施設のオープンもあり、ますます客数が減少している。
,,×,その他専門店［医薬品］（経営者）,来客数の動き,・来客数が前月比で数百人の減少と手がつけられないほど悪化している。ライバル店に殺到している様子もなく、一体どうなっているのか。
,,×,一般レストラン（スタッフ）,来客数の動き,・イラク情勢、アジア地域のＳＡＲＳ感染等で旅行客が減少し、来客数が前年同月の90％程度まで落ち込んでいる。
,,×,スナック（経営者）,来客数の動き,・４月は歓送迎会が少しは増えるかと思ったが増えず、逆に統一地方選挙の影響で役所・建設関係を始め、その他諸々の人達も飲食店街に出ることはなかった。
,,×,旅行代理店（従業員）,販売量の動き,・イラク戦争に加えＳＡＲＳの影響で海外旅行客が激減している。
,,×,旅行代理店（従業員）,来客数の動き,・ＳＡＲＳの影響が大きく旅行控えになっている。
