Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,単価の動き,・冬物最盛期月という割には客の流れは安定しないが、買上の単価は３か月前よりも確実に高くなっているため、結果的に数字は上がっている。
,,○,住関連専門店（経営者）,販売量の動き,・年末ともあって客単価が上がってきている。減少していた来客数も前年並みになってきた。
,,○,一般レストラン（スタッフ）,来客数の動き,・来客数が前年同月より大きく増えており、２年前の同月と同程度に回復している。
,,○,スナック（経営者）,販売量の動き,・団体客が増えたため、売上は少し良かった。販売量も同月としては多くなった。
,,○,通信会社（企画担当）,販売量の動き,・今月は値段を下げたこともあり、販売数が３か月前より若干増えている。
,,□,商店街（代表者）,お客様の様子,・客の財布のひもは依然と緩まず、計画的な買物指向に変化はない。
,,□,一般小売店［土産］（店員）,単価の動き,・シーズンによっての観光客数の増減はあるものの、客単価が回復してこないので依然として厳しい状況である。
,,□,百貨店（売場主任）,単価の動き,・12月は例年、民間、公務員のボーナスが支給される10日以降に売上が急増するのだが、婦人服の単価アップに一番必要なコートの売上が伸び悩んでおり、結果として客単価がダウンしている。
,,□,スーパー（店長）,単価の動き,・商品単価の下げ止まりが全然みられない状況である。客数は前年並みになっているが、単価が落ちている分、売上が減少しており、３か月前と変わらない。
,,□,スーパー（店長）,来客数の動き,・競合他社の価格を中心としたチラシ合戦により客が分散してしまっているため、客数が減少している。また、客には無駄な買物をできるだけ抑える様子がはっきりと伺え、結果として、販売点数の減少も目立ってきている。
,,□,コンビニ（店長）,お客様の様子,・依然として必要以上のものは買わないという客の様子がとても顕著である。それと同時に、必要であってもそれすら買えない状況も見受けられる。
,,□,乗用車販売店（役員）,販売量の動き,・客の反応が変わってないことに加えて、受注量なども変わらず、売上も前年並みである。
,,□,高級レストラン（スタッフ）,単価の動き,・地元客のレストラン利用、主にクリスマス企画や年末のおせちなど、販売力は落ちていないものの、低単価志向が現れている。また、宿泊客においては低単価の商品を売り出すと同時に問い合わせが増加し、デフレ志向が顕著に現れた。
,,□,高級レストラン（スタッフ）,来客数の動き,・地域のイベントの効果もあるが、個人観光客の入込が増えているものの、全体としては変わらない。
,,□,高級レストラン（スタッフ）,お客様の様子,・ディナー客は予約ばかりであり、フリー客がかなり落ち込んだ。客単価も下がり、財布のひもはかなり堅いようだと感じた。夜の個室利用は客数、売上とも前年を上回ったが、売上全体としては以前と変わらない。
,,□,観光型ホテル（経営者）,来客数の動き,・来客数の動きは前年同期とほとんど変わっていない。また、売上、客単価もほとんど変わっていないので、景気は変わっていない。
,,□,旅行代理店（従業員）,販売量の動き,・年末年始の曜日が良く、久しぶりに海外旅行が好調な反面、遠距離の国内旅行は低迷している。
,,□,旅行代理店（従業員）,販売量の動き,・特に国内旅行、海外旅行とも突出する傾向はなく、前年よりやや下回っている状況が続いている。
,,□,観光名所（職員）,お客様の様子,・客は商品を購入するまでにかける時間が長いような気がする。
,,□,観光名所（役員）,販売量の動き,・地元でのイベントなどの効果から、客数は、ほぼ前年並みの水準を確保できる見通しであり、全体としては変わらない。
,,□,美容室（経営者）,単価の動き,・経済的な情勢がすごく芳しくないので、例年12月であれば売上が増加してくるが、今年はあまり良くない。
,,□,住宅販売会社（従業員）,競争相手の様子,・相変わらず来客数も購買数もかなり低迷しており、全体としては変わらない。
,,▲,商店街（代表者）,来客数の動き,・客の購買が慎重で、特に中高年にその傾向が強く、財布のひもが固い。
,,▲,商店街（代表者）,お客様の様子,・中旬以降になっても歳末感が盛りあがってこない。客の「今年は不景気だから買い控えをしなければ」という声がしばしば聞かれる。
,,▲,スーパー（店長）,お客様の様子,・所得の実質的な低下ということが要因だと思われるが、客の購買意欲は非常にシビアで、無駄なものは購入しておらず、必要最低限の商品しか購入しない。
,,▲,スーパー（企画担当）,お客様の様子,・トータルの販売点数の伸び悩み傾向が出てきている。また、低価格商品の販売点数は伸びているが、高価格商品の点数が落ち込む傾向が一段と顕著に現れてきている。
,,▲,コンビニ（エリア担当）,単価の動き,・クリスマス時期のまとめ買いが減った。
,,▲,衣料品専門店（店長）,お客様の様子,・商店街等の売り出し、催事等においても、以前からみて決して売上が良くなったとはいえない。客が買物に慎重になり、なかなかものを買わなくなったというのが現状である。
,,▲,家電量販店（地区統括）,単価の動き,・客数は前年をキープしてはいるものの、客単価が１割近く低下している。特にＯＡ関連商品が悪い。
,,▲,乗用車販売店（従業員）,来客数の動き,・新規契約件数が前年より３割以上減っている。
,,▲,住関連専門店（営業担当）,お客様の様子,・季節商材、特に防寒衣料は、客の選択が慎重なうえ、まとめ買いの構造がみられない。また、特売などを行っても必要なもの以外は購入しない状態であり、１人当たりの買上点数も前年を割る状態である。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・年末商戦というのに客数が全く伸びない状況となっている。店頭に客が来なく、すでに前年客数マイナス600人を突破した店舗もある。
,,▲,一般レストラン（スタッフ）,単価の動き,・ボーナスの金額が下がったため、年末の買物をするために、外食費を抑えているのではないかと思われる。
,,▲,観光型ホテル（経営者）,来客数の動き,・来客数の動きとして地元客の動きが鈍い。一方、道外客は募集団体が好調であり、不況感は薄いが、消費単価が低くなっている。また、団体客のみならず、地元客にも低価格志向があり、全体としては、やや悪くなっている。
,,▲,タクシー運転手,来客数の動き,・例年は雪の影響もあり、一番忙しい時期になるのだが、今年は天候がとても良いため、売上が前年比で10％以上マイナスという状況が続いている。また、飲酒運転の罰則強化によって、車のまま繁華街へ出かける人が減少している。車で外出した人が、一度帰宅してしまうとそのまま外出しないという傾向が強く、繁華街も人出が少なくなっている。
,,▲,パチンコ店（店員）,お客様の様子,・客の遊戯時間が短くなってきている。
,,▲,美容室（経営者）,販売量の動き,・来客数が全く横ばい、もしくは減少状態ということを日常で感じる。
,,▲,設計事務所（所長）,単価の動き,・建築コストにかける予算が厳しくなっている。
,,×,百貨店（販売促進担当）,販売量の動き,・お歳暮ギフトは、年々客単価が下がっているが、単価自体には下げ止まり感がみられる。また、衣料品については、重衣料の動きの鈍さ、単品買いへのシフトによる単価ダウンがみられるが、客数のダウンはそれらを上回る実感がある。特にボーナス、年末といった最大のポイントの時期にきて、こうした傾向は非常に顕著な感がある。
,,×,スーパー（店長）,単価の動き,・全館客数は前月対比で５％程度の改善となるものの、商品単価は前年比より５％程度低下して推移している。特に、売上ボリュームの大きい食品部門で単価の低下が大きく、苦戦状況が継続する。
,,×,コンビニ（エリア担当）,来客数の動き,・客数が減少傾向にある。
,,×,コンビニ（エリア担当）,販売量の動き,・年末に向けて、客はより商品を買わなくなってきている。価格が下がると一気に商品は動くが、通常では全くそのような動きがみられなくなってきている。
,,×,スナック（経営者）,来客数の動き,・一次会の居酒屋等の飲食店は何とかやっていけるような来客数であるが、二次会の社交関係、スナック、クラブは来客数が大きく減少している。前年、一昨年と比べても大きな開きがあるような現状である。
,,×,旅行代理店（従業員）,販売量の動き,・市長選が重なった影響もあるとは思うが、旅行の取扱量が少なく、年末年始の旅行も含めて前年の70％程度となっている。
,,×,タクシー運転手,来客数の動き,・今月初旬は暖かい日が多く、タクシーの利用が例年より極端に減少した。中旬以降寒い日が多くなり、タクシーの利用が例年並みになったが、年末の一番忙しい時期に市内が大雪となり、大渋滞とツルツル路面により、輸送効率が極端に悪くなり、前年の実績を大きく下回った。
,,×,美容室（経営者）,来客数の動き,・年末にもかかわらず、通常の月よりも売上が落ちている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,－,－,－
,,□,食料品製造業（経営者）,受注量や販売量の動き,・受注状況は、例年に比べて変わらない。
