Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・地域住民の消費活動はほとんど変わらないが、消費税増税の影響が薄れてきたため、外国人観光客とともに、道内外からの旅行客が前年より多く訪れている。当地域の夏の最大イベントにおいても、前年と比べて４万人以上の来街者の増加となった。これにより、飲食は元より、宿泊業、交通関連、お土産品などで売上の増加があったとともに、衣料品及び装飾品でも旅行客を中心に売上を伸ばした。
,,○,一般小売店［土産］（経営者）,来客数の動き,・中国語圏の観光客が増えたことから、売上は前年比110％となった。特に、晴天が続き、北海道らしい初秋のなか、豪華客船が９隻入港したこと、今年で５回目を迎えた地元のイベントが行われたことの効果が大きい。
,,○,百貨店（売場主任）,来客数の動き,・他店とのセール時期のずれもあり、売上は前年比92％程度にとどまっているが、来客数は前年比99.5％と前年並みに復調している。また、セールの売上が前年比90％となっているのに対して、秋物の定価品が前年比92％となっており、暑い夏を過ぎて需要が秋物にシフトしている。ウェアの動きはまだ鈍いが、婦人物のシューズ、ブーツなどのファッションアイテムに動きが出ている。
,,○,百貨店（売場主任）,来客数の動き,・来客数がこれまでの前年比80％台から、前年比90％台に増加しており、若干の回復傾向がみられる。
,,○,百貨店（販売促進担当）,販売量の動き,・消費税増税以降、来客数の減少は続いたままだが、購買客数、客単価が上がってきており、景況感が良くなりつつある。
,,○,百貨店（販売促進担当）,それ以外,・５月と比べて、消費税増税後の反動減のマイナス幅は縮小してきている。ただ、４月以降、徐々に回復基調にあるものの、前年実績までには至っておらず、回復が早いと報道される首都圏とは温度差がある。
,,○,スーパー（役員）,お客様の様子,・盆期間の曜日並びが良かったこともあり、客の動きが活発だった。お金に余裕が出てきたように感じられる。
,,○,衣料品専門店（経営者）,販売量の動き,・気温の上昇とともに、夏の各イベントが行われていることで街に活気が戻り、観光客などでにぎわっていた。水産関係もサンマやイワシ、イカなどが豊漁で物流も良くなっている。着物展示会などの催事でも高額商品に動きがみられ、売上増加に結び付いた。
,,○,乗用車販売店（従業員）,販売量の動き,・前年と比較して、販売量が若干上向いている。
,,○,その他専門店［医薬品］（経営者）,来客数の動き,・３か月前は消費税増税の影響の真っ只中であったが、今月に入り、ようやく客の動きが落ち着いてきた。
,,○,観光型ホテル（スタッフ）,来客数の動き,・中国本土からのチャーター便による来客が好調である。国内旅行も個人客、団体客ともに好調である。その反面、Ｗｅｂサイトでの客室提供が困難になっている。
,,○,旅行代理店（従業員）,販売量の動き,・天候不順であったが、農作物の作況などに大きな影響は出ていないため、管内の航空需要はやや上向きになっている。
,,○,通信会社（企画担当）,販売量の動き,・値引き幅を小さくしたにも変わらず、地区を問わず、幅広い世代で通信機器の販売量が前年比で２割以上伸びている。
,,○,設計事務所（所長）,お客様の様子,・価格に対する客の反応が変わってきた。余裕があるのか、あきらめなのかは分からないが、いずれにしても、これまで高額で敬遠されていた商材が売れるようになってきた。
,,□,商店街（代表者）,来客数の動き,・消費税増税の影響が薄れてきたなかで、天候不順の影響で来客数が減っている。
,,□,商店街（代表者）,販売量の動き,・消費税増税の反動が収まり、そろそろ回復基調に転じるかとみられたが、実際にはそれほど良くなっていない。天候も気温も落ち着いていることから、北海道の景気回復は足踏み状態にある。また、ＧＤＰの落ち込みが報道されたことから、消費が慎重になっていることが心配される。ただ、８月の国内観光客は数こそ少なかったものの、客単価に若干の上昇がみられた。これは全国的な景気の回復基調が要因とみられる。
,,□,百貨店（売場主任）,来客数の動き,・夏物のセールも終盤を迎えたが、商材が品薄だったこともあり、婦人服、紳士服とも売上は前年比90％台前半であった。また、８月下旬から秋物の展開を始めているが、気温の低下とともに動きがみられるものの、まだ、前年並みの水準にとどまっている。
,,□,百貨店（役員）,販売量の動き,・過去２か月と比べて、多少は動きが出てきているが、上向くところまでは至っていない。特に、高額品やインポートブランドの動きが鈍い。
,,□,スーパー（店長）,来客数の動き,・消費税増税の影響もあるが、ガソリン価格の高騰や高速道路料金の休日割引の縮小により、土日の来客数の減少が続いている。
,,□,スーパー（役員）,来客数の動き,・８月10日までの既存店ベースの来客数は前年比96％台と、７月と同様に非常に厳しい状況で推移していたが、お盆後の17日までの来客数は100％まで回復した。しかし、その後は月前半と同様に来客数が伸び悩んでいる。ただ、売上については、客単価が前年比103％強で推移していることもあり、７月と比べて前年比が２％ほど上昇している。
,,□,家電量販店（地区統括）,販売量の動き,・消費税増税前の駆け込み需要からの回復遅れが予想以上に長引いている。特に、エアコン需要については、前年より過ごしやすかった気候のせいもあり、大きく落ち込んでいる。
,,□,乗用車販売店（従業員）,販売量の動き,・季節柄、２月と８月は決算期前で販売量の減る時期であるが、周りをみても駆け込み需要がなく、苦戦している状況にある。
,,□,乗用車販売店（役員）,販売量の動き,・新車、中古車ともに、受注量が一向に上向いてこない。受注残もなくなってきており、売上にも影響が出てきている。
,,□,自動車備品販売店（店長）,来客数の動き,・７月以降、消費税増税の影響が和らいだ雰囲気があったが、競合店を含めて、８月に入っても売上が前年を下回ったままである。
,,□,高級レストラン（スタッフ）,来客数の動き,・前月に続き、夏休み期間であるにもかかわらず、混雑による長時間待ちがない。消費税増税の影響がまだ残っていることに加えて、特に今年は天候不順による交通機関のまひなども影響して、来客数は前年を10％下回った。
,,□,高級レストラン（スタッフ）,販売量の動き,・８月はぎりぎり前年並みの売上となった。もう少し売上が増加することを期待していたが、比較的、天候が良かったことでレストランではなく、ビヤガーデンに向かう客が多かった。週末のランチで割高なメニューが売れるなど、一部では景気回復の動きも感じられるが、客の多くは消費税増税を受けて消費を控えているようであり、全体的には客単価が上がってきていない。地方では千円前後のランチが主流となっているが、当地では低価格競争が厳しく、当店にとって荷が重い状況となっている。
,,□,観光型ホテル（役員）,来客数の動き,・３か月前と変わらず、個人客と外国人団体客の入込が堅調に推移している。
,,□,旅行代理店（従業員）,それ以外,・同じ業種の客であっても、売上の良いところとあまり思わしくないところがあるようで、何を基準に景気を判断すれば良いのか分からない状況にある。
,,□,タクシー運転手,来客数の動き,・８月上旬は雨の日が多く、タクシー利用も前年より多かったが、中旬以降は天候の良い日が多く、涼しくなってきたため、タクシー利用が前年より減っている。１か月全体の売上では前年を若干下回った。
,,□,タクシー運転手,販売量の動き,・８月は様々な催し物がある月であり、なおかつ今現在、観光客の入込が増えていることもあり、人の流動性が良くなっているのは確かだが、そうした動きがなかなか売上につながってこないジレンマがある。
,,□,タクシー運転手,来客数の動き,・７月の売上は微増となったが、ほぼ前年並みの水準であった。
,,□,美容室（経営者）,来客数の動き,・ここ数か月、同様の来客数を保っており、良くもないが悪くもない状況が続いている。
,,□,住宅販売会社（経営者）,お客様の様子,・食品や雑貨など、単価の高くない商材は消費税増税後の買い控えから回復しつつあるが、住宅や自動車などの単価の高い商材は売上が非常に厳しくなっている。
,,□,住宅販売会社（役員）,お客様の様子,・最近の傾向として、客の二極化が明確になってきている。都心部の高価格帯の分譲マンションでも購入できるような客がみられる一方で、都心からやや離れた地下鉄駅近くの高騰を続ける新築分譲マンションをあきらめて、中古マンションを探している客もみられる。分譲マンションの市場規模は今が限界とみられる。
,,▲,商店街（代表者）,販売量の動き,・飲食関連に限定すると、雨などの天候不順による交通機関の乱れの影響で、帰省客や地元客の利用が前年よりも減少している。
,,▲,商店街（代表者）,お客様の様子,・客の様子をみると、やや景気が悪く、買物をする商材の数を抑えようという方向にある。
,,▲,一般小売店［土産］（経営者）,単価の動き,・売れ筋商品に単価の高いものと低いものがある場合、消費税増税後は特に単価の低いものが売れるようになり、単価の高いものほど敬遠される傾向が顕著になっている。
