Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,＊,＊,＊
,,○,その他専門店［医薬品］（経営者）,単価の動き,・ようやく東日本大震災の負の影響から抜け出し、元気になろうという雰囲気が客に出てきたことから、やや良くなっている。
,,□,商店街（代表者）,お客様の様子,・春物への購買意欲はみられるものの、東日本大震災の影響もあって景気が不安定になっていることから、客の買物がかなりシビアになっている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・東日本大震災の影響から、客の消費行動に自粛ムードが高まっている。また、観光客が全く入ってこない状況が続いたことから、中旬までは売上も良くなかった。ただ、後半になり、少し状況が持ち直しており、月全体としては前年比で微減まで回復している。
,,□,百貨店（売場主任）,お客様の様子,・東日本大震災の影響による買い控えの反動からか、今月に入ってから客の購買意欲がやや上向いてきている。来客数は大きく伸びてはいないが、１人当たりの買上点数が増加している。
,,□,スーパー（企画担当）,販売量の動き,・３月は日用品の買いだめ等の震災特需にて一時的に良かったが、４月は再び客の節約志向が強まっている。さらに、自粛ムードが追い討ちをかけている。
,,□,家電量販店（店員）,それ以外,・家電エコポイント制度が終わり、薄型テレビ等の販売量、売上などは落ちているが、その分、エアコンの売上が伸びており、全体をけん引している。
,,□,乗用車販売店（従業員）,販売量の動き,・東日本大震災の影響で自動車の生産は極端に落ちているが、受注は前年並みをキープしている。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・自動車用燃料油の販売量が前年と比べて低調である。
,,□,スナック（経営者）,来客数の動き,・東日本大震災の影響などから、繁華街への人出がなく、落ち込んだままである。
,,□,通信会社（企画担当）,お客様の様子,・スマートフォン型端末やブロードバンドを用いたテレビに対する客の注目が高まった反面、法人・個人を問わず通信費削減の動きが高まっている。
,,□,美容室（経営者）,お客様の様子,・前月は東日本大震災のため、売上に多少の落ち込みがあったが、今月は前年並みに戻ってきた。そのため、３か月前と同じような状況にある。
,,□,美容室（経営者）,お客様の様子,・消費の委縮を心配したが、来客数・売上とも、３か月前と比べて特に落ち込みはみられない。客の会話にも、もちろん東日本大震災に関しての心配や気遣いがみられるが、平静さの方が強く感じられる。
,,▲,商店街（代表者）,来客数の動き,・東日本大震災以降、来客数、売上とも前年から20％程度落ち込んでいる。商店街の人通りも閑散としている。
,,▲,商店街（代表者）,お客様の様子,・東日本大震災と原子力発電所の事故の影響により、景気動向が下向きにある。
,,▲,商店街（代表者）,来客数の動き,・東日本大震災以降の自粛ムードのなか、来街者が激減している。特に衣料品関係店舗における来客数・売上の減少が著しい。また、例年、海外客が増加傾向となる時期であるが、今年は姿をほとんど確認できない。
,,▲,百貨店（売場主任）,それ以外,・売上の推移をみると、１月が前年比93.0％、２月が前年比96.3％、３月が前年比94.1％となっている。４月も24日時点で前年比92.8％となっており、前年割れの状況が続いている。買上客数も１月が前年比91.3％、２月が前年比97.6％、３月が前年比94.8％、４月が前年比92.9％となっており、厳しい状況が続いている。
,,▲,百貨店（販売促進担当）,お客様の様子,・東日本大震災から１か月が経過し、客足は戻りつつあるものの、まだまだ消費意欲が活発になったとは言えない状況にある。客単価や買上率なども３か月前の状態には戻っていない。
,,▲,百貨店（販売促進担当）,来客数の動き,・前年と異なる新規の販売強化企画を仕掛けても、来客数の増加に結び付かない状況にある。
,,▲,百貨店（役員）,お客様の様子,・東日本大震災の影響は東北や関東に比べると小さいとみられるが、客単価はかなり低くなりつつある。
,,▲,スーパー（店長）,販売量の動き,・東日本大震災の影響から回復傾向にはあるが、まだ３か月前の水準には戻っていない。特に高級下着の落ち込み、トラベル用品の落ち込みが顕著である。
,,▲,スーパー（店長）,来客数の動き,・商品の入荷が不安定であることに加えて、自粛ムードもみられるようになっており、無駄な物は買わないという客の様子が感じられる。
,,▲,スーパー（役員）,単価の動き,・東日本大震災以降、徐々に回復傾向にあるが、いまだ入荷の少ない商品も多い。特に海藻類は販売点数が大きく減少している。日配食品、一般食品も取扱量が少なく、チラシ販促がしづらい状況にある。こうした状況下、既存店の売上は何とか前年を維持できているが、客単価は前年比99％台と前年を下回っている。商品単価が前年比101.1％とやや上昇しているが、客１人当たりの買上点数は２～３か月前より約４％減少しており、前年比98％台で推移している。
,,▲,スーパー（役員）,販売量の動き,・加工食品の一部で前月の買いだめ需要の反動で、売上が悪くなっている商品がある。しかし、それ以外の商品については堅調に推移している。
,,▲,コンビニ（エリア担当）,販売量の動き,・東日本大震災の影響でたばこの欠品が発生したことで売上は鈍化傾向にある。たばこの値上げ分による売上の上乗せで前年以上の売上は確保できたが、客に節約ムードが広がっており、高単価商品の動きが鈍くなっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・たばこの品切れにより、１日のピークタイムに当たる通勤・帰宅時間帯の来客数が減少している。
,,▲,コンビニ（エリア担当）,販売量の動き,・東日本大震災の影響により、メーカーから納品される商品の欠品数が増え続けている。
,,▲,家電量販店（地区統括部長）,販売量の動き,・予想していたことではあるが、家電エコポイント制度が終了して、テレビ・冷蔵庫の需要が極端に落ちている。
,,▲,旅行代理店（従業員）,お客様の様子,・自粛ムードと経済の停滞による閉そく感が客の動きを鈍らせている。食料品販売などではやや上向きにあるようだが、日常的な消費が戻るにはまだ時間がかかる。
,,▲,タクシー運転手,来客数の動き,・東日本大震災の影響により、観光客が激減しており、タクシーの売上も減少している。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・東日本大震災の影響により、特に団体ツアー客のキャンセルが増加しており、結果的に利用客が減少している。
,,×,商店街（代表者）,来客数の動き,・東日本大震災の影響により、観光客が大きく落ち込んでおり、飲食関連は前月に続き厳しい状態にある。地元客も商店街への来街が減少しており、必需品以外に対する消費意欲が低下している。
,,×,商店街（代表者）,お客様の様子,・東日本大震災以来、来客数が減少している。たまに来店した客も震災の話ばかりで、購入意欲が盛り上がってこない。また、アジア系の観光客の姿は完全に街から消えてしまっている。本当に景気が良くない状況にある。
,,×,商店街（代表者）,来客数の動き,・東日本大震災の影響で観光バスなどが入ってこない状態となっている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・原子力発電所の放射能漏れの影響が当地にも生じている。外国人観光客のみならず、国内観光客も激減しており、例年の５分の１から６分の１まで減少している。近隣の店舗では、業種による違いもあるが売上が４割から８割も減少している。従業員の解雇も始まっているようであり、他地域から出店した店舗では、店を閉めたところもみられる。
,,×,百貨店（売場主任）,お客様の様子,・東日本大震災以降、４月に入っても傾向は大きく変わらない。食品関連や物産催事の食品に関しては前年を上回って推移している。雑貨関係では靴・ハンドバックの春物に動きがみられるが、衣料品では、紳士・婦人とも、特に春物のカジュアル関連の動きが厳しくなっている。商品アイテムでみると、ブラウス・カットソー・パンツに動きがみられるが、ジャケット・コートは天候に左右されることもあり、非常に厳しい動きとなっている。
,,×,スーパー（店長）,販売量の動き,・一般食品や日配食品の洋物、酒部門等で入荷しない商品が多くあり、主力商品のチラシ訴求ができない状況にある。
,,×,衣料品専門店（店長）,来客数の動き,・東日本大震災の影響に加えて、天候面も気温が低いなど、あまり良くなかったことから、今月の景気はますます悪くなっている。
,,×,乗用車販売店（営業担当）,販売量の動き,・東日本大震災の影響で新車の供給がストップしており、売上が上がらない状況にある。受注も納期が未定のため、客との商談も思うように進まない。
,,×,高級レストラン（スタッフ）,販売量の動き,・４月中旬までは前年比60％台で推移していたが、東日本大震災支援キャンペーンメニューなどを設定したことで、自粛ムードはまだみられるものの、前年比90％台まで盛り返した。
