Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,その他専門店［造花］（店長）,販売量の動き,・クリスマス商品や正月商品を扱っているが、例年にないほど動きが良い。秋物商材についても同様である。また、最近始めた新商品についても動きが良く、好調である。
,,◎,観光型ホテル（経営者）,来客数の動き,・愛知万博や知床ブームの影響からか、ここ数か月間、来客数は前年比での減少が続いていたが、ここ最近は客室の予約状況が上向いている。
,,○,商店街（代表者）,単価の動き,・９月に入り、寒暖の差が激しくなっているが、冬物コートなどの高額な商品のトレンドが見えてきたことから、そうした商品の動き出しが早く、単価的には上昇してきている。
,,○,一般小売店［酒］（経営者）,販売量の動き,・今月は天候の良い状態が続いているため客の出が良く、また新規の取引先が何軒か増えたこともあり、販売量は良い状態で推移した。
,,○,一般小売店［土産］（店員）,来客数の動き,・北海道への観光客に関しては、前年かなり落とした面もあるが、今年は増えてきていると感じる。団体客は依然として落ち込んでいるが、個人での小旅行に加えて、愛知万博の影響への反動もあり、北海道観光には明るい兆しが出ている。
,,○,スーパー（店長）,来客数の動き,・北海道における既存店全体の売上は前年比97％と、全国平均値の100％からは３％の遅れとなっているが、衣料品、住居用品、食品の３部門で前年比が８月から改善している。９月前半は例年にないほど気温が上昇したことで、衣料品、住居用品が苦戦を強いられたものの、後半の大型プロモーションが成功したことで上昇した。客数についても前年比97％と、前月からは２％の増加となった。
,,○,衣料品専門店（店員）,単価の動き,・主婦層の買上金額、単価が高くなってきている。
,,○,家電量販店（地区統括部長）,販売量の動き,・プラズマテレビや薄型テレビなどのデジタルＡＶ機器商品の販売量が、前年比200％以上で推移している。
,,○,乗用車販売店（営業担当）,来客数の動き,・前年と比較して来店者が増えてきている。
,,○,観光型ホテル（経営者）,販売量の動き,・北海道観光に知床や旭山動物園の効果が現れているためか、宿泊人数は前年より落ち込みが少ない。消費単価についても前年並みは確保できていないものの、回復しつつある。道内客、道外客ともに減少率が鈍化してきているというのが、正直な見方である。
,,○,観光型ホテル（スタッフ）,販売量の動き,・９月は連休の日並びが良かったこともあり、宿泊人数は前年比を７％程度上回っている。
,,○,旅行代理店（従業員）,販売量の動き,・来店による旅行申込が増加しており、宿泊の申込も前年比で130％以上と好調に動いている。海外旅行についても新婚旅行客の増加と好調なヨーロッパ旅行客の申込増加によって先行受注の状況が良くなってきた。
,,○,旅行代理店（従業員）,来客数の動き,・来客数が前年から２割アップしている。ただし客の買上単価は前年より１割減少している。
,,○,観光名所（役員）,販売量の動き,・ロープウェイの輸送人員は、８月までの前年比マイナスからプラスに転じつつある。
,,○,美容室（経営者）,お客様の様子,・客の来店周期が若干ではあるが短くなってきており、商品の動きも良くなってきた。
,,○,設計事務所（所長）,お客様の様子,・来年の物件が動き出し始め、問い合わせが多くなってきた。近年まれに見る出足の良さだ。
,,□,商店街（代表者）,販売量の動き,・衣料品関係の店では、８月以降ずっと気温が高かったことから、秋物が全く動かず前年を下回っている状態であるものの、総体的な見方では大きな変化はみられない。
,,□,商店街（代表者）,来客数の動き,・平日に訪れる固定客に変化はないが、休日は客が大型店に流出していることから落ち込みが大きく、新規客の増加が期待できない状況が続いている。
,,□,商店街（代表者）,お客様の様子,・長い残暑も終わり、秋物シーズンに入り、少しずつ季節商材が売れ出してきている。
,,□,百貨店（売場主任）,お客様の様子,・前月はやや持ち直しを感じたが、今月は選挙の影響や気温の高止まりなどで、中旬までは静かな動きであった。下旬に入り、本来のざわつき感も出てきて持ち直してきたが、はっきりと言い切れるほどではない。衣料品以外は集客が落ち込み、買上単価も下がっている。
,,□,百貨店（売場主任）,単価の動き,・セーターやカットソー等の単価の低い商品が中心の販売状況となっていて、スーツ等の重衣料に関しては、必要なもの以外は買わない傾向にある。
,,□,百貨店（役員）,来客数の動き,・比較的気温が高めに推移したため、季節商材の動きが鈍く、来客数も前年比96％と奮わず、客単価も前年を割り込んでいる。
,,□,コンビニ（エリア担当）,単価の動き,・前年は台風災害の復興工事等があり、現場労働者による需要があったため、前年比でみると前年を下回る結果となっているが、それ以上に客の買上点数が減少しており、買い控え傾向がみられる。
,,□,コンビニ（店長）,単価の動き,・来客数が若干増加しているので、本来であればやや良いと答えたいが、客単価の下落が激しく、最終的な売上は変わらない状況である。客は安売りしている商品に目が行くようであり、そういった商品は動きが良い。
,,□,衣料品専門店（店長）,単価の動き,・３か月前と比べて単価の推移が横ばいで変わらない。販売量についても変わらず、売上も横ばいである。
,,□,家電量販店（経営者）,お客様の様子,・商品の販売量の下落とともに、商品単価も下がっている。客の買い控え傾向も強い。
,,□,家電量販店（店員）,お客様の様子,・客数が少し減っている。また気温が高く、ストーブ等の暖房器具の売行きが伸びてこない。
,,□,乗用車販売店（従業員）,販売量の動き,・全体としては大きな変化はみられない。ただし単価の安い商品については、今まで前年並みに売れていたが、今月は大変厳しく、あまり売れていない。
,,□,高級レストラン（スタッフ）,販売量の動き,・前月に引き続き、客数、単価とも前年比でマイナスとなった。中旬以降の２回の３連休はまずまずであったが、平日は相変わらず厳しい。売上の前年比は10％以上のマイナスとなった。
,,□,高級レストラン（スタッフ）,販売量の動き,・ランチの売上は前年比で２割減少した。道内企業の景気落ち込みや２回の連休などが影響したのか、ビジネスマンの利用が激減した。夕食は前年を超えたが、予約のディナー客によるところが大きく、飲物中心のフリー客は減少した。全体としては大きく変わらないが、じわじわと下がってきている。
,,□,タクシー運転手,来客数の動き,・９月は良い天候の日が多く、また週末の連休も２回あったものの、前年と比べると、タクシーの利用は大きなマイナスとなった。
,,□,住宅販売会社（従業員）,来客数の動き,・モデルハウス等の来場者が少ない状態が続いている。
,,□,住宅販売会社（従業員）,販売量の動き,・販売量の低迷もさることながら、単価が低下している状況が相変わらず続いている。かなり価格破壊が進んでいる状態にある。
,,▲,百貨店（売場主任）,販売量の動き,・９月は残暑が続き、20日ごろまではほとんど秋物の動きがなく、厳しかった。特にジャケット、セーター、カットソー等の商品が動かなかった。下旬に入り、秋物の動きが非常に良くなったが、去年には及ばない状況である。
,,▲,スーパー（店長）,お客様の様子,・月初めに大きなキャンペーンを実施したが、客の購買意欲がなかなかみられなかった。客数は前月から若干回復傾向にあるが、依然として単価ダウンと無駄な物は買わないという買い控えが続いており、これらの傾向は変わらない状況にある。
,,▲,コンビニ（エリア担当）,単価の動き,・買物の傾向として、本当に必要なものしか買わなくなっており、その周辺の商品に客の手が届かなくなっている。
,,▲,衣料品専門店（店長）,来客数の動き,・展示会をよく行うが、今年は人出が非常に悪く、来客数が悪い状況である。
,,▲,乗用車販売店（従業員）,販売量の動き,・例年９月は販売台数が多くなるが、今年は良くない。他の販売店についても同様であり、消費の拡大には至っていない。
,,▲,住関連専門店（経営者）,お客様の様子,・商店街の通行量も依然として悪いようで、撤退する店舗が後を絶たない。入れ替わりにオープンする店の多くが、商店街としてはふさわしくないカラオケ店やパチンコ店である。
,,▲,その他専門店［ガソリンスタンド］（経営者）,競争相手の様子,・石油製品の高騰による客の買い控えがあり、販売量が減少しているため、競合による採算を度外視した価格競争が起きている。
,,▲,タクシー運転手,来客数の動き,・各観光施設の来客数がかなり減っている。
,,×,スナック（経営者）,来客数の動き,・観光客と地元リピーターを対象にして商売しているが、これほど８月に比べて９月が落ち込むとは想像していなかった。前月の時点では少しずつ良くなっていくかと思ったが、今月はまだ前年比が落ち込んでいる状態であり、不景気を実感している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・質の高い請負物件の需要に底堅いものがある。
,,○,通信業（営業担当）,取引先の様子,・以前より残業、休日出勤等が増えたとのことを聞いており、稼働率の上昇がうかがえる。
