Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：株式会社北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,一般小売店［土産］（経営者）,来客数の動き,・外国人客の訪日が堅調である。また、ＬＣＣの新規就航などで国内客も伸びている。全体的に国内における景気回復の動きが客の地域間移動を底上げしており、当店においてもプラスとなっている。
,,◎,旅行代理店（従業員）,お客様の様子,・来年度の問合せ件数が例年よりも多い。また、客単価についても上がっている。
,,○,商店街（代表者）,来客数の動き,・積雪や冷え込みの影響により、１月中旬までは例年と同様に来街者が低調に推移していたが、下旬に入ってからは買い回り品を中心に区域内の百貨店などで買物をする客が増えている。現金払戻しセールなどの販促イベントを月末に行った店舗があったことで来街者が増加しており、区域内を全般的に回遊する客が増えている。
,,○,商店街（代表者）,販売量の動き,・今年は雪が少なかったため、年始商戦は順調に推移した。ただ、日並びが悪かったのか、国内からの旅行客が極端に少なかった。
,,○,一般小売店［土産］（経営者）,お客様の様子,・来客数はそれほど増えていないが、３～４年前と比べて、国内客による売上が確実に伸びている。
,,○,百貨店（売場主任）,単価の動き,・来客数、購買客数が前年を下回る傾向は続いているが、売上は前年を上回っている。客単価が上昇しており、どうせ買うなら良い商材をという傾向に回帰してきている。
,,○,百貨店（営業販促担当）,単価の動き,・来客数は前年をやや下回っているが、客単価が上昇している。高額商材など、ボリュームゾーンよりも上のランクの価格帯の商材が好調に推移している。衣料品もコートなどのアウターが好調に推移している。また、セール時期に入ってからも、客が気に入った定価品を選ぶなど、買物がセール品に偏っていない。
,,○,スーパー（店長）,来客数の動き,・１月は高額商材がよく売れた。来客数も微増ではあるが、伸びてきている。
,,○,コンビニ（店長）,来客数の動き,・来客数を前年比でみると、３か月前と比べて回復傾向にある。
,,○,乗用車販売店（経営者）,お客様の様子,・土日の来客数が増えてきており、それに伴い受注量も増加している。
,,○,乗用車販売店（従業員）,販売量の動き,・例年、北海道では１～３月にかけて春先需要の盛り上がる時期となる。今年も１月の販売量が上向くなど、需要の高まる兆しがみられたことから、景気はやや良くなっている。
,,○,乗用車販売店（従業員）,販売量の動き,・高額な新型車両が導入されたなか、買い方提案などを行った結果、見込みを上回る販売量となった。市場にはこのような高額商材を求めるユーザーがまだ埋もれており、アプローチの仕方によってはもっと販売量を増やすことができる可能性がある。
,,○,自動車備品販売店（店長）,販売量の動き,・車検台数が前年比110％と増えている。また、ドライブレコーダーはメーカー欠品が続いており、納期待ちが続いているものの、引き続き需要が高く、前年比200％と伸びている。
,,○,一般レストラン（スタッフ）,単価の動き,・外国人観光客の増加に伴い、当店の来客数、客単価共に前年を上回った。
,,○,観光型ホテル（スタッフ）,来客数の動き,・近隣アジアを中心に観光目的の外国人客が堅調に推移している。国・地域別にみると、韓国、中国、台湾の順に客が多い。
,,○,タクシー運転手,販売量の動き,・冬季ということもあり、日中の稼働が堅調である。また、夜間についても、休日前、平日を問わず利用者が堅調に推移している。
,,○,通信会社（企画担当）,販売量の動き,・競合他社への流出は相変わらず多いが、他社からの流入が過去最高を記録した。自社サービスに対する客の理解が得られつつあることを実感している。
,,□,商店街（代表者）,来客数の動き,・初売りは前年並みであったが、初売り以降は悪天候の影響で売上が減少し、結果的に月全体の売上も前年を下回った。
,,□,商店街（代表者）,お客様の様子,・客の様子をみると、これまでと同じように、景気が良くなるわけでもなく、悪くなるわけでもなく、淡々として日々の生活を過ごしている。
,,□,商店街（代表者）,来客数の動き,・売上はやや増えたものの、燃料や原材料の価格が上昇している。
,,□,一般小売店［酒］（経営者）,販売量の動き,・客単価については月による変動がそれほど大きくないため、販売量の増減が直接売上に影響してきている。このところ販売量は横ばいで推移しており、景気は変わらない。
,,□,百貨店（販売促進担当）,来客数の動き,・年が明けてから、来客数、買上客数が前年を上回って推移していたが、前年は１月末から２月初旬にかけて春節に合わせて来道していた中華圏の外国人観光客が多数いたため、その反動で月末になってからは、来客数も買上客数もマイナスに転じており、前半で稼いだ貯金がなくなってきている。
,,□,スーパー（店長）,来客数の動き,・ここ数か月、来客数の動向が変わらない。
,,□,スーパー（店長）,お客様の様子,・初売りの来客数こそ伸びたものの、節約志向は依然として変わらない。野菜の価格高騰の影響もあり、客の財布のひもが固くなっており、買物の仕方がよりシビアになってきている。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数の動きは下げ止まっているものの、引き続き前年を下回って推移している。年始や節分などの催事商材が好調で客単価も上昇しているが、日用品の売上が低調である。
,,□,コンビニ（エリア担当）,単価の動き,・前年は降雪量が少なく、除雪業者の仕事量もそれほど多くなかったが、今年は降雪量が多く、それに伴い除雪業者の仕事量も増えている。このため、前年と比べると、景気は上向きとなっている。
,,□,コンビニ（エリア担当）,来客数の動き,・直近３か月間の来客数にほとんど変化がなく、増加する気配がない。ただ、客単価は上昇しており、客の購買動向はそれほど悪くない。
,,□,衣料品専門店（店長）,来客数の動き,・初売りは例年以上の動きだったが、中旬以降は来客数が頭打ちとなった。月全体では前年並みの結果となる見通しである。
,,□,家電量販店（店員）,販売量の動き,・初売りから１月半ばまでは、来客数も売上も前年以上の数字で推移していたが、後半になり、客足が落ち込んだ。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が断続的に上昇しているが、現在のところ影響は余りみられない。
,,□,高級レストラン（スタッフ）,来客数の動き,・例年にない寒さと大雪が続いていることで、客足が鈍い。サラリーマンが中心のランチも７～８割の入込にとどまっている。一方、外国人客は堅調であり、ディナー客のほとんどを外国人で占める日もみられた。
,,□,旅行代理店（従業員）,販売量の動き,・旅行販売額が前年と余り変わらない。来客数や販売額も景気が良いと感じるほどではない。
,,□,タクシー運転手,来客数の動き,・前月までと同様に１月もタクシー１台当たりの売上が前年を４％ほど上回った。ただし、乗務員不足で稼働率が悪いことから、会社の収入は前年を４％ほど下回った。
,,□,タクシー運転手,来客数の動き,・例年、冬場は観光客が激減することになるため、全体的に動きが鈍くなる。特に今年は雪の日が例年よりも多いため、地元客の動きが悪く、全体的に流れが悪くなっている。
,,□,観光名所（従業員）,来客数の動き,・１月29日時点の利用乗降客数は前年比103.5％となっている。ここ３か月、前年比がほぼ100％前後で推移しており、変化がみられないことから、景気は変わらない。
,,□,美容室（経営者）,お客様の様子,・灯油、ガソリン、野菜などの価格高騰といった不安材料があるにもかかわらず、来客数、売上に大きな変動はみられず、安定した状況で推移している。
,,□,美容室（経営者）,販売量の動き,・１月の売上が前年とほとんど変わらない。
,,□,美容室（経営者）,来客数の動き,・ほぼ例年並みの売上で推移しているため、景気は変わらない。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・例年よりも天候が悪く、フェリーの欠航回数が増加している。
,,□,住宅販売会社（経営者）,来客数の動き,・分譲マンションのモデルルームへの新規来客数がやや増加している。また、再訪客数も前月と比べて増えている。しかしながら、例年、１～３月の来客数は総じて多いため、景気の方向性が良いのか悪いのか、今一つ判然としない。
,,▲,百貨店（担当者）,販売量の動き,・例年にはみられないほどの悪天候の影響で来客数が落ち込んでいる。今年は特に大雪や暴風の日が多いため、客の来店意欲も落ち込んでいる。
,,▲,百貨店（役員）,お客様の様子,・来客数及び買上客数の減少が目立つ。
,,▲,スーパー（役員）,来客数の動き,・例年と比べて今冬の累積降雪量が極端に多いわけではないが、暴風雪の影響で来客数が減少しており、12月以降、週末や月の最終週に客が集中する傾向が続いている。客単価が前年比で２％、買上率が前年比で1.7％上昇するなど、商材の動きは悪くはないが、来客数減少の影響が大きく、１月の景気はやや悪い。
,,▲,スーパー（役員）,単価の動き,・野菜の異常な高値が続いているため、ほかの商材にお金が回らず、全体の売上が落ちている。
