Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,旅行代理店（従業員）,販売量の動き,・４月の年間受注状況が前年比で３％良化している。
,,◎,観光名所（従業員）,来客数の動き,・４月の利用人数は、26日現在で前年比128.2％と前年から大きく上向いている。
,,◎,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・観光シーズンがようやくスタートしたことに加えて、大規模な公共工事が始まったことで、旅客、車両ともに輸送量が大きく増加している。
,,◎,住宅販売会社（経営者）,お客様の様子,・株高や金利低下、公共工事増で客の気持ちが上向いている。
,,○,商店街（代表者）,単価の動き,・高額品の動きが以前より良くなっている。ただし、来客数や販売量、客単価については、明るいムードは感じるものの、実態はいまだ厳しい。
,,○,商店街（代表者）,お客様の様子,・景気回復の実感はまだない。ただ、客の気分が高揚している様子がうかがえ、期待感は十分にある。北海道における外国人観光客は順調に推移しており、中国本土からの観光客はいまだ低調だが、前年のタイ直行便の就航により、南アジアからの観光客が増えており、中国本土の落ち込み分を徐々にばん回している。
,,○,百貨店（売場主任）,販売量の動き,・４月の全店の売上は、７日、14日と荒天で苦戦したものの、前年並みで推移している。買上客数も前年を上回っている。
,,○,百貨店（販売促進担当）,単価の動き,・景気回復の報道が連日なされていることで、市内の消費に対する気運もかなり高まってきている。特に、特選ブランドと呼ばれる海外有名ブランドの売上が好調で、全体の数字の押し上げに寄与している。
,,○,百貨店（販売促進担当）,販売量の動き,・気温低下という天候要因がありながら、売上はほぼ前年並みで推移している。特に月末にかけては、最高気温の前年差がマイナス10度以上と寒い日が続いているものの、消費マインドは悪くない。
,,○,スーパー（店長）,単価の動き,・プチぜいたく的に自家需要での高単価品の動きが前月と同様に活発である。衣食住全てにおいて同様の動きとなっている。ブランド品、フォーマル、和牛、マグロ、輸入果実、化粧品などが挙げられる。
,,○,スーパー（店長）,単価の動き,・来客数はそれほど増えていないが、高い商品から売れ始めている。
,,○,コンビニ（エリア担当）,単価の動き,・４月に入ってから、アルコールの売上が持ち直してきており、家庭内消費の持ち直しがうかがえる。
,,○,衣料品専門店（店員）,お客様の様子,・春物衣料に対して客の購買意欲が動いている。一方で、円安の影響も出てきている。また、電力料金の値上げや消費税増税を控えて、家計に圧迫感が感じられる。
,,○,自動車備品販売店（店長）,来客数の動き,・商品の買上点数が増えている。特に洗車用品が前年の1.3倍と伸びており、車にお金をかける流れが出てきている。
,,○,高級レストラン（スタッフ）,来客数の動き,・観光シーズンに入り、年配の夫婦や家族連れの観光客が目立っている。昼夜とも満席の日もあり、来客数は前年比で２けたの増加となった。
,,○,高級レストラン（スタッフ）,来客数の動き,・４月に入り、温暖な気候となったことで来客数が伸びている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・各週末の個人予約が好調に推移している。
,,○,住宅販売会社（従業員）,お客様の様子,・消費税増税前に住宅を購入しようという動きがみられる。
,,○,住宅販売会社（従業員）,販売量の動き,・販売量は堅調に推移している。現在、分譲マンション市場全体の在庫はとても少なく、売り出すとすぐに完売してしまうような状況である。客がマンションの購入を競っているような状態である。
,,□,商店街（代表者）,お客様の様子,・肌寒い日が続き、アパレル関連の動きが鈍化気味となっている。
,,□,商店街（代表者）,それ以外,・トレンドがはっきりしていることで商品がそろっているものの、天候の変化に左右されており、全店的に動きが安定していない。
,,□,商店街（代表者）,お客様の様子,・新政権の経済対策により景気が良くなるという雰囲気はあるのだが、客からは今一つという声が聞こえる。
,,□,商店街（代表者）,来客数の動き,・様々なメディア等で景気がわずかながら上向きと発表されているが、当地域では停滞ムードが漂っている。一部の大企業では給料のベースアップの発表があったが、当地域では農業を基幹とする中小企業がメインであるため、政策効果の見えづらい状態が続いている。その反面、円安の影響として、燃料代等のアップにより生活費が圧迫されることで、さらに低価格のものを買い求める傾向とともに極力買物を控えようとする動きが目立つ。
,,□,一般小売店［土産］（経営者）,単価の動き,・寒さが続いていることで、春の訪れを迎える気にならないためか、観光客の出足は鈍い。また、石油等の値上がりや電力料金値上げのニュース等の影響で上向くはずの消費も冷えようとしている。ただ、当社の売上は、東日本大震災の影響でこの２年で相当落ちたが、今年は震災前の96％程度までは戻ってきている。
,,□,一般小売店［酒］（経営者）,単価の動き,・販売量はそこそこで推移しているが、より商品単価の低い商品に移行しようとする動きがみられる。例えば、焼酎であれば大容量の４リットルが売れたり、お茶は２リットルのペットボトルの動きが良いなど、得意先もそういうことを気にかけているようで、なかなか売上が伸びづらくなっている。
,,□,百貨店（売場主任）,販売量の動き,・２～３月はラグジュアリーブランドの値上げが集中したことで駆け込み的に前倒し購入があった。その後は回復傾向にあるものの、冬型気候の継続などで季節が変わりきれていないため、４月のボリュームゾーンの購買動向が遅れている。
,,□,百貨店（役員）,販売量の動き,・今月のホームセンター部門はここ数か月で一番悪かった。天候不順が最大の要因とは思うが、新政権の経済対策の効果が末端消費につながっていないことを痛切に感じる。
,,□,スーパー（店長）,販売量の動き,・販売量の動きをみると、１～３月までは前年割れではあったものの、右肩上がりで推移していた。しかし、今月は日曜日が１日少ないこともあり、足踏み状態である。
,,□,スーパー（企画担当）,来客数の動き,・新政権の経済対策の影響もあり、消費環境のムードは明るくなってきているが、日々の競合店との価格競争は激しさを増している。また、来客数も相変わらず伸び悩んでおり、足元の景況感は不透明感をぬぐえない状況である。
,,□,スーパー（役員）,来客数の動き,・４月は前年よりも日曜日が１日少ないことに加えて、初旬に台風並みの低気圧が発生したことで、来客数が前年比で約３％低下した。他業種では、良い業種、業態が増加している状況も聞かれるが、当社はまだ上昇傾向には至ってない。一方、客単価については前年比で１％低下しているが、前月と比べてそう変化はみられない。
,,□,スーパー（役員）,お客様の様子,・年金支給日や月末の給料日の後など、お金のある時にまとめ買いをする傾向が継続している。景気が回復するようには感じられない。
,,□,衣料品専門店（店長）,それ以外,・商店街関係の集まりで話を聞いても、客からの話でも、あまり芳しい話は聞いていない。
,,□,衣料品専門店（店長）,販売量の動き,・景気が回復しているとマスコミ等で報道されているが、給与面等は変わらないため、実際には変化がみられない。株高等で収入が増えている人もいるが一部である。
,,□,家電量販店（店員）,単価の動き,・独り立ち用の家電需要について、前年と比較すると客単価が落ち込んでいる。内容も必要最低限のものにとどまっている。
,,□,家電量販店（地区統括部長）,販売量の動き,・新政権の経済対策の効果がいまだに家電需要に反映されていない。特にテレビについては、回復がほとんど見込めないほど、落ち込みが大きい。
,,□,乗用車販売店（従業員）,販売量の動き,・２～４月にかけて販売量は安定しており、大体同じ程度で推移しているが、そこまで景気が上向きになったとは正直思えない。
,,□,乗用車販売店（営業担当）,競争相手の様子,・テレビや新聞で取り上げられているような景気上向きの報道とは異なり、当地区では同業他社をみても、受注量は上向きになっていない。
,,□,その他専門店［医薬品］（経営者）,お客様の様子,・買い控えに加えて、悪天候の影響がみられる。特に高齢者が中心の店舗であるため、少しでも寒かったり、雨模様だったりすると如実に影響する。購買意欲も減退しているようだ。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・車のハイブリッド化により燃費が向上しており、販売量が減少している。
,,□,高級レストラン（スタッフ）,販売量の動き,・ゴールデンウィーク前後は毎年良くないが、今年も昼夜とも例年並みであった。ただし、数字には出てきていないが、女性客の服装が明るくなっていることや、男性客の明るい話題が増えていることなどから、景況感は上向いているようだ。夕食が低単価の飲食店では早い時間のにぎわいが戻りつつある。
,,□,スナック（経営者）,来客数の動き,・特別、前年と変わらないが、街中に客が少しずつ多くなった印象がある。
,,□,観光型ホテル（経営者）,来客数の動き,・引き続き集客に弱さがあり、３か月前と比較して景気が上向いている実感はない。
,,□,旅行代理店（従業員）,販売量の動き,・前々年の11月より良い状況が続いている。
