Ⅰ．景気の現状に対する判断理由等,,,,,
,,,,,
　景気の現状に対する判断の理由及びそれに対する追加説明等について、その主だったもの及び特徴的と考えられるものを取りまとめると以下のとおりであった。,,,,,
,,,,,
,,,,,
　１．北海道（地域別調査機関：（株）北海道二十一世紀総合研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(北海道)",,◎,観光名所（従業員）,来客数の動き,・26日現在の利用乗降客数が前年比114％となっており、今年度は毎月、前年比プラスが継続している。
,,○,商店街（代表者）,来客数の動き,・北海道の観光客は７月から増え始めている。特に海外客が大きく増加しており、直行便が就航したタイを始めとして、中国本土を除く東南アジアを中心に増えている。例年であれば、夏期本番のシーズンは、航空機代金、バス料金、宿泊費が繁忙期で高くなるため、海外客の入込が減る時期であるが、全く衰えがみられないことから、エグゼクティブな旅行であることがうかがえる。
,,○,一般小売店［土産］（経営者）,販売量の動き,・今月は３連休が２回もあったことで、売上が伸びている。前々から感じていたが、連休を増やすこと、それだけで消費につながる面がある。
,,○,百貨店（売場主任）,お客様の様子,・来客数が前年比100％であるのに対して、売上が前年比106％となっており、客単価上昇の動きがみられる。気温の低下が秋物の購買を後押ししており、定価品の売上が前年比107％で推移している。ジャケットやコートがメンズ、レディースともに伸びているなど、全商品カテゴリーで前年を上回っている。
,,○,百貨店（売場主任）,単価の動き,・来客数が大幅に増加しているわけではないが、客単価が向上している。
,,○,百貨店（販売促進担当）,来客数の動き,・前月に引き続き来客数が前年を上回る基調で推移している。客単価も特殊要因を除けば、ほぼ前年並みを維持している。
,,○,スーパー（店長）,販売量の動き,・販売量が８月よりも５％程度減ったが、売上が前年比104％と久しぶりに前年を上回った。今月は生鮮部門を中心に一般食品や米などが好調だった。
,,○,スーパー（店長）,単価の動き,・前年の猛暑と違い、平年並みの気温で推移したことから、秋冬物の衣料品を始めとした防寒関連商品の動きが非常に良い。また、ランドセルも前年の２倍の水準で売れているほか、高額品の動きも顕著である。暖房関連も大型石油暖房機を中心に、全体の単価を押し上げている。
,,○,衣料品専門店（店員）,単価の動き,・９月に入ってから高額商品に動きがみられる。
,,○,家電量販店（地区統括部長）,販売量の動き,・４Ｋテレビ等の高付加価値商品の需要が増えており、デフレ感が弱くなってきている。また、残暑が長引いた前年と対照的に、今年は例年どおりの秋が訪れていることで、大型暖房機の需要がみられ始めている。
,,○,高級レストラン（スタッフ）,販売量の動き,・今月は３連休が２回続き、天候にも恵まれたことから、観光客の入込が良い。年配のグループ利用も多く、ランチの待ち時間が１時間半に及んだ日もみられた。売上は前年を10％上回った。
,,○,観光型ホテル（スタッフ）,来客数の動き,・３連休の宿泊予約を効率よく取り込むことができた。需要を喚起するイベントが開催されたこともあり、国内客の宿泊予約で計画を達成できた。外国人客の宿泊では台湾が堅調なほか、新興のタイは連泊が多く、好調に推移した。
,,○,旅行代理店（従業員）,販売量の動き,・８月中旬から雨が多く、農作物への影響が心配されたが、作柄が良好であるほか、水産業もホタテ、サケの漁獲が良く、１次産業が安定しているため、人の動き、物流が活性化している。
,,○,タクシー運転手,来客数の動き,・９月のタクシー１台当たりの売上は前年より悪かった。乗務員が不足しており、募集してもなかなか乗務員が集まらないため、タクシーの稼動が悪くなっており、会社の総売上は前年を大きく下回っている。
,,○,タクシー運転手,販売量の動き,・特筆すべき要因が見当たらない状況であるが、売上が前年比でプラスとなっている。
,,○,住宅販売会社（経営者）,お客様の様子,・株価と為替が安定していることから、順調に推移している。
,,□,商店街（代表者）,単価の動き,・消費税増税の動向がはっきりしないなかで、高額品を買う時期を決めかねている客の動きが鈍い。
,,□,商店街（代表者）,お客様の様子,・９月に入っても残暑が長く続いたため、秋物を求める客の出足が遅かった。その後、急に気温が下がったものの、客自身がまだ何を買ったら良いのか分からず、単価の低い商品にしか動きが出ていない。
,,□,商店街（代表者）,お客様の様子,・今の状況では消費税増税が確定的になりそうだが、客の反応をみると、仕方ないという雰囲気がある。
,,□,商店街（代表者）,来客数の動き,・中旬までは例年並みの来街者があったが、それ以降、周辺地域における大きな大会等もなく、中心部を訪れる買物客が減少した。また、秋の観光シーズンに入ったにもかかわらず、道内客、道外客、外国人客とも観光客の増加がみられない。３か月前と比べると悪い状態のまま変わらない。
,,□,百貨店（売場主任）,お客様の様子,・紳士物、婦人物で秋物の動きが出ている。なかでも、婦人物のパンツ、ブラウス、カットソー、ジャケットの売上は前年を10％上回っている。気温が下がったことにより、下旬に入ってからは紳士物のジャケット、パンツにも動きが出てきている。
,,□,百貨店（販売促進担当）,販売量の動き,・９月に入り、気温が一気に低下したため、衣料品を中心に秋冬物が売上を伸ばした。しかしながら、来客数の伸びに対して、客単価や買上客数は低下傾向であり、期待値には達していない状態である。
,,□,百貨店（役員）,販売量の動き,・前年は９月20日ごろまで30度を超える暑さが続き、秋物、冬物の出足が壊滅状態だったが、今年は８月後半から急激に気温が下がったため、秋物の動きがしっかりと表れている。ファッションは全般に状況が良く、前年の２けた増が見込める。ストーブの動きも好調である。
,,□,スーパー（店長）,単価の動き,・世間で言われているように、単価の高い商品が特に売れているわけではない。
,,□,スーパー（役員）,単価の動き,・前年は残暑が厳しく、夏日が16日間あったのに対して、今年は夏日が４日間と気温が低く推移しているなか、売上は前年から0.5％伸びている。ただし、天候の影響か、来客数が前年から２％前後低下しており、客単価の上昇に助けられている面がある。
,,□,コンビニ（エリア担当）,来客数の動き,・９月は前年の残暑の反動で、来客数は前年を１割下回っている。しかし、前々年との比較では95％前後での推移であり、ここ３か月、来客数の動向は変化していない。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は継続して前年割れとなっている。主要因は気温が前年を下回っているためであるが、１次産業の不振も客足の鈍化につながっている。世間で言われているほど、消費者の懐事情は回復していない。
,,□,衣料品専門店（店長）,それ以外,・店の売上やその他の面から判断して、状況は変わらない。
,,□,家電量販店（店員）,販売量の動き,・今月は売上、利益とも前年を上回った。
,,□,乗用車販売店（営業担当）,販売量の動き,・法人向けは若干の上向き傾向にあるが、個人向けは大きな変化はなく、全体として大きな変化は感じられない。
,,□,自動車備品販売店（店長）,来客数の動き,・来客数は前年と特に変わらない。景気が上向いているとは感じないが、逆に悪くなっているとも感じない。
,,□,高級レストラン（経営者）,お客様の様子,・店内で、値段設定の高い物が売れない。
,,□,高級レストラン（スタッフ）,販売量の動き,・今月は市内中心部で飲食の大型催事があったこともあり、週末のフリー客が奮わなかった。ランチの単価も上がってこなかったため、かろうじて前年並みとなった。その上、食材が値上がりしているため、利益は減少している。外国人観光客は、街でもよく見かけるが、当店にはあまり縁がない。景気向上が言われているが、道内の飲食店は、特定の店を除いて回復とは言いにくい状況にある。また、出入りしているタクシーの運転手も、景気が回復しているような光景は目にしていないようである。
,,□,高級レストラン（スタッフ）,お客様の様子,・依然として低価格を要望する客が多く、少しでも単価を上げると客足が鈍る傾向にある。
,,□,タクシー運転手,販売量の動き,・今月は、ここ３か月と比べて若干上向き傾向ではあるが、全体の需要や販売量をみると、依然として前年よりも落ち込んでいる状況である。
,,□,タクシー運転手,販売量の動き,・３か月前と比較すると10％程度売上が伸びているものの、前年も10％程度の伸びがみられたため、前年実績とほぼ同じ売上であった。このことから、景気は変わらない。
,,□,タクシー運転手,来客数の動き,・売上は前年と同じくらいの実績であった。オーダー数は若干減少している。
,,□,通信会社（企画担当）,お客様の様子,・米国大手のスマートフォン端末発売にともなう好況を期待していたが、発売直後こそ客からの引き合いが多くあったが、すぐに落ち着き、元の状況に戻っている。
,,□,パチンコ店（役員）,お客様の様子,・建設業は消費税増税前の駆け込み需要で景気が良さそうだが、当業種においてはほとんど変わりがない。
,,□,美容室（経営者）,お客様の様子,・例年どおり、夏の天候や社会的にあまり変化のない状況が続いており、客の生活パターンも固定化してきている。
